Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Arminia,24,26,39.1,20,220,1800,20.0,20,12,18,2,2,37,2,1.0,0.6,1.6,0.9,1.5,19.1,17.5,12.9,30.4,0.95,0.64,1.6,0.88,1.52,232,69,29.7,11.6,3.45,0.08,0.26,19.1,4,0.08,0.9,0.5,5317,7659,69.4,114182,47968,1949,2439,79.9,2233,2869,77.8,1016,1966,51.7,-0.9,156,448,121,37,505,6680,979,8,1413,207,196,89,41,21,1,4049,1235,2375,1968,4217,517,438,92,24,165,255,261,325,16.25,228,30,20,14,14,27,1.35,23,0,0,2,2,0,352,219,168,149,35,112,37.8,184,1029,30.3,1016,1576,799,2,251,716,569,7,10230,1467,417,335,52.2,196,23,5459,75,262,254,6876,5317,77.3,505,90,100,82,130,90,19,86,1.05,20,26,-6,-0.3,19.1,34.2,-15.2,-0.76,1,265,2,3,0,1930,504,540,48.3,Bundesliga,20,2021-2022
Augsburg,26,27,39.7,20,220,1800,20.0,20,12,18,2,2,42,0,1.0,0.6,1.6,0.9,1.5,20.7,19.2,13.4,32.6,1.03,0.67,1.7,0.96,1.63,215,72,33.5,10.75,3.6,0.08,0.25,17.6,6,0.09,-0.7,-1.2,5377,7523,71.5,116100,44606,1936,2344,82.6,2259,2847,79.3,1097,2019,54.3,-1.4,154,422,134,45,497,6504,1019,8,1307,284,241,97,37,54,1,4112,1255,2156,1694,4529,415,476,129,43,172,271,228,308,15.4,221,34,12,13,13,23,1.15,13,4,0,5,1,0,375,221,188,135,52,118,35.3,216,983,29.8,1169,1481,648,1,295,721,450,5,10035,1408,400,301,50.8,163,14,5448,52,282,218,6969,5377,77.2,497,90,100,79,121,99,24,80,0.95,20,35,-15,-0.75,20.7,35.4,-14.7,-0.73,0,241,1,2,2,1745,375,431,46.5,Bundesliga,20,2021-2022
Bayern Munich,28,27,63.0,20,220,1800,20.0,63,50,60,3,3,14,1,3.15,2.5,5.65,3.0,5.5,55.6,53.4,41.1,94.5,2.78,2.06,4.84,2.67,4.72,411,168,40.9,20.55,8.4,0.15,0.36,15.6,8,0.13,7.4,6.6,11704,13792,84.9,222502,73465,4777,5328,89.7,5179,5806,89.2,1551,2187,70.9,8.9,311,907,293,54,1103,12829,963,32,1884,352,279,129,66,45,3,10269,1613,1910,4076,8483,407,439,194,35,157,471,267,642,32.1,492,46,33,18,16,103,5.15,81,7,5,7,2,1,380,239,150,159,71,147,43.6,190,1016,35.0,775,1283,849,0,251,701,253,8,16246,1340,848,469,57.6,292,26,11135,150,298,260,13286,11704,88.1,1103,90,100,81,131,88,21,89,2.45,65,19,46,2.3,55.6,18.2,37.5,1.87,0,174,0,0,0,1994,299,281,51.6,Bundesliga,20,2021-2022
Bochum,26,28,43.3,20,220,1800,20.0,19,12,18,1,3,31,1,0.95,0.6,1.55,0.9,1.5,22.6,20.3,15.2,35.5,1.13,0.76,1.89,1.01,1.77,233,76,32.6,11.65,3.8,0.08,0.24,18.8,13,0.09,-3.6,-2.3,5678,7960,71.3,131261,51007,1852,2306,80.3,2333,2902,80.4,1390,2429,57.2,-3.2,160,445,110,37,465,6921,1039,10,1234,288,226,66,26,26,0,4159,1213,2588,2375,4078,475,488,123,42,211,290,229,342,17.1,230,39,16,29,11,27,1.35,17,3,1,2,3,1,392,245,204,144,44,145,41.4,205,941,29.4,1070,1354,775,6,237,792,536,3,10567,1565,364,269,50.9,152,14,5692,68,285,209,7169,5678,79.2,465,90,100,83,137,82,18,95,1.2,19,29,-10,-0.5,22.6,32.6,-10.0,-0.5,0,239,3,2,1,1748,468,448,51.1,Bundesliga,20,2021-2022
Dortmund,28,26,59.9,20,220,1800,20.0,49,34,43,6,6,40,1,2.45,1.7,4.15,2.15,3.85,37.5,33.0,25.6,58.5,1.88,1.28,3.15,1.65,2.93,282,100,35.5,14.1,5.0,0.15,0.43,15.9,10,0.12,11.5,10.0,10485,12600,83.2,199473,62888,4170,4727,88.2,4708,5312,88.6,1391,2058,67.6,8.4,205,679,184,37,844,11633,967,13,1755,303,218,114,44,47,2,9403,1395,1802,3218,8191,412,417,152,34,151,415,287,453,22.65,310,48,21,28,11,79,3.95,52,4,5,5,8,5,374,249,155,166,53,128,42.1,176,1037,34.8,845,1382,749,0,243,660,320,5,14992,1450,589,355,52.1,208,10,9867,93,278,231,12003,10485,87.4,844,90,100,83,135,84,18,89,2.15,52,31,21,1.05,37.5,26.4,11.1,0.55,1,218,4,4,1,1896,308,279,52.5,Bundesliga,20,2021-2022
Eint Frankfurt,25,27,49.3,20,220,1800,20.0,29,21,28,1,2,42,1,1.45,1.05,2.5,1.4,2.45,29.7,28.2,21.0,49.1,1.48,1.05,2.53,1.41,2.46,262,83,31.7,13.1,4.15,0.11,0.34,17.2,9,0.11,-0.7,-0.2,7324,9758,75.1,149475,53693,2680,3202,83.7,3372,4054,83.2,1157,2122,54.5,0.0,186,536,146,48,670,8741,1017,17,1572,225,261,102,37,49,6,6097,1453,2208,3311,5052,452,474,141,30,203,358,281,390,19.5,271,45,17,20,9,45,2.25,28,4,3,4,5,1,385,230,181,156,48,137,37.8,225,1114,31.4,1058,1623,872,5,296,703,436,4,12295,1522,444,300,51.7,175,15,7169,84,309,207,8929,7324,82.0,670,90,100,82,142,79,21,99,1.4,30,30,0,0.0,29.7,33.3,-3.7,-0.18,1,252,1,3,0,2019,429,459,48.3,Bundesliga,20,2021-2022
Freiburg,24,26,47.3,20,220,1800,20.0,30,18,27,3,4,20,0,1.5,0.9,2.4,1.35,2.25,29.3,26.3,19.7,46.0,1.46,0.98,2.45,1.31,2.3,269,95,35.3,13.45,4.75,0.1,0.28,15.3,7,0.1,0.7,0.7,6604,8815,74.9,138199,52696,2453,2956,83.0,2849,3403,83.7,1172,2061,56.9,-1.7,189,478,155,54,589,7868,947,12,1519,252,235,102,63,19,3,5284,1274,2257,2381,5052,461,390,133,33,178,270,252,402,20.1,268,57,6,29,7,47,2.35,28,6,1,6,5,1,343,197,177,120,46,119,41.5,168,861,30.5,918,1238,670,1,221,651,471,7,11137,1506,484,246,51.2,137,10,6284,58,235,185,8101,6604,81.5,589,90,100,83,127,94,17,85,1.65,33,23,10,0.5,29.3,25.3,4.0,0.2,0,237,2,1,1,1797,512,430,54.4,Bundesliga,20,2021-2022
Greuther Fürth,26,26,43.7,20,220,1800,20.0,16,10,13,3,3,38,0,0.8,0.5,1.3,0.65,1.15,19.4,17.2,12.0,29.2,0.97,0.6,1.57,0.86,1.46,190,60,31.6,9.5,3.0,0.07,0.22,17.4,6,0.09,-3.4,-4.2,5974,8096,73.8,123028,47404,2251,2667,84.4,2561,3055,83.8,1031,1958,52.7,-2.0,136,435,98,30,552,7048,1048,10,1416,168,191,85,47,28,5,4873,1168,2055,2189,4655,404,425,110,36,183,254,261,291,14.55,201,26,20,19,12,19,0.95,14,0,1,1,2,1,380,215,166,163,51,147,44.3,185,1050,31.7,1002,1565,749,1,259,730,464,6,10671,1453,358,332,50.9,180,23,5892,62,303,236,7417,5974,80.5,552,90,100,83,139,81,19,91,0.5,17,52,-35,-1.75,19.4,36.7,-17.3,-0.86,0,248,2,4,4,1709,371,467,44.3,Bundesliga,20,2021-2022
Hertha BSC,28,27,44.6,20,220,1800,20.0,21,13,20,1,1,31,1,1.05,0.65,1.7,1.0,1.65,19.7,19.0,14.0,32.9,0.99,0.7,1.68,0.95,1.65,205,75,36.6,10.25,3.75,0.1,0.27,16.8,10,0.1,1.3,1.0,6488,8556,75.8,130296,48016,2478,2949,84.0,2831,3384,83.7,1057,1858,56.9,-1.0,144,346,110,23,512,7490,1066,12,1469,254,179,84,36,37,1,5247,1308,2001,2157,5088,463,428,163,38,172,299,228,302,15.1,195,43,13,24,10,30,1.5,19,2,0,3,2,4,363,222,196,139,28,126,41.3,179,857,30.0,1073,1320,464,2,281,680,513,9,11153,1580,329,320,50.3,174,15,6166,48,255,264,7968,6488,81.4,512,90,100,80,128,92,25,88,1.1,22,42,-20,-1.0,19.7,33.3,-13.6,-0.68,0,242,1,3,0,1725,378,393,49.0,Bundesliga,20,2021-2022
Hoffenheim,26,26,54.4,20,220,1800,20.0,39,27,39,0,0,42,0,1.95,1.35,3.3,1.95,3.3,33.8,33.8,24.9,58.7,1.69,1.25,2.93,1.69,2.93,274,91,33.2,13.7,4.55,0.14,0.43,14.9,10,0.13,5.2,5.2,8671,10848,79.9,171845,58766,3328,3847,86.5,3848,4400,87.5,1335,2171,61.5,2.1,188,572,192,65,722,9780,1068,18,1745,300,286,118,63,19,6,7261,1524,2063,2608,6889,438,494,172,37,189,316,296,425,21.25,307,38,18,18,12,65,3.25,49,2,3,9,0,2,336,212,143,144,49,125,46.1,146,952,33.8,756,1327,737,0,256,618,355,5,13130,1599,543,271,49.4,150,16,8087,94,274,210,10118,8671,85.7,722,90,100,81,130,90,23,89,1.55,41,32,9,0.45,33.8,27.4,6.4,0.32,0,244,0,2,1,1771,351,410,46.1,Bundesliga,20,2021-2022
