Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Ignazio Abate,it ITA,DF,it Milan,31,1986,3,2,195,2.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,0,0,,0.00,0.00,,,,0,,0.0,0.0,99,125,79.2,2320,793,26,31,83.9,49,53,92.5,24,36,66.7,-0.1,2,10,1,1,9,106,19,0,23,4,2,0,0,0,0,88,19,18,7,99,2,16,0,1,4,0,7,2,0.92,1,1,0,0,0,0,0.00,0,0,0,0,0,0,5,2,1,2,2,2,40.0,3,6,40.0,3,8,4,0,1,7,4,0,140,7,1,1,0.0,0,0,90,0,0,0,90,87,96.7,2,65,36.1,90,2,1,15,1,1.33,2,3,-1,-0.46,-1.51,3.5,3.8,-0.3,-0.12,-0.93,0,6,0,1,0,19,2,4,33.3,Europa-League,19,2018-2019
Araz Abdullayev,az AZE,"FW,MF",az Qarabağ Ağdam,26,1992,6,3,316,3.5,1,0,0,1,1,0,0,0.28,0.00,0.28,0.00,0.00,0.8,0.0,0.2,0.2,0.22,0.05,0.27,0.00,0.05,0,0,,0.00,0.00,,,,0,,+0.2,0.0,71,110,64.5,1097,168,47,62,75.8,12,22,54.5,9,18,50.0,-0.2,3,1,0,0,1,95,15,0,20,4,9,7,0,0,0,70,24,16,72,32,4,1,0,1,2,4,8,3,0.85,1,2,0,0,0,0,0.00,0,0,0,0,0,0,2,0,0,1,1,1,33.3,2,13,14.4,6,50,34,0,2,2,0,0,145,0,15,10,70.0,7,0,107,4,9,10,192,107,55.7,43,53,58.5,80,1,3,26,0,0.50,2,9,-7,-1.99,-0.39,2.3,5.1,-2.8,-0.80,-0.03,0,5,0,0,0,12,1,5,16.7,Europa-League,19,2018-2019
Pape Abou Cisse,sn SEN,DF,gr Olympiacos,22,1995,7,7,630,7.0,1,0,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,0.7,0.7,0.2,1.0,0.11,0.03,0.14,0.11,0.14,6,3,50.0,0.86,0.43,0.17,0.33,7.1,0,0.12,+0.3,+0.3,263,319,82.4,6396,2637,65,72,90.3,126,142,88.7,70,103,68.0,-0.2,1,16,2,0,22,304,15,2,44,21,0,0,0,0,0,225,27,67,110,178,23,0,1,1,10,0,2,4,0.57,3,0,0,0,1,0,0.00,0,0,0,0,0,0,10,6,8,2,0,2,33.3,4,16,25.8,39,16,7,0,2,26,43,0,406,53,10,1,100.0,1,0,244,0,4,2,245,241,98.4,7,90,87.5,90,7,0,,0,1.38,13,9,+4,+0.57,+0.57,12.7,8.9,+3.8,+0.54,+0.42,0,14,0,0,0,66,13,5,72.2,Europa-League,19,2018-2019
David Abraham,ar ARG,DF,de Eint Frankfurt,32,1986,8,8,727,8.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.07,0.02,0.10,0.07,0.10,5,0,0.0,0.62,0.00,0.00,,7.5,0,0.12,-0.6,-0.6,202,255,79.2,4456,1560,55,66,83.3,100,108,92.6,44,76,57.9,-0.2,1,24,2,1,30,247,8,0,27,7,2,0,0,0,0,176,24,55,30,197,20,2,1,0,9,6,3,3,0.37,2,0,0,1,0,0,0.00,0,0,0,0,0,0,16,8,11,5,0,8,47.1,9,32,30.5,62,37,6,0,14,23,36,0,340,27,5,2,50.0,1,0,190,0,3,2,189,184,97.4,3,91,56.4,91,7,0,,0,2.13,17,10,+7,+0.87,-0.57,11.3,9.4,+1.8,+0.23,-0.86,0,10,0,0,0,69,11,4,73.3,Europa-League,19,2018-2019
Francesco Acerbi,it ITA,DF,it Lazio,30,1988,8,8,720,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,5,3,60.0,0.62,0.37,0.00,0.00,16.6,0,0.08,-0.4,-0.4,390,461,84.6,8326,2870,126,139,90.6,179,200,89.5,77,112,68.8,0.0,0,22,3,0,28,443,18,0,54,21,2,0,0,0,0,317,57,87,326,85,35,5,3,1,11,3,4,3,0.37,2,0,0,0,1,1,0.12,1,0,0,0,0,0,15,8,12,3,0,5,55.6,4,22,29.3,55,18,2,1,10,28,38,0,559,77,4,3,66.7,2,0,325,0,1,2,350,340,97.1,5,90,100.0,90,8,0,,0,1.13,9,14,-5,-0.62,,9.2,9.4,-0.2,-0.02,,0,10,0,0,0,109,9,7,56.3,Europa-League,19,2018-2019
Acorán,es ESP,"FW,MF",cy AÉK Lárnaka,35,1983,6,5,446,5.0,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.3,0.3,0.8,1.1,0.06,0.15,0.22,0.06,0.22,6,2,33.3,1.21,0.40,0.00,0.00,19.1,0,0.05,-0.3,-0.3,143,186,76.9,2586,839,63,81,77.8,64,84,76.2,16,20,80.0,+0.2,13,11,9,2,23,176,10,0,28,4,8,0,0,0,0,134,37,15,47,119,13,6,0,3,4,8,4,23,4.64,16,0,4,1,1,2,0.40,2,0,0,0,0,0,10,7,6,4,0,1,20.0,4,16,30.8,21,14,17,0,0,16,3,0,256,1,22,27,59.3,20,1,211,4,11,7,234,184,78.6,47,74,82.6,85,3,1,19,0,1.58,4,11,-7,-1.41,-2.37,3.2,7.1,-3.9,-0.78,-1.13,0,8,0,0,0,36,2,3,40.0,Europa-League,19,2018-2019
Rafael Acosta,uy URU,"FW,MF",cz Jablonec,27,1990,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.29,0.00,0.29,0.29,0.29,1,0,0.0,3.60,0.00,0.00,,8.9,0,0.08,-0.1,-0.1,6,10,60.0,96,65,3,3,100.0,2,4,50.0,1,3,33.3,0.0,0,0,0,0,1,9,1,0,3,0,1,1,0,0,0,6,1,3,3,6,1,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,27.3,4,7,0,0,1,0,0,0,13,0,1,1,100.0,1,0,7,0,0,0,15,7,46.7,1,13,4.6,,0,2,13,2,2.00,0,0,0,0.00,+0.35,0.1,1.0,-0.9,-3.29,-3.24,0,0,0,0,0,3,0,3,0.0,Europa-League,19,2018-2019
Marcos Acuña,ar ARG,"DF,MF",pt Sporting CP,26,1991,6,6,526,5.8,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.02,0.06,0.08,0.02,0.08,4,1,25.0,0.68,0.17,0.00,0.00,31.1,1,0.03,-0.1,-0.1,242,314,77.1,4933,2022,86,99,86.9,114,131,87.0,40,75,53.3,-0.3,8,25,10,3,35,241,73,0,24,13,18,17,0,0,0,157,61,96,217,35,11,45,0,0,6,6,10,10,1.71,4,5,0,1,0,0,0.00,0,0,0,0,0,0,21,14,10,8,3,7,50.0,7,32,37.6,43,31,11,0,14,22,4,0,377,10,4,13,76.9,11,1,238,2,7,10,215,191,88.8,12,88,73.1,88,5,0,,0,1.67,7,3,+4,+0.68,-1.64,7.1,4.2,+3.0,+0.51,-0.38,1,13,0,0,0,71,7,2,77.8,Europa-League,19,2018-2019
Samuel Adegbenro,ng NGA,FW,no Rosenborg,22,1995,4,3,266,3.0,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,0.7,0.7,0.0,0.7,0.23,0.00,0.23,0.23,0.23,6,3,50.0,2.03,1.02,0.17,0.33,14.7,0,0.11,+0.3,+0.3,39,52,75.0,597,143,21,25,84.0,12,15,80.0,3,6,50.0,0.0,0,1,2,2,3,48,4,0,15,2,5,0,0,0,0,38,10,4,10,37,0,4,0,0,2,0,4,4,1.35,0,0,2,1,0,1,0.34,0,0,1,0,0,0,2,1,0,1,1,1,25.0,3,7,25.0,6,15,7,0,3,2,0,0,107,0,8,22,72.7,16,0,102,1,14,13,129,83,64.3,18,67,49.3,80,1,1,25,0,0.25,3,7,-4,-1.35,+0.62,1.8,6.8,-5.0,-1.71,+0.04,0,5,0,0,0,12,3,3,50.0,Europa-League,19,2018-2019
Arijan Ademi,mk MKD,MF,hr Dinamo Zagreb,27,1991,6,6,540,6.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.05,0.10,0.15,0.05,0.15,6,3,50.0,1.00,0.50,0.00,0.00,15.4,0,0.04,-0.2,-0.2,101,129,78.3,1666,477,44,58,75.9,51,56,91.1,4,8,50.0,-0.5,2,9,1,0,8,126,3,0,19,1,0,0,0,0,0,93,11,25,20,87,18,0,0,1,2,2,6,4,0.80,3,0,0,1,0,0,0.00,0,0,0,0,0,0,11,9,5,6,0,2,22.2,7,19,19.0,47,46,7,0,3,19,7,0,164,9,6,4,100.0,4,0,95,1,2,2,95,79,83.2,9,90,58.1,90,6,0,,0,2.17,11,4,+7,+1.17,+0.94,7.3,4.1,+3.2,+0.63,+0.13,0,10,0,0,0,48,7,5,58.3,Europa-League,19,2018-2019
