Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,League Name,League ID,Season
5.0,Sat,2019-09-21,13:00,Villarreal,2.0,2–0,0.5,Valladolid,16195.0,Estadio de la CerÃ¡mica,CÃ©sar Soto,Match Report,,La-Liga,12,2019-2020
5.0,Sat,2019-09-21,16:00,Levante,1.1,0–0,1.4,Eibar,18904.0,Estadio Ciudad de Valencia,Alberola Rojas,Match Report,,La-Liga,12,2019-2020
5.0,Sat,2019-09-21,18:30,Atlético Madrid,1.1,0–0,0.4,Celta Vigo,57701.0,Estadio Wanda Metropolitano,Mario Melero,Match Report,,La-Liga,12,2019-2020
5.0,Sat,2019-09-21,21:00,Granada,1.7,2–0,0.7,Barcelona,18880.0,Estadio Nuevo Los CÃ¡rmenes,Guillermo Cuadra,Match Report,,La-Liga,12,2019-2020
5.0,Sun,2019-09-22,12:00,Getafe,2.0,4–2,0.7,Mallorca,11338.0,Coliseum Alfonso PÃ©rez,Santiago Jaime,Match Report,,La-Liga,12,2019-2020
5.0,Sun,2019-09-22,14:00,Espanyol,1.0,1–3,1.1,Real Sociedad,19173.0,RCDE Stadium,AdriÃ¡n Cordero,Match Report,,La-Liga,12,2019-2020
5.0,Sun,2019-09-22,16:00,Valencia,1.4,1–1,0.9,Leganés,39014.0,Estadio de Mestalla,Javier Estrada,Match Report,,La-Liga,12,2019-2020
5.0,Sun,2019-09-22,18:30,Athletic Club,2.3,2–0,0.5,Alavés,45143.0,San MamÃ©s,JesÃºs Gil,Match Report,,La-Liga,12,2019-2020
5.0,Sun,2019-09-22,21:00,Sevilla,0.4,0–1,0.9,Real Madrid,42354.0,Estadio RamÃ³n SÃ¡nchez PizjuÃ¡n,Juan MartÃ­nez,Match Report,,La-Liga,12,2019-2020
6.0,Tue,2019-09-24,19:00,Valladolid,1.3,1–1,0.4,Granada,18410.0,Estadio Municipal JosÃ© Zorrilla,ValentÃ­n Pizarro,Match Report,,La-Liga,12,2019-2020
6.0,Tue,2019-09-24,20:00,Betis,2.7,3–1,1.2,Levante,44560.0,Estadio Benito VillamarÃ­n,Eduardo Prieto,Match Report,,La-Liga,12,2019-2020
6.0,Tue,2019-09-24,21:00,Barcelona,0.7,2–1,0.5,Villarreal,70316.0,Camp Nou,Ricardo de Burgos,Match Report,,La-Liga,12,2019-2020
6.0,Wed,2019-09-25,19:00,Leganés,0.4,1–1,1.1,Athletic Club,11036.0,Estadio Municipal de Butarque,JosÃ© GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
6.0,Wed,2019-09-25,19:00,Mallorca,0.5,0–2,1.0,Atlético Madrid,19348.0,Iberostar Estadi,Alejandro HernÃ¡ndez,Match Report,,La-Liga,12,2019-2020
6.0,Wed,2019-09-25,20:00,Valencia,1.1,3–3,1.8,Getafe,37814.0,Estadio de Mestalla,JosÃ© Luis Munuera,Match Report,,La-Liga,12,2019-2020
6.0,Wed,2019-09-25,21:00,Real Madrid,1.2,2–0,0.1,Osasuna,57520.0,Estadio Santiago BernabÃ©u,Antonio MatÃ©u Lahoz,Match Report,,La-Liga,12,2019-2020
6.0,Thu,2019-09-26,19:00,Eibar,1.6,3–2,1.6,Sevilla,5434.0,Estadio Municipal de IpurÃºa,Pablo GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
6.0,Thu,2019-09-26,20:00,Celta Vigo,0.6,1–1,1.4,Espanyol,16361.0,Estadio de BalaÃ­dos,JosÃ© SÃ¡nchez,Match Report,,La-Liga,12,2019-2020
6.0,Thu,2019-09-26,21:00,Real Sociedad,3.1,3–0,0.2,Alavés,28720.0,Estadio Municipal de Anoeta,David MediÃ©,Match Report,,La-Liga,12,2019-2020
7.0,Fri,2019-09-27,21:00,Villarreal,3.0,5–1,0.9,Betis,18135.0,Estadio de la CerÃ¡mica,Javier Estrada,Match Report,,La-Liga,12,2019-2020
7.0,Sat,2019-09-28,13:00,Athletic Club,1.1,0–1,1.7,Valencia,42420.0,San MamÃ©s,Mario Melero,Match Report,,La-Liga,12,2019-2020
7.0,Sat,2019-09-28,16:00,Getafe,0.6,0–2,1.4,Barcelona,15135.0,Coliseum Alfonso PÃ©rez,JesÃºs Gil,Match Report,,La-Liga,12,2019-2020
7.0,Sat,2019-09-28,18:30,Granada,0.7,1–0,1.1,Leganés,15519.0,Estadio Nuevo Los CÃ¡rmenes,AdriÃ¡n Cordero,Match Report,,La-Liga,12,2019-2020
7.0,Sat,2019-09-28,21:00,Atlético Madrid,0.5,0–0,0.4,Real Madrid,68032.0,Estadio Wanda Metropolitano,JosÃ© GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
7.0,Sun,2019-09-29,12:00,Espanyol,1.1,0–2,1.5,Valladolid,20911.0,RCDE Stadium,Guillermo Cuadra,Match Report,,La-Liga,12,2019-2020
7.0,Sun,2019-09-29,14:00,Eibar,0.8,2–0,0.9,Celta Vigo,5453.0,Estadio Municipal de IpurÃºa,Juan MartÃ­nez,Match Report,,La-Liga,12,2019-2020
7.0,Sun,2019-09-29,16:00,Alavés,1.8,2–0,0.1,Mallorca,17135.0,Estadio de Mendizorroza,Carlos del Cerro,Match Report,,La-Liga,12,2019-2020
7.0,Sun,2019-09-29,18:30,Levante,1.3,1–1,1.1,Osasuna,19362.0,Estadio Ciudad de Valencia,CÃ©sar Soto,Match Report,,La-Liga,12,2019-2020
7.0,Sun,2019-09-29,21:00,Sevilla,1.3,3–2,0.9,Real Sociedad,37414.0,Estadio RamÃ³n SÃ¡nchez PizjuÃ¡n,Alberola Rojas,Match Report,,La-Liga,12,2019-2020
8.0,Fri,2019-10-04,21:00,Betis,1.5,1–1,1.3,Eibar,47056.0,Estadio Benito VillamarÃ­n,Alejandro HernÃ¡ndez,Match Report,,La-Liga,12,2019-2020
8.0,Sat,2019-10-05,13:00,Leganés,2.7,1–2,1.3,Levante,10160.0,Estadio Municipal de Butarque,JosÃ© Luis Munuera,Match Report,,La-Liga,12,2019-2020
8.0,Sat,2019-10-05,16:00,Real Madrid,2.2,4–2,1.6,Granada,70315.0,Estadio Santiago BernabÃ©u,Santiago Jaime,Match Report,,La-Liga,12,2019-2020
8.0,Sat,2019-10-05,18:30,Valencia,1.3,2–1,1.0,Alavés,38943.0,Estadio de Mestalla,Eduardo Prieto,Match Report,,La-Liga,12,2019-2020
8.0,Sat,2019-10-05,21:00,Osasuna,1.1,2–1,1.6,Villarreal,15349.0,Estadio El Sadar,ValentÃ­n Pizarro,Match Report,,La-Liga,12,2019-2020
8.0,Sun,2019-10-06,12:00,Mallorca,0.6,2–0,1.0,Espanyol,15052.0,Iberostar Estadi,Ricardo de Burgos,Match Report,,La-Liga,12,2019-2020
8.0,Sun,2019-10-06,14:00,Celta Vigo,1.7,1–0,0.2,Athletic Club,19690.0,Estadio de BalaÃ­dos,David MediÃ©,Match Report,,La-Liga,12,2019-2020
8.0,Sun,2019-10-06,16:00,Valladolid,1.1,0–0,0.9,Atlético Madrid,23650.0,Estadio Municipal JosÃ© Zorrilla,JosÃ© SÃ¡nchez,Match Report,,La-Liga,12,2019-2020
8.0,Sun,2019-10-06,18:30,Real Sociedad,1.0,1–2,0.9,Getafe,30153.0,Estadio Municipal de Anoeta,Pablo GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
8.0,Sun,2019-10-06,21:00,Barcelona,1.9,4–0,1.9,Sevilla,81331.0,Camp Nou,Antonio MatÃ©u Lahoz,Match Report,,La-Liga,12,2019-2020
9.0,Fri,2019-10-18,21:00,Granada,0.4,1–0,0.9,Osasuna,16986.0,Estadio Nuevo Los CÃ¡rmenes,Javier Estrada,Match Report,,La-Liga,12,2019-2020
9.0,Sat,2019-10-19,13:00,Eibar,0.4,0–3,2.1,Barcelona,7295.0,Estadio Municipal de IpurÃºa,Mario Melero,Match Report,,La-Liga,12,2019-2020
9.0,Sat,2019-10-19,16:00,Atlético Madrid,1.7,1–1,0.6,Valencia,61603.0,Estadio Wanda Metropolitano,AdriÃ¡n Cordero,Match Report,,La-Liga,12,2019-2020
9.0,Sat,2019-10-19,18:30,Getafe,1.0,2–0,0.4,Leganés,13.0,Coliseum Alfonso PÃ©rez,Juan MartÃ­nez,Match Report,,La-Liga,12,2019-2020
9.0,Sat,2019-10-19,21:00,Mallorca,0.2,1–0,0.9,Real Madrid,20275.0,Iberostar Estadi,Alberola Rojas,Match Report,,La-Liga,12,2019-2020
9.0,Sun,2019-10-20,12:00,Alavés,1.8,2–0,1.0,Celta Vigo,16584.0,Estadio de Mendizorroza,JosÃ© GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
9.0,Sun,2019-10-20,14:00,Real Sociedad,1.4,3–1,0.9,Betis,28032.0,Estadio Municipal de Anoeta,CÃ©sar Soto,Match Report,,La-Liga,12,2019-2020
9.0,Sun,2019-10-20,16:00,Espanyol,0.9,0–1,1.3,Villarreal,20653.0,RCDE Stadium,Carlos del Cerro,Match Report,,La-Liga,12,2019-2020
9.0,Sun,2019-10-20,18:30,Athletic Club,1.2,1–1,0.8,Valladolid,37107.0,San MamÃ©s,JesÃºs Gil,Match Report,,La-Liga,12,2019-2020
9.0,Sun,2019-10-20,21:00,Sevilla,2.3,1–0,0.5,Levante,34612.0,Estadio RamÃ³n SÃ¡nchez PizjuÃ¡n,Guillermo Cuadra,Match Report,,La-Liga,12,2019-2020
10.0,Fri,2019-10-25,21:00,Villarreal,2.7,4–1,0.7,Alavés,16049.0,Estadio de la CerÃ¡mica,David MediÃ©,Match Report,,La-Liga,12,2019-2020
10.0,Sat,2019-10-26,16:00,Leganés,1.6,1–0,0.6,Mallorca,10058.0,Estadio Municipal de Butarque,Eduardo Prieto,Match Report,,La-Liga,12,2019-2020
10.0,Sat,2019-10-26,18:30,Valladolid,1.9,2–0,0.5,Eibar,20036.0,Estadio Municipal JosÃ© Zorrilla,JosÃ© Luis Munuera,Match Report,,La-Liga,12,2019-2020
10.0,Sat,2019-10-26,21:00,Atlético Madrid,1.7,2–0,0.4,Athletic Club,59211.0,Estadio Wanda Metropolitano,Alejandro HernÃ¡ndez,Match Report,,La-Liga,12,2019-2020
10.0,Sun,2019-10-27,12:00,Celta Vigo,0.6,0–1,0.7,Real Sociedad,18002.0,Estadio de BalaÃ­dos,ValentÃ­n Pizarro,Match Report,,La-Liga,12,2019-2020
10.0,Sun,2019-10-27,14:00,Granada,1.8,1–0,0.7,Betis,18985.0,Estadio Nuevo Los CÃ¡rmenes,Antonio MatÃ©u Lahoz,Match Report,,La-Liga,12,2019-2020
10.0,Sun,2019-10-27,16:00,Levante,0.4,0–1,1.0,Espanyol,18934.0,Estadio Ciudad de Valencia,Pablo GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
10.0,Sun,2019-10-27,18:30,Sevilla,2.0,2–0,0.8,Getafe,38181.0,Estadio RamÃ³n SÃ¡nchez PizjuÃ¡n,JosÃ© SÃ¡nchez,Match Report,,La-Liga,12,2019-2020
10.0,Sun,2019-10-27,21:00,Osasuna,2.7,3–1,0.9,Valencia,14976.0,Estadio El Sadar,Santiago Jaime,Match Report,,La-Liga,12,2019-2020
11.0,Tue,2019-10-29,19:00,Alavés,0.7,1–1,1.3,Atlético Madrid,17235.0,Estadio de Mendizorroza,Javier Estrada,Match Report,,La-Liga,12,2019-2020
11.0,Tue,2019-10-29,21:15,Barcelona,3.1,5–1,0.7,Valladolid,59896.0,Camp Nou,Alberola Rojas,Match Report,,La-Liga,12,2019-2020
11.0,Wed,2019-10-30,19:00,Valencia,0.8,1–1,0.4,Sevilla,37881.0,Estadio de Mestalla,Carlos del Cerro,Match Report,,La-Liga,12,2019-2020
11.0,Wed,2019-10-30,19:00,Real Sociedad,1.8,1–2,1.8,Levante,28142.0,Estadio Municipal de Anoeta,Mario Melero,Match Report,,La-Liga,12,2019-2020
11.0,Wed,2019-10-30,20:00,Athletic Club,0.4,3–0,0.7,Espanyol,37094.0,San MamÃ©s,Juan MartÃ­nez,Match Report,,La-Liga,12,2019-2020
11.0,Wed,2019-10-30,21:00,Betis,1.1,2–1,1.7,Celta Vigo,43353.0,Estadio Benito VillamarÃ­n,JesÃºs Gil,Match Report,,La-Liga,12,2019-2020
11.0,Wed,2019-10-30,21:15,Real Madrid,4.3,5–0,0.2,Leganés,53870.0,Estadio Santiago BernabÃ©u,CÃ©sar Soto,Match Report,,La-Liga,12,2019-2020
11.0,Thu,2019-10-31,19:00,Mallorca,2.4,2–2,0.9,Osasuna,12641.0,Iberostar Estadi,AdriÃ¡n Cordero,Match Report,,La-Liga,12,2019-2020
11.0,Thu,2019-10-31,19:00,Eibar,2.0,2–1,1.6,Villarreal,5583.0,Estadio Municipal de IpurÃºa,Guillermo Cuadra,Match Report,,La-Liga,12,2019-2020
11.0,Thu,2019-10-31,21:15,Getafe,0.8,3–1,1.5,Granada,10227.0,Coliseum Alfonso PÃ©rez,JosÃ© GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
12.0,Sat,2019-11-02,13:00,Espanyol,1.4,1–2,1.7,Valencia,18428.0,RCDE Stadium,ValentÃ­n Pizarro,Match Report,,La-Liga,12,2019-2020
12.0,Sat,2019-11-02,16:00,Levante,0.9,3–1,2.1,Barcelona,23341.0,Estadio Ciudad de Valencia,Alejandro HernÃ¡ndez,Match Report,,La-Liga,12,2019-2020
12.0,Sat,2019-11-02,18:30,Sevilla,0.8,1–1,1.9,Atlético Madrid,39957.0,Estadio RamÃ³n SÃ¡nchez PizjuÃ¡n,JosÃ© GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
12.0,Sat,2019-11-02,21:00,Real Madrid,2.3,0–0,0.5,Betis,70375.0,Estadio Santiago BernabÃ©u,JosÃ© SÃ¡nchez,Match Report,,La-Liga,12,2019-2020
12.0,Sun,2019-11-03,12:00,Valladolid,2.0,3–0,0.6,Mallorca,18419.0,Estadio Municipal JosÃ© Zorrilla,David MediÃ©,Match Report,,La-Liga,12,2019-2020
12.0,Sun,2019-11-03,14:00,Villarreal,0.8,0–0,0.7,Athletic Club,17460.0,Estadio de la CerÃ¡mica,Santiago Jaime,Match Report,,La-Liga,12,2019-2020
12.0,Sun,2019-11-03,16:00,Osasuna,3.8,4–2,1.7,Alavés,15954.0,Estadio El Sadar,JosÃ© Luis Munuera,Match Report,,La-Liga,12,2019-2020
12.0,Sun,2019-11-03,18:30,Celta Vigo,0.2,0–1,0.5,Getafe,14704.0,Estadio de BalaÃ­dos,Antonio MatÃ©u Lahoz,Match Report,,La-Liga,12,2019-2020
12.0,Sun,2019-11-03,18:30,Leganés,1.2,1–2,0.8,Eibar,9649.0,Estadio Municipal de Butarque,Pablo GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
12.0,Sun,2019-11-03,21:00,Granada,0.2,1–2,0.9,Real Sociedad,16898.0,Estadio Nuevo Los CÃ¡rmenes,Eduardo Prieto,Match Report,,La-Liga,12,2019-2020
13.0,Fri,2019-11-08,21:00,Real Sociedad,1.1,1–1,0.9,Leganés,27684.0,Estadio Municipal de Anoeta,Juan MartÃ­nez,Match Report,,La-Liga,12,2019-2020
13.0,Sat,2019-11-09,13:00,Alavés,2.9,3–0,0.3,Valladolid,16148.0,Estadio de Mendizorroza,Mario Melero,Match Report,,La-Liga,12,2019-2020
13.0,Sat,2019-11-09,16:00,Valencia,1.1,2–0,0.4,Granada,39882.0,Estadio de Mestalla,Javier Estrada,Match Report,,La-Liga,12,2019-2020
13.0,Sat,2019-11-09,18:30,Eibar,0.7,0–4,2.7,Real Madrid,7045.0,Estadio Municipal de IpurÃºa,AdriÃ¡n Cordero,Match Report,,La-Liga,12,2019-2020
13.0,Sat,2019-11-09,21:00,Barcelona,1.7,4–1,0.3,Celta Vigo,71209.0,Camp Nou,Guillermo Cuadra,Match Report,,La-Liga,12,2019-2020
13.0,Sun,2019-11-10,12:00,Mallorca,1.7,3–1,2.7,Villarreal,8348.0,Iberostar Estadi,Carlos del Cerro,Match Report,,La-Liga,12,2019-2020
13.0,Sun,2019-11-10,14:00,Athletic Club,2.1,2–1,0.8,Levante,33202.0,San MamÃ©s,Alberola Rojas,Match Report,,La-Liga,12,2019-2020
13.0,Sun,2019-11-10,16:00,Atlético Madrid,2.5,3–1,0.3,Espanyol,53069.0,Estadio Wanda Metropolitano,JesÃºs Gil,Match Report,,La-Liga,12,2019-2020
13.0,Sun,2019-11-10,18:30,Getafe,1.3,0–0,0.1,Osasuna,10558.0,Coliseum Alfonso PÃ©rez,CÃ©sar Soto,Match Report,,La-Liga,12,2019-2020
13.0,Sun,2019-11-10,21:00,Betis,1.4,1–2,0.8,Sevilla,52123.0,Estadio Benito VillamarÃ­n,Alejandro HernÃ¡ndez,Match Report,,La-Liga,12,2019-2020
14.0,Fri,2019-11-22,21:00,Levante,1.4,2–1,1.4,Mallorca,15110.0,Estadio Ciudad de Valencia,ValentÃ­n Pizarro,Match Report,,La-Liga,12,2019-2020
14.0,Sat,2019-11-23,13:00,Leganés,0.4,1–2,1.6,Barcelona,12110.0,Estadio Municipal de Butarque,Santiago Jaime,Match Report,,La-Liga,12,2019-2020
14.0,Sat,2019-11-23,16:00,Betis,1.8,2–1,0.8,Valencia,46545.0,Estadio Benito VillamarÃ­n,Ricardo de Burgos,Match Report,,La-Liga,12,2019-2020
14.0,Sat,2019-11-23,18:30,Granada,0.6,1–1,1.4,Atlético Madrid,17003.0,Estadio Nuevo Los CÃ¡rmenes,David MediÃ©,Match Report,,La-Liga,12,2019-2020
14.0,Sat,2019-11-23,21:00,Real Madrid,1.4,3–1,2.0,Real Sociedad,69305.0,Estadio Santiago BernabÃ©u,JesÃºs Gil,Match Report,,La-Liga,12,2019-2020
14.0,Sun,2019-11-24,12:00,Espanyol,1.0,1–1,0.7,Getafe,22031.0,RCDE Stadium,Pablo GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
14.0,Sun,2019-11-24,14:00,Osasuna,1.0,1–2,1.0,Athletic Club,16145.0,Estadio El Sadar,JosÃ© SÃ¡nchez,Match Report,,La-Liga,12,2019-2020
14.0,Sun,2019-11-24,16:00,Eibar,1.5,0–2,2.1,Alavés,6315.0,Estadio Municipal de IpurÃºa,Antonio MatÃ©u Lahoz,Match Report,,La-Liga,12,2019-2020
14.0,Sun,2019-11-24,18:30,Villarreal,0.8,1–3,1.9,Celta Vigo,17352.0,Estadio de la CerÃ¡mica,JosÃ© Luis Munuera,Match Report,,La-Liga,12,2019-2020
14.0,Sun,2019-11-24,21:00,Valladolid,0.6,0–1,1.2,Sevilla,18169.0,Estadio Municipal JosÃ© Zorrilla,Eduardo Prieto,Match Report,,La-Liga,12,2019-2020
15.0,Fri,2019-11-29,21:00,Celta Vigo,0.9,0–0,0.4,Valladolid,16918.0,Estadio de BalaÃ­dos,Alberola Rojas,Match Report,,La-Liga,12,2019-2020
15.0,Sat,2019-11-30,13:00,Alavés,1.4,1–2,2.1,Real Madrid,19357.0,Estadio de Mendizorroza,Guillermo Cuadra,Match Report,,La-Liga,12,2019-2020
15.0,Sat,2019-11-30,16:00,Real Sociedad,1.4,4–1,0.8,Eibar,28612.0,Estadio Municipal de Anoeta,Carlos del Cerro,Match Report,,La-Liga,12,2019-2020
15.0,Sat,2019-11-30,18:30,Mallorca,2.7,1–2,2.9,Betis,16810.0,Iberostar Estadi,Juan MartÃ­nez,Match Report,,La-Liga,12,2019-2020
15.0,Sat,2019-11-30,21:00,Valencia,1.1,2–1,2.1,Villarreal,38521.0,Estadio de Mestalla,CÃ©sar Soto,Match Report,,La-Liga,12,2019-2020
15.0,Sun,2019-12-01,12:00,Sevilla,1.9,1–0,0.8,Leganés,33648.0,Estadio RamÃ³n SÃ¡nchez PizjuÃ¡n,Ricardo de Burgos,Match Report,,La-Liga,12,2019-2020
15.0,Sun,2019-12-01,14:00,Athletic Club,2.2,2–0,0.8,Granada,37974.0,San MamÃ©s,AdriÃ¡n Cordero,Match Report,,La-Liga,12,2019-2020
