Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,League Name,League ID,Season
1.0,Fri,2019-08-16,21:00,Athletic Club,0.5,1–0,0.9,Barcelona,47693.0,San MamÃ©s,Carlos del Cerro,Match Report,,La-Liga,12,2019-2020
1.0,Sat,2019-08-17,17:00,Celta Vigo,0.8,1–3,1.5,Real Madrid,23566.0,Estadio de BalaÃ­dos,Javier Estrada,Match Report,,La-Liga,12,2019-2020
1.0,Sat,2019-08-17,19:00,Valencia,2.3,1–1,1.3,Real Sociedad,41846.0,Estadio de Mestalla,JesÃºs Gil,Match Report,,La-Liga,12,2019-2020
1.0,Sat,2019-08-17,20:00,Mallorca,1.7,2–1,0.7,Eibar,15127.0,Iberostar Estadi,Mario Melero,Match Report,,La-Liga,12,2019-2020
1.0,Sat,2019-08-17,21:00,Leganés,1.0,0–1,0.2,Osasuna,10020.0,Estadio Municipal de Butarque,Alberola Rojas,Match Report,,La-Liga,12,2019-2020
1.0,Sat,2019-08-17,21:00,Villarreal,1.6,4–4,2.2,Granada,14753.0,Estadio de la CerÃ¡mica,AdriÃ¡n Cordero,Match Report,,La-Liga,12,2019-2020
1.0,Sun,2019-08-18,17:00,Alavés,0.4,1–0,0.7,Levante,12029.0,Estadio de Mendizorroza,CÃ©sar Soto,Match Report,,La-Liga,12,2019-2020
1.0,Sun,2019-08-18,19:00,Espanyol,0.2,0–2,1.2,Sevilla,19832.0,RCDE Stadium,Juan MartÃ­nez,Match Report,,La-Liga,12,2019-2020
1.0,Sun,2019-08-18,21:00,Betis,0.9,1–2,0.7,Valladolid,51497.0,Estadio Benito VillamarÃ­n,Santiago Jaime,Match Report,,La-Liga,12,2019-2020
1.0,Sun,2019-08-18,22:00,Atlético Madrid,1.6,1–0,0.4,Getafe,55099.0,Estadio Wanda Metropolitano,Guillermo Cuadra,Match Report,,La-Liga,12,2019-2020
,,,,,,,,,,,,,,La-Liga,12,2019-2020
2.0,Fri,2019-08-23,20:00,Granada,0.6,0–1,0.5,Sevilla,15849.0,Estadio Nuevo Los CÃ¡rmenes,JosÃ© SÃ¡nchez,Match Report,,La-Liga,12,2019-2020
2.0,Fri,2019-08-23,22:00,Levante,2.0,2–1,2.8,Villarreal,20240.0,Estadio Ciudad de Valencia,JosÃ© Luis Munuera,Match Report,,La-Liga,12,2019-2020
2.0,Sat,2019-08-24,17:00,Osasuna,0.6,0–0,0.6,Eibar,13978.0,Estadio El Sadar,David MediÃ©,Match Report,,La-Liga,12,2019-2020
2.0,Sat,2019-08-24,19:00,Real Madrid,1.1,1–1,0.6,Valladolid,63037.0,Estadio Santiago BernabÃ©u,Pablo GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
2.0,Sat,2019-08-24,21:00,Celta Vigo,1.8,1–0,0.9,Valencia,20034.0,Estadio de BalaÃ­dos,Alejandro HernÃ¡ndez,Match Report,,La-Liga,12,2019-2020
2.0,Sat,2019-08-24,21:00,Getafe,0.3,1–1,0.3,Athletic Club,10103.0,Coliseum Alfonso PÃ©rez,Antonio MatÃ©u Lahoz,Match Report,,La-Liga,12,2019-2020
2.0,Sun,2019-08-25,17:00,Alavés,0.5,0–0,0.1,Espanyol,14567.0,Estadio de Mendizorroza,Eduardo Prieto,Match Report,,La-Liga,12,2019-2020
2.0,Sun,2019-08-25,17:00,Mallorca,0.7,0–1,1.3,Real Sociedad,18028.0,Iberostar Estadi,ValentÃ­n Pizarro,Match Report,,La-Liga,12,2019-2020
2.0,Sun,2019-08-25,19:00,Leganés,0.4,0–1,1.1,Atlético Madrid,11742.0,Estadio Municipal de Butarque,Ricardo de Burgos,Match Report,,La-Liga,12,2019-2020
2.0,Sun,2019-08-25,21:00,Barcelona,1.8,5–2,0.2,Betis,79159.0,Camp Nou,JosÃ© GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
3.0,Fri,2019-08-30,20:00,Sevilla,1.3,1–1,0.5,Celta Vigo,37787.0,Estadio RamÃ³n SÃ¡nchez PizjuÃ¡n,Carlos del Cerro,Match Report,,La-Liga,12,2019-2020
3.0,Fri,2019-08-30,22:00,Athletic Club,0.9,2–0,0.3,Real Sociedad,46697.0,San MamÃ©s,Javier Estrada,Match Report,,La-Liga,12,2019-2020
3.0,Sat,2019-08-31,17:00,Osasuna,1.6,2–2,0.3,Barcelona,16742.0,Estadio El Sadar,Juan MartÃ­nez,Match Report,,La-Liga,12,2019-2020
3.0,Sat,2019-08-31,19:00,Levante,1.6,2–0,1.0,Valladolid,19347.0,Estadio Ciudad de Valencia,AdriÃ¡n Cordero,Match Report,,La-Liga,12,2019-2020
3.0,Sat,2019-08-31,19:00,Getafe,1.1,1–1,0.9,Alavés,10806.0,Coliseum Alfonso PÃ©rez,Mario Melero,Match Report,,La-Liga,12,2019-2020
3.0,Sat,2019-08-31,21:00,Betis,1.5,2–1,1.0,Leganés,47819.0,Estadio Benito VillamarÃ­n,Guillermo Cuadra,Match Report,,La-Liga,12,2019-2020
3.0,Sun,2019-09-01,17:00,Valencia,2.1,2–0,1.2,Mallorca,40441.0,Estadio de Mestalla,Alberola Rojas,Match Report,,La-Liga,12,2019-2020
3.0,Sun,2019-09-01,19:00,Atlético Madrid,1.6,3–2,0.6,Eibar,56664.0,Estadio Wanda Metropolitano,Santiago Jaime,Match Report,,La-Liga,12,2019-2020
3.0,Sun,2019-09-01,19:00,Espanyol,0.9,0–3,1.4,Granada,20870.0,RCDE Stadium,CÃ©sar Soto,Match Report,,La-Liga,12,2019-2020
3.0,Sun,2019-09-01,21:00,Villarreal,1.5,2–2,1.8,Real Madrid,20128.0,Estadio de la CerÃ¡mica,JesÃºs Gil,Match Report,,La-Liga,12,2019-2020
4.0,Fri,2019-09-13,21:00,Mallorca,1.6,0–0,1.2,Athletic Club,16390.0,Iberostar Estadi,Pablo GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
4.0,Sat,2019-09-14,13:00,Real Madrid,2.5,3–2,0.7,Levante,60401.0,Estadio Santiago BernabÃ©u,Ricardo de Burgos,Match Report,,La-Liga,12,2019-2020
4.0,Sat,2019-09-14,16:00,Leganés,0.6,0–3,0.9,Villarreal,7670.0,Estadio Municipal de Butarque,David MediÃ©,Match Report,,La-Liga,12,2019-2020
4.0,Sat,2019-09-14,18:30,Real Sociedad,1.3,2–0,1.0,Atlético Madrid,34719.0,Estadio Municipal de Anoeta,Antonio MatÃ©u Lahoz,Match Report,,La-Liga,12,2019-2020
4.0,Sat,2019-09-14,21:00,Barcelona,2.0,5–2,1.3,Valencia,81617.0,Camp Nou,JosÃ© SÃ¡nchez,Match Report,,La-Liga,12,2019-2020
4.0,Sun,2019-09-15,12:00,Eibar,0.5,1–2,1.5,Espanyol,5410.0,Estadio Municipal de IpurÃºa,ValentÃ­n Pizarro,Match Report,,La-Liga,12,2019-2020
4.0,Sun,2019-09-15,14:00,Alavés,0.5,0–1,1.3,Sevilla,16309.0,Estadio de Mendizorroza,Alejandro HernÃ¡ndez,Match Report,,La-Liga,12,2019-2020
4.0,Sun,2019-09-15,16:00,Celta Vigo,0.2,0–2,1.1,Granada,18259.0,Estadio de BalaÃ­dos,Eduardo Prieto,Match Report,,La-Liga,12,2019-2020
4.0,Sun,2019-09-15,18:30,Valladolid,0.7,1–1,1.9,Osasuna,20670.0,Estadio Municipal JosÃ© Zorrilla,JosÃ© Luis Munuera,Match Report,,La-Liga,12,2019-2020
4.0,Sun,2019-09-15,21:00,Betis,0.9,1–1,1.4,Getafe,47884.0,Estadio Benito VillamarÃ­n,JosÃ© GonzÃ¡lez,Match Report,,La-Liga,12,2019-2020
5.0,Fri,2019-09-20,21:00,Osasuna,1.5,0–0,0.4,Betis,15569.0,Estadio El Sadar,Carlos del Cerro,Match Report,,La-Liga,12,2019-2020
