Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,League Name,League ID,Season
1.0,Sat,2018-08-18,18:00,Chievo,1.0,2–3,2.3,Juventus,29500.0,Stadio Marc'Antonio Bentegodi,Fabrizio Pasqua,Serie-A,11,2018-2019
1.0,Sat,2018-08-18,20:30,Lazio,1.1,1–2,1.5,Napoli,32000.0,Stadio Olimpico,Luca Banti,Serie-A,11,2018-2019
1.0,Sun,2018-08-19,18:00,Torino,0.7,0–1,1.5,Roma,18000.0,Stadio Olimpico di Torino,Marco Di Bello,Serie-A,11,2018-2019
1.0,Sun,2018-08-19,20:30,Empoli,0.9,2–0,0.9,Cagliari,7335.0,Stadio Carlo Castellani,Daniele Chiffi,Serie-A,11,2018-2019
1.0,Sun,2018-08-19,20:30,Bologna,0.9,0–1,0.7,SPAL,21158.0,Stadio Renato Dall'Ara,Piero Giacomelli,Serie-A,11,2018-2019
1.0,Sun,2018-08-19,20:30,Parma,1.4,2–2,2.1,Udinese,13141.0,Stadio Ennio Tardini,Giampaolo Calvarese,Serie-A,11,2018-2019
1.0,Sun,2018-08-19,20:30,Sassuolo,1.6,1–0,1.4,Inter,19104.0,Stadio Citt del Tricolore,Maurizio Mariani,Serie-A,11,2018-2019
1.0,Mon,2018-08-20,20:30,Atalanta,2.3,4–0,0.5,Frosinone,18217.0,Stadio Atleti Azzurri d'Italia,Marco Piccinini,Serie-A,11,2018-2019
,,,,,,,,,,,,Serie-A,11,2018-2019
2.0,Sat,2018-08-25,18:00,Juventus,2.2,2–0,0.2,Lazio,40171.0,Allianz Stadium,Massimiliano Irrati,Serie-A,11,2018-2019
2.0,Sat,2018-08-25,20:30,Napoli,2.1,3–2,0.7,Milan,34474.0,Stadio San Paolo,Paolo Valeri,Serie-A,11,2018-2019
2.0,Sun,2018-08-26,18:00,SPAL,1.2,1–0,0.5,Parma,6000.0,Stadio Paolo Mazza,Daniele Orsato,Serie-A,11,2018-2019
2.0,Sun,2018-08-26,20:30,Fiorentina,3.1,6–1,1.2,Chievo,27790.0,Stadio Artemio Franchi,Rosario Abisso,Serie-A,11,2018-2019
2.0,Sun,2018-08-26,20:30,Genoa,1.1,2–1,2.3,Empoli,19523.0,Stadio Comunale Luigi Ferraris,Livio Marinelli,Serie-A,11,2018-2019
2.0,Sun,2018-08-26,20:30,Frosinone,1.4,0–0,1.2,Bologna,,Stadio Olimpico di Torino,Gianluca Manganiello,Serie-A,11,2018-2019
2.0,Sun,2018-08-26,20:30,Inter,1.4,2–2,1.6,Torino,59135.0,Stadio Giuseppe Meazza,Paolo Mazzoleni,Serie-A,11,2018-2019
2.0,Sun,2018-08-26,20:30,Cagliari,1.6,2–2,1.9,Sassuolo,14432.0,Sardegna Arena,Luca Pairetto,Serie-A,11,2018-2019
2.0,Sun,2018-08-26,20:30,Udinese,1.5,1–0,0.7,Sampdoria,15770.0,Dacia Arena,Federico La Penna,Serie-A,11,2018-2019
2.0,Mon,2018-08-27,20:30,Roma,2.0,3–3,2.4,Atalanta,41725.0,Stadio Olimpico,Michael Fabbri,Serie-A,11,2018-2019
3.0,Fri,2018-08-31,20:30,Milan,1.5,2–1,0.5,Roma,57789.0,Stadio Giuseppe Meazza,Marco Guida,Serie-A,11,2018-2019
3.0,Sat,2018-09-01,18:00,Bologna,0.5,0–3,2.0,Inter,26082.0,Stadio Renato Dall'Ara,Marco Di Bello,Serie-A,11,2018-2019
3.0,Sat,2018-09-01,20:30,Parma,1.6,1–2,2.4,Juventus,20814.0,Stadio Ennio Tardini,Daniele Doveri,Serie-A,11,2018-2019
3.0,Sun,2018-09-02,18:00,Fiorentina,0.7,1–0,0.2,Udinese,31009.0,Stadio Artemio Franchi,Antonio Giua,Serie-A,11,2018-2019
3.0,Sun,2018-09-02,20:30,Sampdoria,0.8,3–0,1.8,Napoli,19835.0,Stadio Comunale Luigi Ferraris,Davide Massa,Serie-A,11,2018-2019
3.0,Sun,2018-09-02,20:30,Atalanta,0.6,0–1,0.5,Cagliari,17709.0,Stadio Atleti Azzurri d'Italia,Fabio Maresca,Serie-A,11,2018-2019
3.0,Sun,2018-09-02,20:30,Chievo,1.0,0–0,1.2,Empoli,8100.0,Stadio Marc'Antonio Bentegodi,Piero Giacomelli,Serie-A,11,2018-2019
3.0,Sun,2018-09-02,20:30,Lazio,2.1,1–0,0.6,Frosinone,34465.0,Stadio Olimpico,Giampaolo Calvarese,Serie-A,11,2018-2019
3.0,Sun,2018-09-02,20:30,Sassuolo,1.4,5–3,1.8,Genoa,9740.0,Stadio Citt del Tricolore,Gianluca Rocchi,Serie-A,11,2018-2019
3.0,Sun,2018-09-02,20:30,Torino,1.3,1–0,1.0,SPAL,17785.0,Stadio Olimpico di Torino,Fabrizio Pasqua,Serie-A,11,2018-2019
4.0,Sat,2018-09-15,15:00,Inter,1.8,0–1,0.5,Parma,59648.0,Stadio Giuseppe Meazza,Gianluca Manganiello,Serie-A,11,2018-2019
4.0,Sat,2018-09-15,18:00,Napoli,1.5,1–0,0.4,Fiorentina,20131.0,Stadio San Paolo,Michael Fabbri,Serie-A,11,2018-2019
4.0,Sat,2018-09-15,20:30,Frosinone,0.5,0–5,2.7,Sampdoria,12502.0,Stadio Benito Stirpe,Massimiliano Irrati,Serie-A,11,2018-2019
4.0,Sun,2018-09-16,12:30,Roma,2.5,2–2,1.2,Chievo,39849.0,Stadio Olimpico,Paolo Mazzoleni,Serie-A,11,2018-2019
4.0,Sun,2018-09-16,15:00,Udinese,0.5,1–1,1.0,Torino,18813.0,Dacia Arena,Paolo Valeri,Serie-A,11,2018-2019
