Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Atalanta,27,26,42.2,38,418,3420,38.0,43,28,39,4,5,92,6,1.13,0.74,1.87,1.03,1.76,41.2,37.5,27.3,64.8,1.08,0.72,1.8,0.99,1.71,407,132,32.4,10.71,3.47,0.1,0.3,18.0,17,0.09,1.8,1.5,12439,16475,75.5,243932,93967,5167,6004,86.1,5085,6216,81.8,1978,3641,54.3,0.7,287,930,237,85,1128,14580,1895,56,2860,465,387,149,16,17,9,10213,2175,4087,4668,9696,703,796,220,84,347,389,472,620,16.32,449,52,43,28,19,63,1.66,41,4,5,5,5,3,792,493,456,271,65,286,35.4,523,1863,24.2,2947,3301,1452,5,502,1174,857,12,21012,2678,636,718,55.3,432,19,13272,103,456,424,15220,12439,81.7,1374,90,100,84,301,112,23,303,1.82,46,77,-31,-0.82,41.2,66.9,-25.7,-0.68,4,525,2,4,2,3439,473,486,49.3,Serie-A,11,2018-2019
Bologna,29,26,55.3,38,418,3420,38.0,55,40,51,4,4,98,5,1.45,1.05,2.5,1.34,2.39,46.7,43.6,30.8,74.5,1.23,0.81,2.04,1.15,1.96,538,173,32.2,14.16,4.55,0.09,0.29,17.9,10,0.08,8.3,7.4,15967,19818,80.6,318828,108121,6208,7056,88.0,7073,8221,86.0,2516,3989,63.1,9.2,394,1321,334,90,1453,17927,1891,39,3452,674,511,183,18,26,8,13442,2437,3939,5786,11795,749,774,256,39,395,305,486,827,21.76,617,64,55,28,17,86,2.26,55,3,10,10,5,3,676,440,323,264,89,264,43.0,350,1583,27.4,1969,2499,1299,5,480,938,849,6,24241,2213,872,677,59.8,434,23,16704,139,462,451,18689,15967,85.4,1718,90,100,84,299,114,20,302,1.16,56,48,8,0.21,46.7,47.4,-0.7,-0.02,3,558,3,5,3,3525,613,623,49.6,Serie-A,11,2018-2019
Cagliari,30,26,50.0,38,418,3420,38.0,52,34,44,8,10,75,5,1.37,0.89,2.26,1.16,2.05,58.5,51.0,38.1,89.1,1.54,1.0,2.54,1.34,2.34,574,195,34.0,15.11,5.13,0.08,0.23,16.6,18,0.09,-6.5,-7.0,15056,19061,79.0,306656,104340,5684,6542,86.9,6630,7751,85.5,2544,4178,60.9,-4.1,438,1133,396,127,1352,17080,1981,53,2810,733,584,188,28,30,1,12083,2652,4326,5555,11066,888,821,298,68,381,243,474,931,24.5,706,71,50,40,16,84,2.21,54,5,11,8,6,0,580,379,276,234,70,192,40.3,284,1668,28.0,1940,2713,1297,1,472,879,969,4,23514,2366,1049,625,59.0,402,24,15891,197,434,429,17840,15056,84.4,1651,90,100,85,307,107,20,298,1.08,54,36,18,0.47,58.5,39.1,19.4,0.51,2,494,5,3,0,3574,640,711,47.4,Serie-A,11,2018-2019
Chievo,36,27,56.9,38,418,3420,38.0,73,54,71,2,4,64,4,1.92,1.42,3.34,1.87,3.29,59.6,56.4,44.3,100.7,1.57,1.17,2.73,1.48,2.65,593,210,35.4,15.61,5.53,0.12,0.34,17.2,25,0.1,13.4,14.6,17776,21845,81.4,350781,113946,6963,7923,87.9,7900,9072,87.1,2684,4233,63.4,9.7,425,1314,394,96,1543,19841,2004,27,3894,777,561,263,39,33,3,14917,2813,4115,6436,13035,826,801,284,47,379,346,469,897,23.61,657,83,49,52,15,119,3.13,84,11,7,6,8,3,587,390,269,245,73,156,34.7,293,1524,28.0,1642,2483,1316,2,434,897,649,6,25989,2165,1036,712,60.3,462,16,18164,144,412,438,20638,17776,86.1,1872,90,100,84,302,112,21,309,0.45,75,25,50,1.32,59.6,35.6,23.9,0.63,0,502,3,5,0,3643,583,551,51.4,Serie-A,11,2018-2019
Empoli,29,27,52.1,38,418,3420,38.0,68,51,62,6,8,77,6,1.79,1.34,3.13,1.63,2.97,61.0,54.9,42.6,97.5,1.6,1.12,2.73,1.44,2.57,623,226,36.3,16.39,5.95,0.1,0.27,17.5,17,0.09,7.0,7.1,16604,20123,82.5,319399,108249,6717,7458,90.1,7338,8359,87.8,2334,3750,62.2,8.4,477,1343,383,118,1541,18351,1772,38,2953,624,597,204,33,13,12,13907,2518,3698,6140,11943,746,700,272,80,333,260,407,1028,27.05,769,86,54,50,18,110,2.89,80,7,9,4,8,2,603,390,318,219,66,216,35.5,393,1605,26.3,2133,2620,1339,1,451,929,745,10,24363,2248,1010,548,59.1,354,19,17002,166,446,397,19056,16604,87.1,1814,90,100,84,301,112,20,312,1.0,70,51,19,0.5,61.0,52.0,8.9,0.24,3,471,8,7,3,3276,420,327,56.2,Serie-A,11,2018-2019
Fiorentina,27,27,49.3,38,418,3420,38.0,42,32,37,5,6,97,1,1.11,0.84,1.95,0.97,1.82,42.3,37.9,28.6,66.5,1.11,0.75,1.87,1.0,1.75,451,136,30.2,11.87,3.58,0.08,0.27,18.5,32,0.09,-0.3,-0.9,12954,17080,75.8,249961,93565,5379,6238,86.2,5466,6703,81.5,1922,3558,54.0,3.4,322,947,258,77,1212,15044,2036,27,2395,483,505,202,29,21,10,10671,2432,3977,4639,10098,862,799,283,45,364,309,458,724,19.05,527,73,39,46,9,72,1.89,54,5,5,4,4,0,721,460,358,278,85,238,37.1,403,1499,27.4,1887,2485,1107,2,420,1011,903,13,21423,2475,739,574,58.4,361,14,13558,123,439,408,15720,12954,82.4,1542,90,100,85,307,111,20,300,1.08,45,47,-2,-0.05,42.3,52.4,-10.2,-0.27,0,545,0,5,2,3470,504,476,51.4,Serie-A,11,2018-2019
Frosinone,33,27,58.9,38,418,3420,38.0,68,50,63,5,5,78,4,1.79,1.32,3.11,1.66,2.97,60.8,57.0,43.5,100.5,1.6,1.14,2.74,1.5,2.64,634,209,33.0,16.68,5.5,0.1,0.3,18.3,23,0.09,7.2,6.0,18544,22326,83.1,350074,112125,7836,8775,89.3,8025,9145,87.8,2452,3828,64.1,6.5,473,1428,399,89,1602,20483,1843,37,3225,625,573,204,20,22,4,15959,2602,3765,6721,13399,834,681,287,45,331,325,411,991,26.08,726,89,55,52,20,112,2.95,78,4,7,12,10,1,553,361,232,240,81,205,40.2,305,1535,29.9,1347,2312,1476,1,478,811,895,6,26667,2111,1012,604,62.6,397,17,19138,171,445,390,21205,18544,87.5,1891,90,100,84,303,111,21,301,0.66,69,29,40,1.05,60.8,35.5,25.3,0.67,2,571,5,5,1,3540,598,479,55.5,Serie-A,11,2018-2019
Genoa,31,26,56.9,38,418,3420,38.0,55,40,50,5,6,87,4,1.45,1.05,2.5,1.32,2.37,53.8,49.2,35.4,84.7,1.42,0.93,2.35,1.3,2.23,523,163,31.2,13.76,4.29,0.1,0.31,17.3,15,0.1,1.2,0.8,16334,20302,80.5,324858,110786,6218,7134,87.2,7386,8551,86.4,2523,4064,62.1,4.6,380,1211,367,113,1408,18355,1947,33,3189,582,492,193,10,25,9,13530,2634,4138,5883,11938,999,741,312,60,370,327,412,820,21.58,622,62,45,30,14,92,2.42,67,5,3,10,4,3,570,361,294,219,57,184,31.9,392,1504,27.5,2072,2318,1080,0,421,856,1020,3,24836,2481,899,687,54.3,401,22,16663,121,463,455,19203,16334,85.1,1715,90,100,85,307,108,21,317,1.0,57,39,18,0.47,53.8,43.6,10.2,0.27,1,519,4,5,2,3659,620,597,50.9,Serie-A,11,2018-2019
Inter,23,26,40.4,38,418,3420,38.0,31,22,28,3,5,99,5,0.82,0.58,1.39,0.74,1.32,38.2,34.4,26.2,60.6,1.0,0.69,1.69,0.91,1.6,414,128,30.9,10.89,3.37,0.07,0.22,17.9,21,0.08,-7.2,-6.4,12307,15840,77.7,247854,89190,4831,5530,87.4,5368,6329,84.8,1947,3467,56.2,-4.2,307,842,286,103,1093,14068,1772,34,2820,506,437,146,18,9,2,9925,2252,3663,4456,9405,669,656,304,54,345,264,403,650,17.11,507,41,34,33,11,47,1.24,33,4,4,2,4,0,563,337,305,197,61,183,33.3,366,1514,22.0,2488,2906,1496,4,485,897,1007,16,20234,2983,721,665,60.8,432,23,12907,132,391,408,14784,12307,83.2,1314,90,100,84,306,109,22,313,1.82,33,57,-24,-0.63,38.2,64.1,-25.9,-0.68,2,522,3,8,0,3021,448,421,51.6,Serie-A,11,2018-2019
Juventus,31,26,43.8,38,418,3420,38.0,29,19,27,2,4,95,3,0.76,0.5,1.26,0.71,1.21,36.1,33.1,23.3,56.4,0.95,0.61,1.56,0.87,1.48,438,107,24.4,11.53,2.82,0.06,0.25,20.1,22,0.08,-7.1,-6.1,13735,17202,79.8,260296,88724,5986,6700,89.3,5712,6674,85.6,1857,3292,56.4,-4.3,308,1007,227,70,1060,15402,1800,34,2580,495,389,178,29,28,9,11528,2243,3431,4658,10703,623,654,251,30,338,320,390,666,17.53,480,56,37,35,23,46,1.21,33,4,3,2,2,2,649,420,322,228,99,299,38.6,475,1373,22.1,2271,2699,1250,1,400,1004,798,14,21302,2537,628,578,57.8,364,18,14195,113,412,370,16236,13735,84.6,1276,90,100,84,304,111,20,315,2.37,30,70,-40,-1.05,36.1,58.2,-22.1,-0.58,1,509,1,8,4,2884,382,446,46.1,Serie-A,11,2018-2019
