Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Brenden Aaronson,us USA,MF,at RB Salzburg,21,2000,5,5,444,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.05,0.08,0.13,0.05,0.13,5,2,40.0,1.01,0.41,0.00,0.00,24.1,1,0.05,-0.2,-0.2,119,155,76.8,1876,661,60,68,88.2,45,55,81.8,9,21,42.9,-0.4,6,11,3,1,21,137,18,1,33,5,13,4,1,3,0,98,31,26,13,129,4,5,0,1,4,6,3,11,2.23,7,2,0,1,0,2,0.41,2,0,0,0,0,0,5,4,1,2,2,2,22.2,7,43,32.8,17,60,54,0,2,7,1,0,217,2,7,6,66.7,4,0,153,2,18,13,239,151,63.2,40,89,98.7,89,4,0,,0,1.86,7,6,+1,+0.20,+0.20,8.5,5.1,+3.4,+0.70,+0.41,0,3,0,0,0,30,4,14,22.2,Champions-League,8,2021-2022
Malik Abubakari,gh GHA,FW,se Malmö,21,2000,3,0,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.03,0.11,0.08,0.11,2,0,0.0,1.70,0.00,0.00,,32.3,0,0.05,-0.1,-0.1,19,27,70.4,310,25,8,11,72.7,6,9,66.7,2,4,50.0,0.0,1,0,0,0,0,25,2,0,8,0,1,0,0,0,0,20,3,4,3,21,0,0,0,0,0,4,0,1,0.85,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,,0,0,0.0,5,4,4,0,1,2,1,0,45,1,2,0,,0,0,30,0,4,2,52,32,61.5,3,35,23.6,,0,3,35,2,1.29,0,4,-4,-3.40,-1.30,0.3,3.1,-2.7,-2.31,-0.23,0,4,0,0,0,4,3,2,60.0,Champions-League,8,2021-2022
Marcos Acuña,ar ARG,DF,es Sevilla,30,1991,5,5,378,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.14,0.14,0.00,0.14,0,0,,0.00,0.00,,,,0,,0.0,0.0,251,335,74.9,5619,2581,86,97,88.7,104,134,77.6,56,96,58.3,-0.6,9,33,7,3,25,270,65,2,39,25,17,5,0,5,0,176,54,105,251,30,6,47,0,1,4,14,3,14,3.33,8,5,1,0,0,0,0.00,0,0,0,0,0,0,14,10,7,5,2,3,30.0,7,20,37.7,22,27,4,0,5,26,2,0,377,11,1,9,44.4,4,2,257,0,5,8,265,248,93.6,5,76,84.0,76,3,0,,0,1.20,4,3,+1,+0.24,+0.24,5.2,5.6,-0.4,-0.10,+0.09,0,10,0,0,0,32,1,6,14.3,Champions-League,8,2021-2022
Tyler Adams,us USA,MF,de RB Leipzig,22,1999,4,3,265,2.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,138,166,83.1,2305,536,73,82,89.0,47,52,90.4,15,25,60.0,0.0,0,17,4,0,16,165,1,0,25,3,1,0,0,0,0,119,20,27,33,123,7,1,0,0,4,5,4,2,0.68,2,0,0,0,0,0,0.00,0,0,0,0,0,0,9,4,4,2,3,4,36.4,7,26,29.5,20,55,13,0,7,12,0,0,193,3,2,5,40.0,2,0,138,1,2,2,137,131,95.6,2,66,58.9,84,2,1,12,0,0.25,6,11,-5,-1.70,-4.13,4.5,7.8,-3.3,-1.12,-2.54,0,5,0,0,0,38,2,3,40.0,Champions-League,8,2021-2022
Chikwubuike Adamu,at AUT,FW,at RB Salzburg,20,2001,5,0,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,1,1,100.0,0.99,0.99,0.00,0.00,16.1,0,0.05,-0.1,-0.1,9,20,45.0,116,28,8,13,61.5,1,3,33.3,0,0,,0.0,0,2,0,0,0,20,0,0,7,0,0,0,0,0,0,14,5,1,2,15,1,0,1,0,0,2,3,2,1.98,1,0,0,1,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,,0,5,27.8,0,5,13,0,0,2,0,0,31,0,5,2,50.0,1,0,22,0,4,3,51,22,43.1,15,18,20.2,,0,5,18,0,1.67,0,0,0,0.00,-0.25,0.5,0.5,0.0,+0.01,-0.86,0,4,0,0,0,5,1,5,16.7,Champions-League,8,2021-2022
Antonio Adán,es ESP,GK,pt Sporting CP,34,1987,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,0,0,,0.00,0.00,,,,0,,0.0,0.0,132,176,75.0,3672,2120,34,35,97.1,51,52,98.1,47,89,52.8,-0.1,1,2,0,0,0,126,50,0,10,1,0,0,0,0,0,91,9,76,83,56,0,0,26,0,3,0,0,2,0.40,0,2,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0.0,3,0,0,0,0,0,0,0,184,166,0,0,,0,0,85,0,0,0,79,79,100.0,0,90,100.0,90,5,0,,0,1.80,12,8,+4,+0.80,,9.0,8.1,+0.9,+0.18,,0,0,0,0,0,28,0,0,,Champions-League,8,2021-2022
Edmund Addo,gh GHA,MF,md Sheriff Tiraspol,21,2000,5,5,398,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.06,0.06,0.00,0.06,1,0,0.0,0.23,0.00,0.00,,30.0,0,0.01,0.0,0.0,95,110,86.4,1996,538,28,32,87.5,48,51,94.1,18,22,81.8,-0.3,5,13,0,0,8,107,3,0,15,3,0,0,0,0,0,88,10,12,18,86,5,0,0,0,3,0,3,7,1.58,6,0,0,0,1,0,0.00,0,0,0,0,0,0,13,9,12,1,0,4,28.6,10,26,23.6,79,30,1,0,6,30,0,0,157,15,0,3,33.3,1,0,100,0,4,5,82,76,92.7,0,80,88.4,80,2,0,,0,1.82,5,8,-3,-0.68,+1.05,2.5,9.4,-6.9,-1.56,+1.01,0,16,0,1,0,33,1,4,20.0,Champions-League,8,2021-2022
Karim Adeyemi,de GER,FW,at RB Salzburg,19,2002,5,5,390,4.3,3,0,1,2,3,2,0,0.69,0.00,0.69,0.23,0.23,3.7,1.5,0.3,1.8,0.86,0.07,0.93,0.34,0.41,10,5,50.0,2.31,1.15,0.10,0.20,19.3,0,0.15,-0.7,-0.5,35,61,57.4,509,70,21,30,70.0,11,17,64.7,2,4,50.0,-0.3,4,2,2,0,3,56,5,0,15,1,3,0,0,0,0,42,14,5,32,23,2,3,1,0,2,8,6,12,2.77,5,0,1,6,0,2,0.46,0,0,0,0,2,0,2,2,1,1,0,1,33.3,2,15,25.4,6,18,35,0,2,4,0,0,128,1,32,18,38.9,10,1,107,9,17,14,197,100,50.8,54,78,86.7,78,1,0,,0,1.86,7,6,+1,+0.23,+0.23,8.3,4.8,+3.5,+0.81,+0.87,0,10,4,0,0,16,0,3,0.0,Champions-League,8,2021-2022
Michel Aebischer,ch SUI,MF,ch Young Boys,24,1997,5,5,441,4.9,0,1,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.2,0.2,0.6,0.9,0.05,0.13,0.18,0.05,0.18,5,0,0.0,1.02,0.00,0.00,,24.3,0,0.05,-0.2,-0.2,195,237,82.3,3838,985,78,83,94.0,83,92,90.2,32,54,59.3,+0.4,7,22,4,2,12,223,14,0,28,13,7,10,2,6,2,167,23,47,25,200,7,1,3,3,3,7,5,12,2.45,6,5,0,0,0,2,0.41,1,1,0,0,0,0,10,6,3,2,5,5,50.0,5,17,27.9,21,26,14,0,2,18,3,0,282,7,3,5,40.0,4,0,187,1,7,8,223,203,91.0,17,88,98.0,88,4,0,,0,1.50,6,11,-5,-1.02,-1.02,6.8,7.6,-0.8,-0.16,+3.49,0,4,0,0,0,36,2,6,25.0,Champions-League,8,2021-2022
Sergio Agüero,ar ARG,FW,es Barcelona,33,1988,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,1,0,0.0,5.63,0.00,0.00,,31.1,0,0.02,0.0,0.0,4,6,66.7,36,3,3,3,100.0,0,0,,0,0,,0.0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,3,2,1,0,6,0,0,0,0,0,0,2,1,5.63,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,1,0,0,0,0,0,8,0,1,3,66.7,3,0,7,0,0,0,12,6,50.0,0,16,3.6,,0,1,16,0,3.00,0,0,0,0.00,+0.83,0.0,0.0,0.0,+0.12,+0.27,0,0,0,0,0,1,0,1,0.0,Champions-League,8,2021-2022
