Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Oliver Baumann,de GER,GK,Hoffenheim,31,1990,13,13,1170,13.0,19,1.46,53,34,64.2,6,2,5,5,38.5,1,0,0,1,,0,3,0,17.4,0.35,-1.6,-0.12,68,199,34.2,510,68,32.9,33.3,96,32.3,32.2,104,7,6.7,19,1.46,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,92.9,90,13,0,,0,1.54,24,19,+5,+0.38,-2.62,21.1,17.4,+3.7,+0.28,-1.34,0,0,2,0,0,0,0,0,0,90,0,0,,Bundesliga,20,2021-2022
Fabian Bredlow,de GER,GK,Stuttgart,26,1995,4,4,360,4.0,7,1.75,24,17,70.8,0,2,2,0,0.0,0,0,0,0,,0,3,0,6.8,0.28,-0.2,-0.05,12,24,50.0,90,22,23.3,28.7,37,8.1,19.9,38,1,2.6,4,1.00,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,28.6,90,4,0,,9,0.50,3,7,-4,-1.00,-0.90,2.8,7.5,-4.7,-1.17,-1.13,0,0,2,0,0,0,0,0,0,20,0,0,,Bundesliga,20,2021-2022
Sascha Burchert,de GER,GK,Greuther Fürth,32,1989,6,6,540,6.0,16,2.67,35,21,57.1,0,1,5,0,0.0,1,1,0,0,0.0,0,3,2,11.8,0.34,-2.2,-0.37,51,127,40.2,169,23,55.6,45.3,43,76.7,56.3,52,2,3.8,7,1.17,16.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,90,42.9,90,6,0,,6,0.17,4,16,-12,-2.00,+0.75,6.2,11.0,-4.8,-0.81,+0.24,0,0,0,0,0,0,0,0,0,36,0,0,,Bundesliga,20,2021-2022
Koen Casteels,be BEL,GK,Wolfsburg,29,1992,12,12,1080,12.0,14,1.17,36,24,66.7,6,2,4,5,41.7,4,2,2,0,50.0,0,1,0,14.4,0.34,+0.4,+0.03,85,170,50.0,404,47,32.2,33.3,81,49.4,42.4,94,6,6.4,11,0.92,14.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,85.7,90,12,0,,0,1.67,14,14,0,0.00,+2.50,18.9,15.0,+3.9,+0.33,+1.09,0,0,2,0,0,0,0,0,0,51,0,0,,Bundesliga,20,2021-2022
Michael Esser,de GER,GK,Bochum,34,1987,1,1,90,1.0,2,2.00,5,4,80.0,1,0,0,0,0.0,1,1,0,0,0.0,0,1,0,1.9,0.19,-0.1,-0.08,8,22,36.4,30,6,50.0,40.4,13,53.8,40.5,14,0,0.0,0,0.00,8.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.1,90,1,0,,13,3.00,3,2,+1,+1.00,+1.62,1.2,2.9,-1.7,-1.73,-1.22,0,0,0,0,0,0,0,0,0,9,0,0,,Bundesliga,20,2021-2022
Mark Flekken,nl NED,GK,Freiburg,28,1993,14,14,1260,14.0,13,0.93,63,52,81.0,7,4,3,5,35.7,1,1,0,0,0.0,1,0,1,15.6,0.23,+3.6,+0.25,130,314,41.4,462,62,49.1,43.4,115,75.7,62.4,120,9,7.5,10,0.71,15.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,90,100.0,90,14,0,,0,1.79,25,13,+12,+0.86,,19.8,18.5,+1.3,+0.09,,0,0,0,0,0,0,0,0,0,76,0,0,,Bundesliga,20,2021-2022
Marius Funk,de GER,GK,Greuther Fürth,25,1996,8,8,720,8.0,30,3.75,52,26,46.2,0,0,8,0,0.0,2,2,0,0,0.0,0,4,2,24.8,0.45,-3.2,-0.40,70,193,36.3,293,28,49.5,42.1,69,69.6,53.8,51,3,5.9,12,1.50,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,90,57.1,90,8,0,,6,0.00,8,30,-22,-2.75,-0.75,9.3,17.6,-8.4,-1.04,-0.24,0,1,1,0,0,0,0,0,1,37,0,0,,Bundesliga,20,2021-2022
Rafał Gikiewicz,pl POL,GK,Augsburg,34,1987,14,14,1260,14.0,25,1.79,63,40,63.5,3,4,7,3,21.4,2,2,0,0,0.0,0,2,2,19.3,0.29,-3.7,-0.26,101,266,38.0,379,57,47.2,40.3,118,73.7,55.5,112,8,7.1,15,1.07,16.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,14,0,,0,0.93,14,25,-11,-0.79,,13.9,25.1,-11.1,-0.80,,0,0,2,0,0,0,0,0,0,83,0,0,,Bundesliga,20,2021-2022
Péter Gulácsi,hu HUN,GK,RB Leipzig,31,1990,13,13,1170,13.0,15,1.15,48,35,72.9,5,3,5,3,23.1,2,2,0,0,0.0,0,4,0,16.3,0.30,+1.3,+0.10,74,175,42.3,357,57,39.8,36.8,81,40.7,37.9,100,3,3.0,17,1.31,17.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,92.9,90,13,0,,0,1.38,24,15,+9,+0.69,+2.69,25.5,21.2,+4.3,+0.33,+0.54,0,0,3,0,0,0,0,0,0,78,0,0,,Bundesliga,20,2021-2022
Marwin Hitz,ch SUI,GK,Dortmund,34,1987,1,0,45,0.5,1,2.00,4,4,100.0,0,0,0,0,,1,1,0,0,0.0,0,0,0,1.3,0.09,+0.3,+0.54,2,3,66.7,20,5,15.0,32.6,3,0.0,22.0,3,0,0.0,0,0.00,11.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,45,3.6,,0,1,45,13,3.00,1,1,0,0.00,-0.96,0.4,1.4,-0.9,-1.82,-2.37,0,0,0,0,0,0,0,0,0,4,0,0,,Bundesliga,20,2021-2022
Timo Horn,de GER,GK,Köln,28,1993,12,12,1080,12.0,21,1.75,53,33,60.4,3,6,3,0,0.0,0,0,0,0,,0,4,1,18.6,0.36,-1.4,-0.12,82,157,52.2,382,44,33.8,34.9,76,36.8,36.7,85,3,3.5,12,1.00,16.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,85.7,90,12,0,,0,1.25,18,21,-3,-0.25,-1.75,18.5,18.7,-0.2,-0.02,-0.16,0,0,1,0,0,0,0,0,0,53,0,0,,Bundesliga,20,2021-2022
Lukáš Hrádecký,fi FIN,GK,Leverkusen,32,1989,14,14,1260,14.0,19,1.36,75,57,76.0,8,3,3,4,28.6,3,1,1,1,50.0,1,1,0,20.5,0.26,+1.5,+0.11,86,222,38.7,444,78,36.7,35.1,113,52.2,44.5,108,5,4.6,13,0.93,15.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,14,0,,0,1.93,35,19,+16,+1.14,,22.7,18.8,+3.9,+0.28,,0,0,1,0,0,0,0,0,0,67,0,0,,Bundesliga,20,2021-2022
Gregor Kobel,ch SUI,GK,Dortmund,24,1997,14,14,1215,13.5,21,1.56,59,41,67.8,10,0,4,1,7.1,2,2,0,0,0.0,1,4,1,20.7,0.32,+0.7,+0.05,51,141,36.2,404,60,26.0,30.6,84,42.9,38.7,87,12,13.8,13,0.96,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,96.4,87,13,0,,0,2.14,34,21,+13,+0.96,+0.96,26.4,19.0,+7.4,+0.55,+2.37,0,0,3,0,0,0,0,0,0,75,0,0,,Bundesliga,20,2021-2022
Andreas Luthe,de GER,GK,Union Berlin,34,1987,14,14,1260,14.0,20,1.43,51,33,62.7,6,5,3,4,28.6,1,1,0,0,0.0,0,2,1,17.4,0.33,-1.6,-0.12,89,268,33.2,402,66,47.8,40.8,126,60.3,45.6,134,14,10.4,9,0.64,14.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,14,0,,0,1.64,22,20,+2,+0.14,,20.6,19.4,+1.2,+0.08,,0,0,1,0,0,0,0,0,0,80,0,0,,Bundesliga,20,2021-2022
Josep Martinez,es ESP,GK,RB Leipzig,23,1998,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,0,0,0,1.9,0.48,-1.1,-1.09,2,5,40.0,15,1,26.7,35.1,7,14.3,34.3,3,0,0.0,3,3.00,26.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.1,90,1,0,,13,0.00,1,3,-2,-2.00,-2.69,1.6,1.8,-0.2,-0.20,-0.54,0,0,0,0,0,0,0,0,0,5,0,0,,Bundesliga,20,2021-2022
