Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,33,1986,5,5,450,5.0,9,1.80,22,13,63.6,0,2,3,1,20.0,1,1,0,0,0.0,0,0,0,8.9,0.37,-0.1,-0.01,35,81,43.2,109,16,53.2,47.2,29,79.3,61.9,35,0,0.0,2,0.40,17.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,83.3,90,5,0,,0,0.40,2,9,-7,-1.40,-2.40,7.1,7.9,-0.8,-0.16,-0.02,0,1,0,0,0,0,0,0,1,23,0,0,,Europa-League,19,2019-2020
Bobby Allain,fr FRA,GK,gr Olympiacos,27,1991,1,1,90,1.0,1,1.00,3,3,100.0,0,0,1,0,0.0,1,1,0,0,0.0,0,0,0,1.8,0.31,+0.8,+0.81,6,13,46.2,25,7,28.0,33.8,7,85.7,55.4,2,0,0.0,0,0.00,17.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,23.1,90,1,0,,2,0.00,0,1,-1,-1.00,-1.00,0.7,2.2,-1.4,-1.43,-0.93,0,1,1,0,0,0,0,0,1,8,0,0,,Europa-League,19,2019-2020
Giedrius Arlauskis,lt LTU,GK,ro CFR Cluj,31,1987,8,8,720,8.0,5,0.62,33,28,84.8,4,2,2,4,50.0,1,0,0,1,,0,2,0,7.8,0.24,+2.8,+0.35,79,209,37.8,164,25,79.3,55.8,92,85.9,59.0,86,5,5.8,6,0.75,14.6,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,8,0,,0,1.75,7,5,+2,+0.25,,8.4,10.3,-1.8,-0.23,,0,0,1,0,0,0,0,0,0,47,0,0,,Europa-League,19,2019-2020
David von Ballmoos,ch SUI,GK,ch Young Boys,24,1994,6,6,540,6.0,7,1.17,28,22,78.6,2,2,2,1,16.7,1,1,0,0,0.0,0,1,0,6.6,0.20,-0.4,-0.07,33,97,34.0,159,35,42.8,37.7,40,72.5,56.3,44,4,9.1,2,0.33,14.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,6,0,,0,1.33,8,7,+1,+0.17,,8.2,8.2,0.0,-0.01,,0,0,0,0,0,0,0,0,0,41,0,0,,Europa-League,19,2019-2020
Noam Baumann,ch SUI,GK,ch Lugano,23,1996,5,5,450,5.0,4,0.80,9,5,66.7,0,2,3,2,40.0,1,1,0,0,0.0,0,0,0,4.1,0.35,+0.1,+0.02,16,53,30.2,98,19,23.5,30.9,44,68.2,49.0,42,0,0.0,2,0.40,12.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,83.3,90,5,0,,1,0.40,1,4,-3,-0.60,-0.60,3.8,5.2,-1.4,-0.28,+2.82,0,0,1,0,0,0,0,0,0,23,0,0,,Europa-League,19,2019-2020
Asmir Begović,ba BIH,GK,az Qarabağ Ağdam,32,1987,5,5,450,5.0,10,2.00,20,11,50.0,1,1,3,0,0.0,0,0,0,0,,1,2,1,6.0,0.30,-3.0,-0.60,35,91,38.5,84,12,65.5,46.9,46,78.3,59.9,38,1,2.6,2,0.40,14.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,83.3,90,5,0,,1,0.80,7,10,-3,-0.60,-0.60,6.6,6.2,+0.3,+0.07,-1.63,0,1,1,0,0,0,0,0,0,13,0,0,,Europa-League,19,2019-2020
Vid Belec,si SVN,GK,cy APOEL,29,1990,7,7,630,7.0,11,1.57,32,21,65.6,3,1,3,2,28.6,1,0,0,1,,0,2,0,11.4,0.33,+0.4,+0.06,46,131,35.1,114,12,65.8,50.4,66,84.8,60.3,54,0,0.0,2,0.29,13.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,87.5,90,7,0,,1,1.43,10,11,-1,-0.14,+0.86,7.5,9.8,-2.3,-0.32,+0.22,0,0,2,0,0,0,0,0,0,28,0,0,,Europa-League,19,2019-2020
Marco Bizot,nl NED,GK,nl AZ Alkmaar,28,1991,8,8,720,8.0,11,1.37,26,18,69.2,2,4,2,3,37.5,3,3,0,0,0.0,0,0,0,8.4,0.22,-2.6,-0.33,32,107,29.9,208,39,38.5,36.5,71,38.0,35.1,50,7,14.0,6,0.75,15.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,8,0,,0,1.57,16,11,+5,+0.62,,15.0,9.7,+5.3,+0.66,,0,0,2,0,0,0,1,0,0,43,0,0,,Europa-League,19,2019-2020
Arnaud Bodart,be BEL,GK,be Standard Liège,21,1998,3,3,270,3.0,4,1.33,19,15,78.9,1,2,0,0,0.0,0,0,0,0,,1,0,0,5.6,0.30,+1.6,+0.55,25,57,43.9,67,12,58.2,44.9,29,62.1,51.9,29,0,0.0,5,1.67,17.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,50.0,90,3,0,,3,1.67,5,4,+1,+0.33,+1.33,3.9,4.1,-0.2,-0.06,+1.45,0,0,0,0,0,0,0,0,0,15,0,0,,Europa-League,19,2019-2020
Pépé Bonet,fr FRA,GK,fr Rennes,16,2003,1,0,83,0.9,1,1.08,3,2,66.7,0,0,0,0,,0,0,0,0,,1,0,0,0.8,0.26,-0.2,-0.23,7,13,53.8,11,1,36.4,36.3,11,81.8,52.8,11,1,9.1,0,0.00,14.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,83,15.4,,0,1,83,1,0.00,0,1,-1,-1.08,-0.69,1.3,1.1,+0.1,+0.16,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,,Europa-League,19,2019-2020
