Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,League Name,League ID,Season
1.0,Sat,2020-09-12,16:00,Eibar,0.4,0–0,0.9,Celta Vigo,,Estadio Municipal de IpurÃºa,ValentÃ­n Pizarro,Match Report,,La-Liga,12,2020-2021
1.0,Sat,2020-09-12,18:30,Granada,0.3,2–0,0.9,Athletic Club,,Estadio Nuevo Los CÃ¡rmenes,Antonio MatÃ©u Lahoz,Match Report,,La-Liga,12,2020-2021
1.0,Sat,2020-09-12,21:00,Cádiz,1.1,0–2,0.9,Osasuna,,Estadio Nuevo Mirandilla,Isidro DÃ­az de Mera,Match Report,,La-Liga,12,2020-2021
1.0,Sun,2020-09-13,14:00,Alavés,1.0,0–1,0.6,Betis,,Estadio de Mendizorroza,Pablo GonzÃ¡lez,Match Report,,La-Liga,12,2020-2021
1.0,Sun,2020-09-13,16:00,Valladolid,0.6,1–1,0.2,Real Sociedad,,Estadio Municipal JosÃ© Zorrilla,Mario Melero,Match Report,,La-Liga,12,2020-2021
1.0,Sun,2020-09-13,18:30,Villarreal,2.1,1–1,0.5,Huesca,,Estadio de la CerÃ¡mica,Javier Estrada,Match Report,,La-Liga,12,2020-2021
1.0,Sun,2020-09-13,21:00,Valencia,1.8,4–2,2.0,Levante,,Estadio de Mestalla,JosÃ© SÃ¡nchez,Match Report,,La-Liga,12,2020-2021
,,,,,,,,,,,,,,La-Liga,12,2020-2021
2.0,Sat,2020-09-19,16:00,Villarreal,2.2,2–1,1.1,Eibar,,Estadio de la CerÃ¡mica,Jorge Figueroa,Match Report,,La-Liga,12,2020-2021
2.0,Sat,2020-09-19,18:30,Getafe,0.4,1–0,0.4,Osasuna,,Coliseum Alfonso PÃ©rez,Alejandro HernÃ¡ndez,Match Report,,La-Liga,12,2020-2021
2.0,Sat,2020-09-19,21:00,Celta Vigo,2.3,2–1,0.5,Valencia,,Estadio de BalaÃ­dos,JesÃºs Gil,Match Report,,La-Liga,12,2020-2021
2.0,Sun,2020-09-20,16:00,Huesca,0.2,0–2,1.3,Cádiz,,Estadio El Alcoraz,CÃ©sar Soto,Match Report,,La-Liga,12,2020-2021
2.0,Sun,2020-09-20,18:30,Granada,2.0,2–1,0.6,Alavés,,Estadio Nuevo Los CÃ¡rmenes,Carlos del Cerro,Match Report,,La-Liga,12,2020-2021
2.0,Sun,2020-09-20,18:30,Betis,1.4,2–0,0.5,Valladolid,,Estadio Benito VillamarÃ­n,Santiago Jaime,Match Report,,La-Liga,12,2020-2021
2.0,Sun,2020-09-20,21:00,Real Sociedad,0.5,0–0,0.8,Real Madrid,,Estadio Municipal de Anoeta,Juan MartÃ­nez,Match Report,,La-Liga,12,2020-2021
3.0,Sat,2020-09-26,13:00,Alavés,1.4,0–0,0.8,Getafe,,Estadio de Mendizorroza,Alberola Rojas,Match Report,,La-Liga,12,2020-2021
3.0,Sat,2020-09-26,16:00,Valencia,0.2,1–1,1.5,Huesca,,Estadio de Mestalla,JosÃ© Luis Munuera,Match Report,,La-Liga,12,2020-2021
