Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Patrick van Aanholt,nl NED,DF,Crystal Palace,26,1990,28,25,2184,24.3,5,1,5,0,0,7,0,0.21,0.04,0.25,0.21,0.25,3.4,3.4,1.8,5.2,0.14,0.07,0.21,0.14,0.21,33,11,33.3,1.36,0.45,0.15,0.45,22.3,4,0.10,+1.6,+1.6,887,1157,76.7,15736,7219,401,438,91.6,389,489,79.6,81,179,45.3,-0.8,17,66,25,6,97,885,272,1,120,28,42,11,2,7,0,664,233,260,731,163,23,234,4,3,18,35,32,41,1.69,22,11,5,1,1,3,0.12,2,0,1,0,0,0,55,35,39,14,2,27,58.7,19,92,34.8,139,93,32,0,30,100,69,2,1431,98,36,33,63.6,23,0,774,9,20,19,781,706,90.4,48,78,63.9,,21,3,,8,1.21,31,38,-7,-0.29,-0.07,32.4,35.2,-2.7,-0.11,-0.70,0,23,0,0,0,213,7,10,41.2,Premier-League,9,2017-2018
Rolando Aarons,eng ENG,"FW,MF",Newcastle Utd,21,1995,4,1,139,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10,2,0,0.0,1.29,0.00,0.00,,20.6,0,0.08,-0.2,-0.2,30,43,69.8,411,98,22,26,84.6,6,9,66.7,2,4,50.0,0.0,0,0,1,1,0,42,1,0,9,2,3,0,0,0,0,31,11,1,28,10,3,0,0,1,1,2,3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,4,3,1,1,2,50.0,2,9,23.1,15,16,8,0,3,7,0,0,67,0,5,4,75.0,3,1,45,0,5,5,62,39,62.9,4,35,4.1,,0,3,,7,0.25,1,2,-1,-0.65,-0.46,0.5,2.6,-2.2,-1.39,-1.23,0,1,0,0,0,13,2,3,40.0,Premier-League,9,2017-2018
Tammy Abraham,eng ENG,FW,Swansea City,19,1997,31,15,1726,19.2,5,1,5,0,0,0,0,0.26,0.05,0.31,0.26,0.31,6.7,6.7,1.0,7.7,0.35,0.05,0.40,0.35,0.40,42,13,31.0,2.19,0.68,0.12,0.38,12.3,0,0.16,-1.7,-1.7,217,305,71.1,3217,700,122,154,79.2,63,91,69.2,18,30,60.0,0.0,9,14,10,5,22,275,30,1,116,5,14,0,0,0,0,198,68,39,26,223,13,1,8,0,6,13,11,35,1.83,17,0,11,3,1,2,0.10,1,0,0,1,0,0,14,6,2,8,4,2,16.7,10,72,28.7,15,114,122,0,8,19,10,0,556,12,72,60,50.0,32,1,369,5,58,44,833,406,48.7,128,56,50.5,,9,16,,2,0.81,15,31,-16,-0.83,-0.20,15.8,31.9,-16.0,-0.84,-0.14,0,16,0,0,0,66,53,87,37.9,Premier-League,9,2017-2018
Charlie Adam,sct SCO,MF,Stoke City,31,1985,11,5,411,4.6,0,0,0,0,1,2,1,0.00,0.00,0.00,0.00,0.00,1.2,0.4,1.1,1.5,0.26,0.24,0.50,0.10,0.33,10,2,20.0,2.19,0.44,0.00,0.00,32.8,3,0.04,-1.2,-0.4,170,286,59.4,4227,1546,43,57,75.4,72,91,79.1,54,130,41.5,-1.1,7,23,8,4,28,260,26,3,44,12,11,9,4,4,1,123,42,121,220,38,15,4,1,5,13,10,7,19,4.17,8,3,2,3,2,1,0.22,1,0,0,0,0,0,10,6,2,7,1,5,38.5,8,20,24.1,28,44,11,0,7,16,12,0,342,12,7,10,80.0,8,2,193,0,3,5,232,213,91.8,9,37,12.0,,1,6,,21,0.91,2,7,-5,-1.09,-0.26,5.1,8.0,-3.0,-0.65,+0.05,0,8,0,0,0,60,10,3,76.9,Premier-League,9,2017-2018
Adrián,es ESP,GK,West Ham,30,1987,19,19,1710,19.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,258,573,45.0,12278,9667,8,8,100.0,57,59,96.6,193,506,38.1,0.0,0,11,1,0,0,334,239,0,28,22,0,0,0,0,0,91,22,460,21,416,0,0,48,4,20,6,1,3,0.16,2,1,0,0,0,1,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0.0,5,0,0,0,0,0,1,0,640,570,0,0,,0,0,242,0,0,0,175,174,99.4,0,90,50.0,,19,0,,19,1.42,30,29,+1,+0.05,+1.16,21.4,30.4,-9.0,-0.47,+0.07,0,1,0,0,0,116,0,0,,Premier-League,9,2017-2018
Ibrahim Afellay,nl NED,MF,Stoke City,31,1986,6,1,166,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,70,81,86.4,1413,268,28,31,90.3,32,36,88.9,10,14,71.4,0.0,0,5,0,0,5,79,2,0,7,2,0,0,0,0,0,68,8,5,18,60,3,0,0,0,1,3,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,1,100.0,0,3,12.5,9,11,4,0,0,3,1,0,90,0,0,4,25.0,1,0,62,0,1,1,77,65,84.4,3,28,4.9,,0,5,,10,1.00,1,9,-8,-4.34,-3.65,0.9,4.8,-3.9,-2.14,-1.52,0,1,0,0,0,19,1,1,50.0,Premier-League,9,2017-2018
Benik Afobe,cd COD,"FW,MF",Bournemouth,24,1993,17,5,611,6.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.1,1.3,0.21,0.01,0.22,0.21,0.22,8,3,37.5,1.18,0.44,0.00,0.00,7.9,0,0.16,-1.2,-1.2,116,150,77.3,1458,141,78,98,79.6,29,38,76.3,3,4,75.0,-0.1,2,5,3,0,6,136,14,0,51,0,0,0,0,0,0,104,33,13,26,94,7,0,7,0,4,5,5,8,1.34,5,0,1,1,0,1,0.17,0,0,0,0,1,0,6,3,4,1,1,2,28.6,5,37,33.6,8,51,51,0,5,8,9,0,237,7,31,9,77.8,8,0,138,5,31,9,338,169,50.0,53,36,17.9,,1,12,,4,1.06,5,12,-7,-1.03,-0.74,6.4,13.7,-7.3,-1.22,-0.93,0,10,1,0,0,25,24,48,33.3,Premier-League,9,2017-2018
Sergio Agüero,ar ARG,FW,Manchester City,29,1988,25,22,1963,21.8,21,6,17,4,4,2,0,0.96,0.28,1.24,0.78,1.05,17.5,14.4,7.4,21.8,0.80,0.34,1.14,0.66,1.00,90,38,42.2,4.13,1.74,0.19,0.45,13.7,1,0.16,+3.5,+2.6,528,643,82.1,6912,1225,363,410,88.5,136,170,80.0,13,19,68.4,-1.4,40,24,24,0,38,616,27,7,134,3,14,1,0,0,0,491,93,59,73,539,15,3,7,3,8,20,22,78,3.58,59,0,7,3,3,13,0.60,10,0,2,0,0,1,13,8,2,6,5,2,15.4,11,80,32.5,18,88,140,0,12,27,5,0,944,8,183,61,63.9,47,1,692,33,58,61,1230,757,61.5,253,79,57.4,,13,3,,4,2.52,63,12,+51,+2.34,+0.61,50.0,13.1,+36.9,+1.69,+0.05,0,12,0,0,0,90,12,26,31.6,Premier-League,9,2017-2018
Nathan Aké,nl NED,DF,Bournemouth,22,1995,38,37,3353,37.3,2,3,2,0,0,5,0,0.05,0.08,0.13,0.05,0.13,2.4,2.4,1.9,4.3,0.07,0.05,0.12,0.07,0.12,20,6,30.0,0.54,0.16,0.10,0.33,9.2,0,0.12,-0.4,-0.4,1339,1564,85.6,28014,9652,404,452,89.4,696,783,88.9,221,294,75.2,+1.1,6,62,2,0,75,1498,66,2,163,27,5,0,0,0,0,1159,178,227,1193,188,123,13,5,0,25,26,20,18,0.48,16,0,1,1,0,4,0.11,4,0,0,0,0,0,59,31,39,18,2,18,50.0,18,115,31.3,244,107,17,1,37,117,306,0,2070,319,49,7,100.0,7,0,1043,0,7,7,1174,1118,95.2,12,88,98.0,,36,1,,0,1.16,44,59,-15,-0.40,+0.94,44.0,59.1,-15.1,-0.41,+1.61,0,30,0,0,0,356,129,99,56.6,Premier-League,9,2017-2018
Marc Albrighton,eng ENG,"MF,FW",Leicester City,27,1989,34,30,2538,28.2,2,7,2,0,0,5,1,0.07,0.25,0.32,0.07,0.32,1.6,1.6,5.1,6.6,0.06,0.18,0.24,0.06,0.24,20,6,30.0,0.71,0.21,0.10,0.33,20.0,1,0.08,+0.4,+0.4,757,1254,60.4,15755,6986,322,403,79.9,266,392,67.9,157,399,39.3,+1.9,45,96,37,15,117,1097,157,8,193,90,121,64,41,12,5,612,230,412,104,1050,20,61,4,9,49,61,65,67,2.38,49,12,2,1,2,12,0.43,10,1,0,0,0,1,62,42,26,26,10,18,30.0,42,144,26.4,211,224,110,0,40,102,37,0,1591,62,39,110,56.4,63,8,1072,6,46,36,1212,983,81.1,75,75,74.2,,19,4,,1,1.29,35,39,-4,-0.14,-0.14,34.3,38.6,-4.3,-0.15,-0.41,0,24,0,1,0,240,20,26,43.5,Premier-League,9,2017-2018
