Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
cy AC Omonia,20,28,34.7,6,66,540,6.0,5,3,4,1,2,17,1,0.83,0.5,1.33,0.67,1.17,7.0,5.5,3.3,8.7,1.17,0.54,1.71,0.92,1.46,36,15,41.7,6.0,2.5,0.11,0.27,17.5,5,0.16,-2.0,-1.5,1569,2153,72.9,31254,11911,663,788,84.1,618,766,80.7,256,503,50.9,-0.3,18,95,23,6,132,1839,314,6,282,70,37,15,12,2,0,1269,348,536,618,1178,122,114,37,12,56,64,56,53,8.83,32,6,2,7,1,9,1.5,6,0,0,1,2,0,74,46,34,28,12,27,30.7,61,188,22.8,317,360,148,1,67,124,153,2,2860,452,80,85,50.6,50,7,1455,10,92,67,2002,1569,78.4,138,90,100,79,41,24,27,43,0.67,5,12,-7,-1.17,7.0,11.3,-4.3,-0.72,1,67,1,1,0,509,86,109,44.1,Europa-League,19,2020-2021
gr AEK Athens,25,27,44.2,6,66,540,6.0,7,4,7,0,0,18,1,1.17,0.67,1.83,1.17,1.83,6.6,6.6,4.9,11.5,1.11,0.81,1.92,1.11,1.92,57,18,31.6,9.5,3.0,0.12,0.39,17.9,1,0.12,0.4,0.4,1927,2584,74.6,37968,13016,813,965,84.2,793,979,81.0,295,558,52.9,-0.9,40,125,38,12,158,2276,308,2,299,91,65,24,7,9,6,1542,403,639,648,1544,136,126,48,13,77,44,64,82,13.67,51,11,5,5,7,11,1.83,7,1,1,1,0,1,87,47,47,26,14,21,28.8,52,237,28.8,262,409,152,0,92,173,122,0,3261,379,98,94,63.8,65,5,1873,11,76,70,2363,1927,81.5,164,90,100,81,41,25,21,47,0.5,7,15,-8,-1.33,6.6,10.1,-3.5,-0.58,1,82,0,2,0,527,108,97,52.7,Europa-League,19,2020-2021
nl Ajax,19,24,60.8,6,66,540,6.0,11,6,9,2,3,12,0,1.83,1.0,2.83,1.5,2.5,15.0,12.8,8.7,21.6,2.51,1.46,3.96,2.14,3.6,80,39,48.8,13.33,6.5,0.11,0.23,13.6,0,0.16,-4.0,-3.8,3160,3740,84.5,59855,18713,1256,1396,90.0,1465,1635,89.6,382,580,65.9,-2.7,61,218,74,8,275,3460,280,12,435,62,70,31,9,10,2,2836,392,512,1669,1744,93,132,47,10,41,89,74,137,22.83,101,10,6,6,4,18,3.0,12,1,0,3,2,0,107,60,36,51,20,40,46.0,47,265,32.1,203,394,228,1,74,194,110,4,4420,404,202,107,68.2,76,0,3032,35,78,65,3654,3160,86.5,275,90,100,84,45,22,19,40,2.17,11,5,6,1.0,15.0,4.9,10.1,1.68,0,77,2,1,0,489,89,97,47.8,Europa-League,19,2020-2021
be Antwerp,24,27,52.4,8,88,720,8.0,13,10,12,1,1,19,1,1.62,1.25,2.87,1.5,2.75,12.5,11.7,8.9,20.6,1.56,1.11,2.68,1.47,2.58,80,26,32.5,10.0,3.25,0.15,0.46,14.6,1,0.15,0.5,0.3,3196,4135,77.3,66860,21510,1137,1333,85.3,1424,1716,83.0,592,947,62.5,1.1,61,203,54,13,266,3720,415,9,593,166,80,39,17,14,2,2667,564,904,971,2600,185,185,67,22,97,76,99,115,14.37,78,17,7,6,4,22,2.75,11,3,2,1,4,1,135,83,69,54,12,39,39.4,60,294,30.8,335,425,194,1,98,217,213,4,5059,552,155,149,57.7,95,7,3092,34,107,78,3868,3196,82.6,283,90,100,83,53,34,18,27,1.5,13,14,-1,-0.12,12.5,13.5,-1.0,-0.12,1,109,1,3,0,785,183,137,57.2,Europa-League,19,2020-2021
eng Arsenal,31,25,55.7,14,154,1260,14.0,31,24,29,2,2,19,1,2.21,1.71,3.93,2.07,3.79,25.6,24.1,18.6,42.7,1.83,1.33,3.16,1.72,3.05,196,67,34.2,14.0,4.79,0.15,0.43,16.2,8,0.12,5.4,4.9,6944,8135,85.4,133012,37281,2852,3110,91.7,3003,3361,89.3,952,1368,69.6,5.4,143,523,181,50,552,7581,554,18,979,253,227,87,23,26,11,6206,842,1087,2994,4436,221,251,96,34,134,138,156,323,23.07,255,19,18,15,6,53,3.79,42,3,3,2,3,0,168,116,66,73,29,60,35.5,109,496,31.2,391,665,536,1,135,307,235,10,9493,828,461,276,62.0,181,7,6829,90,141,154,7799,6944,89.0,559,90,100,83,89,64,16,95,2.14,33,13,20,1.43,25.6,10.4,15.2,1.09,1,156,2,1,0,1123,218,162,57.4,Europa-League,19,2020-2021
nl AZ Alkmaar,21,23,41.7,6,66,540,6.0,7,6,6,1,2,16,1,1.17,1.0,2.17,1.0,2.0,8.2,6.6,5.0,11.7,1.36,0.84,2.2,1.11,1.95,54,21,38.9,9.0,3.5,0.11,0.29,16.4,1,0.12,-1.2,-0.6,2150,2710,79.3,43145,12923,776,887,87.5,992,1143,86.8,338,582,58.1,1.0,40,130,38,12,149,2443,267,6,304,76,44,25,19,1,0,1915,316,479,1068,1375,72,111,41,11,57,41,64,87,14.5,68,7,4,4,0,13,2.17,11,0,0,1,1,0,94,60,46,39,9,34,29.8,80,286,30.0,321,412,219,0,65,147,142,4,3328,514,98,87,64.4,63,4,2169,22,67,44,2562,2150,83.9,152,90,100,84,46,19,20,41,1.33,7,5,2,0.33,8.2,10.0,-1.8,-0.3,0,87,2,0,0,452,53,91,36.8,Europa-League,19,2020-2021
il Be'er Sheva,23,27,32.0,6,66,540,6.0,7,4,7,0,0,18,0,1.17,0.67,1.83,1.17,1.83,4.6,4.6,3.2,7.8,0.77,0.54,1.3,0.77,1.3,34,11,32.4,5.67,1.83,0.21,0.64,17.9,0,0.14,2.4,2.4,1504,2082,72.2,30361,10951,620,757,81.9,596,755,78.9,260,486,53.5,0.8,23,64,16,3,92,1771,311,3,315,88,32,17,6,5,0,1221,349,512,696,1096,91,121,35,14,68,47,65,44,7.33,33,6,2,1,1,9,1.5,5,0,2,1,0,1,129,66,82,38,9,44,35.8,79,255,28.4,402,366,131,0,90,181,168,1,2818,483,66,107,47.7,56,3,1569,11,79,67,1824,1504,82.5,97,90,100,83,39,29,17,36,1.0,7,13,-6,-1.0,4.6,9.9,-5.3,-0.89,0,69,0,0,2,478,63,72,46.7,Europa-League,19,2020-2021
pt Benfica,25,27,52.6,8,88,720,8.0,19,11,14,5,5,7,1,2.37,1.37,3.75,1.75,3.12,15.9,12.1,8.1,20.2,1.99,1.01,3.0,1.51,2.53,92,31,33.7,11.5,3.87,0.15,0.45,16.9,1,0.13,3.1,1.9,3842,4548,84.5,72741,21978,1523,1702,89.5,1754,1949,90.0,488,730,66.8,2.9,72,300,65,6,309,4154,394,13,456,89,71,37,13,6,4,3593,451,504,1514,2633,99,169,54,10,71,87,92,158,19.75,115,14,15,5,1,32,4.0,20,2,4,1,5,0,164,96,56,81,27,47,38.5,75,310,26.7,311,555,294,0,88,239,114,0,5423,425,216,192,64.6,133,9,3964,37,117,105,4351,3842,88.3,309,90,100,78,48,39,26,55,1.63,21,13,8,1.0,15.9,10.0,5.9,0.73,0,72,3,0,1,641,94,105,47.2,Europa-League,19,2020-2021
pt Braga,27,26,49.9,8,88,720,8.0,13,11,13,0,0,18,1,1.62,1.37,3.0,1.62,3.0,10.9,10.9,9.2,20.1,1.36,1.15,2.51,1.36,2.51,99,38,38.4,12.38,4.75,0.13,0.34,18.2,2,0.11,2.1,2.1,3333,4116,81.0,71087,21315,1143,1303,87.7,1506,1715,87.8,646,977,66.1,1.8,81,207,57,16,245,3723,393,7,445,139,72,27,8,7,4,2860,574,682,1185,2476,138,166,79,7,71,65,99,172,21.5,125,13,22,3,2,25,3.12,18,1,4,2,0,0,104,64,47,49,8,32,25.0,96,240,24.9,240,476,248,0,104,172,149,2,4932,537,141,108,70.4,78,4,3077,22,99,63,3972,3333,83.9,255,90,100,81,48,39,20,52,1.63,15,15,0,0.0,10.9,14.6,-3.7,-0.47,1,97,0,1,0,642,83,94,46.9,Europa-League,19,2020-2021
sct Celtic,25,26,44.0,6,66,540,6.0,10,8,9,1,1,14,0,1.67,1.33,3.0,1.5,2.83,6.6,5.9,4.9,10.8,1.11,0.81,1.92,0.98,1.79,65,22,33.8,10.83,3.67,0.14,0.41,19.1,4,0.09,3.4,3.1,2035,2645,76.9,40903,12919,769,898,85.6,890,1076,82.7,335,555,60.4,3.1,51,142,34,8,161,2321,324,3,394,97,75,21,8,7,5,1692,402,551,895,1392,98,163,29,7,43,52,88,115,19.17,85,6,9,6,2,15,2.5,8,2,1,3,1,0,118,64,70,36,12,49,40.8,71,241,28.5,319,355,173,0,96,180,118,5,3372,366,104,119,66.4,84,4,2128,32,82,85,2478,2035,82.1,161,90,100,83,43,23,21,43,0.67,10,19,-9,-1.5,6.6,9.2,-2.5,-0.42,0,82,1,1,0,534,93,81,53.4,Europa-League,19,2020-2021
