Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Brenden Aaronson,us USA,MF,at RB Salzburg,21,2000,6,6,534,5.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.08,0.07,0.15,0.08,0.15,7,2,28.6,1.18,0.34,0.00,0.00,23.1,1,0.07,-0.5,-0.5,138,179,77.1,2174,756,67,78,85.9,54,66,81.8,10,21,47.6,-0.4,6,11,3,1,22,160,19,1,37,5,13,4,1,3,0,119,31,29,15,149,4,5,0,1,4,8,4,13,2.19,8,2,1,1,0,3,0.51,3,0,0,0,0,0,8,7,2,4,2,2,16.7,10,52,30.8,22,77,70,0,5,10,4,0,262,3,11,7,71.4,5,0,174,3,23,14,283,176,62.2,45,89,98.9,89,5,0,,0,2.00,8,6,+2,+0.34,+0.34,9.3,6.1,+3.2,+0.54,+0.25,0,3,0,0,0,37,7,17,29.2,Champions-League,8,2021-2022
Malik Abubakari,gh GHA,FW,se Malmö,21,2000,4,0,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.02,0.10,0.07,0.10,2,0,0.0,1.51,0.00,0.00,,32.3,0,0.05,-0.1,-0.1,22,30,73.3,343,25,9,12,75.0,7,10,70.0,2,4,50.0,0.0,1,0,0,0,0,28,2,0,8,0,1,0,0,0,0,21,5,4,3,24,0,0,0,0,0,4,0,1,0.76,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,,0,3,16.7,6,6,6,0,1,2,2,0,52,3,2,1,0.0,0,0,34,0,4,3,55,35,63.6,3,30,22.0,,0,4,30,2,1.13,0,4,-4,-3.03,-1.10,0.4,3.8,-3.5,-2.61,-0.67,0,6,0,0,0,7,3,3,50.0,Champions-League,8,2021-2022
Marcos Acuña,ar ARG,DF,es Sevilla,30,1991,5,5,378,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.14,0.14,0.00,0.14,0,0,,0.00,0.00,,,,0,,0.0,0.0,251,335,74.9,5619,2581,86,97,88.7,104,134,77.6,56,96,58.3,-0.6,9,33,7,3,25,270,65,2,37,24,17,5,0,5,0,176,54,105,251,30,6,47,0,1,3,14,3,14,3.33,8,5,1,0,0,0,0.00,0,0,0,0,0,0,14,10,7,5,2,3,30.0,7,20,37.7,22,27,4,0,5,26,2,0,377,11,1,9,44.4,4,2,257,0,5,8,265,248,93.6,5,76,70.0,76,3,0,,0,1.20,4,3,+1,+0.24,+0.79,5.1,5.6,-0.5,-0.11,-0.17,0,10,0,0,0,32,1,6,14.3,Champions-League,8,2021-2022
Tyler Adams,us USA,MF,de RB Leipzig,22,1999,5,3,293,3.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,146,174,83.9,2439,566,76,85,89.4,52,57,91.2,15,25,60.0,0.0,0,17,4,0,16,173,1,0,25,3,1,0,0,0,0,126,21,27,33,131,7,1,0,0,4,5,4,2,0.61,2,0,0,0,0,0,0.00,0,0,0,0,0,0,9,4,4,2,3,4,33.3,8,28,29.8,24,57,13,0,7,12,1,0,204,6,2,6,50.0,3,0,145,1,2,2,144,138,95.8,2,59,54.3,84,2,2,20,0,0.80,7,12,-5,-1.54,-3.72,4.7,8.5,-3.7,-1.15,-2.39,0,7,0,0,0,39,2,3,40.0,Champions-League,8,2021-2022
Chikwubuike Adamu,at AUT,FW,at RB Salzburg,20,2001,6,0,98,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,1,1,100.0,0.92,0.92,0.00,0.00,16.1,0,0.05,-0.1,-0.1,11,23,47.8,156,54,9,14,64.3,1,3,33.3,1,1,100.0,0.0,0,2,1,1,0,23,0,0,7,0,1,0,0,0,0,16,6,1,2,17,2,0,1,0,0,3,3,2,1.84,1,0,0,1,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,,0,6,31.6,0,5,14,0,0,2,0,0,38,0,6,2,50.0,1,0,28,0,5,6,60,27,45.0,16,16,18.1,,0,6,16,0,1.86,0,0,0,0.00,-0.41,0.7,0.5,+0.2,+0.19,-0.42,0,4,0,0,0,7,1,6,14.3,Champions-League,8,2021-2022
Antonio Adán,es ESP,GK,pt Sporting CP,34,1987,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,0,0,,0.00,0.00,,,,0,,0.0,0.0,131,176,74.4,3644,2109,34,35,97.1,50,51,98.0,47,90,52.2,-0.1,1,2,0,0,0,126,50,0,10,1,0,0,0,0,0,91,9,76,83,56,0,0,26,0,3,1,0,2,0.40,0,2,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0.0,3,0,0,0,0,0,0,0,184,166,0,0,,0,0,85,0,0,0,79,79,100.0,0,90,83.3,90,5,0,,1,1.80,12,8,+4,+0.80,+2.80,9.0,8.1,+0.9,+0.18,+1.41,0,0,0,0,0,28,0,0,,Champions-League,8,2021-2022
Edmund Addo,gh GHA,MF,md Sheriff Tiraspol,21,2000,6,6,488,5.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,1,0,0.0,0.18,0.00,0.00,,30.0,0,0.01,0.0,0.0,122,143,85.3,2468,655,40,49,81.6,61,64,95.3,20,24,83.3,-0.3,5,17,0,0,10,140,3,0,25,3,0,0,0,0,0,115,14,14,25,111,6,0,0,0,4,1,4,7,1.29,6,0,0,0,1,0,0.00,0,0,0,0,0,0,18,13,14,4,0,6,35.3,11,31,22.8,90,41,5,0,9,38,1,0,202,17,0,6,66.7,4,0,131,0,4,5,103,96,93.2,0,81,90.4,81,3,0,,0,1.75,6,9,-3,-0.55,+1.18,3.6,12.0,-8.4,-1.55,+1.03,0,18,0,1,0,43,1,4,20.0,Champions-League,8,2021-2022
Karim Adeyemi,de GER,FW,at RB Salzburg,20,2002,6,6,455,5.1,3,1,1,2,3,2,0,0.59,0.20,0.79,0.20,0.40,3.7,1.5,0.7,2.1,0.74,0.14,0.87,0.29,0.42,10,5,50.0,1.98,0.99,0.10,0.20,19.3,0,0.15,-0.7,-0.5,41,73,56.2,635,111,23,36,63.9,14,22,63.6,3,5,60.0,+0.3,5,2,2,0,4,68,5,0,16,2,5,0,0,0,0,50,16,7,39,27,2,3,1,0,2,9,6,13,2.57,6,0,1,6,0,3,0.59,1,0,0,0,2,0,2,2,1,1,0,1,33.3,2,22,27.2,8,26,47,0,5,4,0,0,145,1,34,19,36.8,11,1,120,10,17,14,227,112,49.3,58,76,84.3,76,1,0,,0,2.00,8,6,+2,+0.40,+0.40,8.7,5.8,+3.0,+0.59,+0.34,0,10,4,0,0,20,1,5,16.7,Champions-League,8,2021-2022
Michel Aebischer,ch SUI,MF,ch Young Boys,25,1997,6,6,502,5.6,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,0.8,1.1,0.05,0.14,0.19,0.05,0.19,7,1,14.3,1.25,0.18,0.00,0.00,23.4,0,0.04,-0.3,-0.3,231,280,82.5,4564,1151,91,98,92.9,98,108,90.7,38,62,61.3,+0.2,8,25,4,2,15,265,15,0,36,16,7,11,3,6,2,200,29,51,28,240,7,1,3,3,3,9,5,14,2.51,7,5,0,0,1,2,0.36,1,1,0,0,0,0,14,9,4,5,5,6,50.0,6,24,32.9,24,33,16,0,4,23,3,0,339,8,5,7,57.1,6,0,222,2,7,11,254,230,90.6,18,84,93.0,84,4,0,,0,1.45,7,12,-5,-0.90,-0.90,7.5,8.4,-0.9,-0.16,-0.61,0,4,0,0,0,53,2,6,25.0,Champions-League,8,2021-2022
Sergio Agüero,ar ARG,FW,es Barcelona,33,1988,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,1,0,0.0,5.63,0.00,0.00,,31.1,0,0.02,0.0,0.0,4,6,66.7,36,3,3,3,100.0,0,0,,0,0,,0.0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,3,2,1,0,6,0,0,0,0,0,0,2,1,5.63,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,1,0,0,0,0,0,8,0,1,3,66.7,3,0,7,0,0,0,12,6,50.0,0,16,3.0,,0,1,16,0,3.00,0,0,0,0.00,+1.20,0.0,0.0,0.0,+0.12,+0.49,0,0,0,0,0,1,0,1,0.0,Champions-League,8,2021-2022
