Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Dorian Caddy,fr FRA,FW,Rodez Aveyron,24,1995,6,3,216,2.4,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,5,4,80.0,2.08,1.67,0.00,0.00,,36,8.6,67,0,3,5,8,1.00,0,3,-3,-1.25,-1.25,0,6,5,2,3,0,2,,,0,Ligue-2,60,2019-2020
Yannick Cahuzac,fr FRA,MF,Lens,34,1985,24,21,1744,19.4,0,0,0,0,0,13,1,0.00,0.00,0.00,0.00,0.00,7,1,14.3,0.36,0.05,0.00,0.00,,73,69.2,82,16,3,6,1,2.04,28,12,+16,+0.83,+0.94,1,32,32,1,2,26,17,,,0,Ligue-2,60,2019-2020
Marc-Aurèle Caillard,fr FRA,GK,Guingamp,25,1994,22,22,1980,22.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,78.6,90,22,0,,0,1.41,30,25,+5,+0.23,-0.11,0,0,4,0,0,0,0,,,0,Ligue-2,60,2019-2020
Demba Camara,gn GUI,"FW,MF",Troyes,24,1994,5,0,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,1.41,1.41,0.00,0.00,,13,2.5,,0,5,12,1,1.40,1,2,-1,-1.41,-1.77,0,4,2,0,1,0,0,,,0,Ligue-2,60,2019-2020
Samba Camara,ml MLI,DF,Le Havre,26,1992,14,14,1251,13.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,89,49.6,89,13,0,,5,1.36,20,17,+3,+0.22,-0.49,0,7,6,0,2,15,10,,,0,Ligue-2,60,2019-2020
Cédric Cambon,fr FRA,DF,Orléans,32,1986,19,19,1564,17.4,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,9,3,33.3,0.52,0.17,0.00,0.00,,82,62.1,82,14,0,,1,0.84,15,25,-10,-0.58,+0.55,0,15,7,2,2,24,15,,,1,Ligue-2,60,2019-2020
Louis Carnot,fr FRA,MF,Guingamp,18,2001,4,2,184,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,1.47,0.00,0.00,,,46,7.3,69,0,2,23,12,2.25,2,2,0,0.00,-0.27,0,2,3,0,3,3,2,,,0,Ligue-2,60,2019-2020
Johan Cavalli,fr FRA,MF,Ajaccio,37,1981,18,13,933,10.4,0,3,0,0,0,7,0,0.00,0.29,0.29,0.00,0.29,17,2,11.8,1.64,0.19,0.00,0.00,,52,37.0,68,0,5,11,3,1.67,10,10,0,0.00,-0.91,0,21,24,3,36,3,13,,,0,Ligue-2,60,2019-2020
Sofyan Chader,fr FRA,MF,Clermont Foot,19,2000,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,7.50,0.00,0.00,,,12,0.5,,0,1,11,3,0.00,0,0,0,0.00,-0.36,0,0,0,0,0,0,0,,,0,Ligue-2,60,2019-2020
Dylan Chambost,fr FRA,MF,Troyes,21,1997,15,9,685,7.6,1,2,1,0,0,1,1,0.13,0.26,0.39,0.13,0.39,12,2,16.7,1.58,0.26,0.08,0.50,,46,27.2,72,2,6,6,12,1.53,12,6,+6,+0.79,+0.64,0,9,7,2,33,5,11,,,0,Ligue-2,60,2019-2020
Malek Chergui,fr FRA,"FW,MF",Valenciennes,31,1988,27,18,1575,17.5,3,2,2,1,2,3,0,0.17,0.11,0.29,0.11,0.23,41,16,39.0,2.34,0.91,0.05,0.13,,58,62.5,77,9,9,20,1,1.44,16,13,+3,+0.17,+0.08,0,16,18,21,78,5,10,,,0,Ligue-2,60,2019-2020
Teddy Chevalier,fr FRA,FW,Valenciennes,32,1987,28,23,2085,23.2,12,0,8,4,4,3,0,0.52,0.00,0.52,0.35,0.35,55,26,47.3,2.37,1.12,0.15,0.31,,74,82.7,84,14,5,31,0,1.50,21,13,+8,+0.35,+1.17,0,28,16,23,106,5,6,,,0,Ligue-2,60,2019-2020
Brian Chevreuil,ht HAI,MF,Châteauroux,22,1997,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,9,0.4,,0,1,8,2,3.00,0,1,-1,-10.00,-9.46,0,1,0,0,0,1,0,,,0,Ligue-2,60,2019-2020
Jérémy Choplin,fr FRA,DF,Le Mans,34,1985,7,7,630,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,9,5,55.6,0.60,0.34,0.33,0.60,,90,25.0,90,7,0,,0,0.86,7,10,-3,-0.43,+0.14,0,7,5,1,1,6,3,,,0,Ligue-2,60,2019-2020
Jérémy Choplin,fr FRA,DF,Ajaccio,34,1985,15,15,1343,14.9,3,0,3,0,0,2,0,0.20,0.00,0.20,0.20,0.20,3,1,33.3,0.43,0.14,0.00,0.00,,90,53.3,90,14,0,,4,1.53,18,15,+3,+0.20,-0.79,0,15,14,0,0,32,14,,,0,Ligue-2,60,2019-2020
Ylyas Chouaref,fr FRA,"FW,MF",Châteauroux,18,2000,22,17,1707,19.0,2,2,2,0,0,3,0,0.11,0.11,0.21,0.11,0.21,53,19,35.8,2.79,1.00,0.04,0.11,,78,67.7,89,13,5,38,0,1.32,16,25,-9,-0.47,+0.30,0,24,41,1,69,23,16,,,0,Ligue-2,60,2019-2020
Joris Chougrani,fr FRA,DF,Rodez Aveyron,28,1991,26,25,2311,25.7,2,3,2,0,0,8,0,0.08,0.12,0.19,0.08,0.19,24,4,16.7,0.93,0.16,0.08,0.50,,89,91.7,90,23,1,69,0,1.12,29,31,-2,-0.08,+0.35,0,35,15,6,71,28,43,,,1,Ligue-2,60,2019-2020
Mounir Chouiar,fr FRA,"FW,MF",Lens,20,1999,4,0,97,1.1,2,1,2,0,0,0,0,1.86,0.93,2.78,1.86,2.78,2,2,100.0,1.86,1.86,1.00,1.00,,24,3.8,,0,4,23,0,1.75,4,2,+2,+1.86,+1.37,0,2,0,0,4,1,1,,,0,Ligue-2,60,2019-2020
Saliou Ciss,sn SEN,"DF,MF",Nancy,29,1989,18,18,1586,17.6,5,1,5,0,0,4,0,0.28,0.06,0.34,0.28,0.34,14,6,42.9,0.79,0.34,0.36,0.83,,88,62.9,88,15,0,,0,1.33,19,14,+5,+0.28,+0.67,0,21,38,5,43,20,30,,,0,Ligue-2,60,2019-2020
Ibrahim Cissé,sn SEN,DF,Paris FC,23,1996,7,7,603,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.45,0.15,0.00,0.00,,86,23.9,86,6,0,,0,1.29,10,11,-1,-0.15,+0.65,0,6,2,0,9,14,4,,,0,Ligue-2,60,2019-2020
Ousmane Cissokho,sn SEN,"MF,FW",Nancy,32,1987,18,14,1215,13.5,1,2,0,1,1,6,1,0.07,0.15,0.22,0.00,0.15,24,8,33.3,1.78,0.59,0.00,0.00,,68,48.2,81,5,4,22,1,1.39,16,15,+1,+0.07,+0.07,1,30,22,3,54,12,23,,,0,Ligue-2,60,2019-2020
Till Cissokho,fr FRA,DF,Clermont Foot,19,2000,3,2,195,2.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,65,7.7,91,2,1,14,11,0.33,0,5,-5,-2.31,-2.89,0,2,1,0,1,2,1,,,0,Ligue-2,60,2019-2020
Alexis Claude-Maurice,fr FRA,MF,Lorient,21,1998,2,1,104,1.2,1,1,0,1,1,0,0,0.87,0.87,1.73,0.00,0.87,2,1,50.0,1.73,0.87,0.00,0.00,,52,4.1,76,0,1,28,0,2.00,3,0,+3,+2.60,+1.96,0,1,3,0,1,1,2,,,0,Ligue-2,60,2019-2020
Alexandre Coeff,fr FRA,DF,Auxerre,27,1992,25,25,2232,24.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,8,2,25.0,0.32,0.08,0.00,0.00,,89,88.6,89,24,0,,3,1.12,26,28,-2,-0.08,-1.02,0,9,6,1,9,33,26,,,1,Ligue-2,60,2019-2020
Grégory Coelho,fr FRA,DF,Rodez Aveyron,19,1999,2,2,145,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,73,5.8,73,1,0,,4,1.50,2,2,0,0.00,+0.11,0,3,5,0,4,1,1,,,0,Ligue-2,60,2019-2020
Sékou Condé,gn GUI,DF,Châteauroux,26,1993,20,20,1614,17.9,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,7,1,14.3,0.39,0.06,0.00,0.00,,81,64.0,81,16,0,,6,1.25,13,27,-14,-0.78,-0.58,0,13,11,0,2,24,20,,,0,Ligue-2,60,2019-2020
Alois Confais,fr FRA,"DF,MF",Le Mans,22,1996,20,15,1408,15.6,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,8,3,37.5,0.51,0.19,0.13,0.33,,70,55.9,90,14,5,12,6,0.85,16,27,-11,-0.70,-0.38,0,22,17,0,35,17,20,,,0,Ligue-2,60,2019-2020
Jérémy Cordoval,gp GLP,"DF,FW",Châteauroux,29,1990,16,16,1231,13.7,0,1,0,0,0,3,1,0.00,0.07,0.07,0.00,0.07,7,2,28.6,0.51,0.15,0.00,0.00,,77,48.8,77,10,0,,6,0.88,9,25,-16,-1.17,-1.17,1,13,13,2,37,16,6,,,0,Ligue-2,60,2019-2020
Jérémy Corinus,fr FRA,MF,Ajaccio,22,1997,9,1,195,2.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,1.38,0.46,0.00,0.00,,22,7.7,98,1,8,12,11,1.89,2,1,+1,+0.46,-0.12,0,5,0,0,2,1,5,,,0,Ligue-2,60,2019-2020
Joris Correa,fr FRA,"FW,MF",Chambly Oise,25,1993,7,5,473,5.3,3,0,3,0,0,0,0,0.57,0.00,0.57,0.57,0.57,17,10,58.8,3.23,1.90,0.18,0.30,,68,18.8,82,1,2,31,1,1.71,8,4,+4,+0.76,+1.20,0,7,11,3,14,1,9,,,0,Ligue-2,60,2019-2020
Joris Correa,fr FRA,MF,Orléans,25,1993,10,4,384,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6,0,0.0,1.41,0.00,0.00,,,38,15.2,66,0,6,20,5,0.40,2,4,-2,-0.47,+0.37,0,8,12,0,3,1,10,,,0,Ligue-2,60,2019-2020
Cheikh Cory Sene,sn SEN,DF,Lens,18,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,3.6,90,1,0,,2,3.00,2,1,+1,+1.00,+0.48,0,0,2,0,0,0,1,,,0,Ligue-2,60,2019-2020
Vitor Costa,br BRA,DF,Lens,25,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,3.6,90,1,0,,4,3.00,2,1,+1,+1.00,+0.48,0,1,0,0,2,4,1,,,0,Ligue-2,60,2019-2020
Ibréhima Coulibaly,mr MTN,MF,Grenoble,29,1989,17,17,1342,14.9,0,1,0,0,0,6,1,0.00,0.07,0.07,0.00,0.07,5,2,40.0,0.34,0.13,0.00,0.00,,79,53.3,79,8,0,,7,1.53,14,15,-1,-0.07,+0.01,0,19,21,1,8,18,15,,,0,Ligue-2,60,2019-2020
Séga Coulibaly,fr FRA,DF,Nancy,23,1996,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.00,0.00,0.00,,,90,3.6,90,1,0,,1,1.00,1,1,0,0.00,-0.04,0,1,0,0,0,0,0,,,0,Ligue-2,60,2019-2020
Woyo Coulibaly,fr FRA,DF,Le Havre,20,1999,11,6,611,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,0.59,0.15,0.00,0.00,,56,24.2,86,5,5,19,11,1.73,12,9,+3,+0.44,-0.03,0,7,6,0,12,10,13,,,0,Ligue-2,60,2019-2020
Yacouba Coulibaly,bf BFA,DF,Le Havre,24,1994,5,5,422,4.7,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.43,0.00,0.00,,,84,16.7,84,2,0,,4,2.00,11,5,+6,+1.28,+0.98,1,8,5,0,9,8,6,,,0,Ligue-2,60,2019-2020
Yacouba Coulibaly,bf BFA,DF,Paris FC,24,1994,5,5,386,4.3,0,1,0,0,0,2,1,0.00,0.23,0.23,0.00,0.23,3,1,33.3,0.70,0.23,0.00,0.00,,77,15.3,77,3,0,,0,1.60,5,5,0,0.00,+0.76,1,7,6,1,4,8,5,,,0,Ligue-2,60,2019-2020
Gaëtan Courtet,fr FRA,FW,Ajaccio,30,1989,26,23,2081,23.1,10,3,9,1,1,2,0,0.43,0.13,0.56,0.39,0.52,55,24,43.6,2.38,1.04,0.16,0.38,,80,82.6,88,16,3,17,0,1.85,32,16,+16,+0.69,+0.69,0,31,30,17,8,4,8,,,0,Ligue-2,60,2019-2020
Mathieu Coutadeur,fr FRA,MF,Ajaccio,33,1986,28,28,2462,27.4,2,5,2,0,0,4,0,0.07,0.18,0.26,0.07,0.26,26,10,38.5,0.95,0.37,0.08,0.20,,88,97.7,88,24,0,,0,1.86,38,22,+16,+0.58,+0.58,0,23,48,1,68,42,23,,,0,Ligue-2,60,2019-2020
Vincent Créhin,fr FRA,FW,Le Mans,30,1989,25,14,1502,16.7,8,3,5,3,3,2,0,0.48,0.18,0.66,0.30,0.48,37,12,32.4,2.22,0.72,0.14,0.42,,60,59.6,86,9,11,27,2,0.92,22,27,-5,-0.30,+0.58,0,13,18,5,22,7,3,,,0,Ligue-2,60,2019-2020
Judicaël Crillon,fr FRA,"MF,DF",Chambly Oise,30,1988,7,5,427,4.7,0,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,3,0,0.0,0.63,0.00,0.00,,,61,16.9,80,3,2,14,6,1.57,6,10,-4,-0.84,-0.76,0,5,5,0,19,2,5,,,0,Ligue-2,60,2019-2020
Joffrey Cuffaut,fr FRA,"DF,MF",Valenciennes,31,1988,22,18,1616,18.0,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,14,3,21.4,0.78,0.17,0.07,0.33,,73,64.1,87,16,4,13,5,1.45,16,13,+3,+0.17,+0.07,0,32,28,0,10,32,31,,,1,Ligue-2,60,2019-2020
Hugo Cuypers,be BEL,FW,Ajaccio,22,1997,22,14,1289,14.3,5,5,5,0,0,2,0,0.35,0.35,0.70,0.35,0.70,30,11,36.7,2.09,0.77,0.17,0.45,,59,51.2,80,4,8,22,0,1.91,24,9,+15,+1.05,+0.97,0,20,16,6,0,3,9,,,0,Ligue-2,60,2019-2020
Sessi D'Almeida,bj BEN,MF,Valenciennes,23,1995,24,23,1889,21.0,1,0,1,0,0,11,1,0.05,0.00,0.05,0.05,0.05,9,3,33.3,0.43,0.14,0.11,0.33,,79,75.0,81,17,1,34,0,1.54,20,17,+3,+0.14,0.00,1,40,36,1,3,24,33,,,0,Ligue-2,60,2019-2020
Maxime D'Arpino,fr FRA,MF,Orléans,23,1996,21,20,1807,20.1,0,3,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,26,10,38.5,1.29,0.50,0.00,0.00,,86,71.7,90,19,1,14,0,0.71,15,29,-14,-0.70,+0.31,0,33,25,1,116,39,25,,,0,Ligue-2,60,2019-2020
Julien Dacosta,fr FRA,DF,Niort,23,1996,22,22,1882,20.9,0,1,0,0,0,6,1,0.00,0.05,0.05,0.00,0.05,3,1,33.3,0.14,0.05,0.00,0.00,,86,74.7,86,20,0,,3,0.95,21,28,-7,-0.33,+0.23,1,34,38,5,23,38,34,,,0,Ligue-2,60,2019-2020
Sofiane Daham,dz ALG,MF,Sochaux,23,1996,17,9,832,9.2,1,2,1,0,0,2,0,0.11,0.22,0.32,0.11,0.32,11,5,45.5,1.19,0.54,0.09,0.20,,49,33.0,78,4,8,16,11,1.65,7,8,-1,-0.11,-0.05,0,12,4,0,6,6,14,,,0,Ligue-2,60,2019-2020
Stéphane Darbion,fr FRA,MF,Troyes,35,1984,7,0,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,2.37,1.18,0.00,0.00,,11,3.0,,0,7,10,16,2.57,1,0,+1,+1.18,+0.89,0,0,5,0,4,0,2,,,0,Ligue-2,60,2019-2020
Thomas Dasquet,fr FRA,DF,Le Mans,25,1994,10,9,851,9.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.11,0.00,0.00,,,85,33.8,89,8,1,47,9,1.00,15,16,-1,-0.11,+0.65,0,11,13,0,0,8,4,,,0,Ligue-2,60,2019-2020
Florian David,gp GLP,"FW,MF",Chambly Oise,26,1992,27,17,1613,17.9,5,0,5,0,0,6,0,0.28,0.00,0.28,0.28,0.28,52,19,36.5,2.90,1.06,0.10,0.26,,60,64.0,81,8,10,24,1,1.26,16,18,-2,-0.11,+0.29,0,21,32,10,49,8,11,,,0,Ligue-2,60,2019-2020
Lucas Deaux,fr FRA,MF,Guingamp,30,1988,4,4,360,4.0,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,4,1,25.0,1.00,0.25,0.25,1.00,,90,14.3,90,4,0,,0,1.25,6,7,-1,-0.25,-0.58,0,5,6,0,4,6,10,,,0,Ligue-2,60,2019-2020
Jonathan Delaplace,fr FRA,DF,Lorient,33,1986,7,7,476,5.3,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,1,0,0.0,0.19,0.00,0.00,,,68,18.9,68,3,0,,4,1.14,3,4,-1,-0.19,-1.11,0,2,3,0,11,5,3,,,0,Ligue-2,60,2019-2020
Shaquil Delos,fr FRA,"MF,DF",Chambly Oise,20,1999,8,6,465,5.2,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,4,2,50.0,0.77,0.39,0.25,0.50,,58,18.5,75,2,2,7,2,1.50,4,3,+1,+0.19,+0.50,0,8,8,4,14,3,4,,,0,Ligue-2,60,2019-2020
Vincent Demarconnay,fr FRA,GK,Paris FC,36,1983,17,17,1530,17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,60.7,90,17,0,,11,0.88,14,25,-11,-0.65,-0.01,0,0,6,0,0,0,0,,,0,Ligue-2,60,2019-2020
Papa Demba Camara,sn SEN,GK,Grenoble,26,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,3.6,90,1,0,,23,0.00,1,3,-2,-2.00,-2.00,0,0,0,0,0,0,0,,,0,Ligue-2,60,2019-2020
Mahamadou Dembélé,fr FRA,MF,Troyes,20,1999,3,0,34,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,11,1.3,,0,3,10,2,3.00,1,0,+1,+2.65,+2.36,0,1,0,0,0,1,0,,,0,Ligue-2,60,2019-2020
Malaly Dembélé,fr FRA,"MF,FW",Nancy,22,1997,11,4,395,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,5,2,40.0,1.14,0.46,0.00,0.00,,36,15.7,59,1,7,23,7,1.00,3,2,+1,+0.23,+0.23,0,9,4,2,3,3,1,,,0,Ligue-2,60,2019-2020
Jessy Deminguet,fr FRA,MF,Caen,21,1998,25,24,1878,20.9,5,2,5,0,0,4,0,0.24,0.10,0.34,0.24,0.34,24,11,45.8,1.15,0.53,0.21,0.45,,75,74.5,78,12,1,11,2,1.20,23,23,0,0.00,+0.14,0,34,42,2,94,14,23,,,0,Ligue-2,60,2019-2020
Yohan Demoncy,fr FRA,MF,Orléans,23,1996,20,19,1554,17.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,6,2,33.3,0.35,0.12,0.00,0.00,,78,61.7,81,9,1,18,4,0.70,15,24,-9,-0.52,+0.69,0,17,16,0,36,29,21,,,0,Ligue-2,60,2019-2020
Guillaume Dequaire,fr FRA,DF,Chambly Oise,29,1990,19,19,1673,18.6,2,0,2,0,0,6,1,0.11,0.00,0.11,0.11,0.11,8,3,37.5,0.43,0.16,0.25,0.67,,88,66.4,88,17,0,,8,1.47,20,18,+2,+0.11,+0.96,1,17,24,1,5,19,15,,,0,Ligue-2,60,2019-2020
Maxence Derrien,fr FRA,"MF,DF",Chambly Oise,25,1993,27,24,2100,23.3,0,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,5,1,20.0,0.21,0.04,0.00,0.00,,78,83.3,85,19,3,19,1,1.30,21,21,0,0.00,+1.29,0,53,13,1,7,51,31,,,0,Ligue-2,60,2019-2020
Arthur Desmas,fr FRA,GK,Rodez Aveyron,25,1994,27,27,2430,27.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,96.4,90,27,0,,0,1.15,31,34,-3,-0.11,-0.11,0,0,6,0,0,0,0,,,0,Ligue-2,60,2019-2020
Amadou Dia Ndiaye,sn SEN,FW,Sochaux,19,2000,5,2,188,2.1,0,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48,3,0,0.0,1.44,0.00,0.00,,,38,7.5,75,1,3,13,2,0.40,2,3,-1,-0.48,-0.44,0,2,0,2,3,0,1,,,0,Ligue-2,60,2019-2020
Ismael Diallo,ci CIV,DF,Ajaccio,22,1997,16,14,1312,14.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.27,0.00,0.00,,,82,52.1,90,14,2,26,7,2.00,22,11,+11,+0.75,+0.38,0,25,18,0,4,20,18,,,0,Ligue-2,60,2019-2020
Zakaria Diallo,fr FRA,DF,Lens,32,1986,25,24,2174,24.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,7,4,57.1,0.29,0.17,0.00,0.00,,87,86.3,88,23,1,58,0,1.84,34,20,+14,+0.58,+0.32,0,11,18,0,0,33,19,,,0,Ligue-2,60,2019-2020
Stéphane Diarra,fr FRA,"MF,FW",Le Mans,20,1998,23,15,1409,15.7,3,2,3,0,0,2,0,0.19,0.13,0.32,0.19,0.32,38,16,42.1,2.43,1.02,0.08,0.19,,61,55.9,82,8,8,23,0,0.96,22,29,-7,-0.45,+0.20,0,23,20,4,81,20,13,,,0,Ligue-2,60,2019-2020
Christophe Diedhiou,sn SEN,DF,Sochaux,31,1988,19,19,1556,17.3,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.12,0.00,0.00,,,82,61.7,82,16,0,,2,1.42,19,13,+6,+0.35,+1.09,1,12,12,1,0,15,9,,,0,Ligue-2,60,2019-2020
Nathanaël Dieng,fr FRA,DF,Rodez Aveyron,22,1997,15,14,1213,13.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.07,0.00,0.00,,,81,48.1,86,12,1,7,6,1.13,17,16,+1,+0.07,+0.35,0,4,4,0,0,15,7,,,0,Ligue-2,60,2019-2020
Noah Diliberto,fr FRA,MF,Valenciennes,17,2001,14,8,815,9.1,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,6,2,33.3,0.66,0.22,0.17,0.50,,58,32.3,81,5,6,28,0,1.79,13,7,+6,+0.66,+0.77,0,14,19,1,18,13,10,,,0,Ligue-2,60,2019-2020
Junior Dina Ebimbe,fr FRA,"MF,FW",Le Havre,18,2000,25,21,1768,19.6,3,1,2,1,1,3,0,0.15,0.05,0.20,0.10,0.15,40,9,22.5,2.04,0.46,0.05,0.22,,71,70.2,81,8,4,15,1,1.48,28,23,+5,+0.25,-0.70,0,38,21,9,41,10,26,,,0,Ligue-2,60,2019-2020
Sofiane Diop,fr FRA,MF,Sochaux,19,2000,15,7,693,7.7,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,10,3,30.0,1.30,0.39,0.10,0.33,,46,27.5,75,2,8,21,2,0.93,8,14,-6,-0.78,-0.98,0,10,25,1,8,14,8,,,0,Ligue-2,60,2019-2020
David Djigla,bj BEN,"FW,MF",Niort,23,1995,10,4,447,5.0,0,2,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,4,0,0.0,0.81,0.00,0.00,,,45,17.7,78,1,6,23,1,0.70,6,9,-3,-0.60,-0.26,0,8,10,3,25,2,3,,,0,Ligue-2,60,2019-2020
Moussa Djitte,sn SEN,FW,Grenoble,19,1999,25,20,1871,20.8,7,2,7,0,0,3,0,0.34,0.10,0.43,0.34,0.43,45,17,37.8,2.16,0.82,0.16,0.41,,75,74.2,87,14,5,26,0,1.24,23,18,+5,+0.24,+1.21,0,36,21,25,8,3,8,,,0,Ligue-2,60,2019-2020
Andé Dona Ndoh,cm CMR,FW,Nancy,33,1986,21,8,872,9.7,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,18,7,38.9,1.86,0.72,0.06,0.14,,42,34.6,82,5,13,17,6,1.29,7,5,+2,+0.21,+0.26,0,16,8,11,11,3,2,,,0,Ligue-2,60,2019-2020
Julio Donisa,mq MTQ,"MF,FW",Clermont Foot,25,1994,24,6,700,7.8,0,2,0,0,0,3,0,0.00,0.26,0.26,0.00,0.26,17,4,23.5,2.19,0.51,0.00,0.00,,29,27.8,85,2,18,11,2,1.67,3,10,-7,-0.90,-1.74,0,26,11,3,7,1,7,,,0,Ligue-2,60,2019-2020
Laurent Dos Santos,fr FRA,"MF,DF",Valenciennes,25,1993,25,25,2138,23.8,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,22,3,13.6,0.93,0.13,0.05,0.33,,86,84.8,86,19,0,,2,1.58,20,17,+3,+0.13,-0.11,0,28,33,1,60,21,38,,,0,Ligue-2,60,2019-2020
Cheick Doucouré,ml MLI,"DF,MF",Lens,19,2000,21,18,1682,18.7,1,1,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,17,2,11.8,0.91,0.11,0.06,0.50,,80,66.7,89,16,3,29,3,2.00,26,15,+11,+0.59,+0.16,0,40,7,0,9,36,31,,,0,Ligue-2,60,2019-2020
Lassana Doucouré,fr FRA,"FW,MF",Chambly Oise,30,1988,16,10,972,10.8,2,0,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,24,5,20.8,2.22,0.46,0.08,0.40,,61,38.6,82,6,6,25,2,1.50,11,10,+1,+0.09,+0.50,0,18,14,8,13,2,6,,,0,Ligue-2,60,2019-2020
Brahima Doukansy,fr FRA,"MF,DF",Niort,19,1999,11,6,599,6.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,54,23.8,75,3,5,29,7,0.82,8,10,-2,-0.30,+0.12,0,10,4,0,0,5,10,,,0,Ligue-2,60,2019-2020
David Douline,fr FRA,MF,Rodez Aveyron,26,1993,25,25,2221,24.7,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,14,1,7.1,0.57,0.04,0.07,1.00,,89,88.1,89,23,0,,1,1.12,29,32,-3,-0.12,-0.12,0,50,64,0,5,28,56,,,1,Ligue-2,60,2019-2020
