Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Rúnar Alex Rúnarsson,is ISL,GK,Dijon,23,1995,25,25,2250,25.0,44,1.76,96,55,56.3,7,5,13,5,20.0,2,2,0,0,0.0,2,5,0,34.9,0.35,-8.1,-0.33,185,415,44.6,628,105,41.7,37.8,203,75.4,56.3,201,17,8.5,19,0.76,15.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,65.8,90,25,0,,12,1.04,24,43,-19,-0.76,+0.01,29.3,38.7,-9.4,-0.38,+0.55,0,0,4,0,0,0,0,0,0,136,0,0,,Ligue-1,13,2018-2019
Bobby Allain,fr FRA,GK,Dijon,26,1991,13,13,1170,13.0,17,1.31,74,58,78.4,2,2,9,1,7.7,1,1,0,0,0.0,0,2,1,19.1,0.26,+3.1,+0.24,140,302,46.4,340,70,58.2,44.9,126,82.5,57.7,143,24,16.8,11,0.85,15.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,34.2,90,13,0,,25,0.62,7,17,-10,-0.77,-0.01,10.2,22.3,-12.1,-0.93,-0.55,0,1,6,0,0,0,0,0,1,78,0,0,,Ligue-1,13,2018-2019
Alphonse Areola,fr FRA,GK,Paris S-G,25,1993,21,21,1890,21.0,17,0.81,63,51,79.4,16,3,2,11,52.4,4,4,0,0,0.0,0,1,1,19.8,0.26,+3.8,+0.18,70,127,55.1,374,95,22.7,28.3,134,31.3,35.2,172,6,3.5,14,0.67,13.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,55.3,90,21,0,,13,2.43,55,17,+38,+1.81,-0.07,49.3,19.4,+29.8,+1.42,-0.07,0,0,2,0,0,0,0,0,0,84,0,0,,Ligue-1,13,2018-2019
Diego Benaglio,ch SUI,GK,Monaco,34,1983,23,22,2057,22.9,38,1.66,94,60,62.8,4,6,12,4,18.2,5,3,2,0,40.0,0,3,1,31.9,0.30,-5.1,-0.22,91,237,38.4,459,105,31.6,33.3,159,57.9,46.4,226,18,8.0,6,0.26,12.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,60.2,90,22,1,77,11,0.78,20,38,-18,-0.79,-0.72,26.6,29.8,-3.1,-0.14,-0.45,0,1,2,0,0,0,0,0,1,119,0,0,,Ligue-1,13,2018-2019
Walter Benítez,ar ARG,GK,Nice,25,1993,35,35,3150,35.0,29,0.83,141,115,80.9,15,10,10,16,45.7,5,2,3,0,60.0,0,5,1,40.3,0.27,+12.3,+0.35,170,402,42.3,837,199,27.2,31.0,306,56.9,45.5,371,17,4.6,13,0.37,12.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,92.1,90,35,0,,3,1.57,29,29,0,0.00,+1.67,40.2,45.9,-5.8,-0.16,-0.50,0,0,4,0,0,0,0,0,0,161,0,0,,Ligue-1,13,2018-2019
Paul Bernardoni,fr FRA,GK,Nîmes,21,1997,38,38,3420,38.0,58,1.53,177,122,69.5,15,8,15,10,26.3,5,4,1,0,20.0,0,4,0,60.5,0.32,+2.5,+0.07,248,716,34.6,823,162,57.2,44.9,290,84.5,60.5,289,21,7.3,20,0.53,14.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,90,100.0,90,38,0,,0,1.39,57,58,-1,-0.03,,47.9,55.8,-7.9,-0.21,,0,0,7,0,0,0,0,0,0,199,0,1,0.0,Ligue-1,13,2018-2019
Dimitry Bertaud,fr FRA,GK,Montpellier,20,1998,1,1,90,1.0,0,0.00,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,0,0,0,0.5,0.47,+0.5,+0.47,8,25,32.0,23,3,56.5,44.9,13,92.3,57.9,5,0,0.0,0,0.00,9.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,30,1.00,0,0,0,0.00,-0.30,0.4,1.1,-0.6,-0.64,-0.71,0,0,0,0,0,0,0,0,0,5,0,0,,Ligue-1,13,2018-2019
Zacharie Boucher,fr FRA,GK,Angers,26,1992,2,2,180,2.0,1,0.50,4,3,75.0,1,1,0,1,50.0,0,0,0,0,,0,0,0,1.3,0.33,+0.3,+0.15,9,32,28.1,37,9,45.9,41.3,17,88.2,64.9,26,0,0.0,1,0.50,15.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,2,0,,30,2.00,2,1,+1,+0.50,+0.67,2.1,1.8,+0.4,+0.18,+0.16,0,0,0,0,0,0,0,0,0,10,0,0,,Ligue-1,13,2018-2019
Gianluigi Buffon,it ITA,GK,Paris S-G,40,1978,17,17,1530,17.0,18,1.06,61,47,72.1,13,1,3,6,35.3,2,1,1,0,50.0,1,2,3,17.1,0.25,+2.1,+0.12,43,74,58.1,299,75,13.0,23.8,103,34.0,35.1,103,4,3.9,12,0.71,15.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,44.7,90,17,0,,20,2.35,50,18,+32,+1.88,+0.07,41.8,16.4,+25.4,+1.49,+0.07,0,1,1,0,0,0,0,0,0,78,1,0,100.0,Ligue-1,13,2018-2019
Ludovic Butelle,fr FRA,GK,Angers,35,1983,36,36,3239,36.0,48,1.33,156,112,71.2,9,15,12,12,33.3,5,3,2,0,40.0,0,4,1,46.9,0.28,-0.1,0.00,259,599,43.2,694,170,54.2,43.4,277,80.5,55.6,372,33,8.9,34,0.94,14.9,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,94.7,90,35,0,,0,1.17,42,48,-6,-0.17,-0.66,45.5,45.2,+0.4,+0.01,-0.16,0,2,5,0,0,0,0,0,1,199,0,0,,Ligue-1,13,2018-2019
