Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Antonio Adán,es ESP,GK,pt Sporting CP,34,1987,5,5,450,5.0,8,1.60,19,11,57.9,3,0,2,1,20.0,0,0,0,0,,0,1,0,6.7,0.35,-1.3,-0.26,28,67,41.8,152,26,38.8,35.9,24,33.3,32.8,42,6,14.3,2,0.40,11.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,90,100.0,90,5,0,,0,1.80,12,8,+4,+0.80,,9.0,8.1,+0.9,+0.18,,0,0,1,0,0,0,0,0,0,28,0,0,,Champions-League,8,2021-2022
Alisson,br BRA,GK,eng Liverpool,29,1992,5,5,450,5.0,5,1.00,12,7,58.3,5,0,0,2,40.0,0,0,0,0,,0,1,0,3.9,0.33,-1.1,-0.22,21,33,63.6,156,24,17.3,27.9,21,28.6,31.3,21,1,4.8,9,1.80,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,5,0,,0,3.00,15,5,+10,+2.00,,10.3,4.9,+5.4,+1.09,,0,0,0,0,0,0,0,0,0,30,0,0,,Champions-League,8,2021-2022
Giorgos Athanasiadis,gr GRE,GK,md Sheriff Tiraspol,28,1993,4,4,360,4.0,7,1.75,29,23,79.3,2,0,2,1,25.0,1,1,0,0,0.0,1,1,0,9.1,0.31,+2.1,+0.52,24,65,36.9,77,10,46.8,40.9,54,53.7,41.2,46,1,2.2,0,0.00,7.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,80.0,90,4,0,,0,2.17,5,7,-2,-0.50,+1.50,2.1,8.3,-6.3,-1.57,+0.56,0,0,0,0,0,0,0,0,0,13,0,0,,Champions-League,8,2021-2022
David von Ballmoos,ch SUI,GK,ch Young Boys,26,1994,3,3,270,3.0,6,2.00,16,10,62.5,1,0,2,0,0.0,0,0,0,0,,0,0,0,7.0,0.48,+1.0,+0.35,16,44,36.4,71,5,56.3,42.0,14,28.6,30.1,17,3,17.6,1,0.33,14.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06,90,60.0,90,3,0,,0,1.57,3,6,-3,-1.00,0.00,4.4,4.9,-0.5,-0.16,+0.17,0,0,0,0,0,0,0,0,0,9,0,0,,Champions-League,8,2021-2022
Yassine Bounou,ma MAR,GK,es Sevilla,30,1991,5,5,450,5.0,4,0.80,14,11,85.7,1,3,1,2,40.0,4,2,0,2,0.0,0,0,0,5.5,0.27,+1.5,+0.30,24,46,52.2,116,22,31.0,33.0,26,38.5,34.7,23,2,8.7,4,0.80,17.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,5,0,,0,1.20,5,4,+1,+0.20,,6.3,6.9,-0.6,-0.11,,0,1,0,0,0,0,0,0,1,16,0,0,,Champions-League,8,2021-2022
Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,33,1988,1,1,90,1.0,0,0.00,4,4,100.0,0,1,0,1,100.0,0,0,0,0,,0,0,0,0.5,0.12,+0.5,+0.46,11,22,50.0,27,3,55.6,39.9,8,87.5,61.8,8,0,0.0,0,0.00,13.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,20.0,90,1,0,,4,1.00,0,0,0,0.00,+2.00,0.6,1.4,-0.9,-0.86,+0.10,0,0,0,0,0,0,0,0,0,2,0,0,,Champions-League,8,2021-2022
Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,27,1994,4,4,360,4.0,9,2.25,17,9,52.9,0,0,4,0,0.0,1,1,0,0,0.0,0,1,0,5.9,0.30,-3.1,-0.76,25,74,33.8,112,17,46.4,40.6,38,57.9,47.3,48,6,12.5,0,0.00,10.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,80.0,90,4,0,,1,0.00,1,9,-8,-2.00,-2.00,2.3,6.2,-3.9,-0.96,-0.10,0,0,0,0,0,0,0,0,0,14,0,0,,Champions-League,8,2021-2022
Koen Casteels,be BEL,GK,de Wolfsburg,29,1992,4,4,360,4.0,5,1.25,19,15,78.9,1,2,1,1,25.0,1,1,0,0,0.0,1,2,0,5.9,0.26,+0.9,+0.23,33,82,40.2,117,17,47.9,39.7,39,66.7,53.5,40,4,10.0,1,0.25,14.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,80.0,90,4,0,,0,1.25,4,5,-1,-0.25,+1.75,3.4,5.5,-2.0,-0.51,+0.88,0,0,1,0,0,0,0,0,0,19,0,0,,Champions-League,8,2021-2022
Dumitru Celeadnic,md MDA,GK,md Sheriff Tiraspol,29,1992,1,1,90,1.0,3,3.00,9,6,66.7,0,0,1,0,0.0,0,0,0,0,,0,2,0,3.3,0.37,+0.3,+0.35,5,16,31.3,16,2,62.5,47.2,16,37.5,34.3,9,2,22.2,0,0.00,15.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,20.0,90,1,0,,4,0.00,1,3,-2,-2.00,-1.50,0.6,2.7,-2.1,-2.12,-0.56,0,0,1,0,0,0,0,0,0,0,0,0,,Champions-League,8,2021-2022
Diogo Costa,pt POR,GK,pt Porto,22,1999,5,5,450,5.0,8,1.60,23,16,65.2,1,2,2,2,40.0,0,0,0,0,,0,0,1,5.5,0.26,-1.5,-0.30,64,153,41.8,211,24,63.0,46.9,31,64.5,48.3,41,2,4.9,2,0.40,14.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,5,0,,0,1.00,3,8,-5,-1.00,,5.7,5.3,+0.4,+0.08,,0,0,2,0,0,0,0,0,0,29,0,0,,Champions-League,8,2021-2022
Thibaut Courtois,be BEL,GK,es Real Madrid,29,1992,5,5,450,5.0,3,0.60,22,19,86.4,4,0,1,3,60.0,0,0,0,0,,0,0,0,5.3,0.24,+2.3,+0.45,19,34,55.9,162,28,17.3,26.9,18,33.3,31.2,32,1,3.1,6,1.20,19.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,5,0,,0,2.40,12,3,+9,+1.80,,10.8,4.7,+6.1,+1.23,,0,0,0,0,0,0,0,0,0,24,0,0,,Champions-League,8,2021-2022
Johan Dahlin,se SWE,GK,se Malmö,35,1986,4,4,315,3.5,8,2.29,24,18,75.0,0,1,3,0,0.0,3,2,0,1,0.0,0,2,0,9.1,0.27,+1.1,+0.32,18,69,26.1,66,11,63.6,47.5,37,73.0,57.1,39,1,2.6,1,0.29,11.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,79,70.0,79,3,0,,1,1.50,1,8,-7,-2.00,+1.33,1.4,8.1,-6.7,-1.91,+0.74,0,1,0,0,0,0,0,0,1,19,0,0,,Champions-League,8,2021-2022
Ersin Destanoğlu,tr TUR,GK,tr Beşiktaş,20,2001,4,4,360,4.0,12,3.00,28,18,64.3,0,0,4,0,0.0,2,2,0,0,0.0,0,2,0,10.7,0.32,-1.3,-0.32,26,56,46.4,87,15,46.0,37.7,30,53.3,45.2,35,2,5.7,3,0.75,16.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,80.0,90,4,0,,1,0.00,2,12,-10,-2.50,-1.50,3.7,11.9,-8.2,-2.06,-0.80,0,0,0,0,0,0,0,0,0,22,0,0,,Champions-League,8,2021-2022
Ismael Diawara,ml MLI,GK,se Malmö,27,1994,2,1,135,1.5,5,3.33,9,6,66.7,0,0,1,0,0.0,2,2,0,0,0.0,0,0,0,5.3,0.39,+0.3,+0.21,8,17,47.1,22,4,45.5,33.2,17,41.2,42.1,10,0,0.0,0,0.00,17.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,68,30.0,90,1,1,45,3,0.00,0,5,-5,-3.33,-1.33,0.5,4.5,-4.0,-2.65,-0.74,0,0,1,0,0,0,0,0,0,2,0,0,,Champions-League,8,2021-2022
Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,22,1999,2,2,180,2.0,2,1.00,10,9,90.0,1,1,0,1,50.0,2,1,0,1,0.0,0,0,0,3.2,0.17,+1.2,+0.60,9,24,37.5,57,13,26.3,30.6,16,56.3,37.3,25,3,12.0,4,2.00,17.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,40.0,90,2,0,,3,2.00,4,2,+2,+1.00,+1.00,2.7,4.5,-1.9,-0.93,-1.23,0,0,0,0,0,0,0,0,0,9,0,0,,Champions-League,8,2021-2022
Ederson,br BRA,GK,eng Manchester City,28,1993,5,5,450,5.0,8,1.60,13,6,38.5,4,0,1,0,0.0,0,0,0,0,,0,0,1,5.0,0.39,-2.0,-0.40,15,25,60.0,106,12,19.8,28.5,21,19.0,23.9,15,0,0.0,3,0.60,15.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,5,0,,0,2.40,17,8,+9,+1.80,,13.8,3.9,+9.9,+1.99,,0,0,1,0,0,0,0,0,0,16,0,0,,Champions-League,8,2021-2022
Guillaume Faivre,ch SUI,GK,ch Young Boys,34,1987,2,2,180,2.0,5,2.50,12,7,58.3,0,1,1,0,0.0,0,0,0,0,,1,2,0,3.9,0.35,-1.1,-0.54,17,38,44.7,81,5,44.4,35.5,10,20.0,26.3,13,1,7.7,0,0.00,13.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,40.0,90,2,0,,2,1.75,3,5,-2,-1.00,0.00,2.4,3.1,-0.7,-0.33,-0.17,0,0,0,0,0,0,0,0,0,3,0,0,,Champions-League,8,2021-2022
David de Gea,es ESP,GK,eng Manchester Utd,31,1990,5,5,450,5.0,7,1.40,25,18,72.0,3,1,1,1,20.0,0,0,0,0,,0,1,0,6.2,0.25,-0.8,-0.15,29,64,45.3,78,11,52.6,42.0,41,56.1,42.6,31,1,3.2,1,0.20,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,5,0,,0,2.00,10,7,+3,+0.60,,7.4,6.5,+0.9,+0.19,,0,0,0,0,0,0,0,0,0,7,0,0,,Champions-League,8,2021-2022
