Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Nancy,31,26,53.1,38,418,3420,38.0,52,35,48,4,4,81,4,1.37,0.92,2.29,1.26,2.18,0,0,,0.0,0.0,,,,90,100,84,,110,22,153,1.0,54,39,15,0.39,2,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Nîmes,25,26,47.1,38,418,3420,38.0,35,29,34,1,2,107,15,0.92,0.76,1.68,0.89,1.66,0,0,,0.0,0.0,,,,90,100,84,,110,20,153,1.92,37,75,-38,-1.0,6,0,0,0,0,0,0,0,0,2,Ligue-2,60,2017-2018
Niort,30,26,53.6,38,418,3420,38.0,57,36,52,5,7,66,4,1.5,0.95,2.45,1.37,2.32,0,0,,0.0,0.0,,,,90,100,85,,109,17,152,1.11,60,47,13,0.34,2,0,0,0,0,0,0,0,0,1,Ligue-2,60,2017-2018
Orléans,26,26,50.4,38,418,3420,38.0,54,30,47,7,8,68,1,1.42,0.79,2.21,1.24,2.03,0,0,,0.0,0.0,,,,90,100,85,,111,20,155,1.21,61,52,9,0.24,1,0,0,0,0,0,0,0,0,2,Ligue-2,60,2017-2018
Paris FC,24,26,49.1,38,418,3420,38.0,34,24,30,4,6,77,9,0.89,0.63,1.53,0.79,1.42,0,0,,0.0,0.0,,,,90,100,84,,108,21,156,1.61,36,46,-10,-0.26,3,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Quevilly-Rouen,27,26,50.6,38,418,3420,38.0,63,43,57,6,6,66,5,1.66,1.13,2.79,1.5,2.63,0,0,,0.0,0.0,,,,90,100,85,,107,19,157,0.87,66,45,21,0.55,1,0,0,0,0,0,0,0,0,1,Ligue-2,60,2017-2018
Reims,26,25,52.3,38,418,3420,38.0,23,14,20,3,4,63,2,0.61,0.37,0.97,0.53,0.89,0,0,,0.0,0.0,,,,90,100,85,,106,20,154,2.32,24,74,-50,-1.32,1,0,0,0,0,0,0,0,0,3,Ligue-2,60,2017-2018
Sochaux,25,26,49.2,38,418,3420,38.0,61,43,55,6,6,58,4,1.61,1.13,2.74,1.45,2.58,0,0,,0.0,0.0,,,,90,100,84,,107,21,158,1.39,62,51,11,0.29,1,0,0,0,0,0,0,0,0,2,Ligue-2,60,2017-2018
Tours,41,26,49.2,38,418,3420,38.0,65,41,59,6,6,66,2,1.71,1.08,2.79,1.55,2.63,0,0,,0.0,0.0,,,,90,100,86,,108,16,158,0.61,68,34,34,0.89,2,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Valenciennes,30,26,51.1,38,418,3420,38.0,63,53,62,1,5,70,2,1.66,1.39,3.05,1.63,3.03,0,0,,0.0,0.0,,,,90,100,85,,112,20,149,1.18,64,50,14,0.37,0,0,0,0,0,0,0,0,0,4,Ligue-2,60,2017-2018
