Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,PKwon,PKcon,OG,League Name,League ID,Season
Éver Banega,ar ARG,MF,es Sevilla,29,1988,9,9,792,8.8,1,2,1,0,0,4,0,0.11,0.23,0.34,0.11,0.34,16,4,25.0,1.82,0.45,0.06,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88.0,,6,0,,0,1.64,14,12,+2,+0.23,+1.89,0,7,0,0,0,Champions-League,8,2017-2018
Gabriel Barbosa,br BRA,"FW,MF",pt Benfica,20,1996,2,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,3.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5.6,,0,2,,1,0.00,0,0,0,0.00,+2.29,0,0,0,0,0,Champions-League,8,2017-2018
Marc Bartra,es ESP,"DF,MF",de Dortmund,26,1991,4,4,350,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.51,0.26,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,64.8,,3,0,,1,0.50,5,6,-1,-0.26,+2.11,0,5,0,0,0,Champions-League,8,2017-2018
Andrea Barzagli,it ITA,DF,it Juventus,36,1981,8,7,654,7.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,72.7,,6,1,,0,1.75,7,8,-1,-0.14,-1.24,0,7,0,0,0,Champions-League,8,2017-2018
Bilal Başaçıkoğlu,tr TUR,"FW,MF",nl Feyenoord,22,1995,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5.4,,0,2,,3,0.00,1,2,-1,-3.10,-1.69,0,0,0,0,0,Champions-League,8,2017-2018
Michy Batshuayi,be BEL,FW,eng Chelsea,23,1993,4,1,122,1.4,2,0,2,0,0,0,0,1.48,0.00,1.48,1.48,1.48,5,2,40.0,3.69,1.48,0.40,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,16.9,,1,3,,1,1.75,7,0,+7,+5.16,+5.46,0,1,0,0,0,Champions-League,8,2017-2018
Rodrigo Battaglia,ar ARG,MF,pt Sporting CP,26,1991,6,6,537,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5,0,0.0,0.84,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,99.4,,5,0,,0,1.38,8,9,-1,-0.17,-0.17,0,13,0,0,0,Champions-League,8,2017-2018
Sven van Beek,nl NED,DF,nl Feyenoord,23,1994,4,3,269,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,49.8,,2,1,,0,0.75,4,4,0,0.00,+2.99,0,4,0,0,0,Champions-League,8,2017-2018
Wissam Ben Yedder,fr FRA,FW,es Sevilla,26,1990,9,8,651,7.2,8,0,6,2,2,2,0,1.11,0.00,1.11,0.83,0.83,27,16,59.3,3.73,2.21,0.22,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72.3,,2,1,,1,1.55,13,14,-1,-0.14,-0.50,0,4,1,0,0,Champions-League,8,2017-2018
Diego Benaglio,ch SUI,GK,fr Monaco,33,1983,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,3,0,,3,0.33,3,9,-6,-2.00,-0.67,0,0,0,0,0,Champions-League,8,2017-2018
Medhi Benatia,ma MAR,DF,it Juventus,30,1987,8,7,566,6.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,5,0,0.0,0.80,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,62.9,,5,1,,0,2.13,8,8,0,0.00,-0.54,0,12,0,1,0,Champions-League,8,2017-2018
Rodrigo Bentancur,uy URU,MF,it Juventus,20,1997,5,3,291,3.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,1.24,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,32.3,,2,2,,2,1.00,2,6,-4,-1.24,-2.12,0,7,0,0,0,Champions-League,8,2017-2018
Karim Benzema,fr FRA,FW,es Real Madrid,29,1987,9,8,600,6.7,5,0,5,0,0,0,0,0.75,0.00,0.75,0.75,0.75,18,11,61.1,2.70,1.65,0.28,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,51.3,,0,1,,2,2.22,15,9,+6,+0.90,-0.84,0,6,0,0,0,Champions-League,8,2017-2018
Yuri Berchiche,es ESP,DF,fr Paris S-G,27,1990,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,25.0,,2,0,,5,0.00,2,5,-3,-1.50,-5.00,0,1,0,0,0,Champions-League,8,2017-2018
Aleksei Berezutski,ru RUS,DF,ru CSKA Moscow,35,1982,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7,0,0.0,2.33,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,5,0,,0,2.33,8,8,0,0.00,+0.67,0,0,0,0,0,Champions-League,8,2017-2018
Vasili Berezutski,ru RUS,DF,ru CSKA Moscow,35,1982,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.40,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,3,0,,1,2.50,4,4,0,0.00,+2.00,0,1,0,0,0,Champions-League,8,2017-2018
Steven Berghuis,nl NED,"FW,MF",nl Feyenoord,25,1991,6,6,466,5.2,1,2,1,0,0,2,0,0.19,0.39,0.58,0.19,0.58,14,8,57.1,2.70,1.55,0.07,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,86.3,,2,0,,0,0.50,3,12,-9,-1.74,-1.74,0,6,1,0,0,Champions-League,8,2017-2018
Bernard,br BRA,MF,ua Shakhtar,24,1992,8,8,681,7.6,3,0,3,0,0,0,0,0.40,0.00,0.40,0.40,0.40,6,5,83.3,0.79,0.66,0.50,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,94.6,,4,0,,0,1.88,11,10,+1,+0.13,+2.44,0,5,0,0,0,Champions-League,8,2017-2018
Federico Bernardeschi,it ITA,MF,it Juventus,23,1994,5,1,136,1.5,1,0,1,0,0,0,0,0.66,0.00,0.66,0.66,0.66,8,6,75.0,5.29,3.97,0.13,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15.1,,1,4,,1,1.60,3,3,0,0.00,-0.24,0,2,1,0,0,Champions-League,8,2017-2018
Bernardo,br BRA,DF,de RB Leipzig,22,1995,3,1,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.79,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,21.1,,1,2,,3,1.00,2,4,-2,-1.58,-1.79,0,5,0,0,0,Champions-League,8,2017-2018
Juan Bernat,es ESP,DF,de Bayern Munich,24,1993,1,1,46,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,4.3,,0,0,,4,3.00,1,1,0,0.00,-1.22,0,2,0,0,0,Champions-League,8,2017-2018
Jean-Claude Billong,cm CMR,DF,si NK Maribor,23,1993,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,1,1.00,2,8,-6,-1.50,+2.00,0,2,0,0,0,Champions-League,8,2017-2018
Nir Bitton,il ISR,DF,sct Celtic,25,1991,3,1,187,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,2,66.7,1.44,0.96,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,34.6,,1,2,,3,1.50,2,8,-6,-2.89,-1.10,0,2,0,0,0,Champions-League,8,2017-2018
Daley Blind,nl NED,"DF,MF",eng Manchester Utd,27,1990,6,6,540,6.0,1,1,1,0,0,1,0,0.17,0.17,0.33,0.17,0.33,3,1,33.3,0.50,0.17,0.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75.0,,6,0,,0,2.50,12,3,+9,+1.50,+2.00,0,7,0,0,0,Champions-League,8,2017-2018
Jérôme Boateng,de GER,DF,de Bayern Munich,28,1988,9,8,677,7.5,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,2,0,0.0,0.27,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,62.7,,7,1,,1,2.44,19,4,+15,+1.99,+2.22,0,6,0,0,0,Champions-League,8,2017-2018
Salvatore Bocchetti,it ITA,DF,ru Spartak Moscow,30,1986,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,3,0,,2,0.67,2,9,-7,-2.33,-3.33,0,3,0,0,0,Champions-League,8,2017-2018
Frank Boeckx,be BEL,GK,be Anderlecht,30,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,3,0,,3,1.00,1,8,-7,-2.33,+0.33,0,0,0,0,0,Champions-League,8,2017-2018
Jean-Paul Boëtius,nl NED,FW,nl Feyenoord,23,1994,6,6,519,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,9,2,22.2,1.56,0.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,96.1,,5,0,,0,0.50,5,13,-8,-1.39,+2.90,0,6,0,0,0,Champions-League,8,2017-2018
Damjan Bohar,si SVN,MF,si NK Maribor,25,1991,6,6,484,5.4,1,0,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,13,3,23.1,2.42,0.56,0.08,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,89.6,,1,0,,0,1.20,2,12,-10,-1.86,+2.96,0,8,0,0,0,Champions-League,8,2017-2018
Gabriel Boschilia,br BRA,MF,fr Monaco,21,1996,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,,0,1,,1,0.00,0,0,0,0.00,+1.70,0,0,0,0,0,Champions-League,8,2017-2018
Alberto Botía,es ESP,DF,gr Olympiacos,28,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,3,0,,2,0.33,2,6,-4,-1.33,+0.33,0,7,0,0,0,Champions-League,8,2017-2018
Eric Botteghin,br BRA,DF,nl Feyenoord,29,1987,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,16.7,,1,0,,0,0.00,0,4,-4,-4.00,-3.00,0,1,0,0,0,Champions-League,8,2017-2018
Dedryck Boyata,be BEL,DF,sct Celtic,26,1990,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,0,0.60,5,13,-8,-1.60,+3.40,0,2,0,0,0,Champions-League,8,2017-2018
Yacine Brahimi,dz ALG,MF,pt Porto,27,1990,7,7,568,6.3,1,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,8,1,12.5,1.27,0.16,0.13,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,78.9,,3,0,,1,1.43,13,13,0,0.00,0.00,0,6,0,0,0,Champions-League,8,2017-2018
Claudio Bravo,cl CHI,GK,eng Manchester City,34,1983,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,10.0,,1,0,,9,0.00,1,2,-1,-1.00,-2.00,0,0,0,0,0,Champions-League,8,2017-2018
Scott Brown,sct SCO,MF,sct Celtic,32,1985,6,6,520,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,96.3,,5,0,,0,1.33,4,18,-14,-2.42,-6.92,0,7,0,0,0,Champions-League,8,2017-2018
Bruma,pt POR,"MF,FW",de RB Leipzig,22,1994,5,3,274,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,11,4,36.4,3.61,1.31,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,50.7,,1,2,,1,1.20,4,5,-1,-0.33,-0.33,0,4,0,0,0,Champions-League,8,2017-2018
Massimo Bruno,be BEL,"FW,MF",be Anderlecht,23,1993,4,0,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,5.63,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8.9,,0,4,,0,0.75,0,3,-3,-5.63,-3.43,0,0,0,0,0,Champions-League,8,2017-2018
Kevin Bua,ch SUI,MF,ch Basel,23,1993,5,1,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.88,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14.2,,0,4,,3,1.80,2,2,0,0.00,-0.44,0,2,0,0,0,Champions-League,8,2017-2018
Gianluigi Buffon,it ITA,GK,it Juventus,39,1978,9,9,810,9.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90.0,,8,0,,0,1.67,12,11,+1,+0.11,-0.89,0,0,0,0,0,Champions-League,8,2017-2018
Roman Bürki,ch SUI,GK,de Dortmund,26,1990,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,5,0,,0,0.33,7,13,-6,-1.00,,0,0,0,0,0,Champions-League,8,2017-2018
Sergio Busquets,es ESP,MF,es Barcelona,29,1988,10,9,768,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.23,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,85.3,,5,1,,0,2.10,14,4,+10,+1.17,+0.49,0,8,0,0,0,Champions-League,8,2017-2018
Bohdan Butko,ua UKR,DF,ua Shakhtar,26,1991,7,7,630,7.0,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,87.5,,7,0,,1,1.71,9,10,-1,-0.14,-1.14,0,5,0,1,0,Champions-League,8,2017-2018
Gary Cahill,eng ENG,DF,eng Chelsea,31,1985,6,5,448,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.80,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,62.2,,4,1,,2,1.83,14,7,+7,+1.41,+2.07,0,5,0,0,0,Champions-League,8,2017-2018
Fabrizio Caligara,it ITA,MF,it Juventus,17,2000,1,0,3,0.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.3,,0,1,,0,0.00,0,0,0,0.00,-0.20,0,1,0,0,0,Champions-League,8,2017-2018
José Callejón,es ESP,FW,it Napoli,30,1987,6,6,507,5.6,1,1,1,0,0,0,0,0.18,0.18,0.36,0.18,0.36,12,5,41.7,2.13,0.89,0.08,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,93.9,,4,0,,0,1.50,11,9,+2,+0.36,+5.81,0,2,0,0,0,Champions-League,8,2017-2018
Igor de Camargo,be BEL,FW,cy APOEL FC,34,1983,5,3,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8,0,0.0,3.08,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,43.3,,1,2,,1,1.36,0,7,-7,-2.69,-0.34,0,3,0,0,0,Champions-League,8,2017-2018
Emre Can,de GER,MF,eng Liverpool,23,1994,8,6,533,5.9,1,0,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,13,2,15.4,2.20,0.34,0.08,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,45.6,,3,2,,0,1.90,20,4,+16,+2.70,+1.43,0,17,0,0,0,Champions-League,8,2017-2018
Mehdi Carcela,ma MAR,"MF,FW",gr Olympiacos,28,1989,4,4,268,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5,0,0.0,1.68,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,49.6,,0,0,,0,1.38,0,8,-8,-2.69,-2.36,0,3,0,0,0,Champions-League,8,2017-2018
Carlão,br BRA,DF,cy APOEL FC,31,1986,5,5,450,5.0,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,1,0,0.0,0.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,0,1.00,1,16,-15,-3.00,-3.00,0,3,0,0,0,Champions-League,8,2017-2018
Yannick Carrasco,be BEL,MF,es Atlético Madrid,23,1993,5,3,269,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,9,2,22.2,3.01,0.67,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,49.8,,0,2,,0,1.20,1,2,-1,-0.33,-1.00,0,2,0,0,0,Champions-League,8,2017-2018
Guido Carrillo,ar ARG,FW,fr Monaco,26,1991,5,1,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5,0,0.0,3.36,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,24.8,,0,4,,0,0.40,1,6,-5,-3.36,-2.25,0,1,0,0,0,Champions-League,8,2017-2018
Dani Carvajal,es ESP,DF,es Real Madrid,25,1992,8,8,644,7.2,0,3,0,0,0,4,0,0.00,0.42,0.42,0.00,0.42,5,3,60.0,0.70,0.42,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,55.0,,6,0,,0,2.63,20,6,+14,+1.96,+1.44,0,13,0,0,0,Champions-League,8,2017-2018
