Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,PKwon,PKcon,OG,League Name,League ID,Season
Vincent Aboubakar,cm CMR,FW,pt Porto,25,1992,6,6,495,5.5,5,2,5,0,0,0,0,0.91,0.36,1.27,0.91,1.27,15,9,60.0,2.73,1.64,0.33,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,68.8,,3,0,,0,1.83,12,6,+6,+1.09,+3.49,0,9,0,0,0,Champions-League,8,2017-2018
Marcos Acuña,ar ARG,"MF,DF",pt Sporting CP,25,1991,5,5,433,4.8,0,1,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,6,0,0.0,1.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,80.2,,4,0,,0,1.14,5,8,-3,-0.62,-2.31,0,11,0,0,0,Champions-League,8,2017-2018
Tosin Adarabioyo,eng ENG,DF,eng Manchester City,19,1997,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,10.1,,1,1,,0,0.00,1,2,-1,-0.99,-1.99,0,0,0,0,0,Champions-League,8,2017-2018
Adriano,br BRA,DF,tr Beşiktaş,32,1984,6,5,486,5.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.19,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,67.5,,4,1,,1,1.83,8,10,-2,-0.37,-0.75,0,8,0,0,0,Champions-League,8,2017-2018
Luiz Adriano,br BRA,"FW,MF",ru Spartak Moscow,30,1987,6,6,540,6.0,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,6,2,33.3,1.00,0.33,0.17,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.00,9,13,-4,-0.67,,0,9,0,0,0,Champions-League,8,2017-2018
Ansi Agolli,al ALB,DF,az Qarabağ FK,34,1982,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,1.00,0.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,0,1.50,2,7,-5,-1.25,+2.25,0,3,0,0,0,Champions-League,8,2017-2018
Sergio Agüero,ar ARG,FW,eng Manchester City,29,1988,7,5,440,4.9,4,1,3,1,2,0,0,0.82,0.20,1.02,0.61,0.82,24,9,37.5,4.91,1.84,0.13,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,48.9,,1,2,,2,2.14,13,3,+10,+2.05,+2.44,0,1,0,0,0,Champions-League,8,2017-2018
Karim El Ahmadi,ma MAR,MF,nl Feyenoord,32,1985,4,4,360,4.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,1.00,0.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,0,0.00,3,12,-9,-2.25,-2.25,0,14,0,0,0,Champions-League,8,2017-2018
Valon Ahmedi,al ALB,MF,si NK Maribor,22,1994,4,3,226,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,9,2,22.2,3.58,0.80,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,41.9,,1,1,,2,1.40,0,10,-10,-3.98,-3.12,0,2,0,0,0,Champions-League,8,2017-2018
Albian Ajeti,ch SUI,FW,ch Basel,20,1997,3,1,98,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,13.6,,0,2,,3,1.00,1,1,0,0.00,-0.43,0,3,0,0,0,Champions-League,8,2017-2018
Manuel Akanji,ch SUI,DF,ch Basel,22,1995,6,6,540,6.0,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,2,0,0.0,0.33,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75.0,,6,0,,0,2.00,11,5,+6,+1.00,+2.50,0,9,0,0,0,Champions-League,8,2017-2018
Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,31,1986,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,2.10,8,10,-2,-0.33,,0,0,0,0,0,Champions-League,8,2017-2018
David Alaba,at AUT,DF,de Bayern Munich,25,1992,7,7,625,6.9,0,2,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,9,4,44.4,1.30,0.58,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,57.9,,6,0,,0,2.29,18,8,+10,+1.44,+0.65,0,8,0,0,0,Champions-League,8,2017-2018
Jordi Alba,es ESP,DF,es Barcelona,28,1989,8,7,638,7.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,0.14,0.14,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,70.9,,7,1,,1,1.88,12,5,+7,+0.99,-0.39,0,6,0,0,0,Champions-League,8,2017-2018
Raúl Albiol,es ESP,DF,it Napoli,31,1985,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.40,0.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,0,1.29,8,10,-2,-0.40,-2.40,0,2,2,0,0,Champions-League,8,2017-2018
Paco Alcácer,es ESP,FW,es Barcelona,23,1993,2,1,95,1.1,1,0,1,0,0,0,0,0.95,0.00,0.95,0.95,0.95,3,1,33.3,2.84,0.95,0.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10.6,,1,1,,5,1.50,2,0,+2,+1.89,+0.89,0,0,0,0,0,Champions-League,8,2017-2018
Thiago Alcántara,es ESP,"MF,FW",de Bayern Munich,26,1991,10,7,607,6.7,3,0,3,0,0,2,0,0.44,0.00,0.44,0.44,0.44,9,5,55.6,1.33,0.74,0.33,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,56.2,,4,3,,0,2.00,12,8,+4,+0.59,-1.31,0,11,0,0,0,Champions-League,8,2017-2018
Toby Alderweireld,be BEL,DF,eng Tottenham,28,1989,4,4,294,3.3,0,1,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,2,0,0.0,0.61,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,40.8,,3,0,,0,2.50,7,2,+5,+1.53,+0.47,0,2,0,0,0,Champions-League,8,2017-2018
Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,18,1998,10,9,820,9.1,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,11,2,18.2,1.21,0.22,0.09,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,70.1,,6,1,,2,2.33,30,10,+20,+2.20,+0.91,0,10,0,0,0,Champions-League,8,2017-2018
Nektarios Alexandrou,cy CYP,DF,cy APOEL FC,33,1983,2,1,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9.6,,0,1,,4,0.50,0,1,-1,-1.73,+0.85,0,0,0,0,0,Champions-League,8,2017-2018
Alisson,br BRA,GK,it Roma,24,1992,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,12,0,,0,1.67,21,19,+2,+0.17,,0,0,0,0,0,Champions-League,8,2017-2018
Allan,br BRA,MF,it Napoli,26,1991,6,3,307,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.88,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,56.9,,1,3,,0,1.50,10,5,+5,+1.47,+3.40,0,8,0,0,0,Champions-League,8,2017-2018
Dele Alli,eng ENG,"MF,FW",eng Tottenham,21,1996,5,5,428,4.8,2,3,2,0,0,1,0,0.42,0.63,1.05,0.42,1.05,8,4,50.0,1.68,0.84,0.25,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,59.4,,1,0,,0,2.00,11,6,+5,+1.05,-0.49,0,10,0,0,0,Champions-League,8,2017-2018
André Almeida Pinto,pt POR,DF,pt Sporting CP,27,1989,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,1.50,0.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,33.3,,2,0,,2,2.00,4,2,+2,+1.00,+1.75,0,4,0,0,0,Champions-League,8,2017-2018
André Almeida,pt POR,DF,pt Benfica,26,1990,4,3,259,2.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,1,1,100.0,0.35,0.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,48.0,,2,1,,0,0.00,1,7,-6,-2.08,+0.16,0,5,0,1,0,Champions-League,8,2017-2018
Richard Almeida,az AZE,MF,az Qarabağ FK,28,1989,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5,1,20.0,0.83,0.17,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.25,2,14,-12,-2.00,,0,4,0,0,0,Champions-League,8,2017-2018
Stathis Aloneftis,cy CYP,"MF,FW",cy APOEL FC,34,1983,6,6,502,5.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8,2,25.0,1.43,0.36,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,93.0,,3,0,,0,1.00,2,16,-14,-2.51,-0.14,0,1,0,0,0,Champions-League,8,2017-2018
Marcos Alonso,es ESP,"MF,DF",eng Chelsea,26,1990,7,7,598,6.6,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,11,4,36.4,1.66,0.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,83.1,,6,0,,1,1.57,14,11,+3,+0.45,-1.02,0,11,0,0,0,Champions-League,8,2017-2018
Éder Álvarez Balanta,co COL,DF,ch Basel,24,1993,6,6,530,5.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.17,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,73.6,,5,0,,0,2.00,11,5,+6,+1.02,+2.44,0,12,0,0,0,Champions-League,8,2017-2018
Dani Alves,br BRA,DF,fr Paris S-G,34,1983,8,8,720,8.0,2,0,2,0,0,0,0,0.25,0.00,0.25,0.25,0.25,5,2,40.0,0.62,0.25,0.40,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,8,0,,0,1.88,27,9,+18,+2.25,,0,10,0,0,0,Champions-League,8,2017-2018
Sofyan Amrabat,ma MAR,MF,nl Feyenoord,20,1996,6,6,528,5.9,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,2,2,100.0,0.34,0.34,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,97.8,,5,0,,0,0.50,5,14,-9,-1.53,-1.53,0,16,0,0,0,Champions-League,8,2017-2018
André André,pt POR,"MF,FW",pt Porto,27,1989,4,2,225,2.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,1.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,31.3,,0,2,,1,1.75,4,2,+2,+0.80,+1.16,0,9,0,0,0,Champions-League,8,2017-2018
Thanasis Androutsos,gr GRE,MF,gr Olympiacos,20,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,16.7,,1,0,,2,1.50,1,3,-2,-2.00,-0.60,0,0,0,0,0,Champions-League,8,2017-2018
Minas Antoniou,cy CYP,FW,cy APOEL FC,23,1994,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.7,,0,1,,4,0.00,0,0,0,0.00,+2.54,0,0,0,0,0,Champions-League,8,2017-2018
Mirko Antonucci,it ITA,MF,it Roma,18,1999,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1.4,,0,1,,0,3.00,2,0,+2,+12.00,+12.00,0,0,0,0,0,Champions-League,8,2017-2018
Dennis Appiah,fr FRA,"DF,MF",be Anderlecht,25,1992,6,5,514,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,0.18,0.18,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,95.2,,4,1,,0,0.50,2,16,-14,-2.45,+1.01,0,10,0,0,0,Champions-League,8,2017-2018
Alphonse Areola,fr FRA,GK,fr Paris S-G,24,1993,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,8,0,,0,1.88,27,9,+18,+2.25,,0,0,0,0,0,Champions-League,8,2017-2018
Stuart Armstrong,sct SCO,MF,sct Celtic,25,1992,4,4,236,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,1.53,0.38,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,43.7,,0,0,,2,1.30,1,8,-7,-2.67,-0.89,0,1,0,0,0,Champions-League,8,2017-2018
Tolgay Arslan,de GER,MF,tr Beşiktaş,26,1990,6,4,323,3.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.56,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,44.9,,1,2,,0,1.33,5,6,-1,-0.28,-0.28,0,7,0,0,0,Champions-League,8,2017-2018
Kwadwo Asamoah,gh GHA,DF,it Juventus,28,1988,3,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,11.0,,0,2,,7,1.33,2,2,0,0.00,-0.22,0,0,0,0,0,Champions-League,8,2017-2018
Marco Asensio,es ESP,MF,es Real Madrid,21,1996,12,3,472,5.2,1,1,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38,9,5,55.6,1.72,0.95,0.11,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,40.3,,1,9,,0,2.17,17,6,+11,+2.10,+1.32,0,3,0,0,0,Champions-League,8,2017-2018
Pierre-Emerick Aubameyang,ga GAB,FW,de Dortmund,28,1989,6,6,540,6.0,4,0,4,0,0,0,0,0.67,0.00,0.67,0.67,0.67,23,10,43.5,3.83,1.67,0.17,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,0.33,7,13,-6,-1.00,,0,4,0,0,0,Champions-League,8,2017-2018
Jean-Kévin Augustin,fr FRA,FW,de RB Leipzig,20,1997,5,4,341,3.8,1,0,1,0,0,1,0,0.26,0.00,0.26,0.26,0.26,13,4,30.8,3.43,1.06,0.08,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,63.1,,2,1,,1,0.80,5,8,-3,-0.79,-1.70,0,5,0,0,0,Champions-League,8,2017-2018
Filipe Augusto,br BRA,MF,pt Benfica,23,1993,3,3,237,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,1.14,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,43.9,,2,0,,1,0.00,1,5,-4,-1.52,+1.15,0,0,0,0,0,Champions-League,8,2017-2018
Serge Aurier,ci CIV,"DF,MF",eng Tottenham,24,1992,6,6,507,5.6,0,1,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,3,2,66.7,0.53,0.36,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,70.4,,5,0,,1,2.33,12,5,+7,+1.24,-0.03,0,11,0,2,0,Champions-League,8,2017-2018
Márcio Azevedo,br BRA,DF,ua Shakhtar,31,1986,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3.6,,0,1,,5,3.00,0,1,-1,-3.46,-3.59,0,0,0,0,0,Champions-League,8,2017-2018
César Azpilicueta,es ESP,"DF,MF",eng Chelsea,27,1989,8,8,705,7.8,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,1,1,100.0,0.13,0.13,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,97.9,,7,0,,0,1.50,15,12,+3,+0.38,-11.62,0,6,0,0,0,Champions-League,8,2017-2018
Ryan Babel,nl NED,MF,tr Beşiktaş,30,1986,7,6,555,6.2,2,1,2,0,0,0,0,0.32,0.16,0.49,0.32,0.49,7,3,42.9,1.14,0.49,0.29,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,77.1,,6,1,,0,1.57,9,10,-1,-0.16,-0.16,0,7,0,0,0,Champions-League,8,2017-2018
Eric Bailly,ci CIV,DF,eng Manchester Utd,23,1994,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,37.5,,3,0,,1,2.00,7,3,+4,+1.33,+0.53,0,2,0,0,0,Champions-League,8,2017-2018
Gregor Bajde,si SVN,MF,si NK Maribor,23,1994,4,3,248,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.36,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,45.9,,1,1,,1,1.78,1,3,-2,-0.73,+2.66,0,2,0,0,0,Champions-League,8,2017-2018
Tiemoué Bakayoko,fr FRA,MF,eng Chelsea,22,1994,5,4,361,4.0,1,1,1,0,0,1,0,0.25,0.25,0.50,0.25,0.50,8,1,12.5,1.99,0.25,0.13,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,50.1,,3,1,,2,1.60,8,8,0,0.00,-1.25,0,6,0,0,0,Champions-League,8,2017-2018
Keita Baldé,sn SEN,"FW,MF",fr Monaco,22,1995,6,3,289,3.2,0,2,0,0,0,1,0,0.00,0.62,0.62,0.00,0.62,8,2,25.0,2.49,0.62,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,53.5,,2,3,,0,0.33,4,9,-5,-1.56,+0.24,0,5,0,0,0,Champions-League,8,2017-2018
Gareth Bale,wls WAL,FW,es Real Madrid,28,1989,7,3,297,3.3,3,2,3,0,0,1,0,0.91,0.61,1.52,0.91,1.52,11,6,54.5,3.33,1.82,0.27,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,25.4,,0,4,,2,2.29,11,3,+8,+2.42,+1.50,0,2,0,0,0,Champions-League,8,2017-2018
