Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Oliver Baumann,de GER,GK,Hoffenheim,31,1990,19,19,1710,19.0,29,1.53,81,53,64.2,8,4,7,5,26.3,2,0,1,1,100.0,0,6,1,28.0,0.35,0.0,0.00,90,266,33.8,778,103,29.3,31.6,118,32.2,31.6,149,15,10.1,25,1.32,15.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,95.0,90,19,0,,0,1.47,35,29,+6,+0.32,-2.68,30.7,26.0,+4.7,+0.25,-1.39,0,0,2,0,0,0,0,0,0,134,0,0,,Bundesliga,20,2021-2022
Fabian Bredlow,de GER,GK,Stuttgart,26,1995,4,4,360,4.0,7,1.75,24,17,70.8,0,2,2,0,0.0,0,0,0,0,,0,3,0,6.9,0.29,-0.1,-0.01,12,24,50.0,90,22,23.3,28.7,37,8.1,19.9,38,1,2.6,4,1.00,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,20.0,90,4,0,,12,0.50,3,7,-4,-1.00,-0.44,2.7,7.4,-4.7,-1.17,-0.85,0,0,2,0,0,0,0,0,0,21,0,0,,Bundesliga,20,2021-2022
Sascha Burchert,de GER,GK,Greuther Fürth,32,1989,12,12,1080,12.0,22,1.83,61,42,67.2,2,4,6,3,25.0,2,2,0,0,0.0,0,4,2,19.1,0.29,-0.9,-0.08,117,300,39.0,362,39,58.8,45.9,105,82.9,57.8,130,7,5.4,17,1.42,16.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,90,60.0,90,12,0,,6,0.83,9,22,-13,-1.08,+1.67,10.1,19.1,-9.0,-0.75,+0.30,0,0,1,0,0,0,0,0,0,73,0,0,,Bundesliga,20,2021-2022
Koen Casteels,be BEL,GK,Wolfsburg,29,1992,18,18,1620,18.0,26,1.44,61,37,60.7,6,3,9,6,33.3,5,2,2,1,50.0,0,2,0,24.9,0.37,-1.1,-0.06,141,281,50.2,601,88,36.6,34.7,125,48.8,42.1,152,12,7.9,17,0.94,14.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,90.0,90,18,0,,0,1.17,16,26,-10,-0.56,+1.94,26.1,25.1,+1.0,+0.06,+0.83,0,0,2,0,0,0,0,0,0,96,0,0,,Bundesliga,20,2021-2022
Michael Esser,de GER,GK,Bochum,34,1987,1,1,90,1.0,2,2.00,5,4,80.0,1,0,0,0,0.0,1,1,0,0,0.0,0,1,0,2.0,0.21,0.0,-0.01,8,22,36.4,30,6,50.0,40.4,13,53.8,40.5,14,0,0.0,0,0.00,8.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.0,90,1,0,,19,3.00,3,2,+1,+1.00,+1.58,1.2,2.9,-1.6,-1.61,-1.17,0,0,0,0,0,0,0,0,0,9,0,0,,Bundesliga,20,2021-2022
Mark Flekken,nl NED,GK,Freiburg,28,1993,18,18,1620,18.0,16,0.89,77,63,80.5,9,5,4,7,38.9,1,1,0,0,0.0,1,2,1,19.6,0.24,+4.6,+0.26,175,406,43.1,606,73,48.3,42.9,144,78.5,63.7,163,11,6.7,12,0.67,15.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,90,90.0,90,18,0,,0,1.78,30,16,+14,+0.78,+2.78,26.4,22.4,+4.1,+0.23,+0.25,0,0,0,0,0,0,0,0,0,97,0,0,,Bundesliga,20,2021-2022
Marius Funk,de GER,GK,Greuther Fürth,26,1996,8,8,720,8.0,30,3.75,52,26,46.2,0,0,8,0,0.0,2,2,0,0,0.0,0,4,2,24.4,0.44,-3.6,-0.46,70,193,36.3,293,28,49.5,42.1,69,69.6,53.8,51,3,5.9,12,1.50,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,90,40.0,90,8,0,,6,0.00,8,30,-22,-2.75,-1.67,9.3,17.6,-8.3,-1.04,-0.30,0,1,1,0,0,0,0,0,1,37,0,0,,Bundesliga,20,2021-2022
Rafał Gikiewicz,pl POL,GK,Augsburg,34,1987,20,20,1800,20.0,35,1.75,91,58,63.7,4,7,9,5,25.0,2,2,0,0,0.0,0,2,2,29.8,0.31,-3.2,-0.16,144,373,38.6,558,85,47.0,39.6,157,70.7,53.4,173,13,7.5,20,1.00,15.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,100.0,90,20,0,,0,0.95,20,35,-15,-0.75,,20.7,35.4,-14.7,-0.73,,0,0,3,0,0,0,0,0,0,117,0,0,,Bundesliga,20,2021-2022
Péter Gulácsi,hu HUN,GK,RB Leipzig,31,1990,19,19,1710,19.0,20,1.05,68,51,75.0,9,4,6,5,26.3,3,3,0,0,0.0,0,4,0,23.5,0.31,+3.5,+0.18,93,238,39.1,542,82,35.4,34.5,104,44.2,38.2,131,5,3.8,22,1.16,17.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,95.0,90,19,0,,0,1.63,37,20,+17,+0.89,+2.89,40.6,27.1,+13.5,+0.71,+0.92,0,0,3,0,0,0,0,0,0,108,0,0,,Bundesliga,20,2021-2022
Marwin Hitz,ch SUI,GK,Dortmund,34,1987,2,1,135,1.5,4,2.67,9,6,66.7,0,0,1,0,0.0,1,1,0,0,0.0,0,0,0,2.5,0.18,-1.5,-0.99,4,9,44.4,47,9,19.1,29.4,7,0.0,23.4,11,3,27.3,1,0.67,15.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,68,7.5,90,1,1,45,18,1.50,3,4,-1,-0.67,-1.86,1.6,2.9,-1.3,-0.85,-1.52,0,0,0,0,0,0,0,0,0,9,0,0,,Bundesliga,20,2021-2022
