Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Tammy Abraham,eng ENG,FW,Roma,24,1997,15,15,1280,14.2,4,2,4,0,0,5,0,0.28,0.14,0.42,0.28,0.42,7.4,7.4,2.4,9.8,0.52,0.17,0.69,0.52,0.69,40,12,30.0,2.81,0.84,0.10,0.33,12.3,2,0.18,-3.4,-3.4,212,281,75.4,3112,667,128,163,78.5,59,77,76.6,15,18,83.3,-0.4,19,10,14,2,28,257,24,1,80,2,10,0,0,0,0,183,62,36,23,197,22,0,12,0,2,10,11,43,3.02,31,0,0,3,1,6,0.42,3,0,0,2,1,0,20,13,5,9,6,7,58.3,5,55,27.5,16,85,99,0,8,23,13,1,441,13,83,24,62.5,15,2,245,11,32,14,569,314,55.2,109,85,88.9,85,10,0,,0,1.67,22,16,+6,+0.42,+0.98,24.5,16.5,+8.0,+0.56,+0.09,0,25,0,0,0,39,35,34,50.7,Serie-A,11,2021-2022
Francesco Acerbi,it ITA,DF,Lazio,33,1988,14,14,1245,13.8,1,0,1,0,0,1,1,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.2,0.7,0.03,0.02,0.05,0.03,0.05,3,1,33.3,0.22,0.07,0.33,1.00,7.7,0,0.14,+0.6,+0.6,935,1027,91.0,19366,6231,307,328,93.6,472,501,94.2,145,181,80.1,-0.2,4,78,4,0,54,988,39,1,76,33,1,0,0,0,0,759,93,175,783,180,35,1,2,1,11,7,5,11,0.80,9,1,0,1,0,1,0.07,0,0,0,0,1,0,13,7,9,4,0,4,36.4,7,23,27.1,42,35,8,0,9,41,66,0,1160,163,6,1,100.0,1,0,770,0,4,3,840,828,98.6,4,89,86.5,89,13,0,,0,1.57,28,25,+3,+0.22,+0.68,18.2,19.5,-1.3,-0.09,+0.25,0,11,1,0,0,150,43,21,67.2,Serie-A,11,2021-2022
Felix Afena-Gyan,gh GHA,"FW,MF",Roma,18,2003,3,0,96,1.1,2,0,2,0,0,1,0,1.87,0.00,1.87,1.87,1.87,0.5,0.5,0.1,0.6,0.44,0.11,0.54,0.44,0.54,6,3,50.0,5.63,2.81,0.33,0.67,15.7,0,0.08,+1.5,+1.5,17,22,77.3,291,80,8,12,66.7,8,9,88.9,1,1,100.0,-0.1,3,0,3,1,3,21,1,0,3,1,3,0,0,0,0,18,2,2,2,19,0,1,0,0,0,1,0,6,5.63,3,0,1,0,0,1,0.94,0,0,1,0,0,0,0,0,0,0,0,0,,0,9,30.0,2,12,16,0,0,1,0,0,40,0,10,3,33.3,1,0,32,0,6,0,36,28,77.8,5,32,6.7,,0,3,32,3,2.00,5,1,+4,+3.75,+3.68,2.5,1.3,+1.2,+1.15,+0.64,0,2,0,0,0,7,2,2,50.0,Serie-A,11,2021-2022
Kevin Agudelo,co COL,"FW,MF",Spezia,23,1998,2,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.41,0.46,0.86,0.41,0.86,2,2,100.0,4.00,4.00,0.00,0.00,20.7,0,0.10,-0.2,-0.2,17,23,73.9,271,75,7,8,87.5,8,12,66.7,1,1,100.0,-0.2,2,1,1,0,3,23,0,0,9,0,0,0,0,0,0,18,3,2,21,1,0,0,0,0,1,0,1,3,6.00,2,0,1,0,0,0,0.00,0,0,0,0,0,0,4,4,2,2,0,3,100.0,0,4,28.6,3,8,3,0,1,4,0,0,34,0,1,5,60.0,3,0,29,0,0,2,27,25,92.6,4,23,3.1,,0,2,23,0,0.00,0,2,-2,-4.00,-2.90,0.6,1.1,-0.6,-1.17,-0.38,0,4,0,0,0,3,1,0,100.0,Serie-A,11,2021-2022
Ola Aina,ng NGA,DF,Torino,25,1996,13,11,877,9.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.3,1.5,0.02,0.13,0.15,0.02,0.15,6,2,33.3,0.62,0.21,0.00,0.00,21.3,0,0.03,-0.2,-0.2,332,457,72.6,6014,2696,155,184,84.2,129,166,77.7,43,83,51.8,-1.3,13,30,16,4,44,370,87,2,60,4,24,0,0,0,0,248,82,127,104,241,19,83,3,2,9,16,23,24,2.46,21,1,2,0,0,0,0.00,0,0,0,0,0,0,20,10,7,10,3,10,71.4,4,37,35.2,35,42,28,0,14,43,16,0,598,27,21,23,47.8,12,1,325,9,15,12,401,343,85.5,29,67,65.0,76,3,2,18,1,1.31,10,10,0,0.00,-0.57,12.8,8.5,+4.3,+0.44,+0.59,0,14,0,0,0,78,10,11,47.6,Serie-A,11,2021-2022
Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,29,1992,7,3,232,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.14,0.01,0.15,0.14,0.15,1,0,0.0,0.39,0.00,0.00,,11.0,0,0.36,-0.4,-0.4,64,78,82.1,849,129,41,47,87.2,21,24,87.5,0,0,,0.0,2,4,1,0,2,78,0,0,13,0,0,0,0,0,0,58,19,1,15,54,3,0,1,0,2,2,6,2,0.78,2,0,0,0,0,0,0.00,0,0,0,0,0,0,9,3,2,7,0,4,50.0,4,18,24.0,17,38,20,0,2,10,3,0,117,4,1,8,62.5,6,0,86,0,3,4,97,81,83.5,10,33,16.1,59,0,4,14,9,1.57,5,5,0,0.00,-0.15,2.5,4.9,-2.4,-0.93,-0.96,0,12,0,1,0,15,6,6,50.0,Serie-A,11,2021-2022
Luis Alberto,es ESP,MF,Lazio,29,1992,15,12,1042,11.6,2,4,2,0,0,3,0,0.17,0.35,0.52,0.17,0.52,1.3,1.3,2.4,3.6,0.11,0.20,0.31,0.11,0.31,20,6,30.0,1.73,0.52,0.10,0.33,20.7,1,0.06,+0.7,+0.7,729,864,84.4,12265,3881,359,391,91.8,285,328,86.9,65,115,56.5,+1.6,21,101,20,3,71,798,66,4,130,28,17,34,17,9,3,682,81,101,47,791,13,3,4,3,3,26,10,39,3.37,27,9,0,2,0,4,0.35,2,2,0,0,0,0,16,9,5,6,5,5,22.7,17,51,27.6,55,90,40,0,10,25,1,0,956,7,17,14,64.3,9,2,729,4,7,13,822,762,92.7,46,69,72.4,78,6,3,35,1,1.47,21,21,0,0.00,-0.45,14.8,15.8,-1.0,-0.08,+0.15,0,7,0,0,0,87,7,4,63.6,Serie-A,11,2021-2022
Giorgio Altare,it ITA,DF,Cagliari,23,1998,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,2,50.0,57,45,0,0,,0,0,,1,2,50.0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,1,0,0,0,0,1,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,,0,4,0.3,,0,1,4,14,1.00,0,1,-1,-22.50,-21.70,0.1,0.4,-0.3,-6.28,-5.49,0,0,0,0,0,1,0,1,0.0,Serie-A,11,2021-2022
Kelvin Amian,fr FRA,DF,Spezia,23,1998,12,11,892,9.9,0,1,0,0,0,1,1,0.00,0.10,0.10,0.00,0.10,0.6,0.6,0.7,1.3,0.06,0.08,0.13,0.06,0.13,7,2,28.6,0.71,0.20,0.00,0.00,15.5,0,0.08,-0.6,-0.6,365,452,80.8,5810,2489,198,216,91.7,132,161,82.0,24,47,51.1,+0.3,7,19,4,2,20,355,97,0,75,6,10,0,0,0,0,280,118,54,45,301,15,87,1,2,9,15,14,13,1.31,12,0,0,0,0,1,0.10,1,0,0,0,0,0,27,16,19,6,2,6,50.0,6,49,31.4,89,49,18,0,13,48,33,0,565,42,12,12,58.3,7,0,298,2,6,6,346,316,91.3,14,74,61.9,77,7,1,45,1,0.67,13,25,-12,-1.21,-0.06,9.7,19.8,-10.1,-1.02,-0.56,0,15,0,0,0,42,13,15,46.4,Serie-A,11,2021-2022
Ethan Ampadu,wls WAL,MF,Venezia,21,2000,9,7,637,7.1,0,2,0,0,0,5,1,0.00,0.28,0.28,0.00,0.28,0.0,0.0,0.8,0.8,0.00,0.11,0.11,0.00,0.11,0,0,,0.00,0.00,,,,0,,0.0,0.0,260,325,80.0,5131,1541,90,109,82.6,133,147,90.5,36,56,64.3,+1.2,6,20,3,1,24,306,19,1,44,7,2,0,0,0,0,233,47,45,46,250,11,8,4,2,8,8,11,13,1.84,13,0,0,0,0,2,0.28,2,0,0,0,0,0,23,13,12,8,3,2,20.0,8,29,22.8,62,54,11,0,10,37,12,0,397,26,1,3,66.7,2,0,235,1,6,11,260,242,93.1,5,71,44.2,80,4,2,37,0,1.22,7,13,-6,-0.85,+0.05,7.3,12.8,-5.5,-0.77,-0.16,0,12,0,0,0,69,10,7,58.8,Serie-A,11,2021-2022
