Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Quentin Braat,fr FRA,GK,Niort,24,1997,16,16,1440,16.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,100.0,90,16,0,,0,1.31,16,18,-2,-0.12,,0,1,2,0,0,0,0,,,0,Ligue-2,60,2021-2022
Bilal Brahimi,fr FRA,"MF,DF",Dunkerque,21,2000,15,13,1166,13.0,2,1,2,0,0,3,0,0.15,0.08,0.23,0.15,0.23,9,4,44.4,0.69,0.31,0.22,0.50,,78,76.2,86,9,2,22,1,0.87,9,15,-6,-0.46,+0.03,0,14,25,0,35,10,12,,,0,Ligue-2,60,2021-2022
Nicolas Bruneel,fr FRA,MF,Dunkerque,24,1997,13,7,610,6.8,1,0,1,0,0,3,0,0.15,0.00,0.15,0.15,0.15,9,1,11.1,1.33,0.15,0.11,1.00,,47,39.9,71,1,6,18,2,1.23,6,8,-2,-0.30,+0.29,0,13,20,0,3,5,14,,,0,Ligue-2,60,2021-2022
Lucas Buadés,fr FRA,MF,Rodez Aveyron,23,1997,16,15,1371,15.2,4,1,4,0,0,0,0,0.26,0.07,0.33,0.26,0.33,15,5,33.3,0.98,0.33,0.27,0.80,,86,89.6,90,14,1,24,0,1.56,19,11,+8,+0.53,+3.36,0,18,16,3,50,26,16,,,0,Ligue-2,60,2021-2022
Plamedi Buni Jorge,ao ANG,MF,Rodez Aveyron,21,2000,2,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,3,0.4,,0,2,3,2,3.00,0,0,0,0.00,-0.18,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Orges Bunjaku,ch SUI,MF,Grenoble,20,2001,13,2,394,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.23,0.00,0.00,,,30,25.8,85,1,11,20,2,1.38,2,9,-7,-1.60,-1.76,0,9,7,0,9,6,2,,,0,Ligue-2,60,2021-2022
Patrick Burner,mq MTQ,DF,Nîmes,25,1996,16,14,1170,13.0,0,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,10,3,30.0,0.77,0.23,0.00,0.00,,73,76.5,80,7,2,23,1,1.25,15,17,-2,-0.15,-0.15,0,16,15,0,27,22,19,,,0,Ligue-2,60,2021-2022
Warren Caddy,fr FRA,FW,Paris FC,24,1997,14,9,730,8.1,2,0,1,1,2,2,0,0.25,0.00,0.25,0.12,0.12,20,6,30.0,2.47,0.74,0.05,0.17,,52,47.7,71,1,5,18,0,1.50,7,6,+1,+0.12,-0.33,0,12,6,4,3,0,4,,,0,Ligue-2,60,2021-2022
Hady Camara,gn GUI,DF,Guingamp,19,2002,6,5,504,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.54,0.00,0.00,,,84,32.9,90,5,1,54,3,1.17,5,8,-3,-0.54,-0.54,0,4,4,1,0,16,4,,,0,Ligue-2,60,2021-2022
Ousman Camara,fr FRA,DF,Paris FC,18,2003,16,12,1196,13.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,3,2,66.7,0.23,0.15,0.00,0.00,,75,78.2,90,12,4,29,1,1.81,18,9,+9,+0.68,+1.76,0,13,13,0,1,12,15,,,0,Ligue-2,60,2021-2022
Thibault Campanini,fr FRA,"DF,MF",Paris FC,23,1998,5,3,208,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.87,0.43,0.00,0.00,,42,13.6,62,0,2,12,6,1.20,2,2,0,0.00,-0.34,0,3,2,0,8,2,2,,,0,Ligue-2,60,2021-2022
Louis Carnot,fr FRA,MF,Guingamp,20,2001,6,1,141,1.6,1,0,1,0,0,1,0,0.64,0.00,0.64,0.64,0.64,1,1,100.0,0.64,0.64,1.00,1.00,,24,9.2,90,1,5,10,4,1.50,1,2,-1,-0.64,-0.51,0,4,2,0,3,4,4,,,0,Ligue-2,60,2021-2022
Josué Casimir,fr FRA,MF,Le Havre,20,2001,2,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,3.91,0.00,0.00,,,23,3.0,,0,2,23,2,0.50,0,0,0,0.00,-0.42,0,1,1,0,4,1,0,,,0,Ligue-2,60,2021-2022
Yohan Cassubie,fr FRA,"MF,DF",Niort,21,2000,8,6,536,6.0,1,0,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,3,1,33.3,0.50,0.17,0.33,1.00,,67,37.2,82,3,2,24,0,1.00,4,7,-3,-0.50,-0.60,0,10,1,0,4,12,18,,,0,Ligue-2,60,2021-2022
Yoann Cathline,fr FRA,MF,Guingamp,19,2002,4,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,2.65,0.00,0.00,,,9,2.2,,0,4,9,0,0.75,1,1,0,0.00,+0.18,0,2,1,0,3,0,0,,,0,Ligue-2,60,2021-2022
Julien Celestine,fr FRA,DF,Rodez Aveyron,24,1997,13,12,1026,11.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.26,0.09,0.00,0.00,,79,67.1,85,9,1,5,3,1.77,16,12,+4,+0.35,+0.53,0,20,17,0,0,14,11,,,0,Ligue-2,60,2021-2022
Florian Chabrolle,fr FRA,MF,Ajaccio,23,1998,5,2,176,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.51,0.00,0.00,,,35,11.5,83,1,3,4,6,1.40,2,1,+1,+0.51,-0.09,0,5,4,0,0,1,3,,,0,Ligue-2,60,2021-2022
Mehdi Chahiri,ma MAR,"MF,FW",Caen,25,1996,11,10,883,9.8,3,0,3,0,0,0,0,0.31,0.00,0.31,0.31,0.31,24,8,33.3,2.45,0.82,0.13,0.38,,80,57.7,85,6,1,36,0,0.73,10,12,-2,-0.20,-0.34,0,7,13,2,26,4,8,,,0,Ligue-2,60,2021-2022
Gaëtan Charbonnier,fr FRA,FW,Auxerre,32,1988,14,13,1191,13.2,9,2,9,0,0,2,0,0.68,0.15,0.83,0.68,0.83,32,19,59.4,2.42,1.44,0.28,0.47,,85,77.8,89,12,1,28,0,1.50,21,17,+4,+0.30,-0.76,0,33,14,14,6,4,10,,,0,Ligue-2,60,2021-2022
Samir Chergui,fr FRA,DF,Paris FC,22,1999,16,15,1340,14.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.20,0.07,0.00,0.00,,84,87.6,88,14,1,14,0,1.69,19,15,+4,+0.27,-0.21,0,12,4,0,3,18,10,,,0,Ligue-2,60,2021-2022
Lucas Chevalier,fr FRA,GK,Valenciennes,20,2001,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,58.8,90,10,0,,0,1.50,9,11,-2,-0.20,+0.80,0,0,3,0,0,0,0,,,0,Ligue-2,60,2021-2022
Joris Chougrani,fr FRA,DF,Rodez Aveyron,30,1991,16,12,1130,12.6,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,12,3,25.0,0.96,0.24,0.08,0.33,,71,73.9,86,11,4,24,0,1.38,12,12,0,0.00,-0.68,0,11,10,0,17,14,9,,,0,Ligue-2,60,2021-2022
Yanis Cimignani,fr FRA,MF,Ajaccio,19,2002,16,13,1082,12.0,2,1,2,0,0,4,0,0.17,0.08,0.25,0.17,0.25,14,5,35.7,1.16,0.42,0.14,0.40,,68,70.7,76,2,3,32,0,2.00,12,5,+7,+0.58,-0.02,0,19,5,3,21,12,8,,,0,Ligue-2,60,2021-2022
Amadou Ciss,sn SEN,MF,Amiens,22,1999,8,2,272,3.0,0,2,0,0,0,0,0,0.00,0.66,0.66,0.00,0.66,0,0,,0.00,0.00,,,,34,17.8,76,0,6,20,0,1.13,4,3,+1,+0.33,+0.33,0,3,3,0,5,0,4,,,0,Ligue-2,60,2021-2022
Saliou Ciss,sn SEN,"MF,DF",Nancy,32,1989,11,11,940,10.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,18,5,27.8,1.72,0.48,0.00,0.00,,85,61.4,85,8,0,,0,0.55,7,17,-10,-0.96,-0.19,0,10,20,0,22,16,8,,,0,Ligue-2,60,2021-2022
Ibrahim Cissé,sn SEN,DF,Caen,25,1996,7,6,499,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,71,32.6,80,4,1,21,0,0.43,2,6,-4,-0.72,-0.98,0,2,6,0,0,11,2,,,0,Ligue-2,60,2021-2022
Ibrahim Cissé,sn SEN,DF,Dunkerque,25,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,11.8,90,2,0,,1,0.50,2,3,-1,-0.50,-0.03,0,2,5,0,1,5,0,,,0,Ligue-2,60,2021-2022
Mohamed Cissé,fr FRA,"MF,FW",Nancy,18,2003,12,6,611,6.8,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,15,2,13.3,2.21,0.29,0.00,0.00,,51,39.9,75,1,6,27,2,0.50,6,13,-7,-1.03,-0.25,0,10,25,10,42,1,12,,,0,Ligue-2,60,2021-2022
Nadjib Cisse,ml MLI,DF,Quevilly-Rouen,20,2000,2,0,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,25,3.2,,0,2,25,7,1.50,2,0,+2,+3.67,+4.16,0,0,1,0,0,0,2,,,0,Ligue-2,60,2021-2022
Sidi Cissé,fr FRA,FW,Niort,18,2003,7,0,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,1.23,1.23,0.00,0.00,,10,5.1,,0,7,10,3,1.29,1,2,-1,-1.23,-1.17,0,2,3,0,1,0,1,,,0,Ligue-2,60,2021-2022
Souleymane Cissé,sn SEN,MF,Grenoble,30,1991,7,5,425,4.7,0,1,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,3,1,33.3,0.64,0.21,0.00,0.00,,61,27.8,76,1,2,23,3,1.00,4,5,-1,-0.21,+0.11,0,3,6,0,4,6,3,,,0,Ligue-2,60,2021-2022
Till Cissokho,fr FRA,DF,Quevilly-Rouen,21,2000,15,15,1288,14.3,1,0,1,0,0,1,1,0.07,0.00,0.07,0.07,0.07,5,2,40.0,0.35,0.14,0.20,0.50,,86,84.2,86,13,0,,0,1.07,14,20,-6,-0.42,-0.42,0,17,6,0,0,22,10,,,0,Ligue-2,60,2021-2022
Alexandre Coeff,fr FRA,"MF,DF",Auxerre,29,1992,10,8,736,8.2,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,3,0,0.0,0.37,0.00,0.00,,,74,48.1,87,6,2,22,2,1.90,14,6,+8,+0.98,+0.98,0,6,7,2,14,16,9,,,0,Ligue-2,60,2021-2022
Daniel Congré,fr FRA,DF,Dijon,36,1985,16,16,1440,16.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,10,2,20.0,0.62,0.12,0.00,0.00,,90,94.1,90,16,0,,0,1.19,18,22,-4,-0.25,+1.75,0,13,12,0,0,24,20,,,0,Ligue-2,60,2021-2022
Ibrahima Conté,gn GUI,DF,Niort,25,1996,13,13,1170,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.23,0.00,0.00,,,90,81.3,90,13,0,,3,1.15,10,14,-4,-0.31,-0.97,0,9,7,0,0,16,5,,,1,Ligue-2,60,2021-2022
Quentin Cornette,fr FRA,"MF,FW",Le Havre,27,1994,17,14,1093,12.1,5,2,5,0,0,1,0,0.41,0.16,0.58,0.41,0.58,33,17,51.5,2.72,1.40,0.15,0.29,,64,71.4,75,3,3,14,0,1.71,15,7,+8,+0.66,+0.86,0,16,23,3,104,9,11,,,0,Ligue-2,60,2021-2022
Joris Correa,fr FRA,"MF,FW",Grenoble,27,1993,5,4,333,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5,1,20.0,1.35,0.27,0.00,0.00,,67,21.8,72,1,1,45,0,1.40,3,3,0,0.00,+0.38,0,6,8,1,3,1,5,,,0,Ligue-2,60,2021-2022
Killian Corredor,fr FRA,FW,Rodez Aveyron,21,2000,4,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.91,0.00,0.00,,,12,3.1,,0,4,12,2,1.50,1,0,+1,+1.91,+1.79,0,0,1,0,2,0,0,,,0,Ligue-2,60,2021-2022
Nuno da Costa,cv CPV,"MF,FW",Caen,30,1991,5,2,234,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,1.54,0.38,0.00,0.00,,47,15.3,76,0,3,27,0,0.80,1,4,-3,-1.15,-1.29,0,4,6,2,2,3,3,,,0,Ligue-2,60,2021-2022
Senou Coulibaly,ml MLI,DF,Dijon,27,1994,14,13,1159,12.9,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,10,1,10.0,0.78,0.08,0.10,1.00,,83,75.8,89,12,1,6,0,1.14,12,16,-4,-0.31,+0.17,0,11,17,1,0,21,8,,,0,Ligue-2,60,2021-2022
Woyo Coulibaly,fr FRA,DF,Le Havre,22,1999,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,19,2.5,,0,2,19,0,1.00,0,0,0,0.00,-0.42,0,0,2,0,1,0,1,,,0,Ligue-2,60,2021-2022
Yoann Court,fr FRA,MF,Caen,31,1990,3,3,210,2.3,0,2,0,0,0,0,0,0.00,0.86,0.86,0.00,0.86,5,1,20.0,2.14,0.43,0.00,0.00,,70,13.7,70,1,0,,0,2.00,4,0,+4,+1.71,+2.06,0,5,3,0,9,2,5,,,0,Ligue-2,60,2021-2022
Gaëtan Courtet,fr FRA,FW,Ajaccio,32,1989,16,16,1385,15.4,3,2,3,0,0,7,0,0.19,0.13,0.32,0.19,0.32,29,14,48.3,1.88,0.91,0.10,0.21,,87,90.5,87,11,0,,0,1.94,17,7,+10,+0.65,+0.65,0,45,24,8,12,9,3,,,0,Ligue-2,60,2021-2022
Mathieu Coutadeur,fr FRA,MF,Ajaccio,35,1986,13,12,1087,12.1,0,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,7,1,14.3,0.58,0.08,0.00,0.00,,84,71.0,89,10,1,14,0,1.85,12,5,+7,+0.58,-0.03,0,11,10,0,6,22,15,,,0,Ligue-2,60,2021-2022
Adrián Cubas,py PAR,MF,Nîmes,25,1996,13,10,940,10.4,0,2,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,2,0,0.0,0.19,0.00,0.00,,,72,61.4,86,6,3,27,0,1.46,10,10,0,0.00,+0.31,0,25,10,0,0,24,28,,,0,Ligue-2,60,2021-2022
Joffrey Cuffaut,fr FRA,DF,Valenciennes,33,1988,16,16,1424,15.8,1,0,0,1,1,2,0,0.06,0.00,0.06,0.00,0.00,18,7,38.9,1.14,0.44,0.00,0.00,,89,93.1,89,15,0,,0,1.25,12,18,-6,-0.38,+2.17,0,12,27,0,1,31,18,,,0,Ligue-2,60,2021-2022
Sessi D'Almeida,bj BEN,MF,Valenciennes,26,1995,8,6,476,5.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.57,0.00,0.00,,,60,31.1,75,3,2,14,3,1.00,3,4,-1,-0.19,+0.49,0,15,7,0,2,10,5,,,0,Ligue-2,60,2021-2022
Ottman Dadoune,fr FRA,"FW,MF",Quevilly-Rouen,27,1994,6,3,287,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.63,0.31,0.00,0.00,,48,18.8,81,2,3,14,2,1.17,2,4,-2,-0.63,-0.34,0,3,2,2,1,1,0,,,0,Ligue-2,60,2021-2022
Bradley Danger,fr FRA,MF,Rodez Aveyron,23,1998,16,16,1406,15.6,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,10,4,40.0,0.64,0.26,0.10,0.25,,88,91.9,88,13,0,,0,1.56,18,12,+6,+0.38,+2.56,0,24,27,0,7,23,21,,,0,Ligue-2,60,2021-2022
Quentin Daubin,fr FRA,MF,Pau FC,26,1995,16,16,1372,15.2,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,8,4,50.0,0.52,0.26,0.00,0.00,,86,89.7,86,12,0,,0,1.44,16,16,0,0.00,0.00,0,25,31,0,0,33,39,,,0,Ligue-2,60,2021-2022
Florian David,gp GLP,FW,Rodez Aveyron,29,1992,16,7,644,7.2,2,1,2,0,0,1,0,0.28,0.14,0.42,0.28,0.42,28,13,46.4,3.91,1.82,0.07,0.15,,40,42.1,67,0,9,19,1,1.38,8,7,+1,+0.14,-0.06,0,3,5,5,13,4,1,,,0,Ligue-2,60,2021-2022
Lucas Deaux,fr FRA,MF,Dijon,32,1988,8,5,583,6.5,0,2,0,0,0,3,0,0.00,0.31,0.31,0.00,0.31,5,2,40.0,0.77,0.31,0.00,0.00,,73,38.1,87,4,3,49,0,0.38,7,14,-7,-1.08,-1.18,0,22,8,0,12,9,9,,,1,Ligue-2,60,2021-2022
Mathieu Debuchy,fr FRA,"MF,DF",Valenciennes,36,1985,13,12,1065,11.8,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,11,1,9.1,0.93,0.08,0.00,0.00,,82,69.6,86,11,1,30,0,1.15,9,14,-5,-0.42,+0.35,0,21,14,0,44,30,24,,,0,Ligue-2,60,2021-2022
Brecht Dejaegere,be BEL,MF,Toulouse,30,1991,15,15,1121,12.5,2,3,2,0,0,3,0,0.16,0.24,0.40,0.16,0.40,16,4,25.0,1.28,0.32,0.13,0.50,,75,77.8,75,4,0,,0,2.00,25,11,+14,+1.12,-1.13,0,30,26,2,18,14,10,,,0,Ligue-2,60,2021-2022
Nathan Dekoke,fr FRA,DF,Quevilly-Rouen,25,1996,12,11,978,10.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.28,0.00,0.00,,,82,63.9,86,8,1,28,1,1.17,9,14,-5,-0.46,-0.30,0,15,6,0,9,18,19,,,0,Ligue-2,60,2021-2022
Shaquil Delos,fr FRA,"DF,MF",Nancy,22,1999,17,15,1348,15.0,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,5,3,60.0,0.33,0.20,0.00,0.00,,79,88.1,87,14,2,22,0,0.71,12,21,-9,-0.60,+2.37,0,16,15,3,44,31,24,,,0,Ligue-2,60,2021-2022
Léon Delpech,fr FRA,MF,Nîmes,19,2002,14,5,521,5.8,1,1,1,0,0,3,0,0.17,0.17,0.35,0.17,0.35,9,1,11.1,1.55,0.17,0.11,1.00,,37,34.1,84,3,9,11,2,1.21,10,8,+2,+0.35,+0.70,0,11,8,0,4,5,7,,,0,Ligue-2,60,2021-2022
Vincent Demarconnay,fr FRA,GK,Paris FC,38,1983,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,88.2,90,15,0,,1,1.80,19,13,+6,+0.40,+0.90,0,0,9,0,0,0,0,,,0,Ligue-2,60,2021-2022
Mahamadou Dembélé,fr FRA,"DF,MF",Pau FC,22,1999,16,7,782,8.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.46,0.00,0.00,,,49,51.1,88,6,9,19,1,1.50,10,10,0,0.00,0.00,0,11,4,0,7,22,9,,,0,Ligue-2,60,2021-2022
Malaly Dembélé,fr FRA,FW,Rodez Aveyron,24,1997,12,7,545,6.1,2,1,2,0,0,1,0,0.33,0.17,0.50,0.33,0.50,16,5,31.3,2.64,0.83,0.13,0.40,,45,35.6,69,0,5,13,1,1.50,8,3,+5,+0.83,+1.01,0,7,11,6,2,3,5,,,0,Ligue-2,60,2021-2022
Jessy Deminguet,fr FRA,MF,Caen,23,1998,14,13,1172,13.0,1,4,1,0,0,3,0,0.08,0.31,0.38,0.08,0.38,16,8,50.0,1.23,0.61,0.06,0.13,,84,76.6,87,11,1,45,0,1.14,15,14,+1,+0.08,+0.58,0,28,37,0,43,15,17,,,0,Ligue-2,60,2021-2022
Yohan Demoncy,fr FRA,MF,Paris FC,25,1996,8,5,480,5.3,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,4,3,75.0,0.75,0.56,0.00,0.00,,60,31.4,77,3,3,31,5,0.88,5,7,-2,-0.37,-0.97,0,6,8,0,19,4,10,,,0,Ligue-2,60,2021-2022
Branco van den Boomen,nl NED,MF,Toulouse,26,1995,16,16,1383,15.4,4,10,1,3,3,4,0,0.26,0.65,0.91,0.07,0.72,19,10,52.6,1.24,0.65,0.05,0.10,,86,96.0,86,13,0,,0,2.06,35,13,+22,+1.43,+1.43,0,20,10,0,135,12,25,,,0,Ligue-2,60,2021-2022
Clément Depres,fr FRA,FW,Rodez Aveyron,27,1994,11,10,806,9.0,3,0,3,0,0,3,0,0.33,0.00,0.33,0.33,0.33,18,12,66.7,2.01,1.34,0.17,0.25,,73,52.7,78,4,1,27,1,1.18,11,12,-1,-0.11,-0.61,0,16,11,3,1,1,1,,,0,Ligue-2,60,2021-2022
Mikkel Desler,dk DEN,"DF,MF",Toulouse,26,1995,16,16,1406,15.6,1,2,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,9,2,22.2,0.58,0.13,0.11,0.50,,88,97.6,88,14,0,,0,2.06,34,14,+20,+1.28,-4.01,0,32,25,2,35,23,20,,,0,Ligue-2,60,2021-2022
Sieben Dewaele,be BEL,MF,Nancy,22,1999,10,9,751,8.3,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,1,0,0.0,0.12,0.00,0.00,,,75,49.1,83,2,1,7,0,1.00,7,12,-5,-0.60,+0.56,0,14,6,0,29,6,8,,,0,Ligue-2,60,2021-2022
Alassane Diaby,ml MLI,MF,Quevilly-Rouen,26,1995,10,10,847,9.4,1,0,1,0,0,3,1,0.11,0.00,0.11,0.11,0.11,3,1,33.3,0.32,0.11,0.33,1.00,,85,55.4,85,8,0,,2,1.60,10,10,0,0.00,+0.79,0,23,30,0,0,7,10,,,0,Ligue-2,60,2021-2022
Sidy Diagne,fr FRA,DF,Sochaux,19,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,13,0.8,,0,1,13,5,3.00,1,0,+1,+6.92,+6.75,0,0,0,0,0,1,0,,,0,Ligue-2,60,2021-2022
Adama Diakhaby,fr FRA,"FW,MF",Amiens,25,1996,12,4,475,5.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,6,1,16.7,1.14,0.19,0.00,0.00,,40,31.0,74,1,8,22,0,0.58,4,7,-3,-0.57,-0.91,0,15,7,1,9,2,2,,,0,Ligue-2,60,2021-2022
Bafodé Diakité,fr FRA,DF,Toulouse,20,2001,7,7,630,7.0,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,4,1,25.0,0.57,0.14,0.25,1.00,,90,43.8,90,7,0,,2,1.43,16,8,+8,+1.14,-0.41,0,11,4,0,0,5,6,,,1,Ligue-2,60,2021-2022
Oumar Diakité,fr FRA,MF,Paris FC,19,2002,16,9,757,8.4,0,2,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,14,4,28.6,1.66,0.48,0.00,0.00,,47,49.5,69,1,7,20,1,1.81,8,11,-3,-0.36,-1.29,0,16,19,3,21,7,11,,,0,Ligue-2,60,2021-2022
Ismael Diallo,ci CIV,DF,Ajaccio,24,1997,13,12,1107,12.3,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,1,0,0.0,0.08,0.00,0.00,,,85,72.4,86,8,1,74,0,1.85,9,5,+4,+0.33,-0.95,0,17,12,0,28,15,19,,,0,Ligue-2,60,2021-2022
Mamadou Diallo,sn SEN,"FW,MF",Grenoble,27,1994,12,9,849,9.4,2,2,2,0,0,1,0,0.21,0.21,0.42,0.21,0.42,15,6,40.0,1.59,0.64,0.13,0.33,,71,55.5,84,5,3,31,0,1.58,12,9,+3,+0.32,+1.38,0,11,34,9,17,4,4,,,0,Ligue-2,60,2021-2022
Djibril Dianessy,fr FRA,MF,Pau FC,25,1996,8,2,256,2.8,1,0,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,8,5,62.5,2.81,1.76,0.13,0.20,,32,16.7,66,0,6,21,7,1.00,3,5,-2,-0.70,-0.84,0,4,2,3,12,3,3,,,0,Ligue-2,60,2021-2022
Moussa Diarra,fr FRA,DF,Toulouse,21,2000,10,6,585,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.46,0.00,0.00,,,59,40.6,88,5,4,15,6,2.40,14,6,+8,+1.23,-0.24,0,10,7,0,10,8,8,,,0,Ligue-2,60,2021-2022
Souleymane Diarra,ml MLI,MF,Guingamp,26,1995,15,13,1081,12.0,0,1,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,9,0,0.0,0.75,0.00,0.00,,,72,70.7,79,5,2,27,1,1.33,15,17,-2,-0.17,+0.03,0,15,20,0,4,24,12,,,0,Ligue-2,60,2021-2022
Lucas Dias,fr FRA,GK,Nîmes,22,1999,4,3,315,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,79,20.6,90,3,1,45,13,0.25,4,8,-4,-1.14,-1.29,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Christophe Diedhiou,sn SEN,DF,Sochaux,33,1988,8,2,194,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.93,0.00,0.00,,,24,12.7,90,2,6,2,5,1.75,2,2,0,0.00,-0.27,0,0,2,0,0,3,2,,,0,Ligue-2,60,2021-2022
Noah Diliberto,fr FRA,MF,Valenciennes,20,2001,4,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,23,6.0,62,0,3,10,0,1.25,0,0,0,0.00,+0.56,0,1,1,0,1,1,1,,,0,Ligue-2,60,2021-2022
Maguette Diongue,fr FRA,MF,Bastia,29,1992,6,5,418,4.6,2,1,2,0,0,1,0,0.43,0.22,0.65,0.43,0.65,9,4,44.4,1.94,0.86,0.22,0.50,,70,27.3,77,1,1,35,0,1.00,4,4,0,0.00,+0.24,0,7,4,0,2,3,6,,,0,Ligue-2,60,2021-2022
Souleymane Djimou Cissé,sn SEN,DF,Quevilly-Rouen,22,1999,1,0,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,64,4.2,,0,1,64,2,0.00,0,1,-1,-1.41,-1.10,0,0,1,0,0,1,2,,,0,Ligue-2,60,2021-2022
Maxime Do Couto Teixeira,fr FRA,MF,Sochaux,24,1996,17,14,1066,11.8,1,1,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,29,4,13.8,2.45,0.34,0.03,0.25,,63,69.7,70,0,3,28,0,1.82,9,5,+4,+0.34,+0.34,0,23,18,3,13,9,20,,,0,Ligue-2,60,2021-2022
