Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,25,1996,16,12,972,10.8,3,0,3,0,0,1,0,0.28,0.00,0.28,0.28,0.28,24,10,41.7,2.22,0.93,0.13,0.30,,61,67.5,73,1,4,23,0,1.81,20,9,+11,+1.02,+1.60,0,13,15,2,23,5,7,,,0,Ligue-2,60,2021-2022
Matthias Phaeton,gp GLP,"MF,FW",Guingamp,21,2000,15,6,629,7.0,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,13,6,46.2,1.86,0.86,0.08,0.17,,42,43.7,75,2,9,20,0,1.13,10,9,+1,+0.14,+0.70,0,8,14,4,7,2,2,,,0,Ligue-2,60,2021-2022
Enzo Philibert,fr FRA,DF,Nîmes,19,2002,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,6,0.4,,0,1,6,10,0.00,0,0,0,0.00,+0.06,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Romain Philippoteaux,fr FRA,MF,Dijon,33,1988,5,4,322,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.56,0.28,0.00,0.00,,64,22.4,73,0,1,30,0,1.80,2,4,-2,-0.56,-0.32,0,1,2,2,9,1,2,,,0,Ligue-2,60,2021-2022
Jessy Pi,fr FRA,MF,Dijon,28,1993,14,13,1116,12.4,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,23,4,17.4,1.85,0.32,0.00,0.00,,80,77.5,84,9,1,21,0,1.36,13,12,+1,+0.08,+1.75,0,9,11,0,5,21,17,,,0,Ligue-2,60,2021-2022
Charles Pickel,ch SUI,MF,Grenoble,24,1997,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,2,1,50.0,0.67,0.33,0.50,1.00,,90,18.8,90,3,0,,0,1.33,2,1,+1,+0.33,+0.72,0,5,2,0,0,2,2,,,0,Ligue-2,60,2021-2022
Mathis Picouleau,fr FRA,"MF,DF",Valenciennes,21,2000,14,6,686,7.6,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,6,2,33.3,0.79,0.26,0.17,0.50,,49,47.6,87,4,8,20,0,1.14,6,9,-3,-0.39,+0.32,0,8,8,1,27,6,2,,,0,Ligue-2,60,2021-2022
Leverton Pierre,ht HAI,MF,Dunkerque,23,1998,13,9,698,7.8,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,11,4,36.4,1.42,0.52,0.09,0.25,,54,48.5,71,1,4,14,0,0.92,7,10,-3,-0.39,-0.14,0,19,12,0,10,9,9,,,0,Ligue-2,60,2021-2022
Frantzdy Pierrot,ht HAI,FW,Guingamp,24,1997,13,8,780,8.7,5,1,5,0,0,4,0,0.58,0.12,0.69,0.58,0.69,22,9,40.9,2.54,1.04,0.23,0.56,,60,54.2,81,4,5,27,0,1.23,12,14,-2,-0.23,+0.04,0,18,12,6,2,2,4,,,0,Ligue-2,60,2021-2022
Florentin Pogba,gn GUI,DF,Sochaux,31,1990,14,14,1260,14.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.29,0.00,0.00,,,90,87.5,90,14,0,,0,1.93,15,11,+4,+0.29,+0.79,0,9,3,0,0,12,12,,,0,Ligue-2,60,2021-2022
Julien Ponceau,fr FRA,MF,Nîmes,21,2000,16,15,1253,13.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,7,1,14.3,0.50,0.07,0.00,0.00,,78,87.0,82,6,1,24,0,1.25,16,14,+2,+0.14,+1.59,0,25,27,3,15,7,6,,,0,Ligue-2,60,2021-2022
Maxence Prevot,fr FRA,GK,Sochaux,24,1997,16,16,1440,16.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,100.0,90,16,0,,0,1.75,15,12,+3,+0.19,,0,0,5,0,0,0,0,,,0,Ligue-2,60,2021-2022
Stephen Quemper,fr FRA,DF,Bastia,28,1993,14,14,1250,13.9,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0,0,,0.00,0.00,,,,89,86.8,89,13,0,,0,1.14,13,15,-2,-0.14,-0.14,0,15,10,1,37,20,20,,,0,Ligue-2,60,2021-2022
Anthony Racioppi,ch SUI,GK,Dijon,22,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,12.5,90,2,0,,14,1.50,3,2,+1,+0.50,+0.93,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Lorenzo Rajot,fr FRA,MF,Rodez Aveyron,24,1997,14,2,372,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,6,0,0.0,1.45,0.00,0.00,,,27,25.8,65,0,12,20,2,1.36,6,6,0,0.00,-0.17,0,9,9,0,6,2,3,,,0,Ligue-2,60,2021-2022
Tom Rapnouil,fr FRA,MF,Toulouse,20,2001,2,0,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,39,5.3,,0,2,39,2,3.00,0,0,0,0.00,-1.45,0,0,0,0,2,0,0,,,0,Ligue-2,60,2021-2022
Rafael Ratão,br BRA,MF,Toulouse,26,1995,6,2,205,2.3,2,0,2,0,0,1,0,0.88,0.00,0.88,0.88,0.88,7,3,42.9,3.07,1.32,0.29,0.67,,34,14.2,59,0,4,22,0,1.67,6,1,+5,+2.20,+0.96,0,1,4,1,2,2,1,,,0,Ligue-2,60,2021-2022
Yoric Ravet,fr FRA,"MF,FW",Grenoble,32,1989,13,12,981,10.9,4,3,3,1,2,1,0,0.37,0.28,0.64,0.28,0.55,28,7,25.0,2.57,0.64,0.11,0.43,,75,68.1,80,4,1,24,0,1.31,11,14,-3,-0.28,-0.08,0,10,12,2,46,9,2,,,0,Ligue-2,60,2021-2022
Pedro Rebocho,pt POR,DF,Guingamp,26,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.33,0.00,0.00,,,90,18.8,90,3,0,,0,0.67,1,3,-2,-0.67,-0.51,0,2,3,0,13,2,2,,,0,Ligue-2,60,2021-2022
Samuel Renel,fr FRA,MF,Niort,20,2001,11,2,279,3.1,2,0,2,0,0,0,0,0.65,0.00,0.65,0.65,0.65,8,4,50.0,2.58,1.29,0.25,0.50,,25,19.4,73,1,9,15,2,1.18,3,4,-1,-0.32,-0.25,0,7,3,0,10,2,5,,,0,Ligue-2,60,2021-2022
Baptiste Reynet,fr FRA,GK,Dijon,31,1990,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,87.5,90,14,0,,0,1.14,14,20,-6,-0.43,-0.93,0,0,2,0,0,2,0,,,0,Ligue-2,60,2021-2022
Amir Richardson,fr FRA,MF,Le Havre,19,2002,15,14,1251,13.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,8,1,12.5,0.58,0.07,0.00,0.00,,83,86.9,87,10,1,28,0,1.67,14,8,+6,+0.43,+0.43,0,30,14,0,1,18,21,,,0,Ligue-2,60,2021-2022
Matthis Riou,fr FRA,DF,Guingamp,20,2001,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.00,0.00,0.00,,,90,6.3,90,1,0,,4,0.00,0,2,-2,-2.00,-1.87,0,1,0,0,3,4,1,,,0,Ligue-2,60,2021-2022
Rémy Riou,fr FRA,GK,Caen,34,1987,16,16,1440,16.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,100.0,90,16,0,,0,1.06,16,17,-1,-0.06,,0,1,5,0,0,0,0,,,0,Ligue-2,60,2021-2022
Jonathan Rivierez,fr FRA,DF,Caen,32,1989,16,15,1395,15.5,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,2,1,50.0,0.13,0.06,0.50,1.00,,87,96.9,90,15,1,45,0,1.06,16,16,0,0.00,+2.00,0,12,4,0,1,21,14,,,0,Ligue-2,60,2021-2022
Gaëtan Robail,fr FRA,"MF,FW",Valenciennes,27,1994,15,14,1204,13.4,4,2,4,0,0,2,0,0.30,0.15,0.45,0.30,0.45,38,15,39.5,2.84,1.12,0.11,0.27,,80,83.6,84,7,1,32,0,1.20,12,18,-6,-0.45,+0.70,0,22,12,4,85,15,13,,,0,Ligue-2,60,2021-2022
Antony Robic,fr FRA,"FW,MF",Bastia,35,1986,13,6,606,6.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,14,5,35.7,2.08,0.74,0.00,0.00,,47,42.1,74,2,7,23,0,0.92,5,6,-1,-0.15,-0.04,0,12,13,2,22,0,2,,,0,Ligue-2,60,2021-2022
Christopher Rocchia,fr FRA,"DF,MF",Dijon,23,1998,14,9,891,9.9,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,4,1,25.0,0.40,0.10,0.00,0.00,,64,61.9,87,8,5,22,0,1.36,12,16,-4,-0.40,-0.24,0,18,23,3,40,11,8,,,0,Ligue-2,60,2021-2022
Kévin Rocheteau,fr FRA,"FW,MF",Dunkerque,28,1993,12,10,839,9.3,3,2,2,1,1,1,0,0.32,0.21,0.54,0.21,0.43,23,11,47.8,2.47,1.18,0.09,0.18,,70,58.3,79,3,2,26,0,1.25,11,10,+1,+0.11,+1.01,0,10,12,4,35,6,10,,,0,Ligue-2,60,2021-2022
Anthony Roncaglia,fr FRA,DF,Bastia,22,1999,2,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,14,1.9,,0,2,14,7,1.00,0,1,-1,-3.33,-3.27,0,1,1,0,0,0,1,,,0,Ligue-2,60,2021-2022
Johan Rotsen,fr FRA,"MF,FW",Quevilly-Rouen,25,1996,6,2,181,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,30,12.6,68,1,4,12,5,1.17,1,3,-2,-0.99,-0.64,0,7,1,0,0,0,3,,,0,Ligue-2,60,2021-2022
Anthony Rouault,fr FRA,DF,Toulouse,20,2001,9,9,752,8.4,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,7,2,28.6,0.84,0.24,0.14,0.50,,84,52.2,84,7,0,,0,2.56,19,5,+14,+1.68,+0.63,0,9,3,0,2,11,7,,,0,Ligue-2,60,2021-2022
Baptiste Roux,fr FRA,"DF,MF",Guingamp,22,1999,15,13,1214,13.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,7,2,28.6,0.52,0.15,0.00,0.00,,81,84.3,89,12,2,31,1,1.00,15,20,-5,-0.37,-0.77,0,15,1,1,1,18,16,,,0,Ligue-2,60,2021-2022
Idriss Saadi,dz ALG,FW,Bastia,29,1992,12,7,526,5.8,2,1,2,0,0,0,0,0.34,0.17,0.51,0.34,0.51,5,2,40.0,0.86,0.34,0.40,1.00,,44,36.5,60,0,5,21,0,1.42,6,5,+1,+0.17,+0.47,0,10,2,5,2,0,0,,,0,Ligue-2,60,2021-2022
Joris Sainati,fr FRA,DF,Bastia,33,1988,7,4,345,3.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.52,0.00,0.00,,,49,24.0,82,2,3,5,9,1.29,2,4,-2,-0.52,-0.52,0,8,0,0,0,4,0,,,1,Ligue-2,60,2021-2022
Théo Sainte-Luce,fr FRA,DF,Nîmes,23,1998,15,15,1335,14.8,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,8,2,25.0,0.54,0.13,0.13,0.50,,89,92.7,89,13,0,,0,1.13,17,17,0,0.00,+0.86,0,15,9,1,42,27,30,,,0,Ligue-2,60,2021-2022
Hamza Sakhi,ma MAR,MF,Auxerre,25,1996,11,9,872,9.7,2,1,2,0,0,0,0,0.21,0.10,0.31,0.21,0.31,20,9,45.0,2.06,0.93,0.10,0.22,,79,60.6,90,9,2,31,0,1.55,14,7,+7,+0.72,+0.56,0,11,28,0,42,9,13,,,0,Ligue-2,60,2021-2022
Esteban Salles,fr FRA,GK,Grenoble,27,1994,1,0,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,57,4.0,,0,1,57,15,0.00,0,0,0,0.00,+0.26,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Sebastien Salles-Lamonge,fr FRA,MF,Bastia,25,1996,15,13,1093,12.1,2,5,2,0,0,0,0,0.16,0.41,0.58,0.16,0.58,13,4,30.8,1.07,0.33,0.15,0.50,,73,75.9,80,6,2,28,0,1.13,12,12,0,0.00,+0.52,0,12,17,2,54,16,13,,,0,Ligue-2,60,2021-2022
Frédéric Sammaritano,fr FRA,MF,Dijon,35,1986,9,1,163,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6,2,33.3,3.31,1.10,0.00,0.00,,18,11.3,60,0,8,13,6,1.11,3,5,-2,-1.10,-0.89,0,1,2,1,7,0,3,,,0,Ligue-2,60,2021-2022
Amadou Samoura,fr FRA,FW,Le Havre,18,2003,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,20,1.4,,0,1,20,0,1.00,0,0,0,0.00,-0.38,0,1,1,0,0,0,1,,,0,Ligue-2,60,2021-2022
Philipe Sampaio,br BRA,DF,Guingamp,27,1994,7,7,630,7.0,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,8,3,37.5,1.14,0.43,0.13,0.33,,90,43.8,90,7,0,,0,1.00,4,7,-3,-0.43,-0.32,0,18,11,1,0,8,8,,,0,Ligue-2,60,2021-2022
Amiran Sanaia,ge GEO,DF,Rodez Aveyron,32,1989,2,2,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,74,10.3,74,0,0,,4,0.50,0,2,-2,-1.22,-1.49,0,0,1,0,0,3,0,,,0,Ligue-2,60,2021-2022
Arouna Sangante,sn SEN,DF,Le Havre,19,2002,13,6,574,6.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,0.16,0.16,0.00,0.00,,44,39.9,90,6,7,5,3,1.85,5,3,+2,+0.31,-0.10,0,9,5,0,0,8,3,,,0,Ligue-2,60,2021-2022
Gustavo Sangaré,bf BFA,MF,Quevilly-Rouen,25,1996,15,11,980,10.9,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,9,2,22.2,0.83,0.18,0.00,0.00,,65,68.1,81,6,4,22,0,1.13,10,11,-1,-0.09,+1.08,0,25,33,1,5,27,21,,,0,Ligue-2,60,2021-2022
Sam Sanna,fr FRA,MF,Toulouse,22,1999,5,0,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,3.42,1.14,0.00,0.00,,16,5.5,,0,5,16,10,2.60,3,2,+1,+1.14,-0.25,0,0,0,0,1,1,1,,,0,Ligue-2,60,2021-2022
Benjamin Santelli,fr FRA,"FW,MF",Bastia,30,1991,15,14,1157,12.9,6,2,5,1,1,4,0,0.47,0.16,0.62,0.39,0.54,25,10,40.0,1.94,0.78,0.20,0.50,,77,80.3,81,6,1,24,0,1.13,13,12,+1,+0.08,+1.03,0,24,12,17,29,10,7,,,0,Ligue-2,60,2021-2022
Aurélien Scheidler,fr FRA,FW,Dijon,23,1998,16,7,844,9.4,5,0,5,0,0,3,0,0.53,0.00,0.53,0.53,0.53,32,15,46.9,3.41,1.60,0.16,0.33,,53,58.6,80,4,9,32,0,1.19,11,14,-3,-0.32,-0.02,0,26,17,6,2,3,3,,,0,Ligue-2,60,2021-2022
Kevin Schur,fr FRA,"MF,FW",Bastia,31,1990,14,10,955,10.6,2,0,2,0,0,4,0,0.19,0.00,0.19,0.19,0.19,13,9,69.2,1.23,0.85,0.15,0.22,,68,66.3,82,7,4,34,0,1.21,8,10,-2,-0.19,-0.19,0,11,11,1,19,7,6,,,0,Ligue-2,60,2021-2022
Désiré Segbé Azankpo,bj BEN,"FW,MF",Dunkerque,28,1993,13,9,758,8.4,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,19,6,31.6,2.26,0.71,0.05,0.17,,58,52.6,78,3,4,15,1,0.92,7,9,-2,-0.24,+0.16,0,19,6,2,15,2,4,,,0,Ligue-2,60,2021-2022
Manuel Semedo,pt POR,FW,Dunkerque,21,2000,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,15,2.0,,0,2,15,1,0.00,0,1,-1,-3.10,-2.85,0,2,0,0,1,0,0,,,0,Ligue-2,60,2021-2022
Marvin Senaya,tg TOG,DF,Sochaux,20,2001,7,3,311,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.29,0.00,0.00,,,44,21.6,86,2,4,14,3,2.14,4,1,+3,+0.87,+0.87,0,7,6,0,7,12,8,,,0,Ligue-2,60,2021-2022
Steve Shamal,fr FRA,MF,Caen,25,1996,14,5,616,6.8,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,14,2,14.3,2.05,0.29,0.07,0.50,,44,42.8,70,1,9,29,1,1.14,7,4,+3,+0.44,+0.88,0,8,7,2,26,6,5,,,0,Ligue-2,60,2021-2022
Mahame Siby,ml MLI,MF,Paris FC,25,1996,5,5,449,5.0,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,5,3,60.0,1.00,0.60,0.20,0.33,,90,31.2,90,4,0,,0,2.00,5,3,+2,+0.40,+0.22,0,3,2,1,6,2,3,,,0,Ligue-2,60,2021-2022
Kalidou Sidibé,fr FRA,"MF,DF",Quevilly-Rouen,22,1999,9,9,787,8.7,1,0,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,10,2,20.0,1.14,0.23,0.10,0.50,,87,54.7,87,7,0,,0,1.00,7,10,-3,-0.34,+0.21,0,19,31,0,0,14,14,,,0,Ligue-2,60,2021-2022
Oumar Sidibé,fr FRA,FW,Valenciennes,20,2001,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,11,0.8,,0,1,11,0,3.00,0,0,0,0.00,+0.57,0,1,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Elliot Simoes,ao ANG,"MF,FW",Nancy,21,1999,9,3,261,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,1.03,0.34,0.00,0.00,,29,18.1,55,0,6,16,0,1.00,2,6,-4,-1.38,-0.62,0,6,3,0,14,2,4,,,0,Ligue-2,60,2021-2022
Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,21,1999,14,7,680,7.6,1,3,1,0,0,4,0,0.13,0.40,0.53,0.13,0.53,22,9,40.9,2.91,1.19,0.05,0.11,,49,47.2,82,2,7,16,0,1.86,15,7,+8,+1.06,+1.06,0,22,9,5,5,2,8,,,0,Ligue-2,60,2021-2022
Ibrahim Sissoko,ml MLI,FW,Niort,26,1995,6,2,191,2.1,1,0,1,0,0,1,0,0.47,0.00,0.47,0.47,0.47,5,2,40.0,2.36,0.94,0.20,0.50,,32,13.3,59,0,4,18,0,1.17,2,4,-2,-0.94,-0.94,0,3,3,1,1,0,2,,,0,Ligue-2,60,2021-2022
Maxime Sivis,fr FRA,DF,Guingamp,23,1998,6,6,523,5.8,2,0,2,0,0,1,0,0.34,0.00,0.34,0.34,0.34,6,3,50.0,1.03,0.52,0.33,0.67,,87,36.3,87,5,0,,0,1.33,10,10,0,0.00,+0.39,0,4,10,1,14,4,6,,,0,Ligue-2,60,2021-2022
Naatan Skyttä,fi FIN,MF,Toulouse,19,2002,4,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,2.69,0.00,0.00,,,17,4.7,,0,4,17,7,1.75,1,0,+1,+1.34,-0.03,0,0,1,0,0,0,0,,,0,Ligue-2,60,2021-2022
Soares,gw GNB,DF,Nancy,20,2001,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,2,0.1,,0,1,2,1,0.00,0,0,0,0.00,+0.88,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
François-Joseph Sollacaro,fr FRA,GK,Ajaccio,27,1994,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,12.5,90,2,0,,12,2.33,5,1,+4,+2.00,+1.57,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Bryan Soumaré,fr FRA,MF,Dijon,22,1999,7,6,432,4.8,0,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,4,3,75.0,0.83,0.62,0.00,0.00,,62,30.0,68,1,1,23,0,0.57,4,8,-4,-0.83,-0.74,0,1,9,0,20,4,4,,,0,Ligue-2,60,2021-2022
Yaya Soumaré,fr FRA,"MF,FW",Dijon,21,2000,5,3,294,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.61,0.00,0.00,,,59,20.4,79,0,2,29,6,0.20,5,8,-3,-0.92,-0.76,0,5,5,1,3,4,3,,,0,Ligue-2,60,2021-2022
Maxime Spano,dz ALG,DF,Valenciennes,27,1994,6,5,419,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.21,0.00,0.00,,,70,29.1,81,3,1,16,6,1.50,5,10,-5,-1.07,-0.72,0,2,3,0,0,1,3,,,0,Ligue-2,60,2021-2022
Stijn Spierings,nl NED,"MF,DF",Toulouse,25,1996,15,12,1083,12.0,1,3,1,0,0,5,0,0.08,0.25,0.33,0.08,0.33,10,3,30.0,0.83,0.25,0.10,0.33,,72,75.2,87,10,3,11,0,2.00,23,11,+12,+1.00,-1.52,0,17,9,0,7,20,16,,,0,Ligue-2,60,2021-2022
Bart Straalman,nl NED,DF,Grenoble,25,1996,1,1,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,42,2.9,42,0,0,,0,0.00,0,1,-1,-2.14,-1.95,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Harouna Sy,fr FRA,DF,Dunkerque,25,1996,1,1,90,1.0,0,1,0,0,0,1,0,0.00,1.00,1.00,0.00,1.00,1,1,100.0,1.00,1.00,0.00,0.00,,90,6.3,90,1,0,,0,1.00,1,1,0,0.00,+0.33,0,2,5,0,1,0,0,,,0,Ligue-2,60,2021-2022
Harouna Sy,fr FRA,"DF,MF",Amiens,25,1996,11,10,816,9.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.22,0.00,0.00,,,74,56.7,82,6,1,1,2,1.00,7,9,-2,-0.22,-0.22,0,9,11,1,25,18,10,,,0,Ligue-2,60,2021-2022
Issiaga Sylla,gn GUI,"DF,MF",Toulouse,27,1994,13,13,1106,12.3,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,2,0,0.0,0.16,0.00,0.00,,,85,76.8,85,12,0,,0,2.15,31,10,+21,+1.71,+1.44,0,12,9,5,37,21,22,,,0,Ligue-2,60,2021-2022
Jules Sylvestre Brac,fr FRA,DF,Grenoble,23,1998,9,5,484,5.4,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,3,1,33.3,0.56,0.19,0.33,1.00,,54,33.6,85,4,4,15,6,1.56,8,7,+1,+0.19,+0.66,0,5,0,0,2,17,3,,,0,Ligue-2,60,2021-2022
Eddy Sylvestre,fr FRA,MF,Pau FC,22,1999,14,4,383,4.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,6,1,16.7,1.41,0.23,0.00,0.00,,27,26.6,65,0,10,12,1,1.64,6,3,+3,+0.70,+0.88,0,11,10,0,13,5,9,,,0,Ligue-2,60,2021-2022
Robin Taillan,fr FRA,DF,Quevilly-Rouen,29,1992,2,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,10,1.3,,0,2,10,1,0.50,0,0,0,0.00,+0.44,0,1,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Amine Talal,ma MAR,MF,Bastia,25,1996,8,7,519,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,12,5,41.7,2.08,0.87,0.00,0.00,,65,36.0,73,2,1,8,0,1.38,5,6,-1,-0.17,-0.08,0,8,19,0,9,2,4,,,0,Ligue-2,60,2021-2022
Adil Taoui,fr FRA,"MF,FW",Bastia,20,2001,7,4,384,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6,2,33.3,1.41,0.47,0.00,0.00,,55,26.7,68,0,3,37,2,0.43,1,5,-4,-0.94,-1.11,0,6,7,3,13,3,4,,,0,Ligue-2,60,2021-2022
Arnaud Tattevin,cf CTA,"MF,FW",Paris FC,21,2000,4,2,149,1.7,1,0,1,0,0,0,0,0.60,0.00,0.60,0.60,0.60,7,5,71.4,4.23,3.02,0.14,0.20,,37,10.3,59,0,2,16,2,0.75,2,1,+1,+0.60,+0.39,0,2,2,0,1,0,2,,,0,Ligue-2,60,2021-2022
Malik Tchokounté,fr FRA,FW,Dunkerque,33,1988,16,15,1311,14.6,5,1,5,0,0,2,0,0.34,0.07,0.41,0.34,0.41,25,9,36.0,1.72,0.62,0.20,0.56,,82,91.0,86,12,1,22,0,1.00,14,16,-2,-0.14,+1.96,0,28,30,13,9,4,8,,,0,Ligue-2,60,2021-2022
Hermann Tebily,fr FRA,FW,Sochaux,19,2002,11,2,238,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,7,2,28.6,2.65,0.76,0.00,0.00,,22,16.5,53,0,9,15,4,1.73,3,4,-1,-0.38,-0.68,0,12,3,4,5,1,2,,,0,Ligue-2,60,2021-2022
Alexandre Tegar,fr FRA,DF,Quevilly-Rouen,21,2000,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,25.0,90,4,0,,1,1.50,6,6,0,0.00,+0.58,0,4,2,0,0,9,9,,,0,Ligue-2,60,2021-2022
Demba Thiam,fr FRA,"DF,MF",Dunkerque,31,1989,15,14,1270,14.1,0,2,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,2,0,0.0,0.14,0.00,0.00,,,85,88.2,90,14,1,10,0,0.87,11,17,-6,-0.43,-0.95,0,10,25,0,37,21,12,,,0,Ligue-2,60,2021-2022
Mamadou Thiam,sn SEN,"FW,MF",Nancy,26,1995,15,9,777,8.6,1,1,1,0,0,0,0,0.12,0.12,0.23,0.12,0.23,22,5,22.7,2.55,0.58,0.05,0.20,,52,54.0,76,3,6,16,0,0.73,5,16,-11,-1.27,-0.87,0,8,7,1,35,2,6,,,1,Ligue-2,60,2021-2022
