Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,League Name,League ID,Season
6.0,Sun,2021-09-26,15:30,Bochum,0.7,0–0,0.3,Stuttgart,15300.0,Vonovia Ruhrstadion,Christian Dingert,Match Report,,Bundesliga,20,2021-2022
6.0,Sun,2021-09-26,17:30,Freiburg,3.1,3–0,0.2,Augsburg,14400.0,Schwarzwald-Stadion,Daniel Schlager,Match Report,,Bundesliga,20,2021-2022
7.0,Fri,2021-10-01,20:30,Köln,2.7,3–1,1.1,Greuther Fürth,40000.0,RheinEnergieSTADION,Matthias JÃ¶llenbeck,Match Report,,Bundesliga,20,2021-2022
7.0,Sat,2021-10-02,15:30,Dortmund,3.1,2–1,0.8,Augsburg,41000.0,Signal Iduna Park,Tobias Welz,Match Report,,Bundesliga,20,2021-2022
7.0,Sat,2021-10-02,15:30,Hertha BSC,1.0,1–2,1.0,Freiburg,18376.0,Olympiastadion Berlin,Patrick Ittrich,Match Report,,Bundesliga,20,2021-2022
7.0,Sat,2021-10-02,15:30,Stuttgart,0.8,3–1,1.3,Hoffenheim,24211.0,Mercedes-Benz Arena,Harm Osmers,Match Report,,Bundesliga,20,2021-2022
7.0,Sat,2021-10-02,15:30,Wolfsburg,1.3,1–3,3.1,M'Gladbach,12845.0,Volkswagen Arena,Frank Willenborg,Match Report,,Bundesliga,20,2021-2022
7.0,Sat,2021-10-02,18:30,RB Leipzig,2.5,3–0,1.3,Bochum,25598.0,Red Bull Arena,Robert Hartmann,Match Report,,Bundesliga,20,2021-2022
7.0,Sun,2021-10-03,15:30,Mainz 05,1.1,1–2,1.2,Union Berlin,16000.0,Opel Arena,Tobias Stieler,Match Report,,Bundesliga,20,2021-2022
7.0,Sun,2021-10-03,17:30,Bayern Munich,2.6,1–2,0.7,Eint Frankfurt,25000.0,Allianz Arena,Florian BadstÃ¼bner,Match Report,,Bundesliga,20,2021-2022
7.0,Sun,2021-10-03,19:30,Arminia,0.4,0–4,3.0,Leverkusen,16250.0,SchÃ¼coArena,Felix Zwayer,Match Report,,Bundesliga,20,2021-2022
8.0,Fri,2021-10-15,20:30,Hoffenheim,3.7,5–0,0.7,Köln,14309.0,PreZero Arena,Tobias Reichel,Match Report,,Bundesliga,20,2021-2022
8.0,Sat,2021-10-16,15:30,Freiburg,1.4,1–1,1.7,RB Leipzig,20000.0,Europa-Park Stadion,Daniel Siebert,Match Report,,Bundesliga,20,2021-2022
8.0,Sat,2021-10-16,15:30,Eint Frankfurt,1.6,1–2,2.1,Hertha BSC,32000.0,Commerzbank-Arena,Deniz Aytekin,Match Report,,Bundesliga,20,2021-2022
8.0,Sat,2021-10-16,15:30,Union Berlin,1.1,2–0,1.8,Wolfsburg,11000.0,Stadion An der Alten FÃ¶rsterei,Sascha Stegemann,Match Report,,Bundesliga,20,2021-2022
8.0,Sat,2021-10-16,15:30,Greuther Fürth,1.0,0–1,1.2,Bochum,10586.0,Sportpark Ronhof Thomas Sommer,Bastian Dankert,Match Report,,Bundesliga,20,2021-2022
8.0,Sat,2021-10-16,15:30,Dortmund,2.3,3–1,0.6,Mainz 05,63812.0,Signal Iduna Park,Daniel Schlager,Match Report,,Bundesliga,20,2021-2022
8.0,Sat,2021-10-16,18:30,M'Gladbach,2.6,1–1,0.5,Stuttgart,41608.0,Stadion im Borussia-Park,Felix Brych,Match Report,,Bundesliga,20,2021-2022
8.0,Sun,2021-10-17,15:30,Leverkusen,0.8,1–5,3.2,Bayern Munich,29542.0,BayArena,Sven Jablonski,Match Report,,Bundesliga,20,2021-2022
8.0,Sun,2021-10-17,17:30,Augsburg,0.8,1–1,0.4,Arminia,17500.0,WWK Arena,Robert SchrÃ¶der,Match Report,,Bundesliga,20,2021-2022
9.0,Fri,2021-10-22,20:30,Mainz 05,3.6,4–1,0.8,Augsburg,19400.0,Opel Arena,Robert Hartmann,Match Report,,Bundesliga,20,2021-2022
9.0,Sat,2021-10-23,15:30,Arminia,1.7,1–3,2.4,Dortmund,25000.0,SchÃ¼coArena,Benjamin Brand,Match Report,,Bundesliga,20,2021-2022
9.0,Sat,2021-10-23,15:30,Wolfsburg,1.9,0–2,1.5,Freiburg,10251.0,Volkswagen Arena,Tobias Welz,Match Report,,Bundesliga,20,2021-2022
9.0,Sat,2021-10-23,15:30,RB Leipzig,2.5,4–1,1.5,Greuther Fürth,24758.0,Red Bull Arena,Christian Dingert,Match Report,,Bundesliga,20,2021-2022
9.0,Sat,2021-10-23,15:30,Bayern Munich,2.4,4–0,0.7,Hoffenheim,60000.0,Allianz Arena,Matthias JÃ¶llenbeck,Match Report,,Bundesliga,20,2021-2022
9.0,Sat,2021-10-23,18:30,Hertha BSC,1.1,1–0,0.7,M'Gladbach,25000.0,Olympiastadion Berlin,Benjamin Cortus,Match Report,,Bundesliga,20,2021-2022
9.0,Sun,2021-10-24,15:30,Köln,1.9,2–2,1.4,Leverkusen,49600.0,RheinEnergieSTADION,Felix Zwayer,Match Report,,Bundesliga,20,2021-2022
9.0,Sun,2021-10-24,17:30,Stuttgart,0.5,1–1,1.2,Union Berlin,32595.0,Mercedes-Benz Arena,Florian BadstÃ¼bner,Match Report,,Bundesliga,20,2021-2022
9.0,Sun,2021-10-24,19:30,Bochum,2.4,2–0,1.6,Eint Frankfurt,19510.0,Vonovia Ruhrstadion,Marco Fritz,Match Report,,Bundesliga,20,2021-2022
10.0,Fri,2021-10-29,20:30,Hoffenheim,1.0,2–0,0.4,Hertha BSC,8127.0,PreZero Arena,Sven Jablonski,Match Report,,Bundesliga,20,2021-2022
10.0,Sat,2021-10-30,15:30,Union Berlin,1.1,2–5,3.3,Bayern Munich,16509.0,Stadion An der Alten FÃ¶rsterei,Harm Osmers,Match Report,,Bundesliga,20,2021-2022
10.0,Sat,2021-10-30,15:30,Dortmund,1.3,2–0,1.4,Köln,66709.0,Signal Iduna Park,Martin Petersen,Match Report,,Bundesliga,20,2021-2022
10.0,Sat,2021-10-30,15:30,Arminia,0.7,1–2,2.5,Mainz 05,19477.0,SchÃ¼coArena,Bastian Dankert,Match Report,,Bundesliga,20,2021-2022
10.0,Sat,2021-10-30,15:30,Leverkusen,1.4,0–2,1.7,Wolfsburg,20132.0,BayArena,Deniz Aytekin,Match Report,,Bundesliga,20,2021-2022
10.0,Sat,2021-10-30,15:30,Freiburg,1.3,3–1,0.7,Greuther Fürth,31500.0,Europa-Park Stadion,Felix Brych,Match Report,,Bundesliga,20,2021-2022
10.0,Sat,2021-10-30,18:30,Eint Frankfurt,0.5,1–1,2.9,RB Leipzig,31000.0,Commerzbank-Arena,Daniel Schlager,Match Report,,Bundesliga,20,2021-2022
10.0,Sun,2021-10-31,15:30,Augsburg,2.0,4–1,0.9,Stuttgart,17500.0,WWK Arena,Patrick Ittrich,Match Report,,Bundesliga,20,2021-2022
10.0,Sun,2021-10-31,17:30,M'Gladbach,1.8,2–1,1.0,Bochum,42361.0,Stadion im Borussia-Park,Tobias Reichel,Match Report,,Bundesliga,20,2021-2022
11.0,Fri,2021-11-05,20:30,Mainz 05,1.0,1–1,1.9,M'Gladbach,25000.0,Opel Arena,Robert SchrÃ¶der,Match Report,,Bundesliga,20,2021-2022
11.0,Sat,2021-11-06,15:30,Bochum,2.3,2–0,0.6,Hoffenheim,19600.0,Vonovia Ruhrstadion,Frank Willenborg,Match Report,,Bundesliga,20,2021-2022
11.0,Sat,2021-11-06,15:30,Bayern Munich,3.5,2–1,1.1,Freiburg,75000.0,Allianz Arena,Sascha Stegemann,Match Report,,Bundesliga,20,2021-2022
11.0,Sat,2021-11-06,15:30,Stuttgart,0.9,0–1,1.7,Arminia,33550.0,Mercedes-Benz Arena,Christian Dingert,Match Report,,Bundesliga,20,2021-2022
11.0,Sat,2021-11-06,15:30,Wolfsburg,0.8,1–0,0.6,Augsburg,16095.0,Volkswagen Arena,Marco Fritz,Match Report,,Bundesliga,20,2021-2022
11.0,Sat,2021-11-06,18:30,RB Leipzig,2.4,2–1,1.2,Dortmund,43429.0,Red Bull Arena,Felix Zwayer,Match Report,,Bundesliga,20,2021-2022
11.0,Sun,2021-11-07,15:30,Hertha BSC,0.9,1–1,1.0,Leverkusen,22187.0,Olympiastadion Berlin,Robert Hartmann,Match Report,,Bundesliga,20,2021-2022
11.0,Sun,2021-11-07,17:30,Köln,2.1,2–2,1.1,Union Berlin,49000.0,RheinEnergieSTADION,Tobias Stieler,Match Report,,Bundesliga,20,2021-2022
11.0,Sun,2021-11-07,19:30,Greuther Fürth,2.8,1–2,1.5,Eint Frankfurt,10244.0,Sportpark Ronhof Thomas Sommer,Daniel Siebert,Match Report,,Bundesliga,20,2021-2022
12.0,Fri,2021-11-19,20:30,Augsburg,0.3,2–1,1.6,Bayern Munich,26000.0,WWK Arena,Daniel Siebert,Match Report,,Bundesliga,20,2021-2022
12.0,Sat,2021-11-20,15:30,Arminia,1.5,2–2,1.7,Wolfsburg,19801.0,SchÃ¼coArena,Martin Petersen,Match Report,,Bundesliga,20,2021-2022
12.0,Sat,2021-11-20,15:30,Hoffenheim,2.5,2–0,0.2,RB Leipzig,13233.0,PreZero Arena,Tobias Welz,Match Report,,Bundesliga,20,2021-2022
12.0,Sat,2021-11-20,15:30,Leverkusen,1.7,1–0,0.7,Bochum,22538.0,BayArena,Daniel Schlager,Match Report,,Bundesliga,20,2021-2022
12.0,Sat,2021-11-20,15:30,M'Gladbach,2.6,4–0,0.4,Greuther Fürth,38621.0,Stadion im Borussia-Park,Benjamin Brand,Match Report,,Bundesliga,20,2021-2022
12.0,Sat,2021-11-20,15:30,Dortmund,1.7,2–1,1.4,Stuttgart,57900.0,Signal Iduna Park,Harm Osmers,Match Report,,Bundesliga,20,2021-2022
12.0,Sat,2021-11-20,18:30,Union Berlin,2.5,2–0,0.6,Hertha BSC,22012.0,Stadion An der Alten FÃ¶rsterei,Felix Brych,Match Report,,Bundesliga,20,2021-2022
12.0,Sun,2021-11-21,15:30,Freiburg,1.7,0–2,1.3,Eint Frankfurt,32500.0,Europa-Park Stadion,Florian BadstÃ¼bner,Match Report,,Bundesliga,20,2021-2022
12.0,Sun,2021-11-21,17:30,Mainz 05,0.9,1–1,1.7,Köln,25500.0,Opel Arena,Deniz Aytekin,Match Report,,Bundesliga,20,2021-2022
13.0,Fri,2021-11-26,20:30,Stuttgart,0.4,2–1,1.0,Mainz 05,25000.0,Mercedes-Benz Arena,Matthias JÃ¶llenbeck,Match Report,,Bundesliga,20,2021-2022
13.0,Sat,2021-11-27,15:30,Wolfsburg,1.4,1–3,2.2,Dortmund,13281.0,Volkswagen Arena,Sven Jablonski,Match Report,,Bundesliga,20,2021-2022
13.0,Sat,2021-11-27,15:30,Köln,1.7,4–1,1.1,M'Gladbach,50000.0,RheinEnergieSTADION,Robert SchrÃ¶der,Match Report,,Bundesliga,20,2021-2022
13.0,Sat,2021-11-27,15:30,Bochum,1.1,2–1,2.0,Freiburg,19700.0,Vonovia Ruhrstadion,Patrick Ittrich,Match Report,,Bundesliga,20,2021-2022
13.0,Sat,2021-11-27,15:30,Greuther Fürth,1.4,3–6,3.0,Hoffenheim,3385.0,Sportpark Ronhof Thomas Sommer,Bastian Dankert,Match Report,,Bundesliga,20,2021-2022
13.0,Sat,2021-11-27,15:30,Hertha BSC,1.4,1–1,1.4,Augsburg,14523.0,Olympiastadion Berlin,Frank Willenborg,Match Report,,Bundesliga,20,2021-2022
13.0,Sat,2021-11-27,18:30,Bayern Munich,2.3,1–0,0.5,Arminia,12000.0,Allianz Arena,Marco Fritz,Match Report,,Bundesliga,20,2021-2022
13.0,Sun,2021-11-28,15:30,Eint Frankfurt,2.0,2–1,1.3,Union Berlin,24000.0,Commerzbank-Arena,Sascha Stegemann,Match Report,,Bundesliga,20,2021-2022
13.0,Sun,2021-11-28,17:30,RB Leipzig,1.6,1–3,1.8,Leverkusen,,Red Bull Arena,Benjamin Cortus,Match Report,,Bundesliga,20,2021-2022
14.0,Fri,2021-12-03,20:30,Union Berlin,,,,RB Leipzig,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,,Bundesliga,20,2021-2022
14.0,Sat,2021-12-04,15:30,Mainz 05,,,,Wolfsburg,,Opel Arena,,Head-to-Head,,Bundesliga,20,2021-2022
14.0,Sat,2021-12-04,15:30,Leverkusen,,,,Greuther Fürth,,BayArena,,Head-to-Head,,Bundesliga,20,2021-2022
14.0,Sat,2021-12-04,15:30,Hoffenheim,,,,Eint Frankfurt,,PreZero Arena,,Head-to-Head,,Bundesliga,20,2021-2022
14.0,Sat,2021-12-04,15:30,Arminia,,,,Köln,,SchÃ¼coArena,,Head-to-Head,,Bundesliga,20,2021-2022
14.0,Sat,2021-12-04,15:30,Augsburg,,,,Bochum,,WWK Arena,,Head-to-Head,,Bundesliga,20,2021-2022
14.0,Sat,2021-12-04,18:30,Dortmund,,,,Bayern Munich,,Signal Iduna Park,,Head-to-Head,,Bundesliga,20,2021-2022
14.0,Sun,2021-12-05,15:30,Stuttgart,,,,Hertha BSC,,Mercedes-Benz Arena,,Head-to-Head,,Bundesliga,20,2021-2022
14.0,Sun,2021-12-05,17:30,M'Gladbach,,,,Freiburg,,Stadion im Borussia-Park,,Head-to-Head,,Bundesliga,20,2021-2022
15.0,Fri,2021-12-10,20:30,Köln,,,,Augsburg,,RheinEnergieSTADION,,Head-to-Head,,Bundesliga,20,2021-2022
15.0,Sat,2021-12-11,15:30,RB Leipzig,,,,M'Gladbach,,Red Bull Arena,,Head-to-Head,,Bundesliga,20,2021-2022
15.0,Sat,2021-12-11,15:30,Hertha BSC,,,,Arminia,,Olympiastadion Berlin,,Head-to-Head,,Bundesliga,20,2021-2022
15.0,Sat,2021-12-11,15:30,Bayern Munich,,,,Mainz 05,,Allianz Arena,,Head-to-Head,,Bundesliga,20,2021-2022
15.0,Sat,2021-12-11,15:30,Bochum,,,,Dortmund,,Vonovia Ruhrstadion,,Head-to-Head,,Bundesliga,20,2021-2022
15.0,Sat,2021-12-11,15:30,Freiburg,,,,Hoffenheim,,Europa-Park Stadion,,Head-to-Head,,Bundesliga,20,2021-2022
15.0,Sat,2021-12-11,18:30,Wolfsburg,,,,Stuttgart,,Volkswagen Arena,,Head-to-Head,,Bundesliga,20,2021-2022
15.0,Sun,2021-12-12,15:30,Greuther Fürth,,,,Union Berlin,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,,Bundesliga,20,2021-2022
15.0,Sun,2021-12-12,17:30,Eint Frankfurt,,,,Leverkusen,,Commerzbank-Arena,,Head-to-Head,,Bundesliga,20,2021-2022
16.0,Tue,2021-12-14,18:30,Stuttgart,,,,Bayern Munich,,Mercedes-Benz Arena,,Head-to-Head,,Bundesliga,20,2021-2022
16.0,Tue,2021-12-14,20:30,Wolfsburg,,,,Köln,,Volkswagen Arena,,Head-to-Head,,Bundesliga,20,2021-2022
16.0,Tue,2021-12-14,20:30,Arminia,,,,Bochum,,SchÃ¼coArena,,Head-to-Head,,Bundesliga,20,2021-2022
16.0,Tue,2021-12-14,20:30,Mainz 05,,,,Hertha BSC,,Opel Arena,,Head-to-Head,,Bundesliga,20,2021-2022
16.0,Wed,2021-12-15,18:30,M'Gladbach,,,,Eint Frankfurt,,Stadion im Borussia-Park,,Head-to-Head,,Bundesliga,20,2021-2022
16.0,Wed,2021-12-15,20:30,Augsburg,,,,RB Leipzig,,WWK Arena,,Head-to-Head,,Bundesliga,20,2021-2022
16.0,Wed,2021-12-15,20:30,Union Berlin,,,,Freiburg,,Stadion An der Alten FÃ¶rsterei,,Head-to-Head,,Bundesliga,20,2021-2022
16.0,Wed,2021-12-15,20:30,Dortmund,,,,Greuther Fürth,,Signal Iduna Park,,Head-to-Head,,Bundesliga,20,2021-2022
16.0,Wed,2021-12-15,20:30,Leverkusen,,,,Hoffenheim,,BayArena,,Head-to-Head,,Bundesliga,20,2021-2022
17.0,Fri,2021-12-17,20:30,Bayern Munich,,,,Wolfsburg,,Allianz Arena,,Head-to-Head,,Bundesliga,20,2021-2022
17.0,Sat,2021-12-18,15:30,Bochum,,,,Union Berlin,,Vonovia Ruhrstadion,,Head-to-Head,,Bundesliga,20,2021-2022
17.0,Sat,2021-12-18,15:30,Eint Frankfurt,,,,Mainz 05,,Commerzbank-Arena,,Head-to-Head,,Bundesliga,20,2021-2022
17.0,Sat,2021-12-18,15:30,RB Leipzig,,,,Arminia,,Red Bull Arena,,Head-to-Head,,Bundesliga,20,2021-2022
17.0,Sat,2021-12-18,15:30,Hoffenheim,,,,M'Gladbach,,PreZero Arena,,Head-to-Head,,Bundesliga,20,2021-2022
17.0,Sat,2021-12-18,15:30,Greuther Fürth,,,,Augsburg,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,,Bundesliga,20,2021-2022
17.0,Sat,2021-12-18,18:30,Hertha BSC,,,,Dortmund,,Olympiastadion Berlin,,Head-to-Head,,Bundesliga,20,2021-2022
17.0,Sun,2021-12-19,15:30,Freiburg,,,,Leverkusen,,Europa-Park Stadion,,Head-to-Head,,Bundesliga,20,2021-2022
17.0,Sun,2021-12-19,17:30,Köln,,,,Stuttgart,,RheinEnergieSTADION,,Head-to-Head,,Bundesliga,20,2021-2022
18.0,Fri,2022-01-07,20:30,Bayern Munich,,,,M'Gladbach,,Allianz Arena,,Head-to-Head,,Bundesliga,20,2021-2022
18.0,Sat,2022-01-08,15:30,Hoffenheim,,,,Augsburg,,PreZero Arena,,Head-to-Head,,Bundesliga,20,2021-2022
18.0,Sat,2022-01-08,15:30,Greuther Fürth,,,,Stuttgart,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,,Bundesliga,20,2021-2022
18.0,Sat,2022-01-08,15:30,RB Leipzig,,,,Mainz 05,,Red Bull Arena,,Head-to-Head,,Bundesliga,20,2021-2022
18.0,Sat,2022-01-08,15:30,Freiburg,,,,Arminia,,Europa-Park Stadion,,Head-to-Head,,Bundesliga,20,2021-2022
18.0,Sat,2022-01-08,15:30,Leverkusen,,,,Union Berlin,,BayArena,,Head-to-Head,,Bundesliga,20,2021-2022
