Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Alavés,24,28,55.9,16,176,1440,16.0,22,15,20,2,4,34,0,1.37,0.94,2.31,1.25,2.19,20.3,17.2,13.9,31.0,1.27,0.87,2.13,1.07,1.94,206,57,27.7,12.87,3.56,0.1,0.35,17.3,8,0.08,1.7,2.8,6513,8214,79.3,128577,42966,2694,3051,88.3,2671,3094,86.3,1024,1769,57.9,1.1,147,488,154,41,565,7351,863,12,1046,266,233,101,20,46,2,5330,1064,1820,2141,5023,336,383,126,31,150,191,195,314,19.62,219,39,20,16,9,33,2.06,26,1,0,5,0,1,250,150,105,114,31,87,39.9,131,624,30.6,648,957,437,0,188,464,330,1,10072,987,416,242,60.3,161,9,6384,50,207,156,7682,6513,84.8,565,90,100,82,102,75,20,102,0.94,22,13,9,0.56,20.3,16.8,3.4,0.21,0,220,0,4,1,1375,283,404,41.2,La-Liga,12,2021-2022
Athletic Club,23,28,50.0,17,187,1530,17.0,12,9,10,2,2,44,4,0.71,0.53,1.24,0.59,1.12,14.9,13.4,9.5,22.9,0.88,0.56,1.43,0.79,1.35,189,50,26.5,11.12,2.94,0.05,0.2,18.3,8,0.07,-2.9,-3.4,6250,8018,77.9,131558,43946,2444,2790,87.6,2523,2972,84.9,1173,1968,59.6,-0.5,140,451,105,35,489,7143,875,4,1199,382,215,70,25,27,4,4891,1184,1943,2215,4685,356,377,124,30,171,186,209,295,17.35,212,27,12,15,12,18,1.06,12,1,1,1,2,1,302,179,165,110,27,101,38.8,159,657,29.3,845,982,417,3,214,579,439,9,10131,1361,356,247,53.4,149,15,6048,71,233,158,7485,6250,83.5,489,90,100,82,111,73,21,118,1.24,12,13,-1,-0.06,14.9,24.2,-9.3,-0.55,2,224,1,3,2,1429,313,288,52.1,La-Liga,12,2021-2022
Atlético Madrid,22,27,46.1,16,176,1440,16.0,17,12,14,3,3,37,3,1.06,0.75,1.81,0.87,1.62,12.2,10.2,7.5,17.8,0.82,0.5,1.32,0.68,1.18,122,33,27.0,7.62,2.06,0.11,0.42,18.7,6,0.08,2.8,1.8,5407,6771,79.9,107262,34364,2155,2426,88.8,2331,2678,87.0,828,1416,58.5,2.5,79,353,76,20,360,6055,716,8,754,218,137,55,21,22,4,4673,776,1322,1859,4154,288,256,81,20,145,168,155,186,12.4,120,19,14,15,9,25,1.67,8,4,4,3,4,2,247,159,141,70,36,70,32.9,143,507,25.2,763,856,394,2,175,513,377,6,8497,1169,228,245,54.3,147,12,5275,37,192,157,6289,5407,86.0,360,90,100,82,99,74,18,103,1.81,18,27,-9,-0.56,12.2,21.6,-9.4,-0.63,1,200,1,1,2,1031,196,247,44.2,La-Liga,12,2021-2022
Barcelona,31,28,35.5,16,176,1440,16.0,19,14,19,0,0,42,0,1.19,0.87,2.06,1.19,2.06,16.1,16.1,12.1,28.1,1.0,0.75,1.76,1.0,1.76,160,49,30.6,10.0,3.06,0.12,0.39,17.1,7,0.1,2.9,2.9,4348,5732,75.9,89338,34474,1709,1955,87.4,1743,2095,83.2,781,1384,56.4,1.9,113,317,99,31,373,4976,756,13,937,203,158,57,25,23,1,3464,854,1414,1575,3377,239,256,99,30,130,162,190,254,15.87,171,24,18,16,13,29,1.81,19,2,4,1,2,1,330,214,176,108,46,114,36.7,197,663,24.9,893,1178,590,0,154,579,338,4,7534,1163,287,227,51.1,130,14,4461,57,198,163,5322,4348,81.7,373,90,100,80,105,72,24,106,1.5,19,25,-6,-0.37,16.1,26.2,-10.2,-0.64,0,248,0,5,0,1080,202,216,48.3,La-Liga,12,2021-2022
Betis,29,27,47.5,17,187,1530,17.0,16,13,15,1,1,31,0,0.94,0.76,1.71,0.88,1.65,19.6,18.9,13.3,32.1,1.23,0.83,2.06,1.18,2.01,191,56,29.3,11.24,3.29,0.08,0.27,16.9,6,0.1,-3.6,-3.9,5849,7371,79.4,116023,40045,2330,2640,88.3,2503,2900,86.3,905,1537,58.9,-0.3,116,438,116,27,492,6538,833,13,917,272,234,92,44,34,2,4895,935,1541,2037,4389,292,346,110,43,114,193,199,244,15.25,169,23,25,12,6,23,1.44,19,1,2,0,1,0,249,154,133,97,19,100,38.6,159,637,27.0,864,1049,444,0,166,460,268,7,9127,1086,334,276,54.3,164,10,5448,57,203,179,6971,5849,83.9,492,90,100,81,109,78,22,111,1.94,18,30,-12,-0.71,19.6,24.0,-4.3,-0.27,0,213,1,3,1,1234,245,247,49.8,La-Liga,12,2021-2022
Cádiz,26,28,63.7,16,176,1440,16.0,30,20,25,5,5,47,2,1.87,1.25,3.12,1.56,2.81,25.3,21.7,15.9,37.6,1.58,1.0,2.57,1.35,2.35,207,71,34.3,12.94,4.44,0.12,0.35,16.5,6,0.11,4.7,3.3,7621,9277,82.1,148739,51424,3075,3449,89.2,3306,3794,87.1,1103,1697,65.0,4.1,157,674,154,37,724,8476,801,9,1296,257,211,86,34,33,3,6489,1130,1658,2668,5472,377,367,124,24,134,258,208,332,20.75,229,39,19,18,10,49,3.06,31,4,4,5,4,1,244,159,127,91,26,78,38.8,123,590,33.9,583,724,432,1,164,437,371,3,11165,943,408,296,55.7,183,20,7425,49,240,198,8655,7621,88.1,724,90,100,82,103,73,20,102,0.75,30,14,16,1.0,25.3,16.0,9.2,0.58,2,187,3,5,0,1432,346,312,52.6,La-Liga,12,2021-2022
Celta Vigo,22,27,42.8,17,187,1530,17.0,21,15,20,1,4,51,3,1.24,0.88,2.12,1.18,2.06,23.5,20.4,14.9,35.3,1.38,0.87,2.26,1.2,2.08,179,68,38.0,10.53,4.0,0.11,0.29,17.1,6,0.12,-2.5,-0.4,5118,6920,74.0,104597,40605,2057,2442,84.2,2069,2534,81.6,881,1603,55.0,0.1,132,351,108,30,412,6021,899,6,1119,228,143,68,25,26,2,3972,1133,1815,1919,3819,407,411,113,15,179,229,238,284,16.71,191,30,20,18,9,34,2.0,19,1,3,7,2,2,279,166,123,126,30,94,40.2,140,700,29.5,739,1132,498,0,241,548,455,5,9104,1125,321,290,63.1,194,9,4986,55,222,269,6414,5118,79.8,412,90,100,82,106,80,19,109,1.0,21,17,4,0.24,23.5,19.7,3.8,0.23,0,228,3,3,0,1475,328,340,49.1,La-Liga,12,2021-2022
Elche,24,28,50.5,17,187,1530,17.0,24,19,21,3,4,28,1,1.41,1.12,2.53,1.24,2.35,25.4,22.6,16.4,38.9,1.5,0.96,2.46,1.33,2.29,238,77,32.4,14.0,4.53,0.09,0.27,18.3,9,0.1,-1.4,-1.6,6402,7967,80.4,127858,42191,2555,2890,88.4,2692,3120,86.3,1037,1693,61.3,2.6,164,477,146,45,552,7174,793,15,992,291,236,87,37,31,1,5376,1057,1534,2496,4566,279,350,90,43,140,215,158,354,20.82,244,31,26,22,8,40,2.35,25,3,3,3,5,1,277,167,111,121,45,101,39.9,152,723,29.5,655,1231,566,0,223,527,301,3,9864,824,377,236,56.4,144,12,6078,61,207,167,7483,6402,85.6,552,90,100,81,106,80,20,111,0.88,24,16,8,0.47,25.4,16.2,9.2,0.54,0,233,4,1,0,1342,249,217,53.4,La-Liga,12,2021-2022
Espanyol,28,28,54.5,17,187,1530,17.0,17,11,16,1,1,50,3,1.0,0.65,1.65,0.94,1.59,22.5,21.8,14.7,36.5,1.32,0.86,2.19,1.28,2.14,239,72,30.1,14.06,4.24,0.07,0.22,16.6,5,0.09,-5.5,-5.8,7037,8525,82.5,137783,45539,2880,3208,89.8,2971,3403,87.3,1050,1607,65.3,-3.7,172,608,170,42,670,7752,773,19,924,294,300,100,32,28,13,6022,1044,1459,2239,5405,278,305,105,36,139,191,176,373,21.94,283,28,19,14,9,24,1.41,17,0,3,1,1,2,301,180,134,121,46,115,40.1,172,678,28.7,724,1073,566,0,184,490,335,9,10387,989,502,251,58.6,160,9,6760,107,215,162,7998,7037,88.0,670,90,100,81,108,76,22,112,1.35,18,19,-1,-0.06,22.5,19.0,3.5,0.21,1,229,1,2,0,1279,279,201,58.1,La-Liga,12,2021-2022
Getafe,26,28,57.3,17,187,1530,17.0,20,14,18,2,3,51,2,1.18,0.82,2.0,1.06,1.88,20.0,17.7,12.9,30.6,1.17,0.76,1.94,1.04,1.8,177,56,31.6,10.41,3.29,0.1,0.32,17.9,10,0.1,0.0,0.3,7122,8931,79.7,143992,46352,2736,3127,87.5,3104,3569,87.0,1171,1919,61.0,1.1,129,442,137,39,535,8032,899,15,1505,361,221,73,21,32,5,5770,1270,1891,2498,5238,399,410,140,46,185,263,207,281,16.53,204,29,11,22,5,32,1.88,21,3,2,2,2,2,251,162,100,125,26,96,42.7,129,731,33.1,672,1087,448,0,194,436,370,0,10877,1017,330,302,54.6,180,19,7018,56,231,202,8340,7122,85.4,535,90,100,81,111,75,21,115,0.71,20,11,9,0.53,20.0,12.5,7.4,0.44,1,223,1,1,0,1566,366,350,51.1,La-Liga,12,2021-2022
