Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,32,1986,5,5,449,5.0,6,1.20,25,19,76.0,2,1,2,2,40.0,1,0,1,0,100.0,0,2,0,9.2,0.33,+3.2,+0.63,48,137,35.0,125,23,75.2,54.8,52,82.7,67.7,63,4,6.3,1,0.20,11.3,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,83.1,90,4,0,,0,1.40,8,6,+2,+0.40,+3.37,6.5,7.1,-0.6,-0.12,+1.85,1,0,0,0,0,0,1,0,0,17,0,0,,Champions-League,8,2018-2019
Alisson,br BRA,GK,eng Liverpool,25,1992,13,13,1170,13.0,12,0.92,57,46,78.9,8,1,4,6,46.2,0,0,0,0,,1,2,1,16.0,0.30,+5.0,+0.39,61,142,43.0,360,74,27.2,32.3,86,51.2,44.4,87,8,9.2,11,0.85,17.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,13,0,,0,1.92,24,12,+12,+0.92,,23.9,13.6,+10.3,+0.79,,0,0,0,0,0,0,0,0,0,74,0,0,,Champions-League,8,2018-2019
Alphonse Areola,fr FRA,GK,fr Paris S-G,25,1993,3,3,270,3.0,6,2.00,15,10,66.7,1,1,1,0,0.0,1,1,0,0,0.0,0,1,0,4.3,0.23,-1.7,-0.57,13,19,68.4,70,11,18.6,26.2,18,33.3,36.0,23,1,4.3,0,0.00,9.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,37.5,90,3,0,,5,1.33,10,6,+4,+1.33,+0.53,7.2,4.3,+3.0,+0.99,+0.63,0,0,2,0,0,0,0,0,0,8,0,0,,Champions-League,8,2018-2019
Loic Badiashile,fr FRA,GK,fr Monaco,20,1998,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,0,0,0,1.8,0.36,+0.8,+0.81,10,21,47.6,20,1,60.0,45.5,10,90.0,65.8,12,2,16.7,0,0.00,15.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,16.7,90,1,0,,4,1.00,1,1,0,0.00,+2.40,0.8,1.6,-0.7,-0.74,+0.28,0,0,0,0,0,0,0,0,0,2,0,0,,Champions-League,8,2018-2019
David von Ballmoos,ch SUI,GK,ch Young Boys,23,1994,4,4,360,4.0,10,2.50,20,11,55.0,0,0,4,0,0.0,1,1,0,0,0.0,0,0,0,8.2,0.38,-1.8,-0.46,44,109,40.4,117,16,64.1,45.3,36,94.4,66.3,38,2,5.3,4,1.00,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,66.7,90,4,0,,1,0.67,1,10,-9,-2.25,-2.75,3.7,9.4,-5.7,-1.43,-1.39,0,0,0,0,0,0,0,0,0,23,0,0,,Champions-League,8,2018-2019
Vasilios Barkas,gr GRE,GK,gr AEK Athens,24,1994,6,6,540,6.0,13,2.17,38,27,71.1,0,0,6,0,0.0,2,2,0,0,0.0,1,3,0,14.5,0.33,+1.5,+0.25,68,155,43.9,157,16,72.0,50.1,54,77.8,54.5,72,10,13.9,1,0.17,12.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,6,0,,0,0.80,2,13,-11,-1.83,,4.1,12.4,-8.3,-1.39,,0,0,1,0,0,0,0,0,0,29,0,0,,Champions-League,8,2018-2019
Oliver Baumann,de GER,GK,de Hoffenheim,28,1990,6,6,540,6.0,14,2.33,45,31,68.9,0,3,3,0,0.0,0,0,0,0,,1,2,0,13.1,0.29,-0.9,-0.16,40,101,39.6,164,28,41.5,35.1,54,61.1,48.3,44,3,6.8,6,1.00,16.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,6,0,,0,0.50,11,14,-3,-0.50,,10.9,12.2,-1.3,-0.21,,0,0,0,0,0,0,0,0,0,30,0,0,,Champions-League,8,2018-2019
Diego Benaglio,ch SUI,GK,fr Monaco,34,1983,5,5,405,4.5,10,2.22,17,8,47.1,0,0,5,0,0.0,1,1,0,0,0.0,0,1,0,8.3,0.45,-1.7,-0.37,19,39,48.7,85,18,32.9,31.4,35,31.4,35.6,26,1,3.8,3,0.67,17.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,81,74.8,81,4,0,,0,0.00,1,10,-9,-2.00,-0.02,3.5,6.2,-2.7,-0.60,+1.44,0,0,0,0,0,0,0,0,0,13,0,0,,Champions-League,8,2018-2019
Milan Borjan,ca CAN,GK,rs Red Star,30,1987,6,6,540,6.0,17,2.83,56,40,71.4,1,1,4,2,33.3,2,1,0,1,0.0,2,1,0,16.7,0.27,-0.3,-0.04,52,145,35.9,152,22,63.8,47.9,66,72.7,56.3,65,6,9.2,3,0.50,13.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,6,0,,0,1.43,5,17,-12,-2.00,,2.7,17.0,-14.3,-2.39,,0,0,0,0,0,1,0,0,0,29,0,0,,Champions-League,8,2018-2019
Gianluigi Buffon,it ITA,GK,fr Paris S-G,40,1978,5,5,450,5.0,6,1.20,11,8,72.7,3,1,1,1,20.0,3,3,0,0,0.0,0,0,0,5.4,0.26,-0.6,-0.13,17,58,29.3,91,18,35.2,32.3,37,70.3,50.0,37,0,0.0,3,0.60,13.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,62.5,90,5,0,,0,2.00,10,6,+4,+0.80,-0.53,7.8,6.0,+1.8,+0.36,-0.63,0,0,1,0,0,0,0,0,0,23,0,0,,Champions-League,8,2018-2019
Roman Bürki,ch SUI,GK,de Dortmund,27,1990,7,7,630,7.0,6,0.86,23,17,73.9,3,1,3,4,57.1,0,0,0,0,,0,1,0,6.7,0.29,+0.7,+0.10,35,90,38.9,196,36,35.2,35.5,41,51.2,42.2,57,1,1.8,4,0.57,15.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,87.5,90,7,0,,1,1.43,8,6,+2,+0.29,-1.71,9.1,6.0,+3.1,+0.44,-1.72,0,0,0,0,0,0,0,0,0,33,0,0,,Champions-League,8,2018-2019
Iker Casillas,es ESP,GK,pt Porto,37,1981,10,10,930,10.3,15,1.45,32,20,62.5,6,1,3,1,10.0,5,3,0,2,0.0,0,2,0,12.9,0.30,-2.1,-0.21,80,189,42.3,299,30,47.5,40.1,75,62.7,49.0,80,8,10.0,8,0.77,16.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,93,100.0,93,10,0,,0,1.90,20,15,+5,+0.48,,15.9,17.2,-1.3,-0.13,,0,0,0,0,0,0,0,0,0,37,0,0,,Champions-League,8,2018-2019
Jasper Cillessen,nl NED,GK,es Barcelona,29,1989,1,1,90,1.0,1,1.00,7,6,85.7,0,1,0,0,0.0,0,0,0,0,,0,0,0,2.3,0.32,+1.3,+1.27,8,13,61.5,33,11,36.4,32.3,5,20.0,39.2,7,1,14.3,0,0.00,10.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,8.3,90,1,0,,9,1.00,1,1,0,0.00,-1.45,1.1,2.4,-1.3,-1.34,-2.27,0,0,0,0,0,0,0,0,0,7,0,0,,Champions-League,8,2018-2019
Thibaut Courtois,be BEL,GK,es Real Madrid,26,1992,5,5,450,5.0,8,1.60,29,21,72.4,3,0,2,2,40.0,0,0,0,0,,1,1,0,8.8,0.31,+0.8,+0.15,35,86,40.7,134,31,47.8,42.1,44,50.0,49.2,33,2,6.1,2,0.40,15.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,62.5,90,5,0,,3,1.80,10,8,+2,+0.40,-0.60,7.8,7.9,-0.1,-0.02,-1.32,0,0,0,0,0,0,0,0,0,24,0,0,,Champions-League,8,2018-2019
Jaume Doménech,es ESP,GK,es Valencia,27,1990,1,1,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,0,0,0,0,,0,0,0,1.3,0.27,+0.3,+0.33,5,11,45.5,18,3,38.9,38.4,8,50.0,40.4,11,1,9.1,1,1.00,15.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,16.7,90,1,0,,5,3.00,2,1,+1,+1.00,+1.20,1.1,1.3,-0.2,-0.20,+0.54,0,0,1,0,0,0,0,0,0,3,0,0,,Champions-League,8,2018-2019
Ederson,br BRA,GK,eng Manchester City,24,1993,10,10,900,10.0,12,1.20,28,19,67.9,7,1,2,3,30.0,3,3,0,0,0.0,0,1,0,10.1,0.27,-1.9,-0.19,41,69,59.4,231,38,19.9,28.9,48,47.9,45.5,38,2,5.3,13,1.30,20.3,0,1,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.0,0.0,0.4,0.4,0.00,0.04,0.04,0.00,0.04,90,100.0,90,10,0,,0,2.20,30,12,+18,+1.80,,22.2,10.7,+11.5,+1.15,,0,0,1,0,0,0,0,0,0,38,0,0,,Champions-League,8,2018-2019
