Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Arminia,22,26,39.6,11,121,990,11.0,7,4,6,1,1,19,1,0.64,0.36,1.0,0.55,0.91,10.7,9.9,7.3,17.2,0.97,0.67,1.64,0.9,1.57,134,40,29.9,12.18,3.64,0.04,0.15,19.6,3,0.08,-3.7,-3.9,3094,4310,71.8,67981,27260,1068,1294,82.5,1345,1664,80.8,621,1153,53.9,-3.3,89,255,66,20,287,3779,531,4,772,135,125,45,19,16,1,2352,669,1289,1118,2412,283,226,62,9,97,109,127,182,16.55,127,15,12,10,6,9,0.82,7,0,0,1,1,0,181,107,76,82,23,54,39.7,82,560,29.5,529,897,475,1,127,355,275,6,5629,799,218,180,55.0,108,9,3149,35,135,136,3906,3094,79.2,287,90,100,82,73,48,19,47,0.73,7,16,-9,-0.82,10.7,20.0,-9.3,-0.85,1,148,1,3,0,991,250,289,46.4,Bundesliga,20,2021-2022
Augsburg,24,27,38.9,11,121,990,11.0,9,7,9,0,0,23,0,0.82,0.64,1.45,0.82,1.45,9.3,9.3,6.0,15.3,0.85,0.54,1.39,0.85,1.39,109,38,34.9,9.91,3.45,0.08,0.24,18.1,3,0.09,-0.3,-0.3,2853,4045,70.5,62087,23477,1014,1240,81.8,1214,1532,79.2,583,1104,52.8,1.0,74,214,62,18,235,3476,569,3,764,149,133,49,18,28,0,2174,711,1160,850,2477,215,277,78,27,101,161,127,142,12.91,97,19,5,7,6,11,1.0,6,2,0,3,0,0,182,104,81,77,24,58,35.6,105,530,31.8,575,779,315,1,145,336,255,0,5391,707,205,178,53.9,100,6,3001,28,156,119,3765,2853,75.8,235,90,100,80,66,55,22,43,0.82,9,20,-11,-1.0,9.3,20.9,-11.6,-1.05,0,131,0,2,2,985,209,234,47.2,Bundesliga,20,2021-2022
Bayern Munich,22,27,62.4,11,121,990,11.0,38,30,36,2,2,6,1,3.45,2.73,6.18,3.27,6.0,29.6,28.1,21.4,49.6,2.96,2.14,5.1,2.81,4.96,210,89,42.4,19.09,8.09,0.17,0.4,15.5,3,0.14,6.4,5.9,5641,6663,84.7,107101,36371,2307,2568,89.8,2473,2780,89.0,752,1065,70.6,6.6,138,403,129,18,535,6195,468,18,976,154,150,52,29,15,1,5001,797,865,1960,4107,177,216,115,17,80,222,130,282,28.2,214,24,13,8,8,58,5.8,44,6,1,5,1,1,185,110,76,73,36,74,46.8,84,460,33.8,377,597,388,0,118,356,138,2,7840,686,370,218,59.6,139,14,5304,63,149,112,6467,5641,87.2,535,90,100,80,69,51,23,48,2.55,40,11,29,2.64,29.6,8.9,20.7,2.07,0,84,0,0,0,943,147,121,54.9,Bundesliga,20,2021-2022
Bochum,24,28,40.6,11,121,990,11.0,10,7,10,0,1,17,1,0.91,0.64,1.55,0.91,1.55,11.7,11.7,9.3,21.0,1.17,0.93,2.1,1.17,2.1,128,37,28.9,11.64,3.36,0.08,0.27,18.3,8,0.09,-3.7,-3.7,2611,3706,70.5,59911,23058,907,1132,80.1,999,1253,79.7,640,1155,55.4,-4.3,80,217,52,22,201,3188,518,6,575,153,134,36,16,11,1,1863,612,1231,1094,1902,212,246,60,23,107,154,111,166,16.6,116,14,11,12,6,14,1.4,7,1,1,2,2,1,186,128,89,64,33,69,38.5,110,488,29.9,552,714,367,4,123,403,252,3,4993,705,171,154,56.5,93,10,2676,36,140,102,3352,2611,77.9,201,90,100,83,76,44,19,52,1.18,10,18,-8,-0.73,11.7,18.1,-6.5,-0.65,0,138,0,1,1,860,195,185,51.3,Bundesliga,20,2021-2022
Dortmund,28,26,59.9,11,121,990,11.0,26,16,22,4,4,25,1,2.36,1.45,3.82,2.0,3.45,20.6,17.5,13.9,31.4,2.06,1.39,3.44,1.75,3.14,147,53,36.1,13.36,4.82,0.15,0.42,16.0,5,0.12,4.4,3.5,5393,6371,84.6,103306,32631,2150,2398,89.7,2366,2627,90.1,761,1084,70.2,1.1,103,352,94,21,423,5883,488,8,949,143,113,47,17,19,2,4760,725,886,1555,4236,192,220,70,16,72,183,143,230,23.0,167,20,12,14,4,39,3.9,24,1,4,2,5,3,182,136,75,89,18,68,46.9,77,531,36.2,432,682,352,0,122,324,189,3,7627,728,283,200,53.0,119,4,4961,44,147,123,6109,5393,88.3,423,90,100,82,71,49,18,44,2.18,28,17,11,1.0,20.6,13.1,7.4,0.74,1,118,3,2,1,919,150,142,51.4,Bundesliga,20,2021-2022
Eint Frankfurt,24,26,50.3,10,110,900,10.0,9,8,8,1,2,20,0,0.9,0.8,1.7,0.8,1.6,12.4,10.9,8.5,19.4,1.24,0.85,2.09,1.09,1.94,116,35,30.2,11.6,3.5,0.07,0.23,18.1,4,0.09,-3.4,-2.9,3559,4787,74.3,71316,27100,1395,1663,83.9,1538,1889,81.4,557,1045,53.3,-0.5,84,251,70,19,345,4242,545,5,817,125,131,49,21,21,3,2958,723,1106,1758,2322,217,249,70,12,114,201,134,176,17.6,121,22,5,9,5,15,1.5,9,2,0,1,2,1,194,119,85,81,28,59,33.9,115,543,33.3,491,711,430,1,130,356,223,2,6041,696,203,154,48.7,85,8,3501,36,160,111,4444,3559,80.1,345,90,100,81,70,40,25,50,0.9,10,15,-5,-0.5,12.4,17.8,-5.4,-0.54,0,127,1,0,0,970,227,258,46.8,Bundesliga,20,2021-2022
Freiburg,23,26,47.7,11,121,990,11.0,16,8,14,2,2,8,0,1.45,0.73,2.18,1.27,2.0,13.3,11.8,8.8,20.5,1.33,0.88,2.2,1.18,2.05,136,47,34.6,12.36,4.27,0.1,0.3,15.8,4,0.09,1.7,1.2,3203,4248,75.4,68998,25602,1134,1355,83.7,1380,1635,84.4,625,1065,58.7,-0.8,86,208,60,28,257,3745,503,2,779,141,129,50,35,4,1,2574,611,1063,1208,2420,191,204,64,15,102,105,130,181,18.1,120,26,4,13,3,24,2.4,14,2,1,4,2,1,164,102,77,62,25,77,44.5,96,398,29.6,456,595,295,0,110,311,296,2,5463,777,210,123,50.4,68,4,3166,22,125,91,3954,3203,81.0,257,90,100,83,68,54,16,44,2.0,18,9,9,0.82,13.3,11.2,2.1,0.21,0,141,1,1,1,851,223,217,50.7,Bundesliga,20,2021-2022
Greuther Fürth,25,26,43.4,10,110,900,10.0,7,4,4,3,3,20,0,0.7,0.4,1.1,0.4,0.8,10.6,8.4,6.4,14.8,1.06,0.64,1.69,0.84,1.48,98,33,33.7,9.8,3.3,0.04,0.12,18.3,2,0.09,-3.6,-4.4,2902,3949,73.5,60564,23155,1061,1253,84.7,1263,1505,83.9,507,985,51.5,-2.4,75,233,53,17,266,3423,526,4,630,81,98,35,15,18,0,2343,574,1032,1147,2183,201,219,50,17,92,129,120,154,15.4,110,15,8,11,5,10,1.0,6,0,1,1,2,0,197,116,82,87,28,80,43.5,104,489,30.6,503,743,352,0,118,343,241,2,5210,692,179,154,50.0,83,11,2841,28,141,105,3668,2902,79.1,266,90,100,83,71,39,20,47,0.1,7,27,-20,-2.0,10.6,18.8,-8.3,-0.83,0,142,2,3,3,860,183,247,42.6,Bundesliga,20,2021-2022
Hertha BSC,27,26,42.2,10,110,900,10.0,10,7,9,1,1,18,1,1.0,0.7,1.7,0.9,1.6,10.1,9.3,5.8,15.1,1.01,0.58,1.59,0.93,1.51,93,36,38.7,9.3,3.6,0.1,0.25,17.6,6,0.11,-0.1,-0.3,2974,3942,75.4,61949,22625,1053,1282,82.1,1317,1556,84.6,556,948,58.6,1.2,62,155,42,11,237,3428,514,5,739,129,78,38,15,18,1,2371,617,954,956,2373,215,199,81,20,81,121,105,142,14.2,87,23,6,13,4,15,1.5,8,2,0,2,1,2,173,104,99,63,11,57,39.0,89,461,29.1,615,705,265,1,140,328,286,1,5250,807,144,157,46.5,82,8,2900,23,124,126,3698,2974,80.4,237,90,100,77,63,47,30,43,1.2,11,23,-12,-1.2,10.1,17.3,-7.2,-0.72,0,131,1,3,0,808,196,211,48.2,Bundesliga,20,2021-2022
Hoffenheim,22,26,54.5,11,121,990,11.0,19,13,19,0,0,24,0,1.73,1.18,2.91,1.73,2.91,17.0,17.0,12.6,29.6,1.7,1.26,2.96,1.7,2.96,129,40,31.0,11.73,3.64,0.15,0.48,14.4,5,0.14,2.0,2.0,4173,5190,80.4,84138,27934,1545,1779,86.8,1880,2156,87.2,667,1058,63.0,0.4,85,287,76,31,329,4672,518,6,822,163,161,51,25,7,3,3445,756,989,1223,3323,217,234,84,16,96,143,136,189,18.9,136,14,12,8,6,32,3.2,23,0,3,6,0,0,180,117,78,81,21,69,43.4,90,434,30.3,435,662,335,0,120,333,219,3,6338,806,229,131,54.2,81,8,3858,41,145,92,4851,4173,86.0,329,90,100,80,71,50,24,48,1.27,19,17,2,0.18,17.0,13.2,3.8,0.38,0,138,0,0,0,782,168,205,45.0,Bundesliga,20,2021-2022
