Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Vincent Demarconnay,fr FRA,GK,Paris FC,37,1983,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,94.7,90,,0,,1,1.70,53,36,+17,+0.47,+0.97,0,2,8,0,0,0,2,,,0,Ligue-2,60,2020-2021
Mahamadou Dembélé,fr FRA,DF,Pau FC,21,1999,8,5,517,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5,0,0.0,0.87,0.00,0.00,,,65,15.1,86,,3,30,7,1.88,11,9,+2,+0.35,+0.63,0,6,4,0,12,14,12,,,0,Ligue-2,60,2020-2021
Mahamadou Dembélé,fr FRA,MF,Troyes,21,1999,4,0,62,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,16,1.8,,,4,16,5,1.75,2,1,+1,+1.45,+0.84,0,2,0,0,3,1,1,,,0,Ligue-2,60,2020-2021
Malaly Dembélé,fr FRA,FW,Rodez Aveyron,23,1997,32,15,1452,16.1,2,1,2,0,1,3,0,0.12,0.06,0.19,0.12,0.19,29,13,44.8,1.80,0.81,0.07,0.15,,45,42.5,75,,17,19,0,1.16,21,21,0,0.00,+0.27,0,44,29,6,6,4,4,,,0,Ligue-2,60,2020-2021
Jessy Deminguet,fr FRA,MF,Caen,22,1998,34,29,2507,27.9,4,4,4,0,0,9,0,0.14,0.14,0.29,0.14,0.29,31,11,35.5,1.11,0.39,0.13,0.36,,74,73.3,83,,5,19,0,1.18,28,36,-8,-0.29,+0.40,0,58,60,1,104,31,28,,,0,Ligue-2,60,2020-2021
Branco van den Boomen,nl NED,MF,Toulouse,25,1995,35,27,2426,27.0,5,8,4,1,1,6,0,0.19,0.30,0.48,0.15,0.45,47,15,31.9,1.74,0.56,0.09,0.27,,69,70.9,83,,8,23,1,1.78,45,29,+16,+0.59,-0.58,0,47,21,2,224,12,41,,,0,Ligue-2,60,2020-2021
Guillaume Dequaire,fr FRA,DF,Chambly Oise,30,1990,23,23,1903,21.1,1,0,1,0,0,2,1,0.05,0.00,0.05,0.05,0.05,9,1,11.1,0.43,0.05,0.11,1.00,,83,55.6,83,,0,,1,1.09,24,28,-4,-0.19,+0.94,1,20,27,0,6,44,23,,,0,Ligue-2,60,2020-2021
Maxence Derrien,fr FRA,"DF,MF",Chambly Oise,26,1993,30,29,2408,26.8,1,0,1,0,0,6,3,0.04,0.00,0.04,0.04,0.04,14,1,7.1,0.52,0.04,0.07,1.00,,80,70.4,82,,1,27,0,1.17,28,39,-11,-0.41,+0.66,0,34,15,0,7,59,36,,,0,Ligue-2,60,2020-2021
Arthur Desmas,fr FRA,GK,Clermont Foot,26,1994,36,36,3191,35.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,89,93.3,89,,0,,0,1.92,58,22,+36,+1.02,+1.02,0,2,6,0,0,0,0,,,0,Ligue-2,60,2020-2021
Didier Desprez,fr FRA,GK,Paris FC,21,1999,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,5.3,90,,0,,11,0.50,0,1,-1,-0.50,-0.97,0,0,0,0,0,0,1,,,0,Ligue-2,60,2020-2021
Sébastien Dewaest,be BEL,DF,Toulouse,29,1991,13,13,1164,12.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7,3,42.9,0.54,0.23,0.00,0.00,,90,34.0,90,,0,,1,1.93,24,8,+16,+1.24,+0.72,0,26,9,4,1,14,11,,,0,Ligue-2,60,2020-2021
Adama Diakhaby,fr FRA,"MF,FW",Amiens,24,1996,12,11,867,9.6,1,2,1,0,0,0,0,0.10,0.21,0.31,0.10,0.31,12,8,66.7,1.25,0.83,0.08,0.13,,72,25.4,77,,1,21,0,1.17,10,13,-3,-0.31,-0.21,0,7,15,4,17,7,3,,,0,Ligue-2,60,2020-2021
Bafodé Diakité,fr FRA,DF,Toulouse,19,2001,22,19,1715,19.1,2,0,2,0,0,3,1,0.10,0.00,0.10,0.10,0.10,6,2,33.3,0.31,0.10,0.33,1.00,,78,50.1,87,,3,23,9,1.87,36,27,+9,+0.47,-0.58,1,24,11,1,3,30,22,,,0,Ligue-2,60,2020-2021
Oumar Diakité,fr FRA,MF,Paris FC,17,2002,13,6,584,6.5,0,1,0,0,0,1,1,0.00,0.15,0.15,0.00,0.15,9,3,33.3,1.39,0.46,0.00,0.00,,45,17.1,72,,7,22,2,1.38,9,5,+4,+0.62,+0.24,0,13,23,1,18,8,11,,,0,Ligue-2,60,2020-2021
Ismael Diallo,ci CIV,DF,Ajaccio,23,1997,31,31,2707,30.1,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,14,4,28.6,0.47,0.13,0.07,0.25,,87,79.2,87,,0,,4,1.29,31,32,-1,-0.03,+0.98,0,37,36,2,70,32,37,,,0,Ligue-2,60,2020-2021
Mamadou Diallo,gn GUI,"FW,MF",Grenoble,25,1994,35,20,1745,19.4,5,4,5,0,0,4,1,0.26,0.21,0.46,0.26,0.46,36,9,25.0,1.86,0.46,0.14,0.56,,50,51.0,72,,15,21,0,1.68,25,16,+9,+0.46,+0.09,1,35,63,4,42,16,18,,,0,Ligue-2,60,2020-2021
Moussa Diarra,fr FRA,"DF,MF",Toulouse,19,2000,17,6,560,6.2,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,5,1,20.0,0.80,0.16,0.00,0.00,,33,16.4,81,,11,7,18,2.18,11,8,+3,+0.48,-0.34,0,5,10,0,17,10,8,,,0,Ligue-2,60,2020-2021
Souleymane Diarra,ml MLI,MF,Pau FC,25,1995,17,13,1232,13.7,0,2,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,7,1,14.3,0.51,0.07,0.00,0.00,,72,36.0,87,,4,27,0,1.59,17,14,+3,+0.22,+0.63,0,22,29,0,22,22,17,,,0,Ligue-2,60,2020-2021
Mamadou Diatta,sn SEN,MF,Pau FC,19,2001,5,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,9,1.3,,,5,9,0,1.00,1,1,0,0.00,+0.19,0,3,3,1,1,0,0,,,0,Ligue-2,60,2020-2021
Mathéo Didot,fr FRA,MF,Guingamp,18,2002,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,18,0.5,,,1,18,1,3.00,1,0,+1,+5.00,+5.08,0,1,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Christophe Diedhiou,sn SEN,DF,Sochaux,32,1988,23,21,1857,20.6,1,0,1,0,0,1,2,0.05,0.00,0.05,0.05,0.05,5,2,40.0,0.24,0.10,0.20,0.50,,81,54.3,85,,2,31,9,1.17,23,22,+1,+0.05,-0.35,0,12,13,0,2,33,16,,,0,Ligue-2,60,2020-2021
Nathanaël Dieng,fr FRA,"DF,MF",Rodez Aveyron,23,1997,22,14,1315,14.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.21,0.07,0.00,0.00,,60,38.5,87,,8,13,4,1.18,9,16,-7,-0.48,-0.52,0,15,12,0,4,30,8,,,0,Ligue-2,60,2020-2021
Noah Diliberto,fr FRA,MF,Valenciennes,18,2001,34,28,2481,27.6,0,4,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,20,6,30.0,0.73,0.22,0.00,0.00,,73,74.5,81,,6,37,0,1.21,35,43,-8,-0.29,-0.18,0,33,56,3,105,25,29,,,0,Ligue-2,60,2020-2021
Tristan Dingomé,cm CMR,MF,Troyes,29,1991,25,20,1592,17.7,4,5,4,0,0,1,0,0.23,0.28,0.51,0.23,0.51,23,8,34.8,1.30,0.45,0.17,0.50,,64,46.5,72,,5,29,0,2.16,32,14,+18,+1.02,+0.72,0,32,27,0,29,18,25,,,0,Ligue-2,60,2020-2021
David Djigla,bj BEN,FW,Niort,24,1995,11,1,243,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,1.48,0.00,0.00,,,22,7.3,54,,10,19,2,1.00,2,3,-1,-0.37,+0.30,0,4,6,0,9,3,2,,,0,Ligue-2,60,2020-2021
Moussa Djitte,sn SEN,FW,Grenoble,20,1999,35,23,1964,21.8,8,0,8,0,0,6,0,0.37,0.00,0.37,0.37,0.37,48,15,31.3,2.20,0.69,0.17,0.53,,56,57.4,72,,12,26,0,1.76,25,21,+4,+0.18,-0.56,0,53,16,20,4,3,6,,,0,Ligue-2,60,2020-2021
Ouparine Djoco,sn SEN,GK,Clermont Foot,22,1998,3,2,226,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,75,6.6,90,,1,46,35,1.33,3,3,0,0.00,-1.01,0,0,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Brandon Domingues,fr FRA,FW,Troyes,20,2000,18,1,334,3.7,3,1,3,0,0,1,0,0.81,0.27,1.08,0.81,1.08,6,3,50.0,1.62,0.81,0.50,1.00,,19,9.8,51,,17,17,7,2.06,12,6,+6,+1.62,+1.09,0,12,8,0,6,3,5,,,0,Ligue-2,60,2020-2021
Laurent Dos Santos,fr FRA,"MF,DF",Valenciennes,26,1993,21,14,1330,14.8,1,3,1,0,0,1,0,0.07,0.20,0.27,0.07,0.27,13,3,23.1,0.88,0.20,0.08,0.33,,63,39.9,84,,7,22,6,1.00,19,23,-4,-0.27,-0.05,0,25,14,3,45,18,19,,,0,Ligue-2,60,2020-2021
Jodel Dossou,bj BEN,MF,Clermont Foot,28,1992,37,28,2234,24.8,12,2,12,0,0,0,0,0.48,0.08,0.56,0.48,0.56,60,31,51.7,2.42,1.25,0.20,0.39,,60,65.3,73,,9,20,0,1.95,46,12,+34,+1.37,+1.22,0,37,37,16,62,15,17,,,0,Ligue-2,60,2020-2021
Boubacari Doucouré,fr FRA,MF,Chambly Oise,21,1999,2,1,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.10,0.00,0.00,,,41,2.4,37,,1,45,1,0.00,0,4,-4,-4.39,-3.88,0,6,1,0,0,3,3,,,0,Ligue-2,60,2020-2021
Ckene Doucouré,fr FRA,FW,Châteauroux,18,2002,12,2,312,3.5,2,1,2,0,0,0,0,0.58,0.29,0.87,0.58,0.87,10,5,50.0,2.88,1.44,0.20,0.40,,26,9.1,59,,10,20,2,0.50,4,7,-3,-0.87,-0.20,0,14,13,1,3,3,4,,,0,Ligue-2,60,2020-2021
Lassana Doucouré,fr FRA,"MF,FW",Chambly Oise,31,1988,30,22,1987,22.1,4,1,4,0,0,2,0,0.18,0.05,0.23,0.18,0.23,39,18,46.2,1.77,0.82,0.10,0.22,,66,58.1,82,,8,22,0,1.10,19,34,-15,-0.68,-0.18,0,31,48,21,27,16,16,,,0,Ligue-2,60,2020-2021
Brahima Doukansy,fr FRA,MF,Niort,20,1999,28,20,1552,17.2,1,1,1,0,0,6,1,0.06,0.06,0.12,0.06,0.12,7,2,28.6,0.41,0.12,0.14,0.50,,55,46.6,73,,8,12,3,1.00,17,33,-16,-0.93,-0.52,1,38,24,0,0,25,28,,,0,Ligue-2,60,2020-2021
Ismaël Doukouré,fr FRA,DF,Valenciennes,17,2003,19,11,1078,12.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.25,0.00,0.00,,,57,32.4,81,,8,24,13,1.00,14,26,-12,-1.00,-1.12,0,16,16,0,2,17,9,,,0,Ligue-2,60,2020-2021
David Douline,fr FRA,MF,Rodez Aveyron,27,1993,31,29,2624,29.2,3,1,3,0,0,8,0,0.10,0.03,0.14,0.10,0.14,33,12,36.4,1.13,0.41,0.09,0.25,,85,76.7,89,,2,15,0,1.23,30,35,-5,-0.17,-0.06,0,75,84,1,17,57,52,,,0,Ligue-2,60,2020-2021
Émeric Dudouit,fr FRA,"MF,DF",Dunkerque,28,1991,31,31,2628,29.2,3,2,0,3,3,8,1,0.10,0.07,0.17,0.00,0.07,20,7,35.0,0.68,0.24,0.00,0.00,,85,76.8,85,,0,,4,1.19,30,29,+1,+0.03,+1.63,0,58,68,2,128,28,37,,,0,Ligue-2,60,2020-2021
Rémy Dugimont,fr FRA,MF,Auxerre,34,1986,35,26,2363,26.3,14,4,12,2,2,2,0,0.53,0.15,0.69,0.46,0.61,85,37,43.5,3.24,1.41,0.14,0.32,,68,69.1,83,,9,24,2,1.66,48,29,+19,+0.72,+0.55,0,33,34,12,34,15,18,,,0,Ligue-2,60,2020-2021
Maxime Dupé,fr FRA,GK,Toulouse,27,1993,37,37,3330,37.0,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0,0,,0.00,0.00,,,,90,97.4,90,,0,,0,1.92,70,39,+31,+0.84,+2.84,0,1,3,0,0,1,2,,,0,Ligue-2,60,2020-2021
Alan Dzabana,fr FRA,FW,Le Havre,23,1997,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,2,0.1,,,1,2,2,0.00,0,0,0,0.00,+0.26,0,0,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Félix Eboa Eboa,cm CMR,DF,Guingamp,23,1997,2,2,166,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,83,4.9,83,,0,,0,0.50,1,3,-2,-1.08,-1.08,0,3,3,0,0,3,4,,,0,Ligue-2,60,2020-2021
Joachim Eickmayer,fr FRA,MF,Chambly Oise,27,1993,26,17,1691,18.8,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,15,4,26.7,0.80,0.21,0.07,0.25,,65,49.4,85,,9,28,1,1.23,28,37,-9,-0.48,+0.25,0,22,18,0,7,25,14,,,0,Ligue-2,60,2020-2021
Simon Elisor,fr FRA,FW,Ajaccio,21,1999,10,1,237,2.6,1,0,1,0,0,0,0,0.38,0.00,0.38,0.38,0.38,8,4,50.0,3.04,1.52,0.13,0.25,,24,6.9,90,,9,16,6,1.20,2,7,-5,-1.90,-1.79,0,5,7,3,2,5,0,,,0,Ligue-2,60,2020-2021
Arsène Elogo,cm CMR,"MF,FW",Valenciennes,25,1995,32,15,1345,14.9,1,2,1,0,0,2,0,0.07,0.13,0.20,0.07,0.20,9,2,22.2,0.60,0.13,0.11,0.50,,42,40.4,65,,17,22,3,1.22,20,25,-5,-0.33,-0.15,0,44,52,1,16,5,10,,,0,Ligue-2,60,2020-2021
Ertuğrul Ersoy,tr TUR,DF,Le Havre,23,1997,14,14,1205,13.4,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,7,3,42.9,0.52,0.22,0.00,0.00,,86,35.2,86,,0,,1,1.00,11,19,-8,-0.60,-0.52,0,9,5,1,0,18,12,,,0,Ligue-2,60,2020-2021
Ayoub Ez Zaytouni,fr FRA,"FW,MF",Châteauroux,18,2001,4,3,214,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.42,0.00,0.00,,,54,6.3,69,,1,6,2,0.25,1,4,-3,-1.26,-0.62,0,3,5,1,1,5,3,,,0,Ligue-2,60,2020-2021
Julien Fabri,fr FRA,GK,Châteauroux,26,1994,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.06,0.00,0.00,,,90,42.1,90,,0,,3,0.81,15,26,-11,-0.69,-0.01,0,0,2,0,1,0,0,,,0,Ligue-2,60,2020-2021
Cheick Fantamady Diarra,ml MLI,FW,Dunkerque,28,1992,32,19,1806,20.1,6,1,6,0,0,3,0,0.30,0.05,0.35,0.30,0.35,48,17,35.4,2.39,0.85,0.13,0.35,,56,52.8,77,,13,26,0,0.97,15,25,-10,-0.50,-0.33,0,37,28,14,19,2,7,,,0,Ligue-2,60,2020-2021
Samy Faraj,fr FRA,MF,Sochaux,18,2001,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,45.00,0.00,0.00,,,2,0.1,,,1,2,0,1.00,0,0,0,0.00,-0.21,0,0,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Matteo Fedele,ch SUI,MF,Valenciennes,28,1992,2,2,119,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,1.51,0.00,0.00,,,60,3.6,60,,0,,3,1.00,1,1,0,0.00,+0.25,0,6,1,0,2,4,1,,,0,Ligue-2,60,2020-2021
Juan Ferney Otero,co COL,"MF,FW",Amiens,25,1995,13,9,718,8.0,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,21,7,33.3,2.63,0.88,0.00,0.00,,55,21.0,75,,4,10,2,1.62,4,5,-1,-0.13,+0.04,0,17,17,3,14,6,6,,,0,Ligue-2,60,2020-2021
Matthias Fischer,fr FRA,DF,Nancy,22,1998,7,3,299,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,0.30,0.30,0.00,0.00,,43,8.7,79,,4,16,9,0.57,1,8,-7,-2.11,-2.31,0,3,3,0,11,7,4,,,0,Ligue-2,60,2020-2021
Sébastien Flochon,fr FRA,MF,Chambly Oise,27,1993,19,10,881,9.8,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,8,1,12.5,0.82,0.10,0.00,0.00,,46,25.8,74,,9,16,5,0.79,7,16,-9,-0.92,-0.42,0,14,27,2,9,9,16,,,0,Ligue-2,60,2020-2021
Guessouma Fofana,mr MTN,MF,Guingamp,27,1992,23,13,1139,12.7,3,0,3,0,0,4,0,0.24,0.00,0.24,0.24,0.24,17,5,29.4,1.34,0.40,0.18,0.60,,50,33.3,74,,10,18,3,1.39,16,13,+3,+0.24,+0.43,0,30,15,2,5,17,15,,,0,Ligue-2,60,2020-2021
Mamadou Fofana,fr FRA,MF,Le Havre,19,2000,10,1,221,2.5,1,0,1,0,0,1,0,0.41,0.00,0.41,0.41,0.41,4,3,75.0,1.63,1.22,0.25,0.33,,22,6.5,90,,9,15,7,1.70,4,4,0,0.00,+0.28,0,5,4,0,1,0,8,,,0,Ligue-2,60,2020-2021
Nama Fofana,fr FRA,DF,Châteauroux,30,1990,21,17,1470,16.3,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,4,1,25.0,0.24,0.06,0.00,0.00,,70,43.0,80,,4,26,10,0.62,16,29,-13,-0.80,-0.20,0,30,13,3,48,32,19,,,0,Ligue-2,60,2020-2021
Yahia Fofana,fr FRA,GK,Le Havre,19,2000,3,2,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,78,6.8,90,,1,54,35,1.67,4,3,+1,+0.38,+0.70,0,0,2,0,0,0,0,,,0,Ligue-2,60,2020-2021
Jean-Pascal Fontaine,fr FRA,MF,Le Havre,31,1989,29,28,2395,26.6,0,2,0,0,0,3,1,0.00,0.08,0.08,0.00,0.08,21,4,19.0,0.79,0.15,0.00,0.00,,83,70.0,85,,1,23,0,1.07,21,31,-10,-0.38,-0.38,1,30,40,4,67,24,24,,,0,Ligue-2,60,2020-2021
Kevin Fortune,mq MTQ,"MF,FW",Auxerre,30,1989,25,8,930,10.3,3,0,2,1,1,3,0,0.29,0.00,0.29,0.19,0.19,13,8,61.5,1.26,0.77,0.15,0.25,,37,27.2,72,,17,21,0,1.52,12,13,-1,-0.10,-0.89,0,19,23,7,51,2,5,,,0,Ligue-2,60,2020-2021
Aloys Fouda,cm CMR,DF,Caen,20,2000,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,10.5,90,,0,,6,1.25,3,5,-2,-0.50,-0.12,0,1,2,0,9,4,2,,,0,Ligue-2,60,2020-2021
Ruben Gabrielsen,no NOR,DF,Toulouse,28,1992,31,31,2749,30.5,1,1,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,17,2,11.8,0.56,0.07,0.06,0.50,,89,80.4,89,,0,,0,1.81,57,35,+22,+0.72,-0.22,0,21,20,2,3,54,22,,,0,Ligue-2,60,2020-2021
Marvin Gakpa,fr FRA,"MF,FW",Paris FC,26,1993,26,19,1519,16.9,2,3,2,0,0,2,0,0.12,0.18,0.30,0.12,0.30,36,11,30.6,2.13,0.65,0.06,0.18,,58,44.4,72,,7,20,2,1.33,24,18,+6,+0.36,-0.12,0,16,15,0,24,13,12,,,0,Ligue-2,60,2020-2021
Gauthier Gallon,fr FRA,GK,Troyes,27,1993,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,92.1,90,,0,,0,2.09,56,33,+23,+0.66,+0.32,0,3,10,0,0,1,2,,,0,Ligue-2,60,2020-2021
Jordy Gaspar,fr FRA,DF,Grenoble,23,1997,27,24,2084,23.2,0,4,0,0,0,9,0,0.00,0.17,0.17,0.00,0.17,5,1,20.0,0.22,0.04,0.00,0.00,,77,60.9,84,,3,27,1,1.67,31,25,+6,+0.26,-0.41,0,30,32,1,36,40,28,,,0,Ligue-2,60,2020-2021
Aboul Gassama,fr FRA,MF,Châteauroux,17,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,4,0.1,,,1,4,0,0.00,0,0,0,0.00,+0.69,0,0,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Johan Gastien,fr FRA,MF,Clermont Foot,32,1988,35,35,3090,34.3,1,3,1,0,0,3,0,0.03,0.09,0.12,0.03,0.12,31,9,29.0,0.90,0.26,0.03,0.11,,88,90.4,88,,0,,0,1.86,56,23,+33,+0.96,+0.14,0,46,49,0,57,61,43,,,0,Ligue-2,60,2020-2021
Jules Gaudin,fr FRA,MF,Guingamp,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,1,0.0,,,1,1,1,3.00,0,0,0,0.00,+0.05,0,0,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Valentin Gendrey,fr FRA,DF,Amiens,20,2000,20,17,1509,16.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.06,0.00,0.00,,,75,44.1,83,,3,31,9,1.15,15,20,-5,-0.30,-0.25,0,11,31,0,12,41,11,,,0,Ligue-2,60,2020-2021
Mayron George,cr CRC,FW,Pau FC,26,1993,14,11,881,9.8,7,3,7,0,0,3,0,0.72,0.31,1.02,0.72,1.02,22,13,59.1,2.25,1.33,0.32,0.54,,63,25.8,74,,3,21,0,1.71,15,8,+7,+0.72,+1.21,0,26,11,9,0,0,2,,,0,Ligue-2,60,2020-2021
Alec Georgen,fr FRA,DF,Auxerre,21,1998,1,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,66,1.9,66,,0,,3,0.00,0,2,-2,-2.73,-3.34,0,2,0,0,0,1,0,,,0,Ligue-2,60,2020-2021
Saman Ghoddos,ir IRN,MF,Amiens,26,1993,2,2,174,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,6,1,16.7,3.10,0.52,0.00,0.00,,87,5.1,87,,0,,0,1.50,1,1,0,0.00,+0.17,0,2,1,1,7,2,0,,,0,Ligue-2,60,2020-2021
Pierre Gibaud,fr FRA,DF,Le Havre,32,1988,35,31,2792,31.0,2,0,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06,15,9,60.0,0.48,0.29,0.13,0.22,,80,81.6,87,,4,21,0,1.17,28,39,-11,-0.35,-0.50,0,14,31,0,29,26,16,,,0,Ligue-2,60,2020-2021
Nicholas Gioacchini,us USA,"FW,MF",Caen,20,2000,30,21,1995,22.2,4,0,4,0,0,4,1,0.18,0.00,0.18,0.18,0.18,28,16,57.1,1.26,0.72,0.14,0.25,,67,58.3,82,,9,31,0,1.10,24,33,-9,-0.41,-0.03,0,44,54,6,11,10,13,,,0,Ligue-2,60,2020-2021
Jimmy Giraudon,fr FRA,DF,Troyes,28,1992,33,33,2840,31.6,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.10,0.00,0.00,,,86,83.0,86,,0,,0,2.00,51,31,+20,+0.63,+0.01,0,21,19,1,2,56,18,,,0,Ligue-2,60,2020-2021
Ylan Gomes,fr FRA,MF,Le Havre,18,2002,5,1,115,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,2,66.7,2.35,1.57,0.00,0.00,,23,3.4,67,,4,12,6,2.00,2,1,+1,+0.78,+1.08,0,3,5,0,0,1,2,,,0,Ligue-2,60,2020-2021
Charbel Gomez,bj BEN,FW,Amiens,19,2001,5,0,60,0.7,0,1,0,0,0,0,0,0.00,1.50,1.50,0.00,1.50,0,0,,0.00,0.00,,,,12,1.8,,,5,12,2,1.20,3,2,+1,+1.50,+1.69,0,5,0,0,0,0,1,,,0,Ligue-2,60,2020-2021
Adon Gomis,fr FRA,DF,Dunkerque,28,1992,15,14,1117,12.4,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,2,1,50.0,0.16,0.08,0.50,1.00,,74,32.7,75,,1,74,10,1.40,12,9,+3,+0.24,+0.87,0,18,13,0,1,20,7,,,0,Ligue-2,60,2020-2021
David Gomis,gw GNB,MF,Clermont Foot,27,1992,27,11,1075,11.9,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,29,10,34.5,2.43,0.84,0.00,0.00,,40,31.4,64,,16,23,1,1.93,17,10,+7,+0.59,-0.53,0,17,13,8,15,9,9,,,0,Ligue-2,60,2020-2021
Iron Gomis,fr FRA,MF,Amiens,20,1999,35,31,2599,28.9,2,1,2,0,0,4,0,0.07,0.03,0.10,0.07,0.10,9,5,55.6,0.31,0.17,0.22,0.40,,74,76.0,80,,4,31,2,1.31,25,32,-7,-0.24,-0.35,0,45,71,1,62,30,35,,,0,Ligue-2,60,2020-2021
Yannick Gomis,sn SEN,"FW,MF",Guingamp,28,1992,37,34,2789,31.0,8,5,6,2,3,0,0,0.26,0.16,0.42,0.19,0.35,52,18,34.6,1.68,0.58,0.12,0.33,,75,81.5,79,,3,30,0,1.24,34,32,+2,+0.06,+0.64,0,36,33,26,40,12,17,,,0,Ligue-2,60,2020-2021
Alexis Goncalves,cv CPV,"MF,FW",Châteauroux,23,1997,20,5,555,6.2,2,1,2,0,0,1,0,0.32,0.16,0.49,0.32,0.49,18,7,38.9,2.92,1.14,0.11,0.29,,28,16.2,68,,15,14,4,0.70,6,14,-8,-1.30,-0.73,0,20,4,4,4,6,4,,,0,Ligue-2,60,2020-2021
Anthony Gonçalves,fr FRA,MF,Caen,34,1986,25,12,1219,13.5,0,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,20,5,25.0,1.48,0.37,0.00,0.00,,49,35.6,80,,13,20,4,1.44,15,11,+4,+0.30,+1.07,0,42,22,0,101,18,13,,,0,Ligue-2,60,2020-2021
