Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Alphonse Areola,fr FRA,GK,Paris S-G,24,1993,34,34,3060,34.0,25,0.74,106,82,77.4,26,6,2,17,50.0,2,1,1,0,50.0,2,6,0,26.0,0.23,+1.0,+0.03,48,95,50.5,504,90,13.9,24.3,80,31.3,34.4,299,24,8.0,31,0.91,16.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,89.5,,34,0,,3,2.47,101,25,+76,+2.24,+1.49,82.0,28.5,+53.5,+1.57,+0.70,0,0,2,0,0,0,0,0,0,135,0,0,,Ligue-1,13,2017-2018
Diego Benaglio,ch SUI,GK,Monaco,33,1983,3,2,225,2.5,0,0.00,6,6,100.0,2,0,0,2,100.0,0,0,0,0,,0,0,0,1.5,0.24,+1.5,+0.59,9,22,40.9,35,9,40.0,33.7,12,66.7,53.8,25,1,4.0,2,0.80,14.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,75,6.6,,2,1,,20,3.00,9,0,+9,+3.60,+2.73,5.8,2.0,+3.8,+1.50,+1.20,0,0,0,0,0,0,0,0,0,13,0,0,,Ligue-1,13,2017-2018
Walter Benítez,ar ARG,GK,Nice,24,1993,28,28,2520,28.0,36,1.29,114,83,71.1,12,8,8,7,25.0,5,3,2,0,40.0,1,0,2,35.5,0.28,+1.5,+0.05,64,201,31.8,394,84,26.6,30.3,127,75.6,54.4,320,17,5.3,6,0.21,13.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,73.7,,28,0,,10,1.57,40,36,+4,+0.14,+0.44,35.8,36.5,-0.7,-0.02,-0.44,0,3,2,0,0,0,0,0,0,125,0,0,,Ligue-1,13,2017-2018
Quentin Beunardeau,fr FRA,GK,Metz,23,1994,1,0,39,0.4,2,4.62,4,2,50.0,0,0,0,0,,0,0,0,0,,0,0,0,1.7,0.43,-0.3,-0.68,6,16,37.5,16,2,87.5,50.7,2,100.0,71.5,6,0,0.0,0,0.00,13.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,39,1.1,,0,1,,17,0.00,1,2,-1,-2.31,-1.22,0.0,1.8,-1.7,-3.97,-3.24,0,0,0,0,0,0,0,0,0,3,0,0,,Ligue-1,13,2017-2018
Landry Bonnefoi,fr FRA,GK,Strasbourg,33,1983,4,3,272,3.0,6,1.99,17,11,64.7,2,0,1,1,33.3,0,0,0,0,,0,1,0,5.5,0.33,-0.5,-0.16,17,42,40.5,39,8,59.0,43.1,26,73.1,50.9,33,0,0.0,0,0.00,10.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,68,8.0,,3,1,,5,1.50,5,6,-1,-0.33,+0.30,5.6,4.6,+1.0,+0.33,+0.65,0,0,0,0,0,0,0,0,0,11,0,0,,Ligue-1,13,2017-2018
Jean-Christophe Bouet,fr FRA,GK,Amiens,34,1983,1,1,90,1.0,1,1.00,6,5,83.3,0,0,1,0,0.0,0,0,0,0,,0,0,0,1.1,0.19,+0.1,+0.14,2,15,13.3,12,2,58.3,48.8,8,100.0,62.6,11,3,27.3,0,0.00,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,,1,0,,36,0.00,0,1,-1,-1.00,-0.89,0.5,1.4,-0.9,-0.90,-0.38,0,0,1,0,0,0,0,0,0,1,0,0,,Ligue-1,13,2017-2018
Ludovic Butelle,fr FRA,GK,Angers,34,1983,19,19,1652,18.4,22,1.20,70,52,72.9,6,5,7,4,21.1,3,3,0,0,0.0,1,1,1,20.5,0.26,-0.5,-0.03,63,228,27.6,303,63,48.8,40.4,89,89.9,60.6,175,21,12.0,23,1.25,17.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,48.3,,18,0,,0,1.21,21,22,-1,-0.05,+0.40,23.0,18.3,+4.7,+0.26,+0.42,0,0,2,0,0,0,0,0,0,98,0,0,,Ligue-1,13,2017-2018
Yoan Cardinale,fr FRA,GK,Nice,23,1994,10,10,900,10.0,16,1.60,43,28,62.8,3,1,6,3,30.0,0,0,0,0,,1,1,1,13.5,0.31,-1.5,-0.15,33,71,46.5,158,26,22.8,27.0,42,83.3,57.6,95,3,3.2,3,0.30,14.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,26.3,,10,0,,26,1.00,13,16,-3,-0.30,-0.44,15.9,11.7,+4.2,+0.42,+0.44,0,0,1,0,0,0,0,0,0,29,0,0,,Ligue-1,13,2017-2018
Benoît Costil,fr FRA,GK,Bordeaux,30,1987,36,36,3240,36.0,45,1.25,119,79,65.5,16,7,13,10,27.8,9,4,4,1,50.0,4,6,1,35.8,0.25,-8.2,-0.23,171,527,32.4,757,97,48.5,42.6,178,89.9,65.5,341,28,8.2,20,0.56,14.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,94.7,,36,0,,1,1.53,53,45,+8,+0.22,+1.72,51.1,38.0,+13.1,+0.37,+1.02,0,1,3,0,0,0,0,0,0,176,0,0,,Ligue-1,13,2017-2018
Abdoulaye Diallo,sn SEN,GK,Rennes,25,1992,3,3,270,3.0,5,1.67,16,12,75.0,0,2,1,0,0.0,1,1,0,0,0.0,1,0,0,6.9,0.37,+1.9,+0.64,9,32,28.1,53,10,37.7,36.2,12,100.0,64.2,19,3,15.8,2,0.67,18.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,,3,0,,31,0.67,4,5,-1,-0.33,-0.53,4.8,5.1,-0.3,-0.08,+0.03,0,0,0,0,0,0,0,0,0,13,0,0,,Ligue-1,13,2017-2018
