Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Angers,23,26,50.4,18,198,1620,18.0,23,14,18,5,5,40,5,1.28,0.78,2.06,1.0,1.78,23.5,19.8,15.9,35.7,1.31,0.88,2.19,1.1,1.98,175,61,34.9,9.72,3.39,0.1,0.3,18.0,10,0.11,-0.5,-1.8,7899,9509,83.1,151670,47036,3349,3711,90.2,3280,3693,88.8,1122,1748,64.2,-1.9,132,561,125,38,555,8681,828,18,1197,317,240,75,28,27,3,6884,1159,1466,2658,5898,265,378,125,32,149,256,232,281,15.61,199,25,25,16,8,35,1.94,24,2,3,1,5,0,445,282,211,177,57,168,42.1,231,934,32.0,926,1332,658,0,177,692,271,2,11596,1050,347,342,54.1,198,16,7797,58,229,221,8963,7899,88.1,555,90,100,81,115,80,21,79,1.39,23,25,-2,-0.11,23.5,22.6,1.0,0.05,4,234,3,5,2,1387,258,179,59.0,Ligue-1,13,2021-2022
Bordeaux,28,26,52.4,18,198,1620,18.0,40,32,36,4,4,32,2,2.22,1.78,4.0,2.0,3.78,32.7,29.8,23.2,52.9,1.92,1.36,3.28,1.75,3.11,255,94,36.9,14.17,5.22,0.14,0.38,17.0,9,0.12,6.3,5.2,7032,8567,82.1,134696,46235,2981,3353,88.9,2965,3408,87.0,968,1517,63.8,7.8,182,504,130,36,605,7778,789,15,1214,228,224,93,32,48,3,6109,1059,1399,2463,5196,301,330,100,27,142,283,183,388,22.82,272,34,31,20,8,64,3.76,46,5,2,6,4,1,345,223,157,150,38,124,41.9,172,768,29.7,787,1224,571,0,183,607,309,4,10558,1091,410,315,60.6,201,11,7084,88,217,194,8091,7032,86.9,605,90,100,83,122,75,17,87,0.94,40,28,12,0.67,32.7,19.6,13.0,0.77,0,205,3,1,2,1316,244,221,52.5,Ligue-1,13,2021-2022
Brest,23,26,57.9,18,198,1620,18.0,25,20,24,1,1,34,3,1.39,1.11,2.5,1.33,2.44,25.1,24.3,19.3,43.6,1.39,1.07,2.47,1.35,2.42,217,73,33.6,12.06,4.06,0.11,0.33,17.3,9,0.12,-0.1,-0.3,9078,10761,84.4,175414,54638,3522,3915,90.0,4155,4583,90.7,1246,1919,64.9,0.7,162,596,142,32,707,9912,849,20,1389,252,202,89,37,37,5,8214,1111,1436,3159,6635,260,365,149,20,165,298,187,342,19.0,246,33,19,24,5,42,2.33,25,4,4,5,4,0,363,228,189,133,41,143,44.7,177,836,34.3,839,1015,583,1,174,618,346,3,12906,1102,413,296,59.5,188,16,8835,62,276,246,10366,9078,87.6,707,90,100,82,118,79,17,81,1.33,27,25,2,0.11,25.1,22.8,2.3,0.13,0,187,1,5,0,1519,280,379,42.5,Ligue-1,13,2021-2022
Clermont Foot,24,26,48.6,18,198,1620,18.0,30,20,28,2,2,40,2,1.67,1.11,2.78,1.56,2.67,23.5,22.1,17.6,39.7,1.3,0.98,2.28,1.23,2.21,194,66,34.0,10.78,3.67,0.14,0.42,16.0,4,0.12,6.5,5.9,7661,9226,83.0,153381,47255,2878,3223,89.3,3513,3950,88.9,1153,1748,66.0,2.4,154,527,134,35,597,8449,777,14,1190,266,179,77,42,24,3,6634,1130,1462,2710,5605,287,340,128,8,153,233,202,328,18.22,224,34,23,14,18,48,2.67,28,6,4,4,5,1,366,227,160,150,56,121,38.4,194,775,27.3,797,1255,792,1,210,681,314,5,11293,1246,369,321,52.3,184,15,7415,72,230,213,8694,7661,88.1,597,90,100,81,117,80,20,82,0.94,32,20,12,0.67,23.5,21.4,2.0,0.11,1,236,2,0,2,1324,234,223,51.2,Ligue-1,13,2021-2022
Lens,26,26,49.9,18,198,1620,18.0,26,16,24,2,2,41,4,1.44,0.89,2.33,1.33,2.22,21.3,19.7,14.9,34.6,1.18,0.83,2.01,1.1,1.92,203,69,34.0,11.28,3.83,0.12,0.35,18.4,9,0.1,4.7,4.3,7518,9147,82.2,145985,45118,2921,3261,89.6,3405,3860,88.2,1064,1737,61.3,1.1,143,419,115,35,507,8273,874,10,1172,204,181,79,20,30,5,6578,1148,1421,2605,5614,277,386,124,25,154,274,171,310,17.22,215,31,17,14,11,40,2.22,29,2,0,5,4,0,291,191,144,113,34,106,39.1,165,740,30.5,786,1187,454,3,193,577,297,6,11134,1212,336,255,58.8,167,12,7323,70,233,204,8735,7518,86.1,507,90,100,83,123,72,18,90,1.5,26,32,-6,-0.33,21.3,29.9,-8.6,-0.48,1,163,2,2,1,1339,200,220,47.6,Ligue-1,13,2021-2022
Lille,22,26,49.7,18,198,1620,18.0,24,12,22,2,2,46,6,1.33,0.67,2.0,1.22,1.89,17.9,16.5,10.8,27.3,0.99,0.6,1.59,0.92,1.52,201,73,36.3,11.17,4.06,0.11,0.3,18.1,7,0.08,6.1,5.5,6950,8667,80.2,135549,45229,2744,3097,88.6,3114,3571,87.2,965,1658,58.2,1.2,135,463,123,27,576,7768,899,7,1173,234,212,84,35,27,4,5949,1166,1552,2668,5023,286,398,113,11,149,245,202,302,16.78,212,31,12,16,9,31,1.72,20,3,0,5,2,1,309,193,134,143,32,120,42.6,162,854,30.8,857,1318,601,0,217,626,346,1,10849,1121,370,301,54.8,186,22,6958,62,282,233,8125,6950,85.5,576,90,100,82,120,74,20,84,1.39,24,23,1,0.06,17.9,26.9,-9.1,-0.5,3,226,1,3,2,1462,265,311,46.0,Ligue-1,13,2021-2022
Lorient,26,26,54.7,18,198,1620,18.0,28,15,24,4,5,32,2,1.56,0.83,2.39,1.33,2.17,27.7,23.9,15.4,39.2,1.54,0.85,2.39,1.33,2.18,226,71,31.4,12.56,3.94,0.11,0.34,17.3,7,0.11,0.3,0.1,8057,9751,82.6,155982,51776,3318,3734,88.9,3405,3869,88.0,1203,1805,66.6,-0.4,161,558,135,44,641,8865,886,16,1398,287,210,97,47,35,6,6793,1303,1655,2948,5685,372,412,126,19,140,293,184,353,19.61,237,39,28,25,8,46,2.56,25,3,3,7,7,1,328,208,137,150,41,117,40.5,172,887,33.1,753,1235,689,1,223,594,305,2,11879,1023,380,339,56.9,207,20,7601,57,273,229,9287,8057,86.8,641,90,100,83,122,75,19,86,0.83,30,14,16,0.89,27.7,19.5,8.2,0.45,0,205,3,2,1,1457,291,231,55.7,Ligue-1,13,2021-2022
Lyon,25,26,41.5,18,187,1530,17.0,22,14,18,4,4,29,0,1.29,0.82,2.12,1.06,1.88,29.9,26.9,19.2,46.1,1.76,1.13,2.89,1.58,2.71,245,92,37.6,14.41,5.41,0.07,0.2,17.3,10,0.12,-7.9,-8.9,5877,7398,79.4,112853,40710,2487,2854,87.1,2374,2787,85.2,863,1415,61.0,-5.2,170,411,127,43,463,6616,782,14,1138,236,188,90,38,35,2,4971,938,1489,2214,4308,254,325,119,33,162,254,175,372,21.88,263,32,17,17,15,36,2.12,24,4,1,3,3,1,352,212,182,125,45,129,37.6,214,830,28.9,987,1341,543,1,155,653,252,2,9415,1056,405,307,51.5,176,14,5826,77,239,208,6890,5877,85.3,463,85,100,83,113,74,18,88,1.41,25,25,0,0.0,29.9,28.9,1.0,0.06,0,185,2,4,0,1336,218,220,49.8,Ligue-1,13,2021-2022
Marseille,23,26,38.6,18,187,1530,17.0,13,9,10,3,3,34,3,0.76,0.53,1.29,0.59,1.12,20.7,18.4,13.8,32.2,1.22,0.81,2.03,1.08,1.89,168,49,29.2,9.88,2.88,0.06,0.2,16.7,6,0.11,-7.7,-8.4,5550,6900,80.4,109885,36819,2230,2518,88.6,2363,2703,87.4,867,1440,60.2,-4.8,129,394,90,30,416,6176,724,22,894,208,154,79,33,32,2,4847,829,1224,1879,4312,216,301,78,42,114,212,176,259,15.24,173,31,17,13,8,20,1.18,14,2,1,1,1,1,336,214,177,118,41,99,37.6,164,759,26.5,942,1269,652,0,168,585,221,0,8637,1051,302,232,51.7,137,6,5438,64,208,183,6456,5550,86.0,416,85,100,82,117,69,20,92,1.88,14,25,-11,-0.65,20.7,24.3,-3.6,-0.21,1,210,1,1,1,1087,153,180,45.9,Ligue-1,13,2021-2022
Metz,29,26,58.3,18,198,1620,18.0,36,28,33,3,3,32,0,2.0,1.56,3.56,1.83,3.39,28.0,25.7,19.5,45.2,1.56,1.08,2.64,1.43,2.51,254,83,32.7,14.11,4.61,0.13,0.4,17.7,9,0.1,8.0,7.3,8384,10112,82.9,164522,52383,3245,3668,88.5,3684,4154,88.7,1306,1914,68.2,8.5,187,580,166,36,729,9174,938,20,1272,321,233,109,45,41,8,7291,1272,1549,3013,6043,272,450,157,25,132,328,252,405,22.5,284,40,28,22,10,55,3.06,43,2,3,4,3,0,343,214,139,159,45,123,41.6,173,716,32.4,625,1066,517,0,178,589,300,4,12188,1020,471,306,52.3,176,11,8140,84,246,245,9731,8384,86.2,729,90,100,82,122,77,20,84,0.83,38,22,16,0.89,28.0,16.4,11.6,0.64,0,218,2,1,2,1464,265,287,48.0,Ligue-1,13,2021-2022
