Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
nl Ajax,20,26,39.2,6,66,540,6.0,5,3,3,2,2,10,1,0.83,0.5,1.33,0.5,1.0,6.4,4.9,4.7,9.6,1.07,0.78,1.84,0.82,1.6,57,16,28.1,9.5,2.67,0.05,0.19,16.8,1,0.09,-1.4,-1.9,1927,2444,78.8,37795,14210,800,914,87.5,783,922,84.9,298,490,60.8,-1.7,47,99,25,7,129,2142,302,9,273,65,49,21,11,7,0,1617,307,520,766,1398,88,110,31,11,47,73,71,89,14.83,67,10,5,4,1,8,1.33,7,0,0,0,1,0,113,66,66,39,8,42,42.4,57,284,26.6,468,436,163,0,74,219,103,2,3177,510,95,102,48.0,56,4,1855,22,84,64,2287,1927,84.3,129,90,100,78,38,27,27,30,3.0,5,20,-15,-2.5,6.4,16.3,-9.9,-1.65,0,57,1,1,1,428,65,80,44.8,Champions-League,8,2021-2022
it Atalanta,21,27,48.0,6,66,540,6.0,13,11,13,0,0,15,1,2.17,1.83,4.0,2.17,4.0,9.1,9.1,6.8,15.9,1.52,1.13,2.65,1.52,2.65,77,34,44.2,12.83,5.67,0.17,0.38,16.9,3,0.12,3.9,3.9,2245,2874,78.1,43941,14776,892,1027,86.9,988,1147,86.1,324,597,54.3,4.2,57,167,49,13,188,2575,299,7,371,81,52,28,12,10,2,1921,392,561,787,1790,93,120,29,13,41,97,74,117,19.5,83,14,5,6,3,19,3.17,16,2,1,0,0,0,145,84,92,40,13,55,50.5,54,267,32.3,359,306,161,0,72,266,101,2,3629,461,125,104,48.1,58,4,2179,20,69,61,2700,2245,83.1,188,90,100,83,39,27,17,43,1.0,13,12,1,0.17,9.1,8.8,0.4,0.06,1,76,0,0,0,535,76,103,42.5,Champions-League,8,2021-2022
es Atlético Madrid,21,27,57.7,6,66,540,6.0,8,4,6,2,2,23,4,1.33,0.67,2.0,1.0,1.67,7.9,6.4,3.8,10.2,1.32,0.64,1.95,1.07,1.71,68,23,33.8,11.33,3.83,0.09,0.26,17.7,0,0.09,0.1,-0.4,2769,3300,83.9,54112,16545,1162,1266,91.8,1138,1268,89.7,425,657,64.7,0.2,44,235,47,12,203,3020,280,1,357,113,60,24,7,11,2,2389,392,519,856,2108,124,120,32,7,57,73,55,97,16.17,68,10,6,9,3,12,2.0,7,0,2,1,2,0,115,83,41,56,18,29,42.0,40,216,33.4,207,297,142,2,47,203,98,2,3973,369,135,114,50.9,66,6,2686,17,98,61,3107,2769,89.1,203,90,100,79,35,30,22,36,1.17,8,7,1,0.17,7.9,7.5,0.4,0.06,1,76,2,1,0,463,82,90,47.7,Champions-League,8,2021-2022
es Barcelona,23,27,41.8,6,66,540,6.0,9,7,8,1,1,13,0,1.5,1.17,2.67,1.33,2.5,8.3,7.5,5.4,12.9,1.38,0.9,2.28,1.26,2.16,59,24,40.7,9.83,4.0,0.14,0.33,17.0,3,0.14,0.7,0.5,2255,2757,81.8,44011,14723,924,1055,87.6,941,1071,87.9,340,518,65.6,1.6,41,140,41,7,160,2501,256,3,450,76,48,11,3,4,0,1993,320,444,710,1799,70,95,36,17,35,55,70,94,15.67,66,6,7,4,3,15,2.5,8,0,3,4,0,0,120,65,62,50,8,41,31.8,88,296,27.6,381,499,191,3,79,214,94,1,3441,490,128,116,52.6,69,5,2180,27,71,55,2573,2255,87.6,160,90,100,82,36,30,18,38,1.17,9,2,7,1.17,8.3,6.1,2.2,0.36,0,68,0,0,0,437,60,90,40.0,Champions-League,8,2021-2022
de Bayern Munich,23,26,40.2,6,66,540,6.0,3,3,3,0,0,8,0,0.5,0.5,1.0,0.5,1.0,3.4,3.4,3.2,6.6,0.57,0.53,1.1,0.57,1.1,42,14,33.3,7.0,2.33,0.07,0.21,17.3,1,0.08,-0.4,-0.4,2151,2658,80.9,41648,14552,923,1039,88.8,859,1004,85.6,322,510,63.1,-0.2,38,116,41,10,144,2366,292,6,338,70,56,21,4,4,2,1886,318,454,736,1661,78,97,46,13,38,78,61,75,12.5,54,7,5,5,2,6,1.0,5,0,1,0,0,0,88,52,47,33,8,33,32.0,70,204,23.3,341,381,154,0,54,191,83,0,3278,518,95,90,63.3,63,7,2041,17,70,80,2476,2151,86.9,144,90,100,79,39,27,27,45,3.0,3,22,-19,-3.17,3.4,13.9,-10.5,-1.75,0,53,0,2,1,396,56,65,46.3,Champions-League,8,2021-2022
pt Benfica,23,26,58.5,6,66,540,6.0,8,7,8,0,1,16,1,1.33,1.17,2.5,1.33,2.5,11.1,10.5,9.2,19.8,1.85,1.54,3.39,1.75,3.29,85,28,32.9,14.17,4.67,0.09,0.29,17.0,3,0.13,-3.1,-2.5,3029,3569,84.9,56712,17310,1291,1432,90.2,1302,1452,89.7,383,573,66.8,-2.2,68,197,69,18,214,3292,277,18,348,81,87,35,12,8,3,2648,425,496,959,2276,102,119,47,32,38,93,53,147,24.5,114,11,6,7,3,16,2.67,13,0,1,1,1,0,128,79,61,49,18,45,36.9,77,301,30.7,355,431,194,0,69,198,56,2,4180,382,178,106,57.5,68,3,2784,33,64,53,3466,3029,87.4,214,90,100,83,40,25,17,41,1.33,9,7,2,0.33,11.1,7.3,3.9,0.64,1,77,0,1,0,446,88,83,51.5,Champions-League,8,2021-2022
tr Beşiktaş,26,26,55.7,6,66,540,6.0,19,15,16,3,3,6,0,3.17,2.5,5.67,2.67,5.17,18.3,16.1,13.6,29.7,3.06,2.26,5.32,2.68,4.94,116,39,33.6,19.33,6.5,0.14,0.41,15.3,3,0.14,0.7,-0.1,2856,3406,83.9,54378,17739,1124,1282,87.7,1302,1452,89.7,377,543,69.4,1.4,93,224,84,25,292,3140,266,9,455,68,91,31,5,15,3,2542,401,463,1346,1741,106,114,33,5,34,94,71,197,32.83,148,17,13,6,5,32,5.33,21,2,4,3,2,0,128,79,47,56,25,39,37.1,66,350,34.4,249,518,250,0,78,213,80,0,4119,322,250,122,60.7,78,4,2764,43,63,79,3250,2856,87.9,292,90,100,81,39,27,22,31,0.0,19,3,16,2.67,18.3,5.4,12.9,2.15,0,75,2,1,0,515,81,57,58.7,Champions-League,8,2021-2022
eng Chelsea,24,28,34.5,6,66,540,6.0,4,3,4,0,0,7,0,0.67,0.5,1.17,0.67,1.17,4.7,4.7,4.3,9.0,0.78,0.72,1.5,0.78,1.5,44,11,25.0,7.33,1.83,0.09,0.36,18.1,1,0.11,-0.7,-0.7,1744,2270,76.8,33788,11886,761,879,86.6,685,815,84.0,271,480,56.5,-1.3,34,88,26,5,107,1977,293,4,397,75,27,21,4,11,0,1421,358,491,631,1332,90,121,35,9,47,82,74,69,11.5,55,7,2,1,2,5,0.83,4,0,1,0,0,0,121,85,79,31,11,31,33.3,62,272,25.6,485,401,177,0,69,218,137,1,2996,517,71,60,43.3,30,6,1695,11,75,68,2083,1744,83.7,107,90,100,81,37,29,20,27,2.17,4,13,-9,-1.5,4.7,12.9,-8.3,-1.38,0,51,0,2,0,400,76,101,42.9,Champions-League,8,2021-2022
be Club Brugge,21,27,61.5,6,66,540,6.0,20,16,17,3,3,6,0,3.33,2.67,6.0,2.83,5.5,16.9,14.6,12.3,26.9,2.81,2.05,4.87,2.44,4.49,105,44,41.9,17.5,7.33,0.16,0.39,15.7,2,0.14,3.1,2.4,3368,3951,85.2,59119,19543,1603,1755,91.3,1337,1503,89.0,356,536,66.4,3.7,81,238,101,10,288,3685,266,16,565,66,57,29,7,4,1,3029,441,481,1218,2434,97,119,41,14,40,98,90,180,30.0,145,11,8,7,3,36,6.0,30,0,1,2,3,0,116,64,57,36,23,34,34.7,64,319,34.2,300,381,253,0,84,218,96,1,4683,429,242,103,55.3,61,4,3069,51,70,77,3811,3368,88.4,288,90,100,79,38,28,25,27,0.67,20,6,14,2.33,16.9,6.5,10.4,1.73,0,58,3,0,1,548,56,82,40.6,Champions-League,8,2021-2022
de Dortmund,23,27,48.2,6,66,540,6.0,10,7,10,0,1,17,1,1.67,1.17,2.83,1.67,2.83,7.3,6.5,4.9,11.5,1.22,0.82,2.04,1.09,1.91,63,23,36.5,10.5,3.83,0.16,0.43,15.7,2,0.1,2.7,3.5,2620,3167,82.7,50502,16567,1042,1163,89.6,1143,1289,88.7,383,577,66.4,2.1,47,171,62,16,217,2891,276,7,484,73,77,19,3,6,1,2292,382,493,1283,1588,87,116,45,12,41,97,91,98,16.33,80,7,2,6,1,15,2.5,12,1,0,1,1,0,110,67,66,32,12,41,33.3,82,247,29.0,321,371,159,1,86,224,95,3,3901,457,151,106,51.9,66,6,2633,24,75,88,2963,2620,88.4,217,90,100,83,42,23,17,41,1.5,11,10,1,0.17,7.3,10.7,-3.3,-0.55,0,50,1,1,0,492,60,89,40.3,Champions-League,8,2021-2022
ua Dynamo Kyiv,23,27,59.2,6,66,540,6.0,11,6,10,1,1,10,0,1.83,1.0,2.83,1.67,2.67,8.7,7.9,6.1,14.0,1.44,1.02,2.46,1.32,2.33,81,27,33.3,13.5,4.5,0.12,0.37,16.0,3,0.1,2.3,2.1,3341,3852,86.7,63645,18528,1355,1496,90.6,1514,1651,91.7,425,570,74.6,-0.1,65,311,79,16,292,3585,267,2,476,102,86,39,9,15,1,3007,388,457,1176,2392,74,110,41,5,49,101,78,133,22.17,95,16,6,5,6,15,2.5,13,0,0,2,0,0,75,45,34,25,16,28,37.8,46,207,26.4,220,335,229,0,60,145,89,1,4478,312,205,116,64.7,81,5,3085,28,77,76,3705,3341,90.2,292,90,100,82,40,26,20,38,0.17,11,1,10,1.67,8.7,4.2,4.5,0.74,0,83,0,0,0,461,89,55,61.8,Champions-League,8,2021-2022
it Inter,22,26,48.7,6,66,540,6.0,5,4,5,0,0,8,0,0.83,0.67,1.5,0.83,1.5,4.6,4.6,4.4,9.0,0.77,0.73,1.49,0.77,1.49,61,15,24.6,10.17,2.5,0.08,0.33,18.5,1,0.08,0.4,0.4,2714,3127,86.8,50813,14919,1134,1226,92.5,1201,1326,90.6,334,480,69.6,-0.4,54,152,41,5,162,2880,247,4,314,72,49,21,8,7,0,2437,318,372,1160,1751,66,74,42,8,33,75,46,106,17.67,87,7,7,2,1,10,1.67,7,1,0,0,2,0,76,41,48,18,10,28,41.8,39,207,25.7,310,305,191,1,72,162,89,2,3751,546,118,85,61.2,54,2,2451,27,60,66,2924,2714,92.8,162,90,100,83,43,23,19,41,1.67,5,8,-3,-0.5,4.6,12.4,-7.8,-1.31,0,53,0,0,0,327,56,59,48.7,Champions-League,8,2021-2022
it Juventus,25,28,48.7,6,66,540,6.0,5,3,5,0,0,11,0,0.83,0.5,1.33,0.83,1.33,6.1,6.1,4.9,11.0,1.02,0.82,1.83,1.02,1.83,75,18,24.0,12.5,3.0,0.07,0.28,17.8,4,0.08,-1.1,-1.1,2673,3198,83.6,49634,14303,1144,1265,90.4,1121,1246,90.0,343,543,63.2,-1.9,57,208,46,10,171,2927,271,2,401,91,59,38,9,23,1,2321,413,464,791,2131,87,98,41,3,36,76,73,108,18.0,75,14,3,6,4,5,0.83,4,0,1,0,0,0,96,54,43,34,19,30,31.6,65,257,27.8,318,374,231,1,58,186,101,2,3834,398,134,90,60.0,60,11,2632,24,59,78,3044,2673,87.8,171,90,100,80,39,27,24,35,2.5,6,10,-4,-0.67,6.1,10.9,-4.8,-0.79,0,69,0,2,0,430,78,90,46.4,Champions-League,8,2021-2022
fr Lille,19,26,53.7,6,66,540,6.0,4,2,2,2,2,22,1,0.67,0.33,1.0,0.33,0.67,5.1,3.7,2.1,5.8,0.85,0.36,1.21,0.61,0.97,58,15,25.9,9.67,2.5,0.03,0.13,18.8,7,0.06,-1.1,-1.7,2446,3088,79.2,51278,15977,820,976,84.0,1163,1334,87.2,425,678,62.7,-0.1,32,173,34,12,187,2796,292,1,405,115,74,28,15,7,2,1995,421,672,1139,1563,140,133,35,5,55,92,73,84,14.0,53,8,4,9,3,5,0.83,1,0,0,2,1,1,123,67,56,51,16,42,36.2,74,303,33.1,276,440,200,1,71,231,75,0,3805,390,103,108,33.3,46,9,2343,16,94,65,2895,2446,84.5,187,90,100,80,38,27,25,39,1.83,4,7,-3,-0.5,5.1,7.3,-2.2,-0.37,1,94,1,1,0,562,96,90,51.6,Champions-League,8,2021-2022
eng Liverpool,26,27,36.8,6,66,540,6.0,6,5,6,0,0,9,2,1.0,0.83,1.83,1.0,1.83,5.8,5.8,3.7,9.4,0.96,0.61,1.57,0.96,1.57,43,15,34.9,7.17,2.5,0.14,0.4,16.5,2,0.15,0.2,0.2,1666,2231,74.7,33042,12369,708,822,86.1,644,778,82.8,275,530,51.9,1.3,29,93,40,7,127,1947,284,5,330,70,42,16,2,7,1,1307,360,564,634,1266,100,111,57,12,43,81,64,67,11.17,44,5,5,6,4,10,1.67,5,0,2,2,1,0,136,80,82,43,11,49,41.2,70,279,29.0,398,414,151,0,69,247,116,8,2958,487,101,84,46.4,43,2,1638,18,76,83,2067,1666,80.6,127,90,100,77,36,28,27,33,3.0,6,17,-11,-1.83,5.8,11.6,-5.8,-0.97,0,62,0,2,1,433,81,101,44.5,Champions-League,8,2021-2022
se Malmö,21,28,62.5,6,66,540,6.0,14,8,10,4,5,8,1,2.33,1.33,3.67,1.67,3.0,14.6,10.8,8.4,19.2,2.43,1.41,3.83,1.79,3.2,103,40,38.8,17.17,6.67,0.1,0.25,16.8,3,0.11,-0.6,-0.8,3385,3908,86.6,63755,18855,1396,1546,90.3,1508,1656,91.1,426,591,72.1,-0.4,84,272,101,22,281,3643,265,12,395,85,89,35,11,10,4,2956,419,533,1152,2411,104,124,45,13,42,83,60,175,29.17,138,12,7,9,3,21,3.5,15,0,1,1,4,0,112,60,50,37,25,35,47.9,38,267,33.3,187,338,276,0,83,194,52,0,4566,247,238,102,65.7,73,8,3186,35,77,69,3777,3385,89.6,281,90,100,82,40,25,21,37,0.17,14,1,13,2.17,14.6,2.0,12.6,2.09,1,65,5,0,0,492,90,64,58.4,Champions-League,8,2021-2022
