Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Dickson Abiama,ng NGA,FW,Greuther Fürth,23,1998,9,2,324,3.6,0,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,1.4,1.4,0.8,2.2,0.39,0.22,0.61,0.39,0.61,11,2,18.2,3.06,0.56,0.00,0.00,12.4,0,0.13,-1.4,-1.4,37,57,64.9,496,178,25,36,69.4,10,15,66.7,0,1,0.0,+0.2,4,2,4,0,7,54,3,1,17,0,2,0,0,0,0,36,12,9,12,31,8,0,0,0,1,4,4,9,2.50,6,0,0,1,1,2,0.56,1,0,0,1,0,0,12,6,2,6,4,1,33.3,2,21,25.6,12,35,35,0,2,15,2,0,122,3,18,11,36.4,5,1,67,3,15,8,156,75,48.1,25,36,32.7,88,1,7,21,0,0.11,3,12,-9,-2.50,-0.88,4.0,8.0,-4.0,-1.11,-0.71,0,8,0,0,0,18,11,22,33.3,Bundesliga,20,2021-2022
Ragnar Ache,de GER,"FW,MF",Eint Frankfurt,23,1998,5,0,55,0.6,0,1,0,0,0,0,0,0.00,1.64,1.64,0.00,1.64,0.3,0.3,0.0,0.3,0.50,0.00,0.50,0.50,0.50,6,1,16.7,9.82,1.64,0.00,0.00,14.3,0,0.05,-0.3,-0.3,8,16,50.0,83,5,5,8,62.5,2,5,40.0,0,1,0.0,+1.0,0,0,0,0,0,16,0,0,7,1,1,0,0,0,0,8,4,4,2,10,2,0,0,1,1,1,1,1,1.64,0,0,0,0,0,1,1.64,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,7,36.8,2,7,10,0,2,0,1,0,37,1,10,1,0.0,1,0,17,4,3,2,41,26,63.4,7,11,5.6,,0,5,11,2,1.20,3,2,+1,+1.64,+2.12,2.0,2.4,-0.4,-0.65,-0.05,0,4,0,0,0,3,5,1,83.3,Bundesliga,20,2021-2022
Tyler Adams,us USA,"MF,DF",RB Leipzig,22,1999,7,5,451,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.03,0.10,0.13,0.03,0.13,1,0,0.0,0.20,0.00,0.00,,9.8,0,0.14,-0.1,-0.1,234,285,82.1,3938,982,113,123,91.9,89,105,84.8,22,37,59.5,-0.5,2,29,3,0,17,274,11,0,39,2,1,0,0,0,0,213,34,38,34,220,15,8,3,2,3,13,8,9,1.80,8,0,0,0,0,1,0.20,1,0,0,0,0,0,8,5,1,6,1,4,36.4,7,32,29.4,29,71,9,0,11,19,6,0,339,9,7,4,50.0,2,0,221,1,2,7,236,219,92.8,6,64,45.6,84,3,2,17,2,1.86,11,3,+8,+1.60,+0.93,11.7,6.7,+5.0,+1.00,+0.41,0,7,0,0,0,65,6,4,60.0,Bundesliga,20,2021-2022
Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,28,1993,7,2,276,3.1,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.4,0.4,0.4,0.7,0.11,0.13,0.24,0.11,0.24,2,2,100.0,0.65,0.65,0.50,0.50,16.8,0,0.18,+0.6,+0.6,54,77,70.1,900,270,24,29,82.8,26,35,74.3,4,7,57.1,-0.4,3,4,3,1,9,72,5,0,22,0,5,0,0,0,0,51,10,16,16,44,6,5,2,0,3,4,7,9,2.93,7,0,1,0,1,1,0.33,1,0,0,0,0,0,14,9,8,5,1,7,46.7,8,20,32.8,14,34,13,0,2,18,2,0,123,4,8,6,66.7,4,1,79,0,10,10,115,76,66.1,17,39,27.9,76,0,5,25,1,1.14,5,6,-1,-0.33,-0.70,5.4,4.8,+0.5,+0.16,-0.05,0,5,0,0,0,16,4,11,26.7,Bundesliga,20,2021-2022
Amine Adli,fr FRA,"FW,MF",Leverkusen,21,2000,9,3,394,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.12,0.10,0.22,0.12,0.22,7,3,42.9,1.60,0.69,0.00,0.00,18.1,0,0.08,-0.5,-0.5,113,150,75.3,1772,502,59,74,79.7,46,60,76.7,6,9,66.7,-0.5,4,11,5,1,15,143,7,1,28,1,2,1,0,0,0,123,19,8,123,16,1,4,2,1,3,12,7,14,3.20,12,0,0,1,1,2,0.46,2,0,0,0,0,0,12,8,2,6,4,6,75.0,2,28,38.4,15,29,29,0,7,20,3,0,219,2,15,15,40.0,8,0,158,4,9,12,222,150,67.6,23,44,39.8,81,1,6,25,0,1.56,5,7,-2,-0.46,-1.82,5.9,6.5,-0.6,-0.13,-0.26,0,9,0,0,0,29,5,9,35.7,Bundesliga,20,2021-2022
Manuel Akanji,ch SUI,DF,Dortmund,26,1995,11,11,990,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.09,0.00,0.09,0.09,0.09,8,1,12.5,0.73,0.09,0.00,0.00,10.4,1,0.12,-1.0,-1.0,790,866,91.2,18367,6080,194,210,92.4,411,429,95.8,183,218,83.9,0.0,1,59,1,0,56,842,24,0,75,34,0,0,0,0,0,707,52,107,182,644,24,1,1,1,12,13,6,2,0.18,1,1,0,0,0,0,0.00,0,0,0,0,0,0,23,19,14,7,2,11,84.6,2,52,52.0,62,32,6,0,9,40,40,0,960,113,9,4,100.0,4,0,664,0,1,0,746,737,98.8,1,90,100.0,90,11,0,,0,2.18,28,17,+11,+1.00,,21.8,15.5,+6.2,+0.56,,0,9,0,0,0,93,30,23,56.6,Bundesliga,20,2021-2022
Kevin Akpoguma,ng NGA,DF,Hoffenheim,26,1995,9,7,582,6.5,1,1,1,0,0,1,0,0.15,0.15,0.31,0.15,0.31,0.6,0.6,0.8,1.3,0.09,0.12,0.21,0.09,0.21,5,1,20.0,0.77,0.15,0.20,1.00,8.9,0,0.11,+0.4,+0.4,278,357,77.9,4944,2236,133,157,84.7,115,143,80.4,26,44,59.1,+0.2,4,23,3,0,42,281,76,0,56,10,13,0,0,0,0,199,100,58,32,238,9,69,1,2,7,13,17,13,2.01,7,0,3,1,0,2,0.31,1,0,0,1,0,0,12,5,4,5,3,4,57.1,3,32,31.4,39,38,25,0,22,25,8,1,434,12,17,14,64.3,9,0,238,4,7,6,276,245,88.8,13,65,58.8,77,4,2,23,1,1.44,14,9,+5,+0.77,+1.43,10.3,9.6,+0.8,+0.12,-0.19,0,11,0,0,0,48,12,12,50.0,Bundesliga,20,2021-2022
Lucas Alario,ar ARG,FW,Leverkusen,29,1992,6,1,145,1.6,0,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,1.2,0.4,0.1,0.5,0.74,0.04,0.78,0.27,0.31,3,1,33.3,1.86,0.62,0.00,0.00,13.3,0,0.14,-1.2,-0.4,17,26,65.4,213,35,11,17,64.7,5,7,71.4,0,1,0.0,-0.1,1,0,0,0,0,25,1,0,4,0,1,0,0,0,0,15,9,2,1,18,3,0,2,0,0,1,0,5,3.10,3,0,0,2,0,0,0.00,0,0,0,0,0,0,3,3,0,3,0,1,100.0,0,7,33.3,0,8,13,0,1,3,1,0,50,1,11,1,100.0,1,1,30,1,7,4,74,39,52.7,16,24,14.6,90,1,5,11,1,1.17,1,2,-1,-0.62,-1.47,3.0,2.2,+0.8,+0.50,+0.56,0,4,1,0,0,4,3,11,21.4,Bundesliga,20,2021-2022
Nadiem Amiri,de GER,"MF,FW",Leverkusen,25,1996,9,2,279,3.1,1,0,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,0.3,0.3,0.1,0.4,0.10,0.04,0.14,0.10,0.14,6,1,16.7,1.94,0.32,0.17,1.00,18.7,1,0.05,+0.7,+0.7,138,163,84.7,2516,383,62,68,91.2,55,62,88.7,17,24,70.8,-0.1,2,6,6,0,10,156,7,0,31,9,2,3,0,3,0,130,13,20,9,151,1,2,0,1,3,3,1,4,1.29,2,1,0,1,0,1,0.32,0,0,0,0,1,0,7,4,4,2,1,3,42.9,4,15,34.1,11,24,9,0,4,10,2,0,207,1,7,10,50.0,5,0,150,1,4,4,177,153,86.4,15,31,28.2,83,1,7,16,2,1.89,5,6,-1,-0.32,-1.34,5.1,4.8,+0.3,+0.09,+0.09,0,0,0,0,0,26,1,3,25.0,Bundesliga,20,2021-2022
Sebastian Andersson,se SWE,FW,Köln,30,1991,11,5,494,5.5,1,1,1,0,0,2,0,0.18,0.18,0.36,0.18,0.36,2.3,2.3,0.3,2.6,0.42,0.05,0.47,0.42,0.47,22,7,31.8,4.01,1.28,0.05,0.14,12.1,0,0.10,-1.3,-1.3,73,96,76.0,913,197,46,53,86.8,18,27,66.7,1,3,33.3,+0.7,3,2,4,1,5,93,3,0,40,1,6,0,0,0,0,46,33,17,12,59,7,1,9,0,1,3,5,10,1.82,7,0,0,1,1,2,0.36,2,0,0,0,0,0,5,4,1,0,4,3,75.0,1,20,30.8,0,20,45,0,3,7,5,0,184,5,40,7,42.9,3,0,111,2,21,12,270,143,53.0,46,45,49.9,76,1,6,19,0,1.27,6,7,-1,-0.18,+0.18,8.1,9.0,-1.0,-0.18,-0.17,0,13,0,0,0,13,17,30,36.2,Bundesliga,20,2021-2022
