Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Dickson Abiama,ng NGA,FW,Greuther Fürth,23,1998,11,4,483,5.4,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,1.5,1.5,1.1,2.6,0.28,0.21,0.49,0.28,0.49,14,2,14.3,2.61,0.37,0.00,0.00,14.6,0,0.11,-1.5,-1.5,65,95,68.4,937,269,36,53,67.9,20,27,74.1,3,5,60.0,-0.1,7,2,5,0,11,85,10,1,29,0,2,0,0,0,0,62,19,14,21,51,12,0,3,2,2,4,6,15,2.80,10,0,0,2,2,2,0.37,1,0,0,1,0,0,13,6,3,6,4,2,25.0,6,26,20.5,15,60,52,0,2,18,3,0,177,4,22,13,30.8,5,1,100,4,23,8,216,111,51.4,34,44,38.3,84,2,7,21,1,0.09,7,24,-17,-3.17,-1.20,5.6,13.4,-7.7,-1.44,-0.80,0,10,0,0,0,25,13,28,31.7,Bundesliga,20,2021-2022
Ragnar Ache,de GER,"FW,MF",Eint Frankfurt,23,1998,8,0,94,1.0,0,1,0,0,0,0,0,0.00,0.96,0.96,0.00,0.96,0.3,0.3,0.3,0.6,0.29,0.29,0.59,0.29,0.59,6,1,16.7,5.74,0.96,0.00,0.00,14.3,0,0.05,-0.3,-0.3,17,37,45.9,268,77,7,15,46.7,8,14,57.1,1,3,33.3,+0.7,2,1,2,2,1,37,0,0,15,1,3,0,0,0,0,20,7,10,5,21,2,0,0,1,2,2,4,4,3.83,2,0,1,0,0,1,0.96,0,0,0,1,0,0,1,1,0,0,1,1,50.0,1,10,32.3,4,12,15,0,2,1,1,0,66,1,11,3,33.3,2,0,32,4,5,4,68,44,64.7,13,12,7.5,,0,8,12,2,1.50,4,2,+2,+1.91,+2.22,2.7,3.1,-0.5,-0.43,-0.04,0,5,0,0,0,12,12,2,85.7,Bundesliga,20,2021-2022
Tyler Adams,us USA,MF,RB Leipzig,22,1999,10,7,649,7.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.02,0.07,0.09,0.02,0.09,1,0,0.0,0.14,0.00,0.00,,9.8,0,0.14,-0.1,-0.1,364,430,84.7,6008,1575,176,193,91.2,143,160,89.4,30,48,62.5,-0.5,2,33,3,0,23,411,19,0,60,3,1,0,0,0,0,332,45,53,56,330,21,10,3,2,4,15,10,11,1.53,10,0,0,0,0,1,0.14,1,0,0,0,0,0,12,7,1,9,2,4,26.7,11,44,31.4,40,86,14,0,14,26,9,0,502,13,9,7,57.1,4,0,327,2,2,10,364,339,93.1,6,65,51.5,85,5,3,17,2,1.30,12,7,+5,+0.69,+0.40,14.1,12.5,+1.7,+0.23,-0.13,0,9,0,0,0,85,11,4,73.3,Bundesliga,20,2021-2022
Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,28,1993,10,2,320,3.6,1,0,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,0.5,0.5,0.7,1.2,0.14,0.21,0.35,0.14,0.35,3,2,66.7,0.84,0.56,0.33,0.50,16.7,0,0.17,+0.5,+0.5,68,93,73.1,1112,294,34,41,82.9,29,38,76.3,5,8,62.5,-0.7,4,4,4,2,9,88,5,0,25,0,6,0,0,0,0,62,13,18,17,57,6,5,3,0,3,5,7,11,3.09,8,0,2,0,1,1,0.28,1,0,0,0,0,0,14,9,8,5,1,7,46.7,8,23,31.9,16,36,20,0,2,18,2,0,144,4,12,9,66.7,6,1,96,0,10,12,142,91,64.1,22,32,25.4,76,0,8,21,1,1.70,5,6,-1,-0.28,-1.14,6.7,5.2,+1.5,+0.41,+0.04,0,5,0,0,0,22,5,13,27.8,Bundesliga,20,2021-2022
Amine Adli,fr FRA,FW,Leverkusen,21,2000,12,6,606,6.7,2,1,2,0,0,1,0,0.30,0.15,0.45,0.30,0.45,1.2,1.2,0.8,2.0,0.17,0.12,0.29,0.17,0.29,14,8,57.1,2.08,1.19,0.14,0.25,15.3,0,0.08,+0.8,+0.8,180,236,76.3,2760,829,97,116,83.6,72,94,76.6,7,12,58.3,+0.2,5,17,6,2,20,226,10,1,50,1,4,2,0,0,0,194,29,13,190,25,4,5,4,2,3,15,11,19,2.82,14,1,0,1,2,3,0.45,3,0,0,0,0,0,21,12,6,11,4,10,58.8,7,47,34.8,31,59,45,0,17,30,5,0,355,4,25,27,55.6,17,0,258,7,16,17,359,244,68.0,36,51,48.1,76,2,6,25,0,1.92,12,9,+3,+0.45,-1.34,9.9,8.2,+1.7,+0.25,-0.07,0,13,0,0,0,42,10,19,34.5,Bundesliga,20,2021-2022
Manuel Akanji,ch SUI,DF,Dortmund,26,1995,14,14,1260,14.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.0,1.1,0.08,0.00,0.08,0.08,0.08,10,2,20.0,0.71,0.14,0.00,0.00,12.2,1,0.11,-1.1,-1.1,972,1063,91.4,22205,7289,246,264,93.2,514,534,96.3,209,255,82.0,0.0,1,75,2,0,66,1035,28,0,97,41,1,0,0,0,0,872,61,130,222,792,30,1,1,1,13,16,6,5,0.36,3,1,0,0,0,0,0.00,0,0,0,0,0,0,28,22,16,8,4,13,76.5,4,67,51.9,74,45,10,0,10,48,51,0,1183,146,14,4,100.0,4,0,827,0,3,1,916,904,98.7,2,90,100.0,90,14,0,,0,2.14,35,22,+13,+0.93,,26.8,20.3,+6.5,+0.46,,0,12,0,0,0,120,35,25,58.3,Bundesliga,20,2021-2022
Kevin Akpoguma,ng NGA,DF,Hoffenheim,26,1995,12,10,816,9.1,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,0.9,0.9,1.3,2.2,0.10,0.14,0.24,0.10,0.24,10,3,30.0,1.10,0.33,0.10,0.33,12.7,0,0.09,+0.1,+0.1,370,497,74.4,6530,2961,185,221,83.7,144,183,78.7,37,74,50.0,-0.3,7,27,6,2,49,372,125,0,80,13,18,0,0,0,0,257,149,91,38,320,12,115,1,2,10,23,23,19,2.10,12,1,3,1,0,3,0.33,2,0,0,1,0,0,18,8,7,7,4,8,50.0,8,40,28.0,51,58,34,0,29,33,9,1,601,17,26,20,45.0,9,0,316,8,9,6,361,324,89.8,16,68,64.8,77,5,2,23,1,1.83,22,13,+9,+0.99,+1.20,15.3,12.4,+2.9,+0.31,-0.19,0,16,0,0,0,72,17,12,58.6,Bundesliga,20,2021-2022
Lucas Alario,ar ARG,FW,Leverkusen,29,1992,8,1,157,1.7,0,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,1.2,0.4,0.4,0.9,0.68,0.25,0.93,0.25,0.49,3,1,33.3,1.72,0.57,0.00,0.00,13.3,0,0.14,-1.2,-0.4,21,31,67.7,243,43,14,21,66.7,5,7,71.4,0,1,0.0,-0.4,2,0,0,0,0,30,1,1,6,0,1,0,0,0,0,18,11,2,2,21,3,0,2,0,0,1,0,7,4.01,4,0,0,3,0,0,0.00,0,0,0,0,0,0,3,3,0,3,0,1,100.0,0,7,31.8,1,8,13,0,1,3,1,0,58,1,13,3,100.0,3,1,41,3,8,5,83,45,54.2,18,20,12.5,90,1,7,10,1,1.63,1,2,-1,-0.57,-1.96,3.4,2.3,+1.1,+0.63,+0.40,0,4,1,0,0,6,4,12,25.0,Bundesliga,20,2021-2022
Nadiem Amiri,de GER,"MF,FW",Leverkusen,25,1996,11,3,356,4.0,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.3,0.3,0.1,0.4,0.08,0.03,0.11,0.08,0.11,7,1,14.3,1.77,0.25,0.14,1.00,20.8,1,0.04,+0.7,+0.7,161,197,81.7,2932,500,71,81,87.7,66,75,88.0,19,30,63.3,-0.1,2,8,7,0,14,188,9,0,38,13,3,5,0,4,1,155,17,25,17,176,2,2,0,1,3,5,2,5,1.26,3,1,0,1,0,1,0.25,0,0,0,0,1,0,8,5,5,2,1,3,42.9,4,20,38.5,13,28,11,0,4,12,2,0,250,1,8,13,53.8,7,1,184,1,6,6,219,185,84.5,20,32,28.3,80,1,8,15,3,2.09,6,6,0,0.00,-1.59,6.4,5.6,+0.8,+0.20,-0.12,0,0,0,0,0,33,1,4,20.0,Bundesliga,20,2021-2022
Sebastian Andersson,se SWE,FW,Köln,30,1991,14,5,587,6.5,2,1,2,0,0,2,0,0.31,0.15,0.46,0.31,0.46,2.9,2.9,0.3,3.2,0.45,0.05,0.50,0.45,0.50,26,9,34.6,3.99,1.38,0.08,0.22,11.8,0,0.11,-0.9,-0.9,83,116,71.6,1042,218,53,64,82.8,21,35,60.0,1,3,33.3,+0.7,3,2,4,1,6,112,4,0,52,1,7,0,0,0,0,58,35,23,15,68,8,1,11,0,2,3,6,11,1.69,7,0,0,2,1,3,0.46,2,0,0,0,1,0,5,4,1,0,4,3,60.0,2,27,32.9,0,29,53,0,3,7,5,0,221,5,46,8,37.5,3,0,131,2,28,13,340,173,50.9,56,42,46.6,76,1,9,23,0,1.36,10,8,+2,+0.31,+0.57,9.3,10.2,-0.9,-0.14,-0.28,0,17,0,0,0,16,22,43,33.8,Bundesliga,20,2021-2022
