Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Patrick van Aanholt,nl NED,DF,Crystal Palace,29,1990,22,20,1777,19.7,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,1.2,1.2,0.8,2.0,0.06,0.04,0.10,0.06,0.10,18,6,33.3,0.91,0.30,0.00,0.00,20.3,3,0.07,-1.2,-1.2,889,1127,78.9,14909,6947,454,512,88.7,339,417,81.3,79,152,52.0,+0.2,11,68,26,4,112,932,195,2,112,20,34,2,0,2,0,717,219,191,743,194,25,157,3,12,22,29,34,26,1.32,22,3,1,0,0,3,0.15,2,1,0,0,0,0,33,19,21,11,1,15,35.7,27,69,33.5,130,56,20,1,24,67,40,1,1323,72,38,21,42.9,9,0,733,9,13,16,835,775,92.8,46,81,52.0,88,,2,11,11,1.05,19,36,-17,-0.86,-0.42,15.9,29.8,-13.8,-0.70,-0.09,0,13,0,0,0,179,10,11,47.6,Premier-League,9,2020-2021
Tammy Abraham,eng ENG,FW,Chelsea,22,1997,22,12,1040,11.6,6,1,6,0,0,0,0,0.52,0.09,0.61,0.52,0.61,6.4,6.4,0.9,7.3,0.56,0.07,0.63,0.56,0.63,32,13,40.6,2.77,1.13,0.19,0.46,9.7,0,0.20,-0.4,-0.4,149,218,68.3,2057,327,92,118,78.0,39,64,60.9,9,15,60.0,+0.1,8,12,2,0,11,208,10,0,77,1,4,0,0,0,0,136,54,28,17,147,18,0,12,0,4,3,13,18,1.56,11,0,1,3,0,2,0.17,1,0,0,0,1,0,8,4,3,4,1,1,16.7,5,38,23.5,13,71,78,0,7,10,17,0,356,21,66,19,31.6,6,2,177,4,26,13,491,251,51.1,96,47,30.4,74,,10,15,8,1.77,23,12,+11,+0.95,+0.54,21.1,8.8,+12.2,+1.06,+0.34,0,26,1,0,0,47,39,28,58.2,Premier-League,9,2020-2021
Che Adams,sct SCO,FW,Southampton,24,1996,36,30,2667,29.6,9,5,9,0,0,1,0,0.30,0.17,0.47,0.30,0.47,8.8,8.8,5.8,14.5,0.30,0.19,0.49,0.30,0.49,56,31,55.4,1.89,1.05,0.16,0.29,13.1,0,0.16,+0.2,+0.2,443,633,70.0,7359,1633,227,302,75.2,143,184,77.7,51,73,69.9,-0.8,34,27,25,2,61,621,12,8,176,14,13,0,0,0,0,398,125,110,39,500,36,0,24,6,9,28,33,66,2.23,48,0,1,8,3,8,0.27,7,0,0,0,1,0,30,17,5,13,12,6,26.1,17,138,32.1,48,162,220,0,22,41,16,1,976,22,110,44,56.8,28,0,630,10,74,52,1474,734,49.8,189,74,78.0,84,,6,25,0,1.11,39,51,-12,-0.40,+0.67,32.9,39.9,-7.0,-0.24,+0.33,0,32,0,0,0,119,47,141,25.0,Premier-League,9,2020-2021
Tosin Adarabioyo,eng ENG,DF,Fulham,22,1997,33,33,2953,32.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.4,1.5,0.03,0.01,0.04,0.03,0.04,20,5,25.0,0.61,0.15,0.00,0.00,8.8,0,0.05,-1.1,-1.1,1594,1824,87.4,37337,11928,304,340,89.4,934,985,94.8,346,470,73.6,-0.4,5,68,5,1,73,1775,49,2,175,49,3,0,0,0,0,1409,128,287,248,1442,81,7,3,3,32,21,16,17,0.52,16,0,0,0,0,1,0.03,1,0,0,0,0,0,41,26,31,9,1,20,52.6,18,59,32.4,115,60,7,0,15,96,241,1,2221,462,34,11,72.7,9,0,1324,0,5,8,1531,1491,97.4,5,89,86.3,89,,0,,1,0.85,24,41,-17,-0.52,+1.22,36.7,46.2,-9.5,-0.29,+0.15,0,19,0,1,1,278,100,39,71.9,Premier-League,9,2020-2021
Adrián,es ESP,GK,Liverpool,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,76,99,76.8,2031,1135,16,16,100.0,37,38,97.4,21,43,48.8,0.0,0,0,0,0,0,70,29,0,9,1,0,0,0,0,0,57,9,33,12,66,0,0,20,1,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,1,0,0,0,0,0,0,1,113,102,0,0,,0,0,50,0,0,0,47,46,97.9,0,90,7.9,90,,0,,27,1.33,6,9,-3,-1.00,-1.83,6.8,5.8,+1.0,+0.33,-0.42,0,0,0,0,0,20,0,0,,Premier-League,9,2020-2021
Sergio Agüero,ar ARG,"FW,MF",Manchester City,32,1988,12,7,559,6.2,4,1,3,1,2,0,0,0.64,0.16,0.81,0.48,0.64,3.4,1.8,1.3,3.1,0.54,0.21,0.75,0.30,0.51,17,10,58.8,2.74,1.61,0.18,0.30,13.9,0,0.11,+0.6,+1.2,143,170,84.1,1867,285,82,94,87.2,42,48,87.5,5,5,100.0,-0.3,6,11,6,1,12,160,10,0,29,1,2,0,0,0,0,144,18,8,14,150,2,1,2,0,0,4,8,16,2.58,13,0,2,0,1,3,0.48,2,0,1,0,0,0,3,0,0,1,2,2,18.2,9,25,28.1,8,31,50,0,4,7,1,0,246,0,50,15,60.0,10,2,167,2,11,13,285,193,67.7,52,47,16.3,69,,5,16,7,2.42,11,4,+7,+1.13,-0.26,12.2,4.4,+7.8,+1.26,+0.18,0,2,0,0,0,18,2,6,25.0,Premier-League,9,2020-2021
Ola Aina,ng NGA,DF,Fulham,23,1996,31,31,2664,29.6,2,1,2,0,0,3,0,0.07,0.03,0.10,0.07,0.10,1.0,1.0,1.4,2.3,0.03,0.05,0.08,0.03,0.08,14,4,28.6,0.47,0.14,0.14,0.50,25.2,1,0.07,+1.0,+1.0,1329,1711,77.7,25538,10322,526,584,90.1,617,717,86.1,170,354,48.0,-0.4,14,98,15,9,98,1428,283,0,121,38,42,0,0,0,0,1007,270,434,292,1068,84,250,4,1,24,43,45,26,0.88,22,2,0,1,1,4,0.14,4,0,0,0,0,0,47,25,27,14,6,17,41.5,24,65,24.9,143,96,22,0,39,99,121,0,2031,117,21,34,61.8,22,2,1159,5,20,15,1289,1230,95.4,25,86,77.9,86,,0,,4,0.84,22,36,-14,-0.47,+0.96,31.8,41.4,-9.6,-0.33,-0.08,0,34,0,0,0,251,33,43,43.4,Premier-League,9,2020-2021
Rayan Aït Nouri,fr FRA,DF,Wolves,19,2001,21,16,1404,15.6,1,1,1,0,0,1,0,0.06,0.06,0.13,0.06,0.13,0.6,0.6,1.0,1.6,0.04,0.06,0.10,0.04,0.10,16,6,37.5,1.03,0.38,0.06,0.17,19.7,0,0.04,+0.4,+0.4,657,785,83.7,10835,3074,327,356,91.9,278,312,89.1,41,81,50.6,0.0,13,30,14,5,46,651,134,0,78,12,30,7,1,3,3,516,164,105,569,67,20,120,2,1,5,10,33,30,1.92,19,3,7,1,0,2,0.13,1,0,1,0,0,0,31,16,16,13,2,12,46.2,14,72,29.9,131,74,36,0,27,46,39,0,986,43,29,61,60.7,38,2,651,14,22,21,666,613,92.0,31,67,41.1,83,,5,15,8,1.00,16,23,-7,-0.45,-0.05,16.8,18.3,-1.5,-0.09,+0.11,0,17,0,1,0,118,14,21,40.0,Premier-League,9,2020-2021
Semi Ajayi,ng NGA,DF,West Brom,26,1993,33,31,2780,30.9,2,0,2,0,0,3,1,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.3,1.5,0.04,0.01,0.05,0.04,0.05,13,4,30.8,0.42,0.13,0.15,0.50,9.0,0,0.10,+0.7,+0.7,704,947,74.3,15524,6590,198,232,85.3,364,445,81.8,137,255,53.7,-0.3,5,67,4,0,64,887,60,1,120,29,6,0,0,0,0,572,111,264,48,728,71,49,3,7,28,29,12,14,0.45,11,0,2,0,0,3,0.10,2,0,0,1,0,0,58,42,44,12,2,18,50.0,18,133,39.0,222,102,17,3,26,99,148,3,1279,232,36,18,66.7,13,1,610,0,11,13,691,627,90.7,6,84,81.3,88,,2,26,4,0.64,31,71,-40,-1.29,-1.15,26.4,58.2,-31.7,-1.03,-0.71,0,31,0,2,0,263,85,46,64.9,Premier-League,9,2020-2021
Nathan Aké,nl NED,DF,Manchester City,25,1995,10,9,797,8.9,1,0,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.01,0.00,0.02,0.01,0.02,3,1,33.3,0.34,0.11,0.33,1.00,16.0,0,0.04,+0.9,+0.9,702,755,93.0,12873,3534,289,299,96.7,349,372,93.8,60,73,82.2,0.0,1,60,2,0,36,730,25,0,44,10,0,0,0,0,0,659,32,64,583,116,21,11,3,0,3,7,7,3,0.34,2,0,0,1,0,0,0.00,0,0,0,0,0,0,15,6,7,6,2,4,80.0,1,25,34.2,35,30,8,0,4,21,26,0,821,42,5,0,,0,0,607,0,3,2,671,656,97.8,2,80,23.3,86,,1,20,7,1.70,16,13,+3,+0.34,-1.31,15.5,9.3,+6.2,+0.70,-0.53,0,8,0,1,0,80,30,17,63.8,Premier-League,9,2020-2021
Marc Albrighton,eng ENG,"DF,FW",Leicester City,30,1989,31,17,1746,19.4,1,5,1,0,0,2,0,0.05,0.26,0.31,0.05,0.31,1.3,1.3,4.4,5.7,0.07,0.23,0.29,0.07,0.29,21,9,42.9,1.08,0.46,0.05,0.11,20.9,0,0.06,-0.3,-0.3,635,923,68.8,11394,4629,319,383,83.3,211,263,80.2,84,199,42.2,+0.6,39,51,42,16,87,824,99,6,151,33,73,31,5,11,4,523,189,211,68,755,25,58,6,6,16,30,72,71,3.66,53,5,4,2,6,11,0.57,7,2,0,1,0,1,43,31,16,18,9,20,36.4,35,129,37.9,111,144,85,1,30,71,26,0,1145,40,44,60,50.0,32,3,755,8,22,39,914,719,78.7,71,56,51.1,80,,14,27,7,1.90,36,22,+14,+0.72,+0.51,30.7,25.0,+5.6,+0.29,+0.15,0,17,0,0,0,188,15,32,31.9,Premier-League,9,2020-2021
Thiago Alcántara,es ESP,MF,Liverpool,29,1991,24,20,1854,20.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.4,1.4,2.3,3.7,0.07,0.11,0.18,0.07,0.18,22,5,22.7,1.07,0.24,0.05,0.20,21.0,1,0.06,-0.4,-0.4,1498,1674,89.5,31595,8231,522,564,92.6,672,725,92.7,278,338,82.2,-2.3,29,207,27,1,184,1630,44,9,230,85,4,0,0,0,0,1222,195,257,83,1510,48,3,6,5,18,35,23,61,2.96,51,2,3,1,2,2,0.10,2,0,0,0,0,0,68,43,27,29,12,19,38.0,31,135,29.2,120,232,110,0,27,110,21,0,1902,33,18,42,66.7,30,1,1358,4,15,18,1513,1432,94.6,38,77,54.2,85,,4,40,1,1.71,34,18,+16,+0.78,+0.20,40.5,23.2,+17.3,+0.84,+0.27,0,52,0,1,0,236,34,23,59.6,Premier-League,9,2020-2021
Toby Alderweireld,be BEL,DF,Tottenham,31,1989,25,25,2240,24.9,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.3,1.2,0.03,0.01,0.05,0.03,0.05,11,3,27.3,0.44,0.12,0.09,0.33,7.6,0,0.08,+0.2,+0.2,1143,1365,83.7,27127,7537,266,287,92.7,581,625,93.0,287,432,66.4,-0.3,7,76,6,1,52,1305,60,2,98,51,1,0,0,0,0,926,120,319,255,1010,66,10,4,2,19,21,13,19,0.76,16,0,0,0,0,3,0.12,3,0,0,0,0,0,38,19,23,15,0,15,55.6,12,74,36.6,128,71,3,1,21,53,162,0,1638,302,14,3,100.0,3,0,973,0,2,2,1104,1088,98.6,4,90,65.5,90,,0,,10,1.80,44,25,+19,+0.76,+0.46,34.9,31.1,+3.8,+0.15,+0.06,0,22,0,1,1,200,54,39,58.1,Premier-League,9,2020-2021
Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,25,1995,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,7,11,63.6,126,51,2,2,100.0,5,5,100.0,0,4,0.0,0.0,0,0,0,0,0,8,3,0,1,0,0,0,0,0,0,7,1,3,1,8,0,0,2,0,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,13,11,0,0,,0,0,8,0,0,0,6,6,100.0,0,16,0.5,,,1,16,21,0.00,0,0,0,0.00,-0.42,0.1,0.5,-0.4,-2.03,-2.28,0,0,0,0,0,2,0,0,,Premier-League,9,2020-2021
Trent Alexander-Arnold,eng ENG,DF,Liverpool,21,1998,36,34,3031,33.7,2,7,2,0,0,2,0,0.06,0.21,0.27,0.06,0.27,2.8,2.8,8.1,10.8,0.08,0.24,0.32,0.08,0.32,56,11,19.6,1.66,0.33,0.04,0.18,23.7,16,0.05,-0.8,-0.8,2216,2941,75.3,47515,19500,784,889,88.2,994,1189,83.6,419,777,53.9,-1.1,73,208,101,32,278,2454,487,9,248,147,182,104,17,57,4,1628,531,782,335,2208,63,326,6,11,37,63,103,123,3.65,78,32,7,0,0,13,0.39,10,2,0,1,0,0,58,36,29,21,8,33,57.9,24,115,35.1,124,113,91,0,40,107,71,2,3259,80,86,67,56.7,41,4,2058,25,17,21,2293,2159,94.2,119,84,88.6,88,,2,19,0,1.81,60,40,+20,+0.59,-0.79,65.3,40.4,+24.9,+0.74,+0.20,0,23,0,1,0,336,8,28,22.2,Premier-League,9,2020-2021
Ezgjan Alioski,mk MKD,DF,Leeds United,28,1992,36,29,2461,27.3,2,3,2,0,0,7,0,0.07,0.11,0.18,0.07,0.18,1.5,1.5,3.1,4.6,0.05,0.11,0.17,0.05,0.17,25,8,32.0,0.91,0.29,0.08,0.25,18.6,0,0.06,+0.5,+0.5,1305,1630,80.1,22206,8320,629,703,89.5,567,661,85.8,97,196,49.5,-0.1,27,82,32,13,114,1376,254,2,170,22,59,0,0,0,0,997,401,232,1173,122,85,223,0,4,27,46,60,57,2.08,49,3,0,2,0,6,0.22,4,1,0,1,0,0,82,42,41,33,8,28,36.4,49,152,28.5,243,217,74,0,40,118,61,0,1929,79,46,25,60.0,16,7,1086,4,24,21,1317,1184,89.9,71,68,72.0,79,,7,22,2,1.64,47,35,+12,+0.44,+0.81,45.7,43.2,+2.5,+0.09,+0.83,0,48,0,2,0,248,43,43,50.0,Premier-League,9,2020-2021
Alisson,br BRA,GK,Liverpool,27,1992,33,33,2970,33.0,1,0,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,1,1,100.0,0.03,0.03,1.00,1.00,6.0,0,0.10,+0.9,+0.9,968,1137,85.1,25310,13346,159,161,98.8,526,536,98.1,280,436,64.2,0.0,0,7,0,0,1,901,236,0,82,35,0,0,0,0,0,818,59,260,96,850,1,0,159,3,16,11,1,5,0.15,5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,20.0,5,0,0,0,0,0,1,7,1227,969,1,3,100.0,3,0,640,0,0,0,657,655,99.7,0,90,86.8,90,,0,,0,1.88,58,32,+26,+0.79,+0.79,63.9,37.9,+26.0,+0.79,+0.53,0,1,0,1,0,170,0,1,0.0,Premier-League,9,2020-2021
