Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Stefan Bajic,fr FRA,GK,Saint-Étienne,19,2001,4,2,285,3.2,10,3.16,19,10,52.6,0,1,1,0,0.0,1,1,0,0,0.0,1,0,0,9.6,0.46,-0.4,-0.14,15,48,31.3,65,14,44.6,37.6,25,76.0,54.2,27,1,3.7,5,1.58,16.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,71,21.1,90,2,2,53,10,0.25,4,10,-6,-1.89,-1.22,2.8,6.4,-3.7,-1.16,-0.96,0,0,0,0,0,0,0,0,0,20,0,0,,Ligue-1,13,2021-2022
Walter Benítez,ar ARG,GK,Nice,28,1993,15,15,1350,15.0,12,0.80,46,36,78.3,8,3,4,5,33.3,2,2,0,0,0.0,0,0,0,14.4,0.28,+2.4,+0.16,57,145,39.3,274,53,35.0,33.4,86,57.0,44.6,97,5,5.2,12,0.80,15.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,15,0,,0,1.80,25,12,+13,+0.87,,28.2,14.4,+13.8,+0.92,,0,0,2,0,0,0,0,0,0,69,0,0,,Ligue-1,13,2021-2022
Paul Bernardoni,fr FRA,GK,Angers,24,1997,12,12,1080,12.0,15,1.25,37,25,67.6,4,5,3,4,33.3,3,3,0,0,0.0,1,5,0,12.0,0.25,-3.0,-0.25,49,114,43.0,226,77,32.3,35.2,94,43.6,39.7,126,16,12.7,7,0.58,14.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,80.0,90,12,0,,0,1.42,18,15,+3,+0.25,-0.08,14.7,13.6,+1.1,+0.09,+0.03,0,0,2,0,0,0,0,0,0,56,0,0,,Ligue-1,13,2021-2022
Dimitry Bertaud,fr FRA,GK,Montpellier,23,1998,5,5,450,5.0,9,1.80,26,18,65.4,2,1,2,1,20.0,0,0,0,0,,1,1,1,7.7,0.30,-0.3,-0.06,44,91,48.4,121,27,52.1,40.0,48,58.3,45.5,46,7,15.2,0,0.00,11.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,33.3,90,5,0,,9,1.40,11,9,+2,+0.40,+0.70,7.2,7.6,-0.4,-0.07,+0.33,0,0,2,0,0,0,0,0,0,17,0,0,,Ligue-1,13,2021-2022
Marco Bizot,nl NED,GK,Brest,30,1991,15,15,1350,15.0,22,1.47,62,43,66.1,4,6,5,2,13.3,1,1,0,0,0.0,0,2,2,15.4,0.24,-4.6,-0.31,124,256,48.4,357,84,47.1,40.8,119,73.9,55.0,114,9,7.9,6,0.40,13.9,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,90,100.0,90,15,0,,0,1.20,22,22,0,0.00,,18.6,20.6,-2.0,-0.13,,0,0,2,0,0,1,0,0,0,99,0,0,,Ligue-1,13,2021-2022
Marc-Aurèle Caillard,fr FRA,GK,Metz,27,1994,1,0,3,0.0,1,30.00,1,0,0.0,0,0,0,0,,0,0,0,0,,0,0,0,1.0,0.96,0.0,-1.11,1,1,100.0,1,0,100.0,62.0,0,,,1,0,0.0,0,0.00,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,3,0.2,,0,1,3,11,0.00,0,1,-1,-30.00,-29.20,0.3,0.5,-0.2,-5.60,-4.94,0,0,0,0,0,0,0,0,0,0,0,0,,Ligue-1,13,2021-2022
Leonardo César Jardim,br BRA,GK,Lille,26,1995,2,2,180,2.0,7,3.50,11,4,45.5,0,1,1,0,0.0,2,1,1,0,50.0,0,2,0,4.1,0.35,-2.9,-1.46,6,13,46.2,42,14,28.6,30.7,10,10.0,30.0,10,0,0.0,3,1.50,17.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,13.3,90,2,0,,4,0.50,3,7,-4,-2.00,-2.08,2.4,2.9,-0.5,-0.25,-0.80,0,0,0,0,0,0,0,0,0,19,0,0,,Ligue-1,13,2021-2022
Benoît Costil,fr FRA,GK,Bordeaux,34,1987,15,15,1350,15.0,32,2.13,81,52,64.2,2,7,6,0,0.0,3,3,0,0,0.0,0,4,0,26.9,0.30,-5.1,-0.34,111,265,41.9,404,52,45.3,39.2,109,75.2,54.4,113,9,8.0,14,0.93,15.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,15,0,,0,0.87,22,32,-10,-0.67,,16.3,27.4,-11.1,-0.74,,0,0,2,0,0,0,0,0,0,75,0,0,,Ligue-1,13,2021-2022
Arthur Desmas,fr FRA,GK,Clermont Foot,27,1994,13,13,1170,13.0,26,2.00,53,30,54.7,3,4,6,3,23.1,2,2,0,0,0.0,0,4,1,18.1,0.32,-6.9,-0.53,38,137,27.7,267,49,33.3,34.6,101,47.5,38.1,85,3,3.5,5,0.38,12.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,86.7,90,13,0,,2,1.00,16,26,-10,-0.77,+0.23,16.2,19.3,-3.1,-0.24,-0.27,0,0,2,0,0,0,0,0,0,57,0,0,,Ligue-1,13,2021-2022
Ouparine Djoco,sn SEN,GK,Clermont Foot,23,1998,2,2,180,2.0,3,1.50,6,2,50.0,0,0,2,0,0.0,0,0,0,0,,0,1,0,1.3,0.22,-1.7,-0.85,10,25,40.0,60,13,33.3,33.5,9,55.6,34.1,12,0,0.0,0,0.00,11.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,13.3,90,2,0,,13,0.00,1,3,-2,-1.00,-0.23,1.4,1.4,+0.1,+0.03,+0.27,0,0,1,0,0,0,0,0,0,7,0,0,,Ligue-1,13,2021-2022
