Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Stefan Bajic,fr FRA,GK,Saint-Étienne,19,2001,5,3,375,4.2,11,2.64,21,12,57.1,0,1,2,0,0.0,2,2,0,0,0.0,1,0,0,11.2,0.45,+0.2,+0.06,18,53,34.0,92,27,33.7,32.7,34,64.7,48.2,33,1,3.0,6,1.44,15.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,75,24.5,90,3,2,53,11,0.20,4,11,-7,-1.68,-0.67,3.5,8.2,-4.7,-1.14,-0.82,0,0,0,0,0,0,0,0,0,32,0,0,,Ligue-1,13,2021-2022
Walter Benítez,ar ARG,GK,Nice,28,1993,17,17,1530,17.0,15,0.88,56,43,76.8,8,4,5,6,35.3,2,2,0,0,0.0,0,0,0,17.5,0.28,+2.5,+0.15,72,181,39.8,312,65,36.5,34.2,107,62.6,47.6,112,5,4.5,12,0.71,15.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,17,0,,0,1.65,25,15,+10,+0.59,,30.2,18.9,+11.3,+0.66,,0,0,2,0,0,0,0,0,0,84,0,0,,Ligue-1,13,2021-2022
Paul Bernardoni,fr FRA,GK,Angers,24,1997,12,12,1080,12.0,15,1.25,37,25,67.6,4,5,3,4,33.3,3,3,0,0,0.0,1,5,0,12.0,0.25,-3.0,-0.25,49,114,43.0,226,77,32.3,35.2,94,43.6,39.7,126,16,12.7,7,0.58,14.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,70.6,90,12,0,,0,1.42,18,15,+3,+0.25,+0.25,14.7,13.6,+1.1,+0.09,+0.39,0,0,2,0,0,0,0,0,0,56,0,0,,Ligue-1,13,2021-2022
Dimitry Bertaud,fr FRA,GK,Montpellier,23,1998,5,5,450,5.0,9,1.80,26,18,65.4,2,1,2,1,20.0,0,0,0,0,,1,1,1,7.7,0.30,-0.3,-0.06,44,91,48.4,121,27,52.1,40.0,48,58.3,45.5,46,7,15.2,0,0.00,11.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,29.4,90,5,0,,11,1.40,11,9,+2,+0.40,+0.40,7.2,7.6,-0.4,-0.07,+0.25,0,0,2,0,0,0,0,0,0,17,0,0,,Ligue-1,13,2021-2022
Marco Bizot,nl NED,GK,Brest,30,1991,17,17,1530,17.0,23,1.35,69,48,68.1,6,6,5,3,17.6,1,1,0,0,0.0,0,2,2,16.9,0.24,-4.1,-0.24,135,286,47.2,390,91,47.7,41.1,136,73.5,55.2,134,11,8.2,6,0.35,13.4,0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,90,100.0,90,17,0,,0,1.41,25,23,+2,+0.12,,22.0,23.6,-1.6,-0.09,,0,0,2,0,0,1,0,0,0,110,0,0,,Ligue-1,13,2021-2022
Marc-Aurèle Caillard,fr FRA,GK,Metz,27,1994,1,0,3,0.0,1,30.00,1,0,0.0,0,0,0,0,,0,0,0,0,,0,0,0,1.0,0.96,0.0,-1.11,1,1,100.0,1,0,100.0,62.0,0,,,1,0,0.0,0,0.00,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,3,0.2,,0,1,3,13,0.00,0,1,-1,-30.00,-28.94,0.3,0.5,-0.2,-5.60,-4.95,0,0,0,0,0,0,0,0,0,0,0,0,,Ligue-1,13,2021-2022
Leonardo César Jardim,br BRA,GK,Lille,26,1995,2,2,180,2.0,7,3.50,11,4,45.5,0,1,1,0,0.0,2,1,1,0,50.0,0,2,0,4.1,0.35,-2.9,-1.46,6,13,46.2,42,14,28.6,30.7,10,10.0,30.0,10,0,0.0,3,1.50,17.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,11.8,90,2,0,,4,0.50,3,7,-4,-2.00,-2.20,2.4,2.9,-0.5,-0.25,-0.78,0,0,0,0,0,0,0,0,0,19,0,0,,Ligue-1,13,2021-2022
Benoît Costil,fr FRA,GK,Bordeaux,34,1987,17,17,1530,17.0,39,2.29,91,56,61.5,2,8,7,0,0.0,4,4,0,0,0.0,0,5,0,31.9,0.31,-7.1,-0.42,139,318,43.7,467,52,47.5,39.9,127,75.6,54.2,128,9,7.0,15,0.88,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,17,0,,0,0.82,26,39,-13,-0.76,,19.6,32.7,-13.0,-0.77,,0,0,2,0,0,0,0,0,0,77,0,0,,Ligue-1,13,2021-2022
Arthur Desmas,fr FRA,GK,Clermont Foot,27,1994,13,13,1170,13.0,26,2.00,53,30,54.7,3,4,6,3,23.1,2,2,0,0,0.0,0,4,1,18.1,0.32,-6.9,-0.53,37,137,27.0,267,49,33.3,34.6,101,47.5,38.1,85,3,3.5,5,0.38,12.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,76.5,90,13,0,,4,1.00,16,26,-10,-0.77,-0.02,16.2,19.3,-3.1,-0.24,-0.36,0,0,2,0,0,0,0,0,0,57,0,0,,Ligue-1,13,2021-2022
Ouparine Djoco,sn SEN,GK,Clermont Foot,23,1998,4,4,360,4.0,6,1.50,10,4,40.0,0,1,3,0,0.0,0,0,0,0,,0,1,1,2.2,0.22,-2.8,-0.70,16,42,38.1,97,19,33.0,33.1,19,52.6,38.7,20,0,0.0,3,0.75,15.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,23.5,90,4,0,,13,0.25,3,6,-3,-0.75,+0.02,3.5,3.1,+0.5,+0.12,+0.36,0,0,1,0,0,0,0,0,0,16,0,0,,Ligue-1,13,2021-2022
