Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Julen Agirrezabala,es ESP,GK,Athletic Club,21,2000,4,4,360,4.0,5,1.25,20,15,75.0,1,2,1,1,25.0,0,0,0,0,,0,0,0,4.6,0.25,-0.4,-0.10,10,31,32.3,56,10,37.5,36.8,26,38.5,38.3,35,2,5.7,5,1.25,17.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,18.2,90,4,0,,5,1.25,5,5,0,0.00,-0.22,4.4,5.3,-0.9,-0.22,-0.68,0,0,0,0,0,0,0,0,0,15,0,0,,La-Liga,12,2021-2022
Sergio Asenjo,es ESP,GK,Villarreal,32,1989,2,2,180,2.0,4,2.00,7,3,42.9,1,1,0,0,0.0,0,0,0,0,,0,0,0,2.9,0.41,-1.1,-0.56,5,11,45.5,39,7,17.9,28.3,14,28.6,32.5,24,1,4.2,2,1.00,17.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,9.1,90,2,0,,18,2.00,7,4,+3,+1.50,+1.00,4.5,2.3,+2.2,+1.09,+0.56,0,0,0,0,0,0,0,0,0,10,0,0,,La-Liga,12,2021-2022
Édgar Badía,es ESP,GK,Elche,29,1992,10,10,900,10.0,15,1.50,48,38,79.2,3,4,3,2,20.0,7,5,1,1,16.7,0,5,0,19.4,0.29,+4.4,+0.44,83,186,44.6,273,45,48.4,39.2,78,69.2,49.3,107,10,9.3,8,0.80,14.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,45.5,90,10,0,,12,1.30,14,15,-1,-0.10,+0.40,10.3,18.4,-8.1,-0.81,-0.31,0,0,0,0,0,1,0,0,0,60,0,0,,La-Liga,12,2021-2022
Yassine Bounou,ma MAR,GK,Sevilla,30,1991,17,17,1530,17.0,10,0.59,45,35,80.0,10,5,2,9,52.9,2,1,1,0,50.0,0,3,0,11.9,0.23,+1.9,+0.11,96,236,40.7,455,58,35.6,36.0,123,60.2,47.9,130,11,8.5,13,0.76,14.2,0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.5,0.5,0.00,0.03,0.03,0.00,0.03,90,77.3,90,17,0,,1,2.06,22,10,+12,+0.71,-0.49,17.6,17.0,+0.6,+0.03,-0.85,0,0,2,0,0,0,0,0,0,57,0,0,,La-Liga,12,2021-2022
Claudio Bravo,cl CHI,GK,Betis,38,1983,9,9,810,9.0,12,1.33,34,24,64.7,6,1,2,2,22.2,0,0,0,0,,0,1,2,12.8,0.38,+2.8,+0.31,67,164,40.9,237,26,55.7,45.0,49,65.3,51.9,91,2,2.2,3,0.33,12.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,90,40.9,90,9,0,,8,2.11,22,12,+10,+1.11,+0.65,15.7,11.4,+4.3,+0.48,+0.27,0,0,0,0,0,0,0,0,0,31,0,0,,La-Liga,12,2021-2022
Cárdenas,es ESP,GK,Levante,24,1997,9,9,810,9.0,17,1.89,34,19,55.9,0,3,6,2,22.2,2,2,0,0,0.0,0,2,0,12.6,0.32,-4.4,-0.49,50,132,37.9,217,38,46.1,39.1,65,49.2,40.9,74,3,4.1,7,0.78,14.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,42.9,90,9,0,,11,0.33,9,17,-8,-0.89,+0.28,10.8,11.2,-0.3,-0.04,+0.27,0,0,0,0,0,0,0,0,0,41,0,0,,La-Liga,12,2021-2022
Kiko Casilla,es ESP,GK,Elche,35,1986,12,12,1080,12.0,15,1.25,54,39,72.2,2,4,6,3,25.0,0,0,0,0,,0,1,0,13.7,0.25,-1.3,-0.11,79,218,36.2,288,62,52.1,41.7,119,57.1,44.2,121,7,5.8,10,0.83,15.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,90,54.5,90,12,0,,6,0.83,9,15,-6,-0.50,-0.40,9.9,15.9,-6.1,-0.51,+0.31,0,0,1,0,0,0,0,0,0,67,0,0,,La-Liga,12,2021-2022
Jasper Cillessen,nl NED,GK,Valencia,32,1989,15,15,1277,14.2,26,1.83,64,42,65.6,4,7,4,3,20.0,5,4,1,0,20.0,0,4,2,26.6,0.37,+2.6,+0.18,104,239,43.5,303,57,56.1,46.1,90,76.7,58.9,110,7,6.4,6,0.42,15.1,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,85,64.5,85,14,0,,5,1.27,21,26,-5,-0.35,-0.86,17.3,20.4,-3.1,-0.22,-0.15,0,0,1,0,0,0,0,0,0,62,0,0,,La-Liga,12,2021-2022
Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,22,22,1980,22.0,20,0.91,73,54,74.0,15,5,2,7,31.8,2,1,1,0,50.0,0,1,0,20.6,0.26,+0.6,+0.03,75,205,36.6,577,120,25.8,32.0,123,45.5,39.9,198,18,9.1,14,0.64,14.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,22,0,,0,2.27,47,20,+27,+1.23,,40.0,24.1,+15.9,+0.72,,0,1,2,0,0,0,0,0,1,85,0,0,,La-Liga,12,2021-2022
Javier Díaz,es ESP,GK,Sevilla,24,1997,1,1,90,1.0,1,1.00,2,1,50.0,0,1,0,0,0.0,0,0,0,0,,0,0,0,0.4,0.18,-0.6,-0.65,5,10,50.0,30,2,26.7,31.8,3,66.7,50.3,12,1,8.3,1,1.00,25.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,4.5,90,1,0,,19,1.00,1,1,0,0.00,-0.86,1.1,0.6,+0.5,+0.46,+0.24,0,0,0,0,0,0,0,0,0,2,0,0,,La-Liga,12,2021-2022
