Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Arminia,26,25,57.8,34,374,3060,34.0,51,36,46,5,6,63,2,1.5,1.06,2.56,1.35,2.41,55.7,51.2,40.8,92.1,1.64,1.2,2.84,1.51,2.71,440,166,37.7,12.94,4.88,0.1,0.28,16.4,9,0.12,-4.7,-5.2,16375,20117,81.4,332772,107582,5794,6602,87.8,7812,8853,88.2,2557,4014,63.7,-4.8,347,1233,346,79,1490,18434,1683,24,2979,557,468,184,79,57,22,13523,2792,3802,5974,11641,867,787,301,64,309,282,493,721,21.21,561,57,38,31,6,91,2.68,73,3,3,6,5,1,547,327,253,232,62,161,34.5,305,1463,32.1,1288,2092,1177,0,399,875,846,8,24154,2140,891,588,65.1,396,12,15537,133,478,439,19354,16375,84.6,1521,90,100,82,232,141,21,159,1.03,52,26,26,0.76,55.7,30.7,25.0,0.73,1,443,5,2,3,3430,800,832,49.0,Bundesliga,20,2020-2021
Augsburg,25,26,58.7,34,374,3060,34.0,51,37,45,6,9,54,1,1.5,1.09,2.59,1.32,2.41,55.6,49.0,37.2,86.2,1.63,1.09,2.73,1.44,2.54,477,172,36.1,14.03,5.06,0.09,0.26,16.5,13,0.11,-4.6,-4.0,16170,19979,80.9,330755,104594,5707,6550,87.1,7557,8606,87.8,2630,4055,64.9,-0.2,356,1207,384,110,1499,18246,1733,28,2644,557,564,186,65,79,17,13552,2666,3761,6068,11557,732,802,293,85,287,416,517,759,22.32,564,63,31,39,14,83,2.44,59,4,5,8,7,0,597,366,254,241,102,211,37.7,349,1708,32.6,1420,2371,1450,1,473,979,761,8,24002,2166,1011,545,58.9,352,16,15144,165,442,387,19271,16170,83.9,1536,90,100,83,239,136,18,164,1.06,54,36,18,0.53,55.6,36.1,19.4,0.57,1,433,7,5,1,3310,780,627,55.4,Bundesliga,20,2020-2021
Bayern Munich,29,25,38.9,34,374,3060,34.0,44,41,43,1,3,50,0,1.29,1.21,2.5,1.26,2.47,41.0,38.7,31.7,70.4,1.21,0.93,2.14,1.14,2.07,339,129,38.1,9.97,3.79,0.13,0.33,17.6,11,0.12,3.0,4.3,10983,14429,76.1,217822,83672,4538,5318,85.3,4513,5437,83.0,1744,3082,56.6,9.3,260,723,203,61,839,12824,1605,50,2457,442,331,119,47,44,2,9026,2177,3226,3913,8640,626,632,267,89,264,394,458,540,15.88,402,44,29,27,24,76,2.24,51,12,3,2,5,3,657,406,380,210,67,217,29.8,512,1622,28.8,2321,2293,1012,6,475,1129,877,12,18625,3157,590,533,60.0,344,22,10810,130,434,395,13708,10983,80.1,877,90,100,81,230,146,23,157,2.29,44,99,-55,-1.62,41.0,75.8,-34.8,-1.02,0,400,2,10,1,2821,452,498,47.6,Bundesliga,20,2020-2021
Dortmund,26,26,40.2,34,374,3060,34.0,45,33,39,6,6,62,1,1.32,0.97,2.29,1.15,2.12,40.4,35.8,25.7,61.5,1.19,0.76,1.94,1.05,1.81,374,131,35.0,11.0,3.85,0.1,0.3,17.7,12,0.1,4.6,3.2,11793,15078,78.2,230560,79763,4705,5478,85.9,5111,6000,85.2,1765,3030,58.3,7.3,272,783,229,62,1003,13574,1504,16,2264,376,286,128,39,52,8,10265,1986,2827,4398,9030,558,578,218,36,263,384,402,586,17.24,445,35,33,27,19,74,2.18,44,9,3,8,7,3,629,385,344,221,64,255,34.3,489,1625,27.8,1994,2499,1358,6,446,1130,722,7,19036,2680,622,525,54.9,322,13,11634,111,389,391,14273,11793,82.6,1021,90,100,82,231,142,20,160,1.88,46,75,-29,-0.85,40.4,68.6,-28.3,-0.83,0,388,4,7,1,2787,409,486,45.7,Bundesliga,20,2020-2021
Eint Frankfurt,25,25,46.0,34,374,3060,34.0,51,40,47,4,6,64,0,1.5,1.18,2.68,1.38,2.56,48.4,43.6,33.3,76.9,1.42,0.98,2.4,1.28,2.26,425,149,35.1,12.5,4.38,0.11,0.32,16.9,11,0.1,2.6,3.4,11925,15778,75.6,241941,91656,4671,5517,84.7,4927,5938,83.0,2092,3628,57.7,6.7,313,864,271,67,1153,14006,1772,44,2515,485,419,160,67,54,18,9545,2465,3768,4465,9091,756,714,258,74,302,389,475,672,19.76,492,55,45,32,14,89,2.62,68,4,6,5,4,2,601,365,300,235,66,184,34.5,349,1636,31.9,1751,2319,1051,3,479,1052,827,10,20118,2548,799,660,59.4,427,19,12177,138,498,432,14865,11925,80.2,1170,90,100,83,239,136,20,166,1.76,53,69,-16,-0.47,48.4,56.1,-7.7,-0.23,0,389,4,8,6,3413,625,735,46.0,Bundesliga,20,2020-2021
Freiburg,24,26,53.0,34,374,3060,34.0,50,35,46,4,6,54,0,1.47,1.03,2.5,1.35,2.38,53.7,49.2,37.3,86.5,1.58,1.1,2.68,1.45,2.54,495,168,33.9,14.56,4.94,0.09,0.27,18.4,23,0.1,-3.7,-3.2,14451,17924,80.6,292192,96680,5263,6011,87.6,6770,7763,87.2,2206,3534,62.4,-2.3,373,1000,260,72,1218,16302,1622,19,2429,443,368,150,58,72,3,12552,1951,3421,5262,10537,696,689,266,36,302,367,414,806,23.71,613,63,42,43,14,84,2.47,58,3,8,8,5,2,509,322,259,193,57,177,38.3,285,1422,30.4,1427,2035,1212,1,450,826,800,10,21844,2506,783,504,67.3,362,15,14164,143,464,358,17075,14451,84.6,1240,90,100,82,225,151,21,149,1.32,52,52,0,0.0,53.7,46.2,7.5,0.22,0,424,5,6,1,3107,699,679,50.7,Bundesliga,20,2020-2021
Hertha BSC,32,26,50.6,34,374,3060,34.0,51,35,44,7,8,68,3,1.5,1.03,2.53,1.29,2.32,47.0,40.9,32.1,73.0,1.38,0.94,2.33,1.2,2.15,423,134,31.7,12.44,3.94,0.1,0.33,17.7,14,0.1,4.0,3.1,13058,16528,79.0,259335,90506,5044,5827,86.6,5729,6654,86.1,2024,3330,60.8,2.9,312,1037,299,72,1244,14826,1702,41,2694,479,401,159,55,58,20,10881,2325,3322,4837,9706,661,708,249,36,277,385,486,648,19.06,457,68,38,46,12,76,2.24,44,9,4,4,12,3,644,391,314,256,74,198,35.0,367,1592,30.8,1649,2394,1131,2,437,1000,792,7,20597,2124,758,525,61.0,345,25,12493,114,448,405,15690,13058,83.2,1285,90,100,83,233,139,18,159,1.03,52,41,11,0.32,47.0,42.4,4.6,0.13,1,445,8,6,1,3053,579,577,50.1,Bundesliga,20,2020-2021
Hoffenheim,30,26,48.9,34,374,3060,34.0,52,38,46,6,9,47,2,1.53,1.12,2.65,1.35,2.47,53.3,46.7,37.5,84.2,1.57,1.1,2.67,1.37,2.48,372,139,37.4,10.94,4.09,0.12,0.33,16.1,12,0.13,-1.3,-0.7,13651,17219,79.3,275994,93015,5170,5940,87.0,5950,6920,86.0,2255,3644,61.9,0.5,290,931,287,69,1173,15529,1690,33,2297,476,402,159,51,61,7,11560,2180,3479,5114,10028,668,715,274,103,274,324,453,612,18.0,439,57,46,32,14,94,2.76,69,6,4,5,6,4,643,362,332,234,77,223,37.2,377,1533,28.1,1842,2389,1216,2,494,1047,830,7,21342,2515,823,558,59.9,357,21,13161,146,425,389,16313,13651,83.7,1201,90,100,81,227,147,22,156,1.26,54,52,2,0.06,53.3,51.8,1.6,0.05,0,433,7,6,1,3019,661,563,54.0,Bundesliga,20,2020-2021
Köln,28,26,53.7,36,374,3060,34.0,60,43,52,8,9,67,0,1.76,1.26,3.03,1.53,2.79,55.3,48.5,37.9,86.4,1.63,1.12,2.74,1.43,2.54,412,152,36.9,12.12,4.47,0.13,0.34,16.4,16,0.12,4.7,3.5,15049,18577,81.0,310668,103608,5236,6095,85.9,7027,7954,88.3,2551,3876,65.8,5.1,308,1114,275,76,1384,16880,1697,21,2443,520,381,158,59,70,7,12888,2348,3341,5143,11314,610,780,246,43,261,394,439,674,19.82,465,68,45,44,16,103,3.03,75,4,9,7,6,2,548,339,247,211,90,161,35.0,299,1595,33.2,1396,2079,1325,0,469,931,768,9,22643,2143,798,569,60.1,364,25,14611,120,455,443,17666,15049,85.2,1412,85,100,83,237,137,20,164,0.97,60,34,26,0.76,55.3,39.1,16.2,0.48,0,461,5,6,1,3154,722,673,51.8,Bundesliga,20,2020-2021
Leverkusen,30,25,40.1,34,374,3060,34.0,37,27,36,1,2,50,3,1.09,0.79,1.88,1.06,1.85,40.4,38.8,27.7,66.5,1.19,0.81,2.0,1.14,1.96,344,110,32.0,10.12,3.24,0.1,0.33,17.0,16,0.12,-3.4,-2.8,11008,14635,75.2,227197,84876,4082,4858,84.0,4866,5891,82.6,1869,3294,56.7,-0.7,240,754,218,63,935,13056,1579,17,2305,356,348,121,54,45,8,9025,2093,3517,4292,8300,710,624,232,61,299,363,420,543,15.97,367,48,41,40,13,59,1.74,42,3,5,4,4,1,715,455,356,279,80,269,35.2,496,1766,29.5,1964,2734,1291,0,469,1160,795,6,18719,2663,675,520,60.0,343,21,10767,123,435,382,13767,11008,80.0,962,90,100,82,233,141,20,162,1.53,39,53,-14,-0.41,40.4,47.2,-6.8,-0.2,2,365,2,3,1,3121,571,504,53.1,Bundesliga,20,2020-2021
