Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Oliver Baumann,de GER,GK,Hoffenheim,28,1990,33,33,2970,33.0,51,1.55,159,114,71.7,12,12,9,5,15.2,7,6,1,0,14.3,0,5,1,52.5,0.30,+2.5,+0.08,210,453,46.4,1047,183,32.5,32.6,242,46.7,42.9,298,25,8.4,44,1.33,16.8,0,1,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.6,0.6,0.00,0.02,0.02,0.00,0.02,90,97.1,90,33,0,,0,1.45,67,51,+16,+0.48,-1.52,71.2,50.2,+21.0,+0.64,+0.41,0,0,7,0,0,0,0,0,0,205,0,0,,Bundesliga,20,2018-2019
Fabian Bredlow,de GER,GK,Nürnberg,23,1995,14,12,1127,12.5,28,2.24,60,32,55.0,2,3,7,2,16.7,3,1,1,1,50.0,0,2,0,18.8,0.30,-9.2,-0.74,65,200,32.5,350,43,40.6,37.0,115,50.4,47.8,107,4,3.7,6,0.48,12.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,36.9,90,12,1,47,19,0.64,10,30,-20,-1.60,-0.57,11.4,17.3,-5.9,-0.47,+0.31,0,0,2,0,0,0,0,0,0,79,0,0,,Bundesliga,20,2018-2019
Roman Bürki,ch SUI,GK,Dortmund,27,1990,32,32,2880,32.0,40,1.25,125,88,71.2,21,7,4,10,31.3,4,4,0,0,0.0,1,7,0,37.9,0.28,-2.1,-0.07,167,474,35.2,842,169,38.5,36.5,224,67.0,51.6,276,16,5.8,25,0.78,15.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,94.1,90,32,0,,0,2.19,75,40,+35,+1.09,+0.09,54.8,36.0,+18.7,+0.59,+0.49,0,0,11,0,0,0,0,0,0,189,0,0,,Bundesliga,20,2018-2019
Koen Casteels,be BEL,GK,Wolfsburg,26,1992,26,26,2295,25.5,39,1.53,121,86,71.1,11,6,9,8,30.8,5,4,1,0,20.0,3,2,0,44.0,0.34,+5.0,+0.19,217,477,45.5,991,150,36.8,37.7,200,56.0,50.1,243,28,11.5,23,0.90,14.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,75.0,88,25,0,,0,1.50,40,39,+1,+0.04,-1.25,34.1,35.6,-1.5,-0.06,-0.22,0,0,3,0,0,0,0,0,0,142,0,0,,Bundesliga,20,2018-2019
Jaroslav Drobný,cz CZE,GK,Düsseldorf,38,1979,2,2,180,2.0,3,1.50,9,6,66.7,1,0,1,0,0.0,0,0,0,0,,0,0,0,2.9,0.33,-0.1,-0.03,12,22,54.5,27,5,66.7,44.7,10,40.0,40.3,8,0,0.0,1,0.50,15.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.9,90,2,0,,8,1.50,2,3,-1,-0.50,-0.03,1.8,1.9,-0.2,-0.08,+0.34,0,0,0,0,0,0,0,0,0,6,0,0,,Bundesliga,20,2018-2019
Michael Esser,de GER,GK,Hannover 96,30,1987,32,32,2880,32.0,67,2.09,209,149,70.3,5,6,21,5,15.6,6,5,1,0,16.7,1,12,1,58.6,0.26,-6.4,-0.20,313,653,47.9,947,141,51.2,40.7,284,59.2,46.3,353,17,4.8,28,0.88,15.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.8,0.00,0.02,0.02,0.00,0.02,90,94.1,90,32,0,,1,0.66,29,66,-37,-1.16,+0.34,30.9,61.3,-30.4,-0.95,+0.06,0,0,8,0,1,0,1,0,0,173,0,1,0.0,Bundesliga,20,2018-2019
Ralf Fährmann,de GER,GK,Schalke 04,29,1988,17,16,1469,16.3,26,1.59,80,57,70.0,4,3,9,3,18.8,2,2,0,0,0.0,1,4,1,25.4,0.32,+0.4,+0.03,114,256,44.5,396,68,46.2,40.6,118,61.9,49.4,138,12,8.7,15,0.92,17.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,86,48.0,90,16,1,29,9,0.88,18,26,-8,-0.49,+0.08,21.7,24.1,-2.4,-0.15,+0.09,0,0,1,0,0,0,0,0,0,64,0,0,,Bundesliga,20,2018-2019
Mark Flekken,nl NED,GK,Freiburg,25,1993,1,1,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,0,0,0,0,,0,0,0,0.9,0.17,-0.1,-0.15,8,13,61.5,24,1,41.7,37.2,5,60.0,53.6,3,0,0.0,0,0.00,13.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.9,90,1,0,,27,3.00,5,1,+4,+4.00,+4.58,1.2,0.9,+0.3,+0.28,+0.69,0,0,0,0,0,0,0,0,0,1,0,0,,Bundesliga,20,2018-2019
Fabian Giefer,de GER,GK,Augsburg,28,1990,4,4,360,4.0,7,1.75,18,11,61.1,1,1,2,0,0.0,0,0,0,0,,0,1,0,5.5,0.31,-1.5,-0.36,28,63,44.4,85,15,55.3,44.1,24,66.7,54.7,38,0,0.0,0,0.00,10.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,90,11.8,90,4,0,,13,1.00,6,7,-1,-0.25,+0.38,5.3,6.7,-1.4,-0.35,+0.07,0,0,1,0,0,0,0,0,0,27,0,0,,Bundesliga,20,2018-2019
Péter Gulácsi,hu HUN,GK,RB Leipzig,28,1990,33,33,2925,32.5,28,0.86,108,86,77.8,19,9,5,16,48.5,5,4,0,1,0.0,1,4,1,32.1,0.27,+6.1,+0.19,253,619,40.9,792,124,54.4,44.3,218,86.2,61.6,242,15,6.2,42,1.29,17.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,89,95.6,89,32,0,,0,2.00,60,27,+33,+1.02,+0.35,57.7,34.0,+23.7,+0.73,-0.60,0,0,2,0,0,0,0,0,0,216,0,0,,Bundesliga,20,2018-2019
