Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Antonio Adán,es ESP,GK,Betis,30,1987,30,30,2700,30.0,53,1.77,128,82,60.9,14,4,12,9,30.0,4,3,1,0,25.0,0,6,4,38.5,0.28,-10.5,-0.35,177,459,38.6,905,95,41.1,36.3,130,66.9,48.8,289,30,10.4,18,0.60,14.7,0,2,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,90,78.9,90,30,0,,0,1.53,50,53,-3,-0.10,-0.35,31.2,42.0,-10.8,-0.36,-0.52,0,1,4,0,0,0,0,0,0,127,0,0,,La-Liga,12,2017-2018
Sergio Álvarez,es ESP,GK,Celta Vigo,30,1986,17,16,1475,16.4,29,1.77,77,50,63.6,3,6,7,3,18.8,1,1,0,0,0.0,0,4,1,26.5,0.34,-1.5,-0.09,96,255,37.6,435,32,43.2,37.6,83,80.7,58.0,143,15,10.5,12,0.73,14.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,87,43.2,90,16,1,36,21,1.06,22,29,-7,-0.43,-0.70,24.1,23.6,+0.5,+0.03,+0.04,0,0,5,0,0,0,0,0,0,67,0,0,,La-Liga,12,2017-2018
Jon Ander Serantes,es ESP,GK,Leganés,27,1989,1,1,90,1.0,2,2.00,9,7,77.8,1,0,0,0,0.0,0,0,0,0,,0,0,0,2.5,0.28,+0.5,+0.53,5,24,20.8,21,1,85.7,61.5,6,100.0,77.5,9,2,22.2,0,0.00,15.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,2,3.00,3,2,+1,+1.00,+1.49,1.5,1.9,-0.3,-0.32,-0.15,0,0,0,0,0,0,0,0,0,4,0,0,,La-Liga,12,2017-2018
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,33,1984,9,9,765,8.5,8,0.94,30,24,80.0,3,2,4,3,33.3,3,2,1,0,33.3,0,2,0,9.8,0.25,+1.8,+0.21,69,131,52.7,241,10,46.5,38.9,31,61.3,44.8,88,12,13.6,7,0.82,16.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,85,22.3,85,8,0,,2,1.22,9,8,+1,+0.12,-0.09,8.9,9.9,-1.0,-0.11,-0.41,0,1,1,0,0,0,0,0,1,43,0,0,,La-Liga,12,2017-2018
Kepa Arrizabalaga,es ESP,GK,Athletic Club,22,1994,30,30,2700,30.0,43,1.43,135,96,68.9,7,9,14,7,23.3,3,1,2,0,66.7,3,5,3,42.9,0.30,+2.9,+0.10,280,587,47.7,728,67,64.0,46.9,134,90.3,64.1,271,24,8.9,14,0.47,15.3,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,78.9,90,30,0,,1,1.00,31,43,-12,-0.40,-0.90,35.9,37.0,-1.1,-0.04,+0.05,0,2,7,0,0,0,0,0,1,131,0,0,,La-Liga,12,2017-2018
Sergio Asenjo,es ESP,GK,Villarreal,28,1989,23,23,2070,23.0,30,1.30,89,62,69.7,12,3,8,6,26.1,5,3,2,0,40.0,1,3,0,32.5,0.32,+2.5,+0.11,102,282,36.2,360,86,52.2,41.5,109,86.2,61.3,284,24,8.5,16,0.70,14.3,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,60.5,90,23,0,,2,1.70,33,30,+3,+0.13,-0.14,32.0,35.2,-3.2,-0.14,-0.14,0,2,3,0,0,0,0,0,1,119,0,0,,La-Liga,12,2017-2018
Mariano Barbosa,ar ARG,GK,Villarreal,33,1984,13,12,1125,12.5,14,1.12,47,34,72.3,6,3,3,5,41.7,1,1,0,0,0.0,0,2,0,13.6,0.27,-0.4,-0.03,35,123,28.5,190,40,34.7,34.7,63,90.5,62.4,150,15,10.0,3,0.24,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,32.9,90,12,1,45,18,1.62,22,14,+8,+0.64,+0.68,18.2,15.7,+2.6,+0.20,+0.43,0,0,3,0,0,0,0,0,0,46,0,0,,La-Liga,12,2017-2018
Rubén Blanco,es ESP,GK,Celta Vigo,22,1995,22,22,1941,21.6,31,1.44,90,62,68.9,10,4,8,4,18.2,4,3,0,1,0.0,0,4,0,25.5,0.26,-5.5,-0.26,112,357,31.4,602,57,48.0,41.2,82,82.9,62.4,231,28,12.1,7,0.32,14.9,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,56.8,88,21,0,,12,1.55,37,31,+6,+0.28,+0.70,28.4,29.2,-0.8,-0.04,-0.10,0,1,0,0,0,0,0,0,0,69,0,0,,La-Liga,12,2017-2018
Yassine Bounou,ma MAR,GK,Girona,26,1991,30,30,2655,29.5,46,1.56,136,95,69.1,13,6,11,9,30.0,5,4,0,1,0.0,2,1,1,40.4,0.28,-4.6,-0.16,177,485,36.5,507,62,67.9,48.9,153,92.2,66.3,259,20,7.7,10,0.34,13.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,77.6,89,29,0,,8,1.50,42,46,-4,-0.14,+0.45,37.2,38.2,-1.0,-0.03,-0.39,0,1,1,0,0,0,0,0,1,155,0,0,,La-Liga,12,2017-2018
Kiko Casilla,es ESP,GK,Real Madrid,30,1986,10,10,900,10.0,11,1.10,32,22,65.6,6,2,2,3,30.0,0,0,0,0,,0,1,1,10.4,0.36,+0.4,+0.04,27,69,39.1,159,33,30.8,33.8,34,58.8,45.6,80,6,7.5,5,0.50,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,26.3,90,10,0,,28,2.00,20,11,+9,+0.90,-0.56,18.4,11.6,+6.7,+0.67,-0.44,0,0,0,0,0,0,0,0,0,39,0,0,,La-Liga,12,2017-2018
