Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,League Name,League ID,Season
1.0,Fri,2017-08-18,20:30,Bayern Munich,2.5,3–1,2.1,Leverkusen,75000.0,Allianz Arena,Tobias Stieler,Match Report,,Bundesliga,20,2017-2018
1.0,Sat,2017-08-19,15:30,Hertha BSC,0.7,2–0,1.2,Stuttgart,44751.0,Olympiastadion Berlin,Sascha Stegemann,Match Report,,Bundesliga,20,2017-2018
1.0,Sat,2017-08-19,15:30,Mainz 05,0.9,0–1,0.7,Hannover 96,28279.0,Opel Arena,Felix Brych,Match Report,,Bundesliga,20,2017-2018
1.0,Sat,2017-08-19,15:30,Wolfsburg,0.5,0–3,1.1,Dortmund,30000.0,Volkswagen Arena,Robert Hartmann,Match Report,,Bundesliga,20,2017-2018
1.0,Sat,2017-08-19,15:30,Hoffenheim,1.2,1–0,1.0,Werder Bremen,30150.0,Dietmar-Hopp-Stadion,Guido Winkmann,Match Report,,Bundesliga,20,2017-2018
1.0,Sat,2017-08-19,15:30,Hamburger SV,0.7,1–0,0.6,Augsburg,49449.0,Volksparkstadion,Daniel Siebert,Match Report,,Bundesliga,20,2017-2018
1.0,Sat,2017-08-19,18:30,Schalke 04,1.6,2–0,0.9,RB Leipzig,61435.0,Veltins-Arena,Felix Zwayer,Match Report,,Bundesliga,20,2017-2018
1.0,Sun,2017-08-20,15:30,Freiburg,0.2,0–0,1.3,Eint Frankfurt,24000.0,Schwarzwald-Stadion,Manuel GrÃ¤fe,Match Report,,Bundesliga,20,2017-2018
1.0,Sun,2017-08-20,18:00,M'Gladbach,1.5,1–0,1.0,Köln,54018.0,Stadion im Borussia-Park,Deniz Aytekin,Match Report,,Bundesliga,20,2017-2018
,,,,,,,,,,,,,,Bundesliga,20,2017-2018
2.0,Fri,2017-08-25,20:30,Köln,2.3,1–3,1.7,Hamburger SV,50000.0,RheinEnergieSTADION,Felix Brych,Match Report,,Bundesliga,20,2017-2018
2.0,Sat,2017-08-26,15:30,Stuttgart,2.3,1–0,0.9,Mainz 05,53100.0,Mercedes-Benz Arena,Benjamin Brand,Match Report,,Bundesliga,20,2017-2018
2.0,Sat,2017-08-26,15:30,Eint Frankfurt,1.4,0–1,1.0,Wolfsburg,46000.0,Commerzbank-Arena,Benjamin Cortus,Match Report,,Bundesliga,20,2017-2018
2.0,Sat,2017-08-26,15:30,Augsburg,3.3,2–2,1.4,M'Gladbach,29243.0,WWK Arena,Sascha Stegemann,Match Report,,Bundesliga,20,2017-2018
2.0,Sat,2017-08-26,15:30,Leverkusen,2.6,2–2,0.7,Hoffenheim,27106.0,BayArena,Harm Osmers,Match Report,,Bundesliga,20,2017-2018
2.0,Sat,2017-08-26,15:30,Werder Bremen,0.4,0–2,1.8,Bayern Munich,42100.0,Weserstadion,Bastian Dankert,Match Report,,Bundesliga,20,2017-2018
