Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Loïc Goujon,fr FRA,DF,Auxerre,21,1996,2,1,91,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,46,2.7,,1,1,,5,1.50,1,2,-1,-0.99,-0.91,0,2,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Jonathan Gradit,fr FRA,DF,Tours,24,1992,24,24,2079,23.1,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,0,2,,0.00,0.09,,0.50,,87,60.8,,21,0,,1,0.58,19,43,-24,-1.04,-0.37,0,23,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Romain Grange,fr FRA,"FW,MF",Niort,29,1988,17,16,1284,14.3,4,4,4,0,0,3,0,0.28,0.28,0.56,0.28,0.56,0,11,,0.00,0.77,,0.36,,76,37.5,,5,1,,0,1.41,20,20,0,0.00,+0.55,0,12,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Bruno Grougi,fr FRA,MF,Brest,34,1983,21,15,1423,15.8,3,0,2,1,1,5,0,0.19,0.00,0.19,0.13,0.13,0,5,,0.00,0.32,,0.40,,68,41.6,,11,6,,14,1.50,22,21,+1,+0.06,-0.57,0,26,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Moussa Guel,ci CIV,FW,Lorient,18,1999,3,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,13,1.2,,0,3,,2,1.33,2,1,+1,+2.25,+1.88,0,1,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Mattéo Guendouzi,fr FRA,MF,Lorient,18,1999,18,17,1424,15.8,0,1,0,0,0,3,1,0.00,0.06,0.06,0.00,0.06,0,8,,0.00,0.51,,0.00,,79,41.6,,10,1,,4,1.83,23,13,+10,+0.63,+0.41,0,17,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Pape Gueye,sn SEN,MF,Le Havre,18,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,1,0.0,,0,1,,2,3.00,0,0,0,0.00,-0.50,0,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Mehdy Guezoui,fr FRA,"FW,MF",Valenciennes,28,1989,20,14,1183,13.1,3,3,3,0,0,1,0,0.23,0.23,0.46,0.23,0.46,0,9,,0.00,0.68,,0.33,,59,34.6,,3,6,,1,1.40,18,23,-5,-0.38,-0.02,0,40,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Rafik Guitane,fr FRA,MF,Le Havre,18,1999,18,2,461,5.1,2,0,2,0,0,0,0,0.39,0.00,0.39,0.39,0.39,,4,,,0.78,,0.50,,26,13.5,,2,16,,10,1.47,7,5,+2,+0.39,-0.13,,12,,,,,,,,,Ligue-2,60,2017-2018
Youssouf Hadji,ma MAR,FW,Nancy,37,1980,32,19,1744,19.4,11,0,8,3,3,1,0,0.57,0.00,0.57,0.41,0.41,0,23,,0.00,1.19,,0.35,,55,51.0,,7,13,,3,1.09,24,25,-1,-0.05,+0.70,0,21,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Karim Hafez,eg EGY,DF,Lens,21,1996,20,18,1611,17.9,2,4,2,0,0,5,0,0.11,0.22,0.34,0.11,0.34,0,4,,0.00,0.22,,0.50,,81,47.1,,16,2,,0,1.55,29,17,+12,+0.67,+1.32,0,27,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Pierre-Yves Hamel,fr FRA,FW,Lorient,23,1994,29,17,1445,16.1,10,1,10,0,0,0,0,0.62,0.06,0.69,0.62,0.69,0,20,,0.00,1.25,,0.50,,50,42.3,,4,12,,4,1.55,25,19,+6,+0.37,-0.04,0,37,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Féthi Harek,dz ALG,DF,Nîmes,34,1982,29,27,2390,26.6,2,1,2,0,0,3,2,0.08,0.04,0.11,0.08,0.11,0,4,,0.00,0.15,,0.50,,82,69.9,,24,2,,4,2.07,57,24,+33,+1.24,+0.81,1,20,0,0,0,0,0,0,0,1,Ligue-2,60,2017-2018
Joan Hartock,fr FRA,GK,Quevilly-Rouen,30,1987,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,84.2,,32,0,,0,0.81,37,55,-18,-0.56,-0.06,0,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Mouez Hassen,tn TUN,GK,Châteauroux,22,1995,29,29,2610,29.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,76.3,,29,0,,1,1.59,39,39,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Gauthier Hein,fr FRA,"FW,MF",Tours,20,1996,20,10,927,10.3,4,0,4,0,0,3,0,0.39,0.00,0.39,0.39,0.39,0,8,,0.00,0.78,,0.50,,46,27.1,,5,10,,5,0.65,13,22,-9,-0.87,+0.03,0,9,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Guillaume Heinry,fr FRA,MF,Bourg-Péronnas,27,1989,30,21,1990,22.1,3,3,3,0,0,4,2,0.14,0.14,0.27,0.14,0.27,0,16,,0.00,0.72,,0.19,,66,58.2,,16,9,,2,0.90,30,51,-21,-0.95,+0.06,1,32,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Pedro Henrique,br BRA,MF,Niort,24,1993,4,0,48,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,1,,0.00,1.87,,0.00,,12,1.4,,0,4,,1,1.25,1,1,0,0.00,+0.35,0,1,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Valentin Henry,fr FRA,"MF,DF",Brest,23,1993,4,2,175,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,,0.00,1.03,,0.00,,44,5.1,,0,2,,6,1.75,3,3,0,0.00,-0.42,0,5,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Jérôme Hergault,fr FRA,DF,Ajaccio,31,1986,37,37,3330,37.0,0,4,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,0,0,,0.00,0.00,,,,90,97.4,,37,0,,0,1.74,59,41,+18,+0.49,-0.51,0,49,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Kévin Hoggas,fr FRA,MF,Bourg-Péronnas,25,1991,17,14,1206,13.4,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0,4,,0.00,0.30,,0.00,,71,35.3,,9,3,,0,0.82,18,31,-13,-0.97,+0.01,0,14,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Franck Honorat,fr FRA,MF,Clermont Foot,20,1996,35,22,1950,21.7,3,5,3,0,0,2,1,0.14,0.23,0.37,0.14,0.37,0,19,,0.00,0.88,,0.16,,56,57.0,,6,13,,2,1.54,29,24,+5,+0.23,-0.57,0,19,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Cédric Hountondji,bj BEN,DF,Gazélec Ajaccio,23,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,5.3,,2,0,,6,0.00,0,7,-7,-3.50,-3.00,0,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Aniss El Hriti,fr FRA,DF,Tours,28,1989,9,7,666,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,74,19.5,,6,2,,6,0.00,2,17,-15,-2.03,-1.41,0,13,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Jonathan Iglesias,uy URU,MF,Clermont Foot,28,1988,34,32,2866,31.8,2,0,2,0,0,7,1,0.06,0.00,0.06,0.06,0.06,0,9,,0.00,0.28,,0.22,,84,83.8,,26,2,,3,1.68,46,29,+17,+0.53,+0.37,0,33,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Faneva Im Andriatsima,mg MAD,FW,Sochaux,33,1984,12,7,641,7.1,2,0,2,0,0,0,0,0.28,0.00,0.28,0.28,0.28,0,4,,0.00,0.56,,0.50,,53,18.7,,3,5,,2,1.42,12,11,+1,+0.14,+0.53,0,9,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Faneva Im Andriatsima,mg MAD,FW,Le Havre,33,1984,10,4,330,3.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,2,,0.00,0.55,,0.00,,33,9.6,,1,6,,1,1.40,3,5,-2,-0.55,-1.16,0,8,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Julian Jeanvier,gn GUI,DF,Reims,25,1992,33,33,2912,32.4,2,2,2,0,0,4,0,0.06,0.06,0.12,0.06,0.12,0,6,,0.00,0.19,,0.33,,88,85.1,,32,0,,2,2.33,65,21,+44,+1.36,+0.30,0,34,0,0,0,0,0,0,0,1,Ligue-2,60,2017-2018
Wesley Jobello,fr FRA,"MF,FW",Gazélec Ajaccio,23,1994,24,14,1311,14.6,2,2,2,0,0,1,0,0.14,0.14,0.27,0.14,0.27,0,7,,0.00,0.48,,0.29,,55,38.3,,4,10,,3,0.92,18,27,-9,-0.62,+0.06,0,19,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Geoffrey Jourdren,fr FRA,GK,Nancy,31,1986,23,23,2070,23.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,60.5,,22,0,,1,0.96,20,32,-12,-0.52,-0.32,0,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Nathaël Julan,fr FRA,FW,Le Havre,21,1996,14,3,355,3.9,3,0,3,0,0,1,0,0.76,0.00,0.76,0.76,0.76,0,8,,0.00,2.03,,0.38,,25,10.4,,0,11,,1,1.79,7,5,+2,+0.51,+0.01,0,11,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Axel Kacou,ci CIV,GK,Tours,21,1995,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,36.8,,14,0,,4,0.29,7,30,-23,-1.64,-1.18,0,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Rayan Kadima,fr FRA,FW,Ajaccio,19,1997,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,0,,,0.00,,,,13,0.4,,0,1,,6,1.00,0,0,0,0.00,-0.50,,0,,,,,,,,,Ligue-2,60,2017-2018
Aldo Kalulu,fr FRA,"FW,MF",Sochaux,21,1996,31,27,2197,24.4,11,3,11,0,0,2,0,0.45,0.12,0.57,0.45,0.57,0,22,,0.00,0.90,,0.50,,71,64.2,,9,4,,2,1.48,36,39,-3,-0.12,+0.47,0,27,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Hassane Kamara,ci CIV,"DF,MF",Reims,22,1994,22,7,846,9.4,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0,5,,0.00,0.53,,0.20,,38,24.7,,6,15,,5,2.27,17,8,+9,+0.96,-0.48,0,11,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Patrick Kapp,de GER,DF,Sochaux,20,1997,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,5.3,,2,0,,15,0.50,2,3,-1,-0.50,-0.22,0,4,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Lossémy Karaboué,ci CIV,MF,Valenciennes,29,1988,27,20,1676,18.6,2,3,2,0,0,5,0,0.11,0.16,0.27,0.11,0.27,0,6,,0.00,0.32,,0.33,,62,49.0,,7,7,,6,1.22,23,31,-8,-0.43,-0.12,0,17,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Souleymane Karamoko,mr MTN,"DF,MF",Paris FC,25,1992,21,14,1310,14.6,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0,3,,0.00,0.21,,0.33,,62,38.3,,13,7,,17,1.71,16,14,+2,+0.14,-0.20,0,17,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Martin Kavdanski,bg BUL,DF,Clermont Foot,30,1987,13,12,1035,11.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,1,,0.00,0.09,,0.00,,80,30.3,,10,1,,17,1.62,16,12,+4,+0.35,-0.18,0,9,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Abdoulaye Keita,ml MLI,"MF,DF",Ajaccio,23,1994,9,4,388,4.3,0,2,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,0,1,,0.00,0.23,,0.00,,43,11.3,,2,5,,6,2.11,6,4,+2,+0.46,-0.04,0,6,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Abdoulaye Keita,ml MLI,DF,Le Havre,23,1994,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,48,2.8,,1,1,,3,0.00,0,1,-1,-0.94,-1.48,0,1,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Olivier Kemen,fr FRA,MF,Gazélec Ajaccio,21,1996,26,15,1460,16.2,3,3,3,0,0,6,0,0.18,0.18,0.37,0.18,0.37,0,4,,0.00,0.25,,0.75,,56,42.7,,10,11,,1,1.31,17,29,-12,-0.74,-0.14,0,39,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Redouane Kerrouche,fr FRA,MF,Paris FC,23,1994,33,30,2522,28.0,3,1,3,0,0,8,3,0.11,0.04,0.14,0.11,0.14,0,7,,0.00,0.25,,0.43,,76,73.7,,17,3,,1,1.64,29,26,+3,+0.11,-0.59,1,57,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Sofiane Khadda,fr FRA,MF,Châteauroux,25,1991,33,10,1300,14.4,4,3,4,0,0,2,0,0.28,0.21,0.48,0.28,0.48,0,9,,0.00,0.62,,0.44,,39,38.0,,3,23,,5,1.79,24,18,+6,+0.42,+0.67,0,11,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Sofiane Khayat,fr FRA,FW,Nancy,18,1999,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,0,,,0.00,,,,8,0.5,,0,2,,1,0.00,0,1,-1,-5.63,-5.25,,1,,,,,,,,,Ligue-2,60,2017-2018
David Kiki,bj BEN,DF,Niort,23,1993,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,7.9,,3,0,,1,1.67,2,1,+1,+0.33,+0.73,0,4,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
David Kiki,bj BEN,"DF,MF",Brest,23,1993,9,9,720,8.0,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0,2,,0.00,0.25,,0.00,,80,21.1,,6,0,,11,1.78,8,11,-3,-0.37,-0.97,0,13,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Amadou Konaté,ml MLI,FW,Valenciennes,20,1997,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,1,0.0,,0,1,,0,0.00,0,0,0,0.00,+0.37,0,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Brahim Konaté,fr FRA,MF,Auxerre,21,1996,15,4,517,5.7,1,1,1,0,0,1,0,0.17,0.17,0.35,0.17,0.35,0,3,,0.00,0.52,,0.33,,34,15.1,,2,11,,4,1.53,10,11,-1,-0.17,-0.08,0,15,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Mory Koné,ci CIV,DF,Tours,23,1994,9,8,651,7.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,72,19.0,,6,1,,2,0.89,8,11,-3,-0.41,+0.59,0,14,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Youssouf Koné,ml MLI,DF,Reims,22,1995,18,18,1620,18.0,1,1,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,0,1,,0.00,0.06,,1.00,,90,47.4,,18,0,,0,2.28,33,12,+21,+1.17,-0.28,0,18,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Kévin Koubemba,cg CGO,"MF,FW",Bourg-Péronnas,24,1993,10,7,650,7.2,2,0,2,0,0,0,0,0.28,0.00,0.28,0.28,0.28,0,5,,0.00,0.69,,0.40,,65,19.0,,5,3,,2,1.60,10,16,-6,-0.83,+0.18,0,9,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Djiman Koukou,bj BEN,MF,Lens,26,1990,17,11,1114,12.4,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0,8,,0.00,0.65,,0.13,,66,32.6,,8,6,,16,1.24,22,23,-1,-0.08,-0.08,0,11,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Anthony Koura,bf BFA,"FW,MF",Nancy,24,1993,15,9,808,9.0,2,2,2,0,0,0,0,0.22,0.22,0.45,0.22,0.45,0,7,,0.00,0.78,,0.29,,54,23.6,,1,6,,3,1.07,12,15,-3,-0.33,+0.08,0,13,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Goduine Koyalipou,fr FRA,FW,Niort,17,2000,14,3,437,4.9,3,2,3,0,0,0,0,0.62,0.41,1.03,0.62,1.03,0,5,,0.00,1.03,,0.60,,31,12.8,,0,11,,3,1.07,8,7,+1,+0.21,+0.63,0,6,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Grejohn Kyei,fr FRA,FW,Reims,21,1995,27,8,899,10.0,3,0,2,1,1,2,0,0.30,0.00,0.30,0.20,0.20,0,10,,0.00,1.00,,0.20,,33,26.3,,1,19,,8,2.30,16,7,+9,+0.90,-0.56,0,42,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Zakarie Labidi,fr FRA,MF,Brest,22,1995,4,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,,0.00,3.46,,0.00,,13,1.5,,0,4,,4,0.80,1,2,-1,-1.73,-2.16,0,1,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Qazim Laçi,al ALB,MF,Ajaccio,21,1996,21,5,615,6.8,3,1,3,0,0,1,0,0.44,0.15,0.59,0.44,0.59,0,5,,0.00,0.73,,0.60,,29,18.0,,0,16,,9,1.55,10,15,-5,-0.73,-1.50,0,10,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Didier Lamkel Zé,cm CMR,"FW,MF",Niort,20,1996,31,22,2002,22.2,7,3,7,0,0,3,1,0.31,0.13,0.45,0.31,0.45,0,24,,0.00,1.08,,0.29,,65,58.5,,13,9,,0,1.06,28,32,-4,-0.18,+0.39,0,35,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Ádám Lang,hu HUN,DF,Nancy,24,1993,14,13,1181,13.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,84,34.5,,13,1,,5,0.64,7,20,-13,-0.99,-0.91,0,17,0,0,0,0,0,0,0,1,Ligue-2,60,2017-2018
Julien Laporte,fr FRA,DF,Clermont Foot,23,1993,32,29,2591,28.8,3,0,3,0,0,4,1,0.10,0.00,0.10,0.10,0.10,0,4,,0.00,0.14,,0.75,,81,75.8,,28,3,,4,1.66,44,25,+19,+0.66,+0.77,0,30,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Mohamed Larbi,tn TUN,"MF,FW",Tours,29,1987,13,7,808,9.0,0,4,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,,2,,,0.22,,0.00,,62,23.6,,7,6,,0,1.08,14,16,-2,-0.22,+0.88,,11,,,,,,,,,Ligue-2,60,2017-2018
Gautier Larsonneur,fr FRA,GK,Brest,20,1997,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,94.7,,36,0,,2,1.76,55,38,+17,+0.47,+1.47,0,1,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Bryan Lasme,fr FRA,FW,Sochaux,18,1998,9,1,179,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0,1,,0.00,0.50,,1.00,,20,5.2,,0,8,,8,0.89,2,7,-5,-2.51,-2.35,0,1,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Valentin Lavigne,fr FRA,"MF,FW",Paris FC,23,1994,17,7,600,6.7,0,2,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,0,4,,0.00,0.60,,0.00,,35,17.5,,0,10,,8,1.65,10,7,+3,+0.45,+0.23,0,9,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Vincent Le Goff,fr FRA,DF,Lorient,27,1989,38,38,3420,38.0,2,7,2,0,0,1,0,0.05,0.18,0.24,0.05,0.24,0,11,,0.00,0.29,,0.18,,90,100.0,,38,0,,0,1.63,61,46,+15,+0.39,,0,36,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Anthony Le Tallec,fr FRA,FW,Orléans,32,1984,9,6,455,5.1,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0,3,,0.00,0.59,,0.33,,51,13.3,,0,3,,4,1.00,5,9,-4,-0.79,-0.64,0,8,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Antoine Léautey,fr FRA,"FW,MF",Niort,21,1996,33,18,1608,17.9,2,4,2,0,0,0,0,0.11,0.22,0.34,0.11,0.34,0,12,,0.00,0.67,,0.17,,49,47.0,,2,15,,5,1.09,23,34,-11,-0.62,-0.52,0,23,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Tom Lebeau,fr FRA,"MF,FW",Niort,19,1998,11,5,584,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,1,,0.00,0.15,,0.00,,53,17.1,,1,6,,12,1.09,5,10,-5,-0.77,-0.52,0,10,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Jean-Louis Leca,fr FRA,GK,Ajaccio,31,1985,32,32,2808,31.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,88,82.1,,30,0,,0,1.78,48,33,+15,+0.48,-0.11,0,1,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Jordan Lefort,fr FRA,DF,Quevilly-Rouen,23,1993,37,36,3275,36.4,2,3,2,0,0,6,0,0.05,0.08,0.14,0.05,0.14,0,4,,0.00,0.11,,0.50,,89,95.8,,36,1,,0,0.81,40,64,-24,-0.66,-2.52,0,29,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Kevin Lejeune,fr FRA,"DF,MF",Ajaccio,32,1985,24,12,1249,13.9,1,0,1,0,0,2,2,0.07,0.00,0.07,0.07,0.07,0,2,,0.00,0.14,,0.50,,52,36.5,,10,12,,4,1.72,22,24,-2,-0.14,-1.01,1,19,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Victor Lekhal,dz ALG,MF,Le Havre,23,1994,33,31,2782,30.9,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,0,3,,0.00,0.10,,0.00,,84,81.3,,29,2,,0,1.66,41,30,+11,+0.36,-0.77,0,37,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Nicolas Lemaître,fr FRA,GK,Reims,20,1997,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,5.3,,2,0,,4,3.00,5,1,+4,+2.00,+0.72,0,0,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Fabien Lemoine,fr FRA,MF,Lorient,30,1987,32,31,2754,30.6,2,3,2,0,0,9,0,0.07,0.10,0.16,0.07,0.16,0,4,,0.00,0.13,,0.50,,86,80.5,,24,1,,0,1.75,49,31,+18,+0.59,+0.99,0,54,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Álvaro Lemos,es ESP,DF,Lens,24,1993,6,5,430,4.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,72,12.6,,4,1,,10,0.50,8,13,-5,-1.05,-1.17,0,5,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Ivan Lendrić,hr CRO,FW,Lens,25,1991,9,5,414,4.6,2,0,2,0,0,1,0,0.43,0.00,0.43,0.43,0.43,0,5,,0.00,1.09,,0.40,,46,12.1,,0,4,,4,0.44,4,10,-6,-1.30,-1.45,0,3,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Matthieu Ligoule,fr FRA,MF,Orléans,34,1983,3,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,12,1.1,,0,3,,10,2.33,1,0,+1,+2.50,+2.77,0,1,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Anthony Lippini,fr FRA,DF,Tours,28,1988,15,14,1230,13.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,82,36.0,,10,1,,4,0.67,10,24,-14,-1.02,-0.20,0,25,0,0,0,0,0,0,0,1,Ligue-2,60,2017-2018
Gautier Lloris,fr FRA,DF,Gazélec Ajaccio,22,1995,13,12,1122,12.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,86,32.8,,12,1,,0,0.92,11,16,-5,-0.40,+0.38,0,14,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Cristian López,es ESP,FW,Lens,28,1989,33,19,1822,20.2,10,1,6,4,4,2,0,0.49,0.05,0.54,0.30,0.35,0,21,,0.00,1.04,,0.29,,55,53.3,,8,14,,3,1.09,23,28,-5,-0.25,-0.47,0,26,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Julien López,dz ALG,"MF,FW",Paris FC,25,1992,31,14,1395,15.5,5,0,5,0,0,3,0,0.32,0.00,0.32,0.32,0.32,0,20,,0.00,1.29,,0.25,,45,40.8,,1,17,,4,1.68,19,18,+1,+0.06,-0.34,0,23,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Joseph Lopy,sn SEN,MF,Clermont Foot,25,1992,19,7,768,8.5,2,0,2,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0,3,,0.00,0.35,,0.67,,40,22.5,,4,12,,3,1.58,13,14,-1,-0.12,-0.76,0,14,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
Jeff Louis,ht HAI,MF,Quevilly-Rouen,24,1992,11,6,539,6.0,2,0,2,0,0,1,1,0.33,0.00,0.33,0.33,0.33,0,9,,0.00,1.50,,0.22,,49,15.8,,2,5,,1,0.45,7,13,-6,-1.00,-0.53,0,10,0,0,0,0,0,0,0,0,Ligue-2,60,2017-2018
