Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Emil Audero,it ITA,GK,Sampdoria,25,1997,20,20,1755,19.5,37,1.90,97,62,62.9,5,4,11,3,15.0,1,1,0,0,0.0,1,4,1,31.0,0.32,-5.0,-0.26,158,345,45.8,505,75,47.9,40.0,144,71.5,50.9,175,14,8.0,6,0.31,13.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,84.8,88,19,0,,1,0.95,27,37,-10,-0.51,+0.06,19.2,30.6,-11.4,-0.59,-0.38,0,0,5,0,0,0,0,0,0,69,0,0,,Serie-A,11,2021-2022
Vid Belec,si SVN,GK,Salernitana,31,1990,20,20,1800,20.0,45,2.25,119,78,64.7,3,2,15,1,5.0,4,3,0,1,0.0,0,6,2,34.9,0.27,-8.1,-0.40,143,335,42.7,373,70,56.3,44.6,168,74.4,53.5,197,10,5.1,6,0.30,12.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,90.9,90,20,0,,2,0.55,14,45,-31,-1.55,+2.45,17.1,36.3,-19.2,-0.96,+1.49,0,0,1,0,0,0,0,0,0,77,0,0,,Serie-A,11,2021-2022
Andrea Consigli,it ITA,GK,Sassuolo,35,1987,22,22,1980,22.0,35,1.59,77,47,61.0,7,8,7,2,9.1,5,5,0,0,0.0,0,4,1,31.3,0.35,-2.7,-0.12,171,344,49.7,766,94,38.0,34.5,148,35.8,31.6,188,13,6.9,10,0.45,12.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,95.7,90,22,0,,0,1.32,39,35,+4,+0.18,+3.18,32.2,35.2,-3.0,-0.14,+0.34,0,1,2,0,0,0,0,0,1,111,0,0,,Serie-A,11,2021-2022
Alessio Cragno,it ITA,GK,Cagliari,27,1994,20,20,1800,20.0,39,1.95,95,59,63.2,3,6,11,0,0.0,5,4,1,0,20.0,4,7,1,34.3,0.32,-3.7,-0.18,164,393,41.7,509,66,53.2,42.1,171,71.3,51.1,184,13,7.1,11,0.55,14.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,87.0,90,20,0,,0,0.75,20,39,-19,-0.95,+0.05,22.2,31.8,-9.7,-0.48,+0.82,0,1,6,0,0,0,0,0,1,82,0,0,,Serie-A,11,2021-2022
Bartłomiej Drągowski,pl POL,GK,Fiorentina,24,1997,5,5,376,4.2,6,1.44,16,11,68.8,2,0,3,1,20.0,2,1,1,0,50.0,0,1,0,6.5,0.29,+0.5,+0.11,34,70,48.6,195,15,29.7,33.1,27,44.4,43.1,20,3,15.0,9,2.15,17.9,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,75,19.0,75,4,0,,4,1.20,5,6,-1,-0.24,-0.91,5.3,8.8,-3.5,-0.83,-1.54,0,0,1,0,0,0,0,0,0,17,0,0,,Serie-A,11,2021-2022
Wladimiro Falcone,it ITA,GK,Sampdoria,26,1995,4,3,315,3.5,4,1.14,19,15,78.9,0,1,2,0,0.0,0,0,0,0,,0,0,0,4.6,0.24,+0.6,+0.18,25,62,40.3,86,15,48.8,39.3,25,80.0,52.0,40,2,5.0,1,0.29,13.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,79,15.2,90,3,1,45,18,0.25,2,4,-2,-0.57,-0.06,3.5,4.3,-0.7,-0.21,+0.38,0,0,1,0,0,0,0,0,0,14,0,0,,Serie-A,11,2021-2022
Vincenzo Fiorillo,it ITA,GK,Salernitana,32,1990,2,2,180,2.0,5,2.50,8,3,37.5,0,0,2,0,0.0,0,0,0,0,,0,1,0,2.6,0.33,-2.4,-2.38,11,19,57.9,20,4,50.0,41.3,11,81.8,53.3,7,1,14.3,0,0.00,10.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,9.1,90,2,0,,18,0.00,0,5,-5,-2.50,-0.80,0.7,3.1,-2.5,-2.45,-1.49,0,0,0,0,0,0,0,0,0,2,0,0,,Serie-A,11,2021-2022
Luca Gemello,it ITA,GK,Torino,21,2000,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,0,0,0,0.9,0.22,+0.9,+0.87,11,28,39.3,31,1,80.6,51.9,3,100.0,60.7,4,0,0.0,0,0.00,12.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,4.5,90,1,0,,14,3.00,4,0,+4,+4.00,+3.76,2.1,0.7,+1.4,+1.35,+1.01,0,0,0,0,0,0,0,0,0,4,0,0,,Serie-A,11,2021-2022
Samir Handanović,si SVN,GK,Inter,37,1984,22,22,1980,22.0,17,0.77,74,60,81.1,16,5,1,10,45.5,3,3,0,0,0.0,0,2,1,17.2,0.20,+1.2,+0.05,126,219,57.5,639,91,30.0,30.0,86,31.4,30.3,162,7,4.3,2,0.09,11.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,22,0,,0,2.41,53,17,+36,+1.64,,46.7,21.9,+24.8,+1.13,,0,0,1,0,0,0,0,0,0,66,0,0,,Serie-A,11,2021-2022
Luca Lezzerini,it ITA,GK,Venezia,26,1995,4,4,315,3.5,6,1.71,31,25,80.6,1,1,2,0,0.0,0,0,0,0,,0,0,0,9.0,0.30,+3.0,+0.85,13,32,40.6,96,32,24.0,30.4,26,34.6,31.9,43,2,4.7,2,0.57,11.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,79,15.9,79,3,0,,7,1.00,3,6,-3,-0.86,+0.06,3.5,7.6,-4.1,-1.18,-0.44,0,0,1,0,0,0,0,0,0,21,0,0,,Serie-A,11,2021-2022
