Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Max Aarons,eng ENG,DF,Norwich City,21,2000,15,15,1350,15.0,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.9,1.4,0.04,0.06,0.10,0.04,0.10,9,2,22.2,0.60,0.13,0.00,0.00,20.2,0,0.06,-0.6,-0.6,516,668,77.2,8726,2925,264,291,90.7,202,254,79.5,44,99,44.4,+0.1,12,22,24,7,51,524,144,1,77,11,32,0,0,0,0,399,143,126,78,440,7,136,1,4,10,20,26,23,1.53,19,0,1,1,0,4,0.27,4,0,0,0,0,0,28,17,21,7,0,15,53.6,13,49,27.8,103,53,20,0,28,49,28,0,854,65,15,46,50.0,24,3,536,7,15,15,569,506,88.9,22,90,100.0,90,15,0,,0,0.67,8,31,-23,-1.53,,14.3,25.3,-11.1,-0.74,,0,13,0,0,1,85,7,27,20.6,Premier-League,9,2021-2022
Che Adams,sct SCO,FW,Southampton,25,1996,12,11,858,9.5,3,1,3,0,0,0,0,0.31,0.10,0.42,0.31,0.42,2.4,2.4,1.4,3.8,0.25,0.15,0.40,0.25,0.40,21,11,52.4,2.20,1.15,0.14,0.27,14.5,0,0.11,+0.6,+0.6,126,189,66.7,1797,413,77,99,77.8,33,49,67.3,8,17,47.1,-0.4,10,7,6,1,16,183,6,3,54,1,4,0,0,0,0,121,36,32,14,140,13,0,3,1,5,11,10,20,2.10,14,0,1,4,1,2,0.21,1,0,0,0,0,1,8,6,2,2,4,1,25.0,3,37,26.4,16,48,76,0,11,14,9,0,321,17,44,12,33.3,6,0,199,3,24,20,437,210,48.1,60,72,63.6,77,6,1,12,2,1.00,8,13,-5,-0.52,-0.16,11.4,13.1,-1.7,-0.18,-0.53,0,16,0,0,0,57,22,50,30.6,Premier-League,9,2021-2022
Rayan Aït Nouri,fr FRA,DF,Wolves,20,2001,8,7,628,7.0,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.5,0.8,0.04,0.08,0.12,0.04,0.12,6,2,33.3,0.86,0.29,0.00,0.00,15.1,0,0.05,-0.3,-0.3,286,401,71.3,4799,1608,148,164,90.2,114,153,74.5,23,64,35.9,+0.5,5,10,6,4,17,323,78,1,54,11,22,16,4,10,1,231,78,92,272,49,18,58,0,1,10,13,15,13,1.86,5,4,3,0,1,1,0.14,0,1,0,0,0,0,31,16,23,5,3,10,52.6,9,54,34.8,89,43,23,0,7,43,12,0,498,16,18,26,53.8,16,2,312,7,7,14,323,294,91.0,21,79,46.5,89,5,1,7,6,1.13,4,3,+1,+0.14,+0.39,5.2,9.0,-3.7,-0.53,-0.69,0,6,0,0,0,54,6,6,50.0,Premier-League,9,2021-2022
Kristoffer Ajer,no NOR,DF,Brentford,23,1998,7,6,565,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.05,0.07,0.03,0.07,2,0,0.0,0.32,0.00,0.00,,9.9,0,0.09,-0.2,-0.2,136,209,65.1,2410,1083,56,66,84.8,65,91,71.4,11,35,31.4,-0.3,1,7,2,1,12,163,46,0,34,3,3,0,0,0,0,91,59,59,9,129,15,40,1,0,5,8,13,6,0.96,4,1,0,0,0,0,0.00,0,0,0,0,0,0,11,5,8,1,2,7,50.0,7,18,31.6,29,24,4,1,5,24,35,0,289,32,9,6,66.7,4,0,126,0,6,2,127,106,83.5,7,81,41.9,87,5,1,45,1,1.29,8,6,+2,+0.32,+0.78,8.0,6.7,+1.3,+0.21,+0.36,0,5,0,0,0,55,21,9,70.0,Premier-League,9,2021-2022
Nathan Aké,nl NED,DF,Manchester City,26,1995,5,4,375,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,1,0,0.0,0.24,0.00,0.00,,6.0,0,0.20,-0.2,-0.2,271,294,92.2,5085,1434,103,110,93.6,141,150,94.0,25,31,80.6,0.0,0,17,3,0,9,288,6,0,20,2,0,0,0,0,0,259,12,23,225,49,7,5,1,0,2,1,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,2,2,0,0,0.0,1,5,23.8,10,10,1,0,1,11,14,0,327,27,2,0,,0,0,243,0,2,0,273,261,95.6,1,75,27.8,90,4,1,15,10,2.00,5,2,+3,+0.72,-1.13,6.3,3.6,+2.6,+0.64,-1.25,0,4,0,0,0,26,15,0,100.0,Premier-League,9,2021-2022
Marc Albrighton,eng ENG,"FW,MF",Leicester City,32,1989,5,3,297,3.3,1,0,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,0.0,0.0,0.2,0.3,0.01,0.07,0.08,0.01,0.08,1,1,100.0,0.30,0.30,1.00,1.00,17.2,0,0.04,+1.0,+1.0,62,118,52.5,1142,583,33,35,94.3,21,37,56.8,7,36,19.4,-0.2,3,7,2,2,4,87,31,0,25,11,6,15,9,5,1,48,29,41,6,94,3,12,0,2,4,5,11,4,1.21,2,2,0,0,0,0,0.00,0,0,0,0,0,0,11,3,6,3,2,1,12.5,7,22,21.6,32,54,16,0,6,18,1,0,160,9,2,14,57.1,9,1,89,2,4,6,118,78,66.1,9,59,22.0,90,3,2,14,7,1.40,2,5,-3,-0.91,-0.82,2.6,7.6,-5.0,-1.53,-1.69,0,5,0,0,0,20,3,1,75.0,Premier-League,9,2021-2022
Thiago Alcántara,es ESP,MF,Liverpool,30,1991,9,6,505,5.6,1,1,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,1.4,1.4,0.9,2.3,0.25,0.16,0.41,0.25,0.41,15,5,33.3,2.67,0.89,0.07,0.20,15.7,0,0.11,-0.4,-0.4,412,470,87.7,8648,2384,135,150,90.0,204,220,92.7,68,89,76.4,+0.1,7,57,7,0,59,463,7,1,68,19,0,0,0,0,0,350,52,68,32,412,13,1,0,1,5,15,7,23,4.10,18,0,0,0,1,2,0.36,2,0,0,0,0,0,21,16,8,11,2,4,26.7,11,40,40.4,27,51,21,0,5,29,3,0,523,16,13,3,33.3,1,0,376,4,4,2,398,382,96.0,11,56,37.4,76,1,3,17,0,2.44,16,2,+14,+2.50,+0.58,18.0,4.4,+13.7,+2.43,+1.27,0,9,0,0,0,84,14,4,77.8,Premier-League,9,2021-2022
Trent Alexander-Arnold,eng ENG,DF,Liverpool,23,1998,13,13,1144,12.7,1,7,1,0,0,1,0,0.08,0.55,0.63,0.08,0.63,1.5,1.5,5.5,7.1,0.12,0.44,0.56,0.12,0.56,23,7,30.4,1.81,0.55,0.04,0.14,22.2,3,0.07,-0.5,-0.5,844,1088,77.6,18025,7254,332,369,90.0,327,386,84.7,176,307,57.3,+1.5,41,84,35,9,112,873,215,9,93,77,50,58,10,41,1,598,183,307,111,834,20,117,0,4,17,38,21,67,5.27,40,24,1,0,0,9,0.71,6,3,0,0,0,0,19,14,7,9,3,11,42.3,15,41,35.3,44,36,36,0,13,53,23,0,1213,30,31,16,56.3,9,0,699,5,6,9,820,770,93.9,45,88,84.7,88,12,0,,0,2.31,38,10,+28,+2.20,+0.46,34.2,12.0,+22.2,+1.75,+0.71,0,5,0,0,0,110,11,6,64.7,Premier-League,9,2021-2022
Alisson,br BRA,GK,Liverpool,29,1992,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,470,529,88.8,12201,6541,85,85,100.0,270,272,99.3,114,171,66.7,0.0,0,4,0,0,0,438,91,0,26,13,0,0,0,0,0,399,25,105,36,404,0,0,77,0,8,8,0,1,0.07,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,50.0,2,0,0,0,0,0,1,0,577,456,0,1,100.0,1,0,336,0,0,0,317,314,99.1,0,90,93.3,90,14,0,,0,2.21,39,12,+27,+1.93,-3.07,35.5,13.9,+21.5,+1.54,-1.53,0,0,0,0,1,99,0,0,,Premier-League,9,2021-2022
Allan,br BRA,MF,Everton,30,1991,14,14,1231,13.7,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,3,1,33.3,0.22,0.07,0.00,0.00,23.4,0,0.03,-0.1,-0.1,404,528,76.5,7969,2520,142,172,82.6,186,223,83.4,62,100,62.0,+0.6,10,48,13,2,63,499,29,0,82,11,4,0,0,0,0,346,67,115,57,442,17,4,3,4,10,24,18,19,1.39,18,0,0,1,0,5,0.37,4,0,0,0,1,0,42,35,22,17,3,10,20.4,39,111,30.6,145,184,34,0,22,67,25,0,666,47,7,13,76.9,10,1,406,2,8,12,384,352,91.7,8,88,97.7,88,11,0,,0,1.07,17,23,-6,-0.44,+2.66,17.9,19.4,-1.6,-0.11,+1.10,0,20,1,0,0,147,6,7,46.2,Premier-League,9,2021-2022
