Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Max Aarons,eng ENG,DF,Norwich City,21,2000,9,9,810,9.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.02,0.08,0.10,0.02,0.10,7,1,14.3,0.78,0.11,0.00,0.00,22.7,0,0.03,-0.2,-0.2,302,387,78.0,4998,1618,166,181,91.7,107,132,81.1,25,57,43.9,-0.7,8,10,14,4,26,291,96,1,46,7,14,0,0,0,0,231,90,66,39,250,4,89,1,2,5,12,16,15,1.67,12,0,1,1,0,2,0.22,2,0,0,0,0,0,12,8,7,5,0,8,44.4,10,27,25.2,62,34,11,0,19,21,21,0,502,43,7,29,48.3,15,1,304,2,8,7,339,293,86.4,14,90,100.0,90,9,0,,0,0.22,2,23,-21,-2.33,,7.0,18.1,-11.1,-1.24,,0,7,0,0,1,47,4,16,20.0,Premier-League,9,2021-2022
Che Adams,sct SCO,"FW,MF",Southampton,25,1996,6,5,392,4.4,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.6,0.6,1.1,1.7,0.14,0.24,0.38,0.14,0.38,8,3,37.5,1.84,0.69,0.00,0.00,16.9,0,0.08,-0.6,-0.6,60,87,69.0,905,131,33,42,78.6,19,29,65.5,4,8,50.0,-0.1,6,2,2,1,4,83,4,1,27,0,2,0,0,0,0,55,16,16,5,65,5,0,1,0,3,7,1,13,2.98,8,0,0,4,1,2,0.46,1,0,0,0,0,1,7,5,2,1,4,1,50.0,1,22,28.9,8,27,41,0,3,8,5,0,147,7,17,4,25.0,1,0,90,2,10,11,214,94,43.9,30,65,48.4,76,2,1,12,2,0.67,2,6,-4,-0.92,-0.92,4.4,6.2,-1.8,-0.40,-0.81,0,12,0,0,0,27,12,24,33.3,Premier-League,9,2021-2022
Rayan Aït Nouri,fr FRA,"DF,FW",Wolves,20,2001,2,1,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.17,0.00,0.17,0.17,0.17,2,1,50.0,2.02,1.01,0.00,0.00,14.8,0,0.08,-0.2,-0.2,30,40,75.0,477,253,17,19,89.5,11,16,68.8,2,3,66.7,0.0,0,1,1,0,3,28,12,0,8,0,0,0,0,0,0,19,12,9,22,3,4,11,0,0,0,6,0,3,3.03,1,0,1,0,1,0,0.00,0,0,0,0,0,0,5,5,3,1,1,2,66.7,1,9,40.9,9,8,5,0,2,7,3,0,59,4,3,5,60.0,3,1,32,0,2,3,33,27,81.8,3,45,11.0,82,0,1,7,6,0.50,1,0,+1,+1.01,+1.14,1.1,1.2,-0.1,-0.12,-0.32,0,1,0,0,0,9,1,0,100.0,Premier-League,9,2021-2022
Kristoffer Ajer,no NOR,DF,Brentford,23,1998,7,6,565,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.05,0.07,0.03,0.07,2,0,0.0,0.32,0.00,0.00,,9.9,0,0.09,-0.2,-0.2,136,210,64.8,2410,1083,56,66,84.8,65,92,70.7,11,35,31.4,-0.3,1,7,2,1,12,164,46,0,34,3,3,0,0,0,0,91,59,60,9,129,16,40,1,0,5,7,13,6,0.96,4,1,0,0,0,0,0.00,0,0,0,0,0,0,11,5,8,1,2,7,50.0,7,17,29.8,28,24,5,1,5,24,34,0,290,32,9,7,71.4,5,0,127,0,6,2,127,106,83.5,7,81,69.8,87,5,1,45,1,1.29,8,6,+2,+0.32,+0.32,8.0,6.7,+1.3,+0.20,-0.48,0,2,0,0,0,56,21,9,70.0,Premier-League,9,2021-2022
Nathan Aké,nl NED,DF,Manchester City,26,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.07,0.00,0.07,0.07,0.07,1,0,0.0,0.33,0.00,0.00,,6.0,0,0.20,-0.2,-0.2,197,214,92.1,3463,855,88,94,93.6,92,98,93.9,15,20,75.0,0.0,0,11,3,0,8,208,6,0,15,1,0,0,0,0,0,187,9,18,163,36,6,5,1,0,2,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,2,2,0,0,0.0,1,4,28.6,4,9,1,0,0,7,17,0,243,13,2,0,,0,0,178,0,2,0,200,191,95.5,1,90,33.3,90,3,0,,6,1.33,2,1,+1,+0.33,-2.17,4.8,2.7,+2.1,+0.69,-1.37,0,4,0,0,0,17,14,0,100.0,Premier-League,9,2021-2022
Marc Albrighton,eng ENG,"MF,FW",Leicester City,31,1989,3,2,191,2.1,1,0,1,0,0,1,0,0.47,0.00,0.47,0.47,0.47,0.0,0.0,0.2,0.3,0.02,0.10,0.12,0.02,0.12,1,1,100.0,0.47,0.47,1.00,1.00,17.2,0,0.04,+1.0,+1.0,30,64,46.9,658,282,12,14,85.7,12,20,60.0,5,24,20.8,-0.2,2,3,1,1,2,47,17,0,12,9,4,14,9,4,1,26,13,25,2,59,2,0,0,0,3,3,7,3,1.41,2,1,0,0,0,0,0.00,0,0,0,0,0,0,4,1,3,0,1,0,0.0,3,12,17.6,22,36,10,0,2,5,1,0,87,5,2,7,42.9,4,1,54,2,4,5,82,48,58.5,9,64,23.6,90,2,1,11,5,1.33,2,2,0,0.00,0.00,2.1,4.7,-2.6,-1.22,-1.64,0,2,0,0,0,12,1,1,50.0,Premier-League,9,2021-2022
Thiago Alcántara,es ESP,MF,Liverpool,30,1991,4,2,177,2.0,0,1,0,0,0,0,0,0.00,0.51,0.51,0.00,0.51,0.4,0.4,0.4,0.8,0.21,0.21,0.42,0.21,0.42,5,1,20.0,2.54,0.51,0.00,0.00,18.0,0,0.08,-0.4,-0.4,130,145,89.7,2827,725,42,47,89.4,61,64,95.3,24,29,82.8,+0.6,4,20,3,0,20,142,3,0,23,8,0,0,0,0,0,104,18,23,11,125,4,0,0,0,2,6,2,11,5.59,9,0,0,0,0,1,0.51,1,0,0,0,0,0,7,4,4,2,1,1,33.3,2,10,47.6,11,6,4,0,1,9,3,0,164,4,4,0,,0,0,115,1,4,1,124,117,94.4,7,44,21.9,75,0,2,14,0,2.50,3,0,+3,+1.53,-1.03,6.8,2.1,+4.7,+2.36,+0.87,0,1,0,0,0,29,7,0,100.0,Premier-League,9,2021-2022
Trent Alexander-Arnold,eng ENG,DF,Liverpool,23,1998,7,7,604,6.7,0,3,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,0.7,0.7,3.4,4.1,0.10,0.51,0.61,0.10,0.61,14,4,28.6,2.09,0.60,0.00,0.00,23.5,3,0.05,-0.7,-0.7,457,589,77.6,9610,3902,192,211,91.0,164,194,84.5,96,172,55.8,-0.4,25,48,20,4,65,482,107,5,52,48,31,36,6,25,1,324,88,177,53,467,10,54,0,2,12,20,9,39,5.81,23,14,1,0,0,5,0.75,5,0,0,0,0,0,13,9,4,6,3,8,44.4,10,22,33.3,28,22,16,0,7,30,14,0,663,18,15,10,40.0,4,0,386,3,3,7,452,428,94.7,22,86,74.6,86,6,0,,0,2.43,21,4,+17,+2.53,+0.79,20.3,7.7,+12.6,+1.88,+0.79,0,1,0,0,0,60,9,3,75.0,Premier-League,9,2021-2022
Alisson,br BRA,GK,Liverpool,29,1992,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,243,282,86.2,6875,4043,41,41,100.0,126,127,99.2,75,113,66.4,0.0,0,4,0,0,0,218,64,0,16,9,0,0,0,0,0,195,11,76,13,224,0,0,36,0,5,6,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,1,0,0,0,0,0,1,0,313,252,0,1,100.0,1,0,158,0,0,0,154,154,100.0,0,90,88.9,90,8,0,,0,2.25,22,6,+16,+2.00,-3.00,21.7,9.6,+12.1,+1.51,-1.56,0,0,0,0,0,52,0,0,,Premier-League,9,2021-2022
Allan,br BRA,MF,Everton,30,1991,9,9,791,8.8,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.3,0.3,0.01,0.03,0.04,0.01,0.04,3,1,33.3,0.34,0.11,0.00,0.00,23.4,0,0.03,-0.1,-0.1,238,307,77.5,4656,1421,85,103,82.5,109,130,83.8,36,53,67.9,+0.7,5,28,6,2,31,288,19,0,51,5,3,0,0,0,0,207,36,64,36,261,7,1,1,0,9,15,11,10,1.14,9,0,0,1,0,4,0.46,3,0,0,0,1,0,29,24,18,9,2,7,24.1,22,77,32.8,107,111,17,0,16,47,21,0,411,34,4,7,57.1,4,0,239,1,4,11,212,196,92.5,3,88,97.7,88,8,0,,0,1.56,15,13,+2,+0.23,+4.96,14.2,11.5,+2.7,+0.30,+1.81,0,11,1,0,0,93,2,4,33.3,Premier-League,9,2021-2022
