Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Max Aarons,eng ENG,DF,Norwich City,21,2000,14,14,1260,14.0,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.9,1.4,0.04,0.06,0.10,0.04,0.10,9,2,22.2,0.64,0.14,0.00,0.00,20.2,0,0.06,-0.6,-0.6,473,612,77.3,7937,2743,250,276,90.6,175,221,79.2,42,93,45.2,+0.1,12,21,23,7,47,473,139,1,69,11,27,0,0,0,0,361,135,116,69,398,7,131,1,3,9,20,24,22,1.57,18,0,1,1,0,4,0.29,4,0,0,0,0,0,23,14,17,6,0,12,48.0,13,46,28.0,97,48,19,0,27,42,27,0,786,60,15,44,47.7,22,3,486,7,13,15,519,460,88.6,21,90,100.0,90,14,0,,0,0.71,8,28,-20,-1.43,,13.0,23.7,-10.8,-0.77,,0,13,0,0,1,81,7,25,21.9,Premier-League,9,2021-2022
Che Adams,sct SCO,FW,Southampton,25,1996,10,9,678,7.5,2,1,2,0,0,0,0,0.27,0.13,0.40,0.27,0.40,1.7,1.7,1.3,3.1,0.23,0.18,0.41,0.23,0.41,14,7,50.0,1.86,0.93,0.14,0.29,14.6,0,0.12,+0.3,+0.3,105,154,68.2,1451,288,68,84,81.0,24,38,63.2,6,15,40.0,-0.3,9,4,4,1,10,149,5,2,47,1,3,0,0,0,0,99,26,29,10,117,10,0,2,1,3,9,6,17,2.26,12,0,0,4,1,2,0.27,1,0,0,0,0,1,7,5,2,1,4,1,33.3,2,23,22.5,13,36,53,0,11,12,9,0,259,15,33,9,33.3,5,0,162,3,19,17,351,170,48.4,50,68,57.9,74,4,1,12,2,1.00,5,10,-5,-0.66,-0.30,8.5,10.4,-1.9,-0.25,-0.62,0,15,0,0,0,42,17,39,30.4,Premier-League,9,2021-2022
Rayan Aït Nouri,fr FRA,DF,Wolves,20,2001,6,5,449,5.0,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.2,0.2,0.5,0.7,0.04,0.11,0.14,0.04,0.14,3,2,66.7,0.60,0.40,0.00,0.00,15.8,0,0.06,-0.2,-0.2,205,281,73.0,3544,1124,98,110,89.1,89,118,75.4,17,40,42.5,+0.5,5,6,4,2,11,227,54,1,36,6,14,12,4,7,1,171,51,59,197,32,10,38,0,0,8,10,9,10,2.00,4,4,1,0,1,1,0.20,0,1,0,0,0,0,21,12,15,4,2,7,50.0,7,44,36.1,67,33,22,0,5,30,8,0,350,9,11,14,57.1,8,1,215,3,6,13,230,211,91.7,12,75,38.4,88,4,1,7,6,1.33,4,3,+1,+0.20,+0.33,4.3,6.6,-2.3,-0.46,-0.67,0,5,0,0,0,36,5,4,55.6,Premier-League,9,2021-2022
Kristoffer Ajer,no NOR,DF,Brentford,23,1998,7,6,565,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.05,0.07,0.03,0.07,2,0,0.0,0.32,0.00,0.00,,9.9,0,0.09,-0.2,-0.2,136,209,65.1,2410,1083,56,66,84.8,65,91,71.4,11,35,31.4,-0.3,1,7,2,1,12,163,46,0,34,3,3,0,0,0,0,91,59,59,9,129,15,40,1,0,5,8,13,6,0.96,4,1,0,0,0,0,0.00,0,0,0,0,0,0,11,5,8,1,2,7,50.0,7,18,31.6,29,24,4,1,5,24,35,0,289,32,9,6,66.7,4,0,126,0,6,2,127,106,83.5,7,81,48.3,87,5,1,45,1,1.29,8,6,+2,+0.32,+0.62,8.0,6.7,+1.3,+0.21,+0.07,0,5,0,0,0,55,21,9,70.0,Premier-League,9,2021-2022
Nathan Aké,nl NED,DF,Manchester City,26,1995,4,3,285,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,1,0,0.0,0.32,0.00,0.00,,6.0,0,0.20,-0.2,-0.2,214,236,90.7,3800,969,92,99,92.9,103,112,92.0,17,22,77.3,0.0,0,13,3,0,8,230,6,0,18,1,0,0,0,0,0,204,11,21,179,39,6,5,1,0,2,1,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,2,2,0,0,0.0,1,4,23.5,7,9,1,0,1,8,13,0,264,15,2,0,,0,0,195,0,2,0,217,208,95.9,1,71,24.4,90,3,1,15,9,1.75,3,1,+2,+0.63,-1.20,5.4,2.8,+2.6,+0.83,-0.95,0,4,0,0,0,21,14,0,100.0,Premier-League,9,2021-2022
Marc Albrighton,eng ENG,"FW,MF",Leicester City,32,1989,5,3,297,3.3,1,0,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,0.0,0.0,0.2,0.3,0.01,0.07,0.08,0.01,0.08,1,1,100.0,0.30,0.30,1.00,1.00,17.2,0,0.04,+1.0,+1.0,62,118,52.5,1142,583,33,35,94.3,21,37,56.8,7,36,19.4,-0.2,3,7,2,2,4,87,31,0,25,11,6,15,9,5,1,48,29,41,6,94,3,12,0,2,4,5,11,4,1.21,2,2,0,0,0,0,0.00,0,0,0,0,0,0,11,3,6,3,2,1,12.5,7,22,21.6,32,54,16,0,6,18,1,0,160,9,2,14,57.1,9,1,89,2,4,6,118,78,66.1,9,59,25.4,90,3,2,14,5,1.40,2,5,-3,-0.91,-0.91,2.6,7.6,-5.0,-1.53,-1.81,0,5,0,0,0,20,3,1,75.0,Premier-League,9,2021-2022
Thiago Alcántara,es ESP,MF,Liverpool,30,1991,7,4,341,3.8,1,1,1,0,0,0,0,0.26,0.26,0.53,0.26,0.53,0.7,0.7,0.8,1.5,0.19,0.20,0.39,0.19,0.39,9,4,44.4,2.38,1.06,0.11,0.25,16.5,0,0.08,+0.3,+0.3,291,324,89.8,6060,1729,96,105,91.4,144,153,94.1,47,58,81.0,+0.2,6,45,6,0,45,318,6,0,43,11,0,0,0,0,0,242,33,49,22,282,11,0,0,0,3,10,4,17,4.49,14,0,0,0,1,1,0.26,1,0,0,0,0,0,13,9,6,5,2,2,40.0,3,20,42.6,15,25,7,0,3,18,3,0,357,10,8,1,0.0,0,0,263,3,4,1,274,263,96.0,9,49,29.1,73,0,3,17,0,2.29,12,1,+11,+2.90,+1.06,13.4,3.6,+9.8,+2.59,+1.40,0,3,0,0,0,57,11,3,78.6,Premier-League,9,2021-2022
Trent Alexander-Arnold,eng ENG,DF,Liverpool,23,1998,11,11,964,10.7,1,7,1,0,0,1,0,0.09,0.65,0.75,0.09,0.75,1.2,1.2,5.0,6.2,0.12,0.47,0.58,0.12,0.58,20,6,30.0,1.87,0.56,0.05,0.17,22.5,3,0.06,-0.2,-0.2,712,927,76.8,15050,5896,290,323,89.8,268,319,84.0,146,262,55.7,+2.0,35,70,25,6,88,744,183,5,83,66,43,47,8,34,1,506,156,265,93,710,19,99,0,4,16,33,19,58,5.41,34,21,1,0,0,9,0.84,6,3,0,0,0,0,18,13,6,9,3,11,45.8,13,39,39.0,37,33,30,0,11,47,21,0,1037,26,29,16,56.3,9,0,607,5,6,8,699,660,94.4,38,88,82.4,88,10,0,,0,2.18,33,9,+24,+2.24,+0.49,29.6,11.1,+18.4,+1.72,+0.68,0,4,0,0,0,91,11,6,64.7,Premier-League,9,2021-2022
Alisson,br BRA,GK,Liverpool,29,1992,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,412,464,88.8,10838,5970,78,78,100.0,226,228,99.1,107,157,68.2,0.0,0,4,0,0,0,382,82,0,24,12,0,0,0,0,0,344,23,97,28,359,0,0,65,0,7,8,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,50.0,2,0,0,0,0,0,1,0,510,407,0,1,100.0,1,0,292,0,0,0,277,276,99.6,0,90,92.3,90,12,0,,0,2.08,34,11,+23,+1.92,-3.08,30.8,13.1,+17.7,+1.48,-1.59,0,0,0,0,1,84,0,0,,Premier-League,9,2021-2022
Allan,br BRA,MF,Everton,30,1991,13,13,1141,12.7,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,3,1,33.3,0.24,0.08,0.00,0.00,23.4,0,0.03,-0.1,-0.1,382,494,77.3,7600,2370,130,155,83.9,179,213,84.0,60,96,62.5,+0.6,10,46,13,2,58,466,28,0,72,11,4,0,0,0,0,329,58,107,50,419,14,4,3,4,9,23,16,17,1.34,16,0,0,1,0,4,0.32,3,0,0,0,1,0,41,34,22,16,3,10,21.7,36,107,31.0,139,174,32,0,22,62,22,0,624,43,6,12,75.0,9,1,384,1,8,12,364,332,91.2,7,88,97.5,88,10,0,,0,1.15,16,19,-3,-0.24,+2.87,17.2,17.3,0.0,0.00,+1.21,0,18,1,0,0,137,5,7,41.7,Premier-League,9,2021-2022
