Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Axel Bamba,fr FRA,DF,Paris FC,19,1999,5,2,188,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,38,5.5,92,2,3,2,20,2.00,1,2,-1,-0.48,-0.90,0,,,,,,,,,0,Ligue-2,60,2018-2019
Emmanuel Banda,zm ZAM,"MF,FW",Béziers,20,1997,12,9,752,8.4,0,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,,,,,,,,,63,22.0,79,5,3,14,3,1.25,12,15,-3,-0.36,+0.11,0,,,,,,,,,0,Ligue-2,60,2018-2019
Simon Banza,fr FRA,"FW,MF",Lens,21,1996,5,0,63,0.7,1,0,1,0,0,2,0,1.43,0.00,1.43,1.43,1.43,,,,,,,,,13,1.8,,0,5,12,1,2.29,1,0,+1,+1.43,+0.89,0,,,,,,,,,0,Ligue-2,60,2018-2019
Sékou Baradji,fr FRA,FW,Red Star,22,1995,8,0,182,2.0,1,2,1,0,0,0,0,0.49,0.99,1.48,0.49,1.48,,,,,,,,,23,5.3,,0,8,22,1,0.50,4,4,0,0.00,+0.83,0,,,,,,,,,0,Ligue-2,60,2018-2019
Bilal Bari,ma MAR,FW,Lens,20,1998,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,12,0.4,,0,1,11,3,3.00,1,0,+1,+7.50,+6.97,0,,,,,,,,,0,Ligue-2,60,2018-2019
Antoine Baroan,fr FRA,MF,Niort,18,2000,7,1,150,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,21,4.4,75,0,6,13,6,1.71,3,2,+1,+0.60,+0.82,0,,,,,,,,,0,Ligue-2,60,2018-2019
Mickaël Barreto,fr FRA,MF,Auxerre,27,1991,17,10,861,9.6,1,1,1,0,0,0,0,0.10,0.10,0.21,0.10,0.21,,,,,,,,,51,25.2,74,2,7,17,4,0.65,8,15,-7,-0.73,-0.91,0,,,,,,,,,0,Ligue-2,60,2018-2019
Maxime Barthelmé,fr FRA,"MF,FW",Châteauroux,29,1988,38,36,3146,35.0,3,6,3,0,0,3,0,0.09,0.17,0.26,0.09,0.26,,,,,,,,,83,92.0,86,27,2,19,0,1.26,33,36,-3,-0.09,+0.57,0,,,,,,,,,0,Ligue-2,60,2018-2019
Romain Basque,fr FRA,MF,Le Havre,23,1995,22,14,1282,14.2,0,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,,,,,,,,,58,37.5,85,11,8,11,11,1.45,13,14,-1,-0.07,-0.32,0,,,,,,,,,0,Ligue-2,60,2018-2019
Amine Bassi,fr FRA,"MF,FW",Nancy,20,1997,31,23,1908,21.2,6,2,5,1,2,1,0,0.28,0.09,0.38,0.24,0.33,,,,,,,,,62,55.8,74,6,8,26,4,1.13,25,30,-5,-0.24,+0.30,0,,,,,,,,,0,Ligue-2,60,2018-2019
Mons Bassouamina,cg CGO,"MF,FW",Nancy,20,1998,11,9,726,8.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,,,,,,,,,66,21.2,76,5,2,21,0,0.64,1,11,-10,-1.24,-1.11,0,,,,,,,,,0,Ligue-2,60,2018-2019
Cristian Battocchio,it ITA,MF,Brest,26,1992,14,6,651,7.2,2,3,2,0,0,0,0,0.28,0.41,0.69,0.28,0.69,,,,,,,,,47,19.0,73,1,8,26,1,1.79,12,5,+7,+0.97,+0.25,0,,,,,,,,,0,Ligue-2,60,2018-2019
Cyrille Bayala,bf BFA,"FW,MF",Lens,22,1996,7,3,318,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,45,9.3,64,1,4,32,7,2.14,4,2,+2,+0.57,+0.01,0,,,,,,,,,0,Ligue-2,60,2018-2019
Cyrille Bayala,bf BFA,MF,Sochaux,22,1996,14,14,1109,12.3,2,1,2,0,0,2,1,0.16,0.08,0.24,0.16,0.24,,,,,,,,,79,32.4,79,8,0,,0,1.43,10,6,+4,+0.32,+1.10,1,,,,,,,,,0,Ligue-2,60,2018-2019
Mohamed Bayo,gn GUI,FW,Clermont Foot,20,1998,5,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,6,0.9,,0,5,5,6,1.60,0,1,-1,-3.00,-3.21,0,,,,,,,,,0,Ligue-2,60,2018-2019
Hervé Bazile,ht HAI,"MF,FW",Le Havre,28,1990,25,18,1419,15.8,5,2,4,1,2,3,1,0.32,0.13,0.44,0.25,0.38,,,,,,,,,57,41.5,74,3,7,13,5,1.40,17,9,+8,+0.51,+0.64,0,,,,,,,,,0,Ligue-2,60,2018-2019
Yanis Begraoui,fr FRA,MF,Auxerre,17,2001,7,2,231,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,33,6.8,69,0,5,19,6,0.71,1,3,-2,-0.78,-0.78,0,,,,,,,,,0,Ligue-2,60,2018-2019
Gaëtan Belaud,fr FRA,DF,Brest,31,1986,30,30,2632,29.2,1,2,1,0,0,6,0,0.03,0.07,0.10,0.03,0.10,,,,,,,,,88,77.0,88,27,0,,3,2.07,50,23,+27,+0.92,+0.69,0,,,,,,,,,0,Ligue-2,60,2018-2019
Haris Belkebla,dz ALG,MF,Brest,24,1994,33,32,2694,29.9,1,0,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,,,,,,,,,82,78.8,84,23,1,19,2,2.00,54,28,+26,+0.87,+0.50,0,,,,,,,,,0,Ligue-2,60,2018-2019
Jean-Ricner Bellegarde,fr FRA,MF,Lens,20,1998,21,11,1061,11.8,4,0,4,0,0,0,0,0.34,0.00,0.34,0.34,0.34,,,,,,,,,51,31.0,81,5,10,17,15,2.13,20,6,+14,+1.19,+0.92,0,,,,,,,,,0,Ligue-2,60,2018-2019
François Bellugou,fr FRA,"DF,MF",Auxerre,31,1987,20,19,1652,18.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,83,48.3,86,16,1,10,11,0.90,17,23,-6,-0.33,-0.53,0,,,,,,,,,0,Ligue-2,60,2018-2019
Nicolas Belvito,fr FRA,FW,Grenoble,31,1986,18,9,766,8.5,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,,,,,,,,,43,22.4,71,0,9,14,6,0.94,6,12,-6,-0.70,-0.77,0,,,,,,,,,0,Ligue-2,60,2018-2019
Chaouki Ben Saada,tn TUN,MF,Troyes,34,1984,9,4,301,3.3,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,33,8.8,62,0,5,10,11,1.11,2,4,-2,-0.60,-1.32,0,,,,,,,,,0,Ligue-2,60,2018-2019
Quentin Bena,fr FRA,"MF,DF",Niort,20,1998,23,18,1635,18.2,1,0,1,0,0,6,1,0.06,0.00,0.06,0.06,0.06,,,,,,,,,71,47.8,84,14,5,25,4,1.48,21,17,+4,+0.22,+0.77,1,,,,,,,,,0,Ligue-2,60,2018-2019
Achraf Bencharki,ma MAR,"FW,MF",Lens,23,1994,23,11,1022,11.4,3,1,3,0,0,3,0,0.26,0.09,0.35,0.26,0.35,,,,,,,,,44,29.9,71,4,12,20,8,1.48,13,7,+6,+0.53,-0.03,0,,,,,,,,,0,Ligue-2,60,2018-2019
Jessy Bénet,fr FRA,"MF,FW",Grenoble,23,1995,18,16,1328,14.8,2,1,2,0,0,1,0,0.14,0.07,0.20,0.14,0.20,,,,,,,,,74,38.8,80,8,2,28,1,1.72,21,14,+7,+0.47,+0.95,0,,,,,,,,,0,Ligue-2,60,2018-2019
Selim Bengriba,fr FRA,DF,Grenoble,37,1980,10,10,860,9.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,86,25.1,86,8,0,,22,1.10,9,13,-4,-0.42,-0.42,0,,,,,,,,,0,Ligue-2,60,2018-2019
Hicham Benkaid,fr FRA,"FW,MF",Orléans,28,1990,16,14,1239,13.8,5,1,5,0,0,3,0,0.36,0.07,0.44,0.36,0.44,,,,,,,,,77,36.2,88,12,2,7,0,1.25,18,19,-1,-0.07,-0.03,0,,,,,,,,,0,Ligue-2,60,2018-2019
Quentin Bernard,fr FRA,DF,Brest,29,1989,34,33,2977,33.1,0,4,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,,,,,,,,,88,87.0,90,32,1,19,2,1.94,56,31,+25,+0.76,-0.06,0,,,,,,,,,0,Ligue-2,60,2018-2019
Gregory Berthier,fr FRA,"MF,FW",Red Star,22,1995,21,10,901,10.0,1,1,1,0,0,5,1,0.10,0.10,0.20,0.10,0.20,,,,,,,,,43,26.3,74,3,11,15,2,0.95,9,17,-8,-0.80,-0.01,1,,,,,,,,,0,Ligue-2,60,2018-2019
Jason Berthomier,fr FRA,MF,Clermont Foot,28,1990,18,9,741,8.2,2,2,2,0,0,2,0,0.24,0.24,0.49,0.24,0.49,,,,,,,,,41,21.7,69,0,9,13,1,1.06,11,9,+2,+0.24,+0.07,0,,,,,,,,,0,Ligue-2,60,2018-2019
Jason Berthomier,fr FRA,MF,Troyes,28,1990,7,4,305,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,44,8.9,63,0,3,18,7,0.86,1,4,-3,-0.89,-1.64,0,,,,,,,,,0,Ligue-2,60,2018-2019
Dorian Bertrand,mg MAD,"MF,FW",Béziers,25,1993,10,8,653,7.3,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,,,,,,,,,65,19.1,77,4,2,19,1,1.00,6,8,-2,-0.28,+0.21,0,,,,,,,,,0,Ligue-2,60,2018-2019
Barnabás Bese,hu HUN,DF,Le Havre,24,1994,32,30,2647,29.4,1,1,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,,,,,,,,,83,77.4,87,27,2,14,1,1.38,32,26,+6,+0.20,+0.32,0,,,,,,,,,0,Ligue-2,60,2018-2019
Steeve Beusnard,fr FRA,MF,Béziers,26,1992,29,24,2123,23.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,,,,,,,,,73,62.1,81,14,5,35,0,0.76,15,24,-9,-0.38,+0.17,0,,,,,,,,,0,Ligue-2,60,2018-2019
Abdoul Bila,fr FRA,FW,Lorient,25,1992,2,0,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,40,2.3,,0,2,40,2,2.00,2,2,0,0.00,-0.27,0,,,,,,,,,0,Ligue-2,60,2018-2019
Nathan Bizet,fr FRA,FW,Auxerre,21,1997,1,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,85,2.5,85,0,0,,4,0.00,0,1,-1,-1.06,-1.03,0,,,,,,,,,0,Ligue-2,60,2018-2019
Jérémy Blayac,fr FRA,FW,Gazélec Ajaccio,35,1983,31,22,2001,22.2,2,6,2,0,0,0,1,0.09,0.27,0.36,0.09,0.36,,,,,,,,,65,58.5,81,10,9,25,5,0.74,18,36,-18,-0.81,-0.43,0,,,,,,,,,1,Ligue-2,60,2018-2019
Yann Boe-Kane,fr FRA,"MF,DF",Ajaccio,27,1991,35,35,3098,34.4,0,2,0,0,0,13,0,0.00,0.06,0.06,0.00,0.06,,,,,,,,,89,90.6,89,32,0,,0,1.03,28,42,-14,-0.41,+0.15,0,,,,,,,,,0,Ligue-2,60,2018-2019
Moustapha Bokoum,be BEL,FW,Béziers,18,1999,4,0,86,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,22,2.5,,0,4,21,12,0.50,1,2,-1,-1.05,-0.61,0,,,,,,,,,0,Ligue-2,60,2018-2019
Frédéric Bong,cm CMR,DF,Valenciennes,31,1987,9,9,736,8.2,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,,,,,,,,,82,21.5,82,7,0,,0,1.67,16,10,+6,+0.73,+1.24,0,,,,,,,,,0,Ligue-2,60,2018-2019
Frédéric Bong,cm CMR,DF,Paris FC,31,1987,17,16,1481,16.5,1,0,1,0,0,1,1,0.06,0.00,0.06,0.06,0.06,,,,,,,,,87,43.3,90,15,1,41,4,1.76,18,12,+6,+0.36,-0.01,0,,,,,,,,,0,Ligue-2,60,2018-2019
Alexandre Bonnet,fr FRA,MF,Le Havre,31,1986,28,22,1903,21.1,2,2,2,0,0,3,0,0.09,0.09,0.19,0.09,0.19,,,,,,,,,68,55.6,81,9,6,20,5,1.50,17,19,-2,-0.09,-0.51,0,,,,,,,,,0,Ligue-2,60,2018-2019
Kenji-Van Boto,fr FRA,DF,Auxerre,22,1996,31,31,2790,31.0,2,3,2,0,0,4,0,0.06,0.10,0.16,0.06,0.16,,,,,,,,,90,81.6,90,31,0,,4,1.26,30,25,+5,+0.16,+1.16,0,,,,,,,,,0,Ligue-2,60,2018-2019
Tristan Boubaya,fr FRA,MF,Lorient,28,1989,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,3,0.1,,0,1,2,0,3.00,0,0,0,0.00,-0.26,0,,,,,,,,,0,Ligue-2,60,2018-2019
Pierre Bouby,fr FRA,DF,Orléans,34,1983,21,20,1743,19.4,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,,,,,,,,,83,51.0,85,18,1,45,1,1.29,25,28,-3,-0.15,-0.21,0,,,,,,,,,0,Ligue-2,60,2018-2019
Zacharie Boucher,fr FRA,GK,Auxerre,26,1992,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,90,5.3,90,2,0,,1,0.00,3,6,-3,-1.50,-1.53,0,,,,,,,,,0,Ligue-2,60,2018-2019
Sabir Bougrine,be BEL,MF,Paris FC,22,1996,4,0,97,1.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,24,2.8,,0,4,23,4,1.25,0,2,-2,-1.86,-2.29,0,,,,,,,,,0,Ligue-2,60,2018-2019
Adam Boujamaa,fr FRA,FW,Béziers,19,1998,6,0,75,0.8,0,1,0,0,0,1,1,0.00,1.20,1.20,0.00,1.20,,,,,,,,,13,2.2,,0,6,12,4,1.50,3,2,+1,+1.20,+1.68,0,,,,,,,,,0,Ligue-2,60,2018-2019
Razak Boukari,tg TOG,"FW,MF",Châteauroux,31,1987,17,10,922,10.2,4,1,4,0,0,1,0,0.39,0.10,0.49,0.39,0.49,,,,,,,,,54,27.0,71,2,7,30,0,1.29,10,13,-3,-0.29,-0.22,0,,,,,,,,,0,Ligue-2,60,2018-2019
Farid Boulaya,dz ALG,FW,Metz,25,1993,37,32,2647,29.4,6,6,6,0,0,3,0,0.20,0.20,0.41,0.20,0.41,,,,,,,,,72,77.4,79,14,5,22,0,2.16,45,19,+26,+0.88,-0.40,0,,,,,,,,,0,Ligue-2,60,2018-2019
Aaron Boupendza,ga GAB,"FW,MF",Gazélec Ajaccio,21,1996,10,4,482,5.4,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,,,,,,,,,48,14.1,84,3,6,24,2,1.10,6,8,-2,-0.37,+0.30,1,,,,,,,,,0,Ligue-2,60,2018-2019
