Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Gennaro Acampora,it ITA,"MF,FW",Spezia,26,1994,14,2,441,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.06,0.00,0.06,0.06,0.06,9,0,0.0,1.84,0.00,0.00,,25.0,1,0.03,-0.3,-0.3,189,225,84.0,3834,625,75,84,89.3,79,93,84.9,33,43,76.7,0.0,1,14,3,1,16,221,4,0,35,7,7,1,0,0,0,177,17,31,198,20,6,0,1,2,6,5,3,6,1.22,5,0,0,1,0,0,0.00,0,0,0,0,0,0,11,7,1,7,3,5,71.4,2,22,25.0,8,57,23,0,5,15,3,0,290,8,8,12,41.7,7,1,219,1,8,12,247,210,85.0,14,32,12.9,90,1,12,22,9,0.86,8,12,-4,-0.82,-0.33,6.4,9.4,-3.0,-0.61,-0.02,0,10,0,0,0,49,0,9,0.0,Serie-A,11,2020-2021
Francesco Acerbi,it ITA,DF,Lazio,32,1988,32,32,2813,31.3,0,1,0,0,0,9,1,0.00,0.03,0.03,0.00,0.03,1.0,1.0,1.0,1.9,0.03,0.03,0.06,0.03,0.06,8,0,0.0,0.26,0.00,0.00,,13.1,0,0.12,-1.0,-1.0,1804,2035,88.6,38629,10443,558,605,92.2,867,918,94.4,344,456,75.4,0.0,12,115,20,9,99,1927,108,1,183,73,26,0,0,0,0,1467,208,360,1538,339,93,24,4,4,27,15,15,32,1.02,27,1,0,0,2,4,0.13,4,0,0,0,0,0,55,38,36,16,3,11,29.7,26,146,41.7,201,119,30,0,32,117,155,1,2382,348,19,12,91.7,11,0,1448,1,14,8,1592,1549,97.3,21,88,82.3,88,30,0,,0,1.88,51,44,+7,+0.22,+0.37,49.4,38.8,+10.6,+0.34,+0.12,1,31,0,0,0,368,77,26,74.8,Serie-A,11,2020-2021
Andrea Adorante,it ITA,FW,Parma,20,2000,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,33.3,0,1,2,0,0,0,0,0,2,0,0,1,0.0,0,0,2,0,0,1,1,1,100.0,0,10,0.3,,0,1,10,5,0.00,0,1,-1,-9.00,-7.87,0.0,1.1,-1.1,-9.85,-9.32,0,0,0,0,0,1,0,1,0.0,Serie-A,11,2020-2021
Lucien Agoume,fr FRA,MF,Spezia,18,2002,12,9,800,8.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,2,0,0.0,0.23,0.00,0.00,,20.5,0,0.02,0.0,0.0,443,494,89.7,8945,1965,159,170,93.5,201,219,91.8,74,92,80.4,-0.1,2,39,4,0,36,480,14,1,75,19,0,0,0,0,0,376,43,75,77,384,21,1,3,3,5,8,1,6,0.68,6,0,0,0,0,2,0.23,2,0,0,0,0,0,14,11,9,5,0,2,15.4,11,43,28.5,51,86,14,0,14,34,14,1,569,30,1,7,57.1,5,0,365,1,2,11,397,372,93.7,8,67,23.4,84,6,3,13,22,1.08,14,14,0,0.00,+0.69,13.2,17.2,-4.1,-0.46,+0.18,0,16,0,0,0,104,10,6,62.5,Serie-A,11,2020-2021
Kevin Agudelo,co COL,FW,Spezia,21,1998,29,14,1356,15.1,1,2,1,0,0,4,0,0.07,0.13,0.20,0.07,0.20,1.9,1.9,0.7,2.7,0.13,0.05,0.18,0.13,0.18,19,4,21.1,1.26,0.27,0.05,0.25,17.3,0,0.10,-0.9,-0.9,232,320,72.5,4192,919,109,133,82.0,88,115,76.5,29,49,59.2,+1.3,11,18,12,0,30,304,16,0,100,9,10,2,0,0,0,222,60,38,252,40,10,2,2,1,11,7,19,35,2.32,17,1,4,5,3,4,0.27,3,0,0,1,0,0,50,30,12,25,13,10,28.6,25,100,28.1,64,150,142,0,30,55,7,0,564,5,59,70,57.1,45,2,404,18,36,34,574,365,63.6,79,47,39.6,72,4,15,23,8,1.03,26,26,0,0.00,+0.87,19.9,24.6,-4.7,-0.31,+0.47,0,20,0,0,0,66,20,36,35.7,Serie-A,11,2020-2021
Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,27,1992,32,6,1056,11.7,0,1,0,0,0,9,0,0.00,0.09,0.09,0.00,0.09,0.9,0.9,0.9,1.8,0.08,0.08,0.16,0.08,0.16,12,1,8.3,1.02,0.09,0.00,0.00,15.5,0,0.07,-0.9,-0.9,288,354,81.4,4897,953,150,175,85.7,106,124,85.5,25,34,73.5,+0.1,12,17,8,0,28,336,18,2,55,6,1,0,0,0,0,255,63,36,59,263,12,12,3,1,9,9,14,19,1.62,14,0,1,1,3,1,0.09,1,0,0,0,0,0,46,28,15,26,5,9,33.3,18,110,31.1,107,178,69,0,27,64,14,0,518,22,24,26,73.1,19,4,332,3,17,18,364,286,78.6,39,33,30.9,83,2,26,22,4,2.00,18,14,+4,+0.34,+0.26,15.8,13.3,+2.4,+0.21,-0.16,0,31,0,0,0,93,9,9,50.0,Serie-A,11,2020-2021
Luis Alberto,es ESP,MF,Lazio,27,1992,34,33,2618,29.1,9,2,9,0,0,5,0,0.31,0.07,0.38,0.31,0.38,5.5,5.3,8.2,13.5,0.19,0.28,0.47,0.18,0.46,69,29,42.0,2.37,1.00,0.13,0.31,20.3,3,0.08,+3.5,+3.7,1520,1941,78.3,28479,11069,640,728,87.9,617,741,83.3,230,401,57.4,-6.2,82,262,90,9,290,1682,259,15,315,69,37,117,55,35,11,1391,215,335,93,1785,23,21,10,15,20,50,44,144,4.95,110,24,4,2,1,5,0.17,4,0,1,0,0,0,43,32,17,18,8,14,21.2,52,155,28.9,131,275,131,0,36,64,12,0,2262,19,67,83,60.2,57,7,1621,17,43,51,1822,1627,89.3,127,77,76.5,78,10,1,39,0,1.82,46,39,+7,+0.24,+0.35,46.1,35.0,+11.0,+0.38,+0.27,0,20,0,0,0,257,9,19,32.1,Serie-A,11,2020-2021
Bruno Alves,pt POR,DF,Parma,38,1981,19,18,1632,18.1,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.1,0.4,0.02,0.01,0.02,0.02,0.02,10,3,30.0,0.55,0.17,0.10,0.33,22.0,3,0.03,+0.7,+0.7,796,916,86.9,20841,6386,117,127,92.1,409,458,89.3,265,325,81.5,-0.1,2,42,2,1,36,881,35,0,61,55,7,0,0,0,0,629,95,192,141,691,43,3,3,4,13,4,2,7,0.39,6,1,0,0,0,0,0.00,0,0,0,0,0,0,16,6,10,6,0,8,61.5,5,37,26.4,92,43,5,0,14,31,87,0,1076,199,18,4,50.0,2,0,597,0,2,1,730,720,98.6,5,86,47.7,90,18,1,12,11,0.58,10,39,-29,-1.60,-0.84,14.1,31.6,-17.5,-0.97,-0.77,0,20,0,0,0,162,45,7,86.5,Serie-A,11,2020-2021
Wisdom Amey,it ITA,DF,Bologna,14,2005,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,4,100.0,113,0,0,0,,3,3,100.0,1,1,100.0,0.0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,2,1,0,2,0,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,100.0,0,0,1,0,0,0,0,0,4,0,0,0,,0,0,2,0,0,0,2,2,100.0,0,2,0.1,,0,1,2,2,0.00,0,0,0,0.00,+0.37,0.0,0.0,0.0,+1.10,+1.39,0,0,0,0,0,0,0,0,,Serie-A,11,2020-2021
Sofyan Amrabat,ma MAR,MF,Fiorentina,23,1996,31,28,2441,27.1,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.02,0.02,0.03,0.02,0.03,9,3,33.3,0.33,0.11,0.00,0.00,19.4,0,0.05,-0.4,-0.4,1234,1390,88.8,26068,5566,427,486,87.9,542,580,93.4,245,279,87.8,-0.5,11,126,15,5,111,1330,60,0,179,65,10,0,0,0,0,1086,113,191,94,1241,34,3,5,3,14,24,34,34,1.25,31,0,1,0,0,2,0.07,1,0,0,1,0,0,60,42,22,31,7,23,36.5,40,154,27.2,161,316,90,0,41,81,20,0,1649,41,12,56,73.2,42,2,1240,1,18,54,1270,1175,92.5,50,79,71.4,86,21,3,11,4,1.06,33,44,-11,-0.41,-0.31,32.5,40.1,-7.6,-0.28,-0.07,0,59,0,0,0,256,16,36,30.8,Serie-A,11,2020-2021
