Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,League Name,League ID,Season
1.0,Fri,2019-08-16,20:30,Bayern Munich,2.6,2–2,1.0,Hertha BSC,75000.0,Allianz Arena,Harm Osmers,Bundesliga,20,2019-2020
1.0,Sat,2019-08-17,15:30,Dortmund,2.7,5–1,0.7,Augsburg,81365.0,Signal Iduna Park,Frank Willenborg,Bundesliga,20,2019-2020
1.0,Sat,2019-08-17,15:30,Leverkusen,2.7,3–2,1.2,Paderborn 07,26208.0,BayArena,Tobias Stieler,Bundesliga,20,2019-2020
1.0,Sat,2019-08-17,15:30,Wolfsburg,0.9,2–1,1.2,Kln,25099.0,Volkswagen Arena,Sven Jablonski,Bundesliga,20,2019-2020
1.0,Sat,2019-08-17,15:30,Freiburg,1.8,3–0,0.9,Mainz 05,24000.0,Schwarzwald-Stadion,Robert Hartmann,Bundesliga,20,2019-2020
1.0,Sat,2019-08-17,15:30,Werder Bremen,2.4,1–3,0.9,Dsseldorf,42100.0,Weserstadion,Felix Zwayer,Bundesliga,20,2019-2020
1.0,Sat,2019-08-17,18:30,M'Gladbach,1.6,0–0,0.6,Schalke 04,54022.0,Stadion im Borussia-Park,Felix Brych,Bundesliga,20,2019-2020
1.0,Sun,2019-08-18,15:30,Eint Frankfurt,1.1,1–0,0.6,Hoffenheim,50200.0,Commerzbank-Arena,Daniel Siebert,Bundesliga,20,2019-2020
1.0,Sun,2019-08-18,18:00,Union Berlin,0.5,0–4,3.1,RB Leipzig,22467.0,Stadion An der Alten Frsterei,Markus Schmidt,Bundesliga,20,2019-2020
,,,,,,,,,,,,Bundesliga,20,2019-2020
2.0,Fri,2019-08-23,20:30,Kln,0.7,1–3,1.4,Dortmund,50000.0,RheinEnergieSTADION,Christian Dingert,Bundesliga,20,2019-2020
2.0,Sat,2019-08-24,15:30,Paderborn 07,1.7,1–3,2.2,Freiburg,14322.0,Benteler-Arena,Tobias Welz,Bundesliga,20,2019-2020
2.0,Sat,2019-08-24,15:30,Mainz 05,1.3,1–3,1.6,M'Gladbach,28005.0,Opel Arena,Martin Petersen,Bundesliga,20,2019-2020
2.0,Sat,2019-08-24,15:30,Augsburg,1.3,1–1,1.1,Union Berlin,27703.0,WWK Arena,Robert Schrder,Bundesliga,20,2019-2020
2.0,Sat,2019-08-24,15:30,Hoffenheim,0.7,3–2,1.3,Werder Bremen,27333.0,PreZero Arena,Sascha Stegemann,Bundesliga,20,2019-2020
