Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Arsenal,30,26,61.5,38,418,3420,38.0,73,61,69,4,5,,,1.92,1.61,3.53,1.82,3.42,68.4,64.6,51.3,115.9,1.8,1.35,3.15,1.7,3.05,590,227,38.5,15.53,5.97,0.12,0.3,17.4,30,0.11,4.6,4.4,20841,24882,83.8,395232,124312,8620,9665,89.2,9005,10135,88.9,2779,4171,66.6,7.7,433,1629,506,62,1887,23132,1750,48,3257,679,419,225,114,59,17,18043,3345,3494,9605,12934,804,751,358,84,322,728,468,937,24.66,733,46,54,49,10,119,3.13,89,7,5,11,7,0,690,436,326,268,96,263,39.4,404,1753,32.2,1784,2395,1270,3,392,1174,939,12,29512,2394,1256,646,61.0,436,30,19524,189,489,450,23745,20841,87.8,1933,90,100,,,101,0,165,1.66,74,51,23,0.61,68.4,50.5,17.9,0.47,0,388,5,6,0,3646,722,764,48.6,Premier-League,9,2017-2018
Bournemouth,22,26,47.8,38,418,3420,38.0,45,36,42,3,3,,,1.18,0.95,2.13,1.11,2.05,44.8,42.6,32.2,74.8,1.18,0.85,2.03,1.12,1.97,473,153,32.3,12.45,4.03,0.09,0.27,17.5,13,0.09,0.2,-0.6,13509,17676,76.4,263531,93882,5590,6479,86.3,5707,6860,83.2,1973,3640,54.2,3.8,350,965,302,75,1232,15633,2043,25,2787,472,464,218,87,65,20,11103,2685,3888,5269,9963,791,857,319,47,371,573,469,709,18.66,515,72,41,34,15,74,1.95,46,9,5,6,6,2,581,330,298,211,72,191,34.6,361,1552,27.5,1894,2565,1180,6,447,1048,1326,8,22843,2631,902,659,55.7,403,27,13061,160,533,528,16283,13509,83.0,1275,90,100,,,109,0,157,1.16,45,61,-16,-0.42,44.8,61.4,-16.6,-0.44,1,339,2,3,1,3645,816,902,47.5,Premier-League,9,2017-2018
Brighton,24,27,43.7,38,418,3420,38.0,33,25,28,5,7,,,0.87,0.66,1.53,0.74,1.39,37.2,31.8,23.0,54.8,0.98,0.6,1.58,0.84,1.44,381,113,29.7,10.03,2.97,0.07,0.25,17.9,3,0.09,-4.2,-3.8,11952,16141,74.0,254225,92921,4550,5392,84.4,4822,5896,81.8,2343,4203,55.7,2.0,278,852,196,69,984,14411,1730,11,2837,720,434,163,67,61,26,9236,2534,4371,3764,9822,806,792,261,88,421,483,401,569,14.97,407,69,29,28,8,57,1.5,40,3,4,4,6,0,691,448,410,235,46,230,31.7,496,1736,28.1,2547,2592,1033,7,431,1246,1227,19,20799,2738,658,501,62.1,335,12,11625,113,462,388,14951,11952,79.9,1031,90,100,,,101,0,165,1.05,34,54,-20,-0.53,37.2,52.6,-15.5,-0.41,0,414,7,3,5,3400,963,888,52.0,Premier-League,9,2017-2018
Burnley,24,27,43.9,38,418,3420,38.0,35,26,35,0,0,,,0.92,0.68,1.61,0.92,1.61,34.5,34.5,23.9,58.4,0.91,0.63,1.54,0.91,1.54,388,126,32.5,10.21,3.32,0.09,0.28,15.9,16,0.09,0.5,0.5,10493,14955,70.2,228229,92975,3993,4782,83.5,4314,5451,79.1,2023,4219,47.9,2.1,282,893,231,88,954,13080,1875,18,2864,493,431,167,63,59,27,7591,2455,4909,4074,8094,975,825,235,90,432,376,382,577,15.18,366,86,34,41,9,55,1.45,35,4,3,12,1,0,577,351,296,223,58,219,34.7,412,1637,27.5,2036,2667,1254,6,465,1106,1486,9,19877,2525,669,422,58.3,274,20,10366,72,463,403,13577,10493,77.3,1014,90,100,,,83,0,183,1.42,36,39,-3,-0.08,34.5,51.8,-17.2,-0.45,0,352,0,5,1,3481,1101,1193,48.0,Premier-League,9,2017-2018
Chelsea,26,26,55.4,38,418,3420,38.0,60,42,57,3,3,,,1.58,1.11,2.68,1.5,2.61,57.9,55.7,42.2,97.9,1.52,1.11,2.64,1.46,2.58,602,209,34.7,15.84,5.5,0.09,0.27,17.4,19,0.09,2.1,1.3,18946,22862,82.9,370373,117235,7450,8389,88.8,8446,9524,88.7,2709,4114,65.8,0.8,472,1420,417,79,1672,21098,1764,53,2903,648,530,228,50,81,12,16311,3079,3472,4689,15950,689,747,333,95,300,614,461,1006,26.47,765,77,58,44,21,92,2.42,73,6,3,3,7,0,721,446,358,285,78,237,40.7,345,1730,32.8,1924,2329,1027,2,381,1235,804,10,27447,2527,1123,737,60.4,478,41,18152,223,496,427,21886,18946,86.6,1717,90,100,,,109,0,157,1.84,62,38,24,0.63,57.9,35.3,22.7,0.6,2,364,3,2,2,3614,734,625,54.0,Premier-League,9,2017-2018
Crystal Palace,28,27,45.3,38,418,3420,38.0,44,26,36,8,10,,,1.16,0.68,1.84,0.95,1.63,56.1,48.9,33.7,82.6,1.48,0.89,2.36,1.29,2.17,466,133,28.5,12.26,3.5,0.08,0.27,17.0,20,0.11,-12.1,-12.9,11832,15895,74.4,233907,94226,4991,5765,86.6,4705,5757,81.7,1827,3628,50.4,-7.7,319,975,289,64,1158,13946,1949,24,2675,477,439,210,83,74,33,9325,2495,4075,4412,9024,714,869,219,47,386,477,426,720,18.95,479,74,56,52,18,76,2.0,49,3,5,9,9,1,760,451,429,268,63,258,37.8,424,1661,29.3,2195,2446,1023,5,512,1391,1216,13,21219,2321,915,756,60.2,506,19,12215,168,524,525,14941,11832,79.2,1216,90,100,,,73,0,191,1.16,45,55,-10,-0.26,56.1,50.6,5.4,0.14,0,425,9,2,2,3484,886,838,51.4,Premier-League,9,2017-2018
Everton,30,26,45.9,38,418,3420,38.0,42,26,37,5,8,,,1.11,0.68,1.79,0.97,1.66,41.4,35.2,24.3,59.6,1.09,0.64,1.73,0.93,1.57,359,108,30.1,9.45,2.84,0.1,0.34,16.9,8,0.1,0.6,1.8,11989,16282,73.6,245286,92141,4810,5626,85.5,4871,5918,82.3,2018,4012,50.3,1.7,264,994,223,77,1037,14419,1863,24,2692,546,395,150,63,68,8,9179,2697,4406,3388,10277,847,853,238,72,393,438,437,559,14.71,393,58,26,36,16,68,1.79,42,2,4,9,7,4,748,459,408,259,81,249,36.9,425,1819,27.6,2453,2788,1351,6,464,1329,1297,9,21403,2578,679,561,56.0,343,20,11906,92,549,434,15097,11989,79.4,1116,90,100,,,114,0,152,1.29,44,58,-14,-0.37,41.4,52.3,-10.9,-0.29,2,454,8,5,0,3566,962,1012,48.7,Premier-League,9,2017-2018
Huddersfield,25,26,45.7,38,418,3420,38.0,25,19,23,2,2,,,0.66,0.5,1.16,0.61,1.11,31.7,30.2,21.9,52.1,0.83,0.58,1.41,0.79,1.37,362,105,29.0,9.53,2.76,0.06,0.22,18.1,13,0.09,-6.7,-7.2,12081,16535,73.1,242934,91373,5038,5929,85.0,4763,6011,79.2,2025,3881,52.2,-2.9,243,866,181,72,942,14569,1966,16,2923,458,477,165,88,37,14,9506,2517,4512,3685,10126,882,922,190,53,435,513,461,515,13.55,381,38,26,30,19,43,1.13,30,3,4,3,3,0,829,464,388,349,92,241,35.8,433,2029,30.9,2364,2875,1336,7,507,1375,1267,14,21734,2411,592,556,50.4,308,25,12052,112,512,493,15151,12081,79.7,1012,90,100,,,112,0,154,0.97,28,58,-30,-0.79,31.7,55.2,-23.5,-0.62,2,397,2,6,1,3718,925,939,49.6,Premier-League,9,2017-2018
Leicester City,27,27,47.9,38,418,3420,38.0,53,38,48,5,6,,,1.39,1.0,2.39,1.26,2.26,48.1,43.6,31.9,75.5,1.27,0.84,2.11,1.15,1.99,418,137,32.8,11.0,3.61,0.11,0.35,17.0,12,0.11,4.9,4.4,12331,16781,73.5,253336,93955,4962,5897,84.1,4915,6045,81.3,2182,4151,52.6,6.1,284,977,229,73,1072,14790,1991,36,2592,655,493,203,120,35,12,9527,2801,4453,4312,9644,953,952,209,80,436,537,427,600,15.79,423,62,40,32,14,87,2.29,62,6,5,3,7,4,702,433,376,260,66,203,30.7,459,1758,29.0,2233,2640,1182,4,467,1286,1188,6,21718,2389,736,728,57.7,454,27,12270,118,468,457,15585,12331,79.1,1111,90,100,,,107,0,159,1.24,56,60,-4,-0.11,48.1,49.9,-1.8,-0.05,4,370,6,4,2,3642,963,846,53.2,Premier-League,9,2017-2018
Liverpool,27,25,60.5,38,418,3420,38.0,82,58,80,2,3,,,2.16,1.53,3.68,2.11,3.63,72.8,70.5,50.1,120.6,1.92,1.32,3.23,1.86,3.17,642,228,35.5,16.89,6.0,0.12,0.35,17.1,22,0.11,9.2,9.5,20262,24348,83.2,396391,123731,7661,8553,89.6,9440,10592,89.1,2824,4423,63.8,7.9,472,1645,503,82,1910,22553,1795,51,2829,621,503,230,103,74,16,17605,2850,3893,6265,15661,804,894,306,61,343,613,430,1020,26.84,767,63,73,43,23,127,3.34,88,4,17,8,6,4,708,450,300,301,107,208,36.7,358,1887,33.1,1588,2719,1393,2,413,1230,1048,10,29202,2037,1250,718,62.1,487,25,19881,208,553,486,23429,20262,86.5,1958,90,100,,,111,0,155,1.97,84,38,46,1.21,72.8,34.0,38.8,1.02,0,349,3,6,0,3748,745,778,48.9,Premier-League,9,2017-2018
