Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Yunis Abdelhamid,ma MAR,DF,Reims,34,1987,11,11,990,11.0,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,9,3,33.3,0.82,0.27,0.11,0.33,18.1,0,0.05,+0.5,+0.5,430,515,83.5,9543,3145,110,123,89.4,248,275,90.2,71,104,68.3,-0.1,3,26,2,0,33,474,41,0,53,24,1,0,0,0,0,382,45,88,333,149,12,8,2,0,9,12,10,6,0.55,6,0,0,0,0,0,0.00,0,0,0,0,0,0,16,14,11,4,1,3,50.0,3,52,37.4,82,52,5,0,9,54,32,0,624,65,15,11,63.6,7,0,409,0,2,5,418,406,97.1,5,90,100.0,90,11,0,,0,1.00,12,14,-2,-0.18,,9.9,11.1,-1.2,-0.11,,0,12,0,0,0,67,24,18,57.1,Ligue-1,13,2021-2022
Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,10,9,816,9.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,1,0,0.0,0.11,0.00,0.00,,24.0,0,0.02,0.0,0.0,644,673,95.7,12543,2059,229,239,95.8,323,332,97.3,86,92,93.5,-0.2,3,23,2,0,17,667,6,0,79,11,0,0,0,0,0,607,39,27,58,590,14,0,4,0,4,7,5,6,0.66,4,0,0,1,1,0,0.00,0,0,0,0,0,0,23,15,12,10,1,8,32.0,17,65,34.2,76,99,15,0,8,36,8,0,753,32,2,9,66.7,6,0,606,0,4,13,640,609,95.2,10,82,82.4,87,8,1,31,0,1.20,11,16,-5,-0.55,+1.00,11.4,11.4,0.0,0.00,+0.81,0,12,0,0,0,65,8,6,57.1,Ligue-1,13,2021-2022
Laurent Abergel,fr FRA,MF,Lorient,28,1993,10,10,900,10.0,0,1,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,1.4,1.4,1.5,2.9,0.14,0.15,0.29,0.14,0.29,11,4,36.4,1.10,0.40,0.00,0.00,19.2,0,0.13,-1.4,-1.4,390,487,80.1,7615,1909,160,176,90.9,169,195,86.7,58,91,63.7,-0.5,9,31,7,3,41,484,3,2,107,19,6,0,0,0,0,374,56,57,48,430,6,0,0,3,6,12,24,19,1.90,13,1,0,3,2,2,0.20,1,0,0,0,1,0,37,23,19,15,3,19,43.2,25,91,32.7,103,149,26,0,17,58,4,0,607,6,5,22,68.2,15,2,455,2,6,16,448,416,92.9,24,90,90.9,90,10,0,,0,1.40,11,13,-2,-0.20,-0.20,12.5,16.7,-4.1,-0.41,+0.04,0,12,0,0,0,106,3,5,37.5,Ligue-1,13,2021-2022
Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,6,33.3,24,0,1,2,50.0,1,3,33.3,0,0,,0.0,0,0,0,0,0,6,0,0,3,0,1,0,0,0,0,5,0,1,6,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,7.1,0,11,3,0,1,0,0,0,12,0,3,0,,0,0,9,0,4,0,12,8,66.7,2,45,4.5,45,0,0,,0,1.00,0,0,0,0.00,+1.33,0.7,0.9,-0.2,-0.31,+0.12,0,1,0,0,0,2,1,0,100.0,Ligue-1,13,2021-2022
Matthis Abline,fr FRA,FW,Rennes,18,2003,7,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.30,0.03,0.32,0.30,0.32,2,0,0.0,1.75,0.00,0.00,,8.6,0,0.17,-0.3,-0.3,8,10,80.0,100,22,4,6,66.7,4,4,100.0,0,0,,0.0,1,1,1,0,1,10,0,0,4,0,1,0,0,0,0,9,1,0,3,7,0,0,0,0,0,1,0,1,0.87,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,15.4,4,14,8,0,2,1,1,0,25,2,3,2,50.0,1,0,18,0,2,5,39,13,33.3,8,15,10.4,45,0,6,10,2,1.14,0,1,-1,-0.87,-1.69,0.8,1.7,-0.9,-0.76,-1.03,0,2,0,0,0,7,0,2,0.0,Ligue-1,13,2021-2022
Yacine Adli,fr FRA,"MF,FW",Bordeaux,21,2000,11,7,654,7.3,0,2,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,0.7,0.7,2.4,3.1,0.10,0.33,0.43,0.10,0.43,7,3,42.9,0.96,0.41,0.00,0.00,19.7,2,0.10,-0.7,-0.7,270,358,75.4,5980,1695,103,114,90.4,98,121,81.0,64,108,59.3,-0.4,20,31,8,2,32,315,43,1,52,36,10,18,8,4,2,219,45,94,42,303,7,3,0,1,9,12,12,30,4.13,20,8,0,2,0,3,0.41,3,0,0,0,0,0,10,7,6,4,0,1,6.3,15,40,25.6,37,84,35,0,7,18,7,0,442,10,12,24,58.3,15,2,310,1,12,23,364,312,85.7,26,59,66.1,77,1,4,30,0,0.82,8,10,-2,-0.28,+1.60,6.8,11.4,-4.6,-0.63,+1.10,0,3,0,0,0,46,4,8,33.3,Ligue-1,13,2021-2022
Lucien Agoume,fr FRA,MF,Brest,19,2002,6,5,404,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.06,0.02,0.06,1,0,0.0,0.22,0.00,0.00,,15.0,0,0.11,-0.1,-0.1,190,211,90.0,3942,833,64,69,92.8,81,87,93.1,44,50,88.0,-0.1,3,12,5,0,15,205,6,0,39,11,0,1,0,0,1,163,26,22,21,178,7,0,2,0,0,3,4,5,1.11,5,0,0,0,0,0,0.00,0,0,0,0,0,0,8,5,4,2,2,4,66.7,2,14,22.2,25,25,13,0,3,15,6,0,253,13,5,10,40.0,5,2,183,1,3,6,189,182,96.3,6,67,40.8,77,1,1,20,0,0.50,3,9,-6,-1.34,-1.03,4.1,7.4,-3.3,-0.74,-0.41,0,8,0,0,0,34,3,7,30.0,Ligue-1,13,2021-2022
Nayef Aguerd,ma MAR,DF,Rennes,25,1996,11,11,990,11.0,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,1.0,1.0,0.0,1.0,0.10,0.00,0.10,0.10,0.10,9,3,33.3,0.82,0.27,0.11,0.33,7.4,0,0.12,0.0,0.0,749,809,92.6,16486,5103,187,195,95.9,409,421,97.1,147,183,80.3,0.0,0,28,0,0,25,791,18,0,48,27,1,0,0,0,0,705,35,69,695,79,16,3,2,1,5,12,4,3,0.27,3,0,0,0,0,1,0.09,1,0,0,0,0,0,8,3,7,1,0,1,33.3,2,22,34.9,36,24,3,0,5,25,67,1,929,127,13,3,100.0,3,0,675,0,1,4,729,718,98.5,0,90,100.0,90,11,0,,0,1.64,16,9,+7,+0.64,,14.8,13.0,+1.8,+0.16,,0,6,0,0,0,74,42,13,76.4,Ligue-1,13,2021-2022
Ruben Aguilar,fr FRA,DF,Monaco,28,1993,9,6,626,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,0,0,,0.00,0.00,,,,0,,0.0,0.0,498,564,88.3,9021,3134,231,249,92.8,220,240,91.7,45,67,67.2,-0.2,4,45,8,2,43,462,102,0,49,9,13,1,0,1,0,362,132,70,8,442,14,92,4,3,8,15,7,4,0.58,4,0,0,0,0,0,0.00,0,0,0,0,0,0,38,21,15,18,5,23,74.2,8,50,37.0,61,58,16,0,7,51,23,0,650,25,7,4,100.0,4,0,391,1,3,4,419,402,95.9,11,70,63.2,89,5,3,31,2,1.78,12,7,+5,+0.72,+1.21,10.0,6.1,+4.0,+0.57,+0.77,0,12,0,0,1,55,9,9,50.0,Ligue-1,13,2021-2022
Jean-Eudes Aholou,ci CIV,MF,Strasbourg,27,1994,9,5,381,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.05,0.06,0.01,0.06,3,0,0.0,0.71,0.00,0.00,,25.0,0,0.02,-0.1,-0.1,145,171,84.8,2529,326,57,61,93.4,70,78,89.7,16,28,57.1,-0.2,1,6,1,0,7,164,7,0,15,0,1,0,0,0,0,141,16,14,125,40,4,0,0,0,1,4,3,2,0.47,2,0,0,0,0,0,0.00,0,0,0,0,0,0,7,4,4,3,0,4,57.1,3,13,16.3,30,46,4,0,3,18,10,0,216,10,0,6,33.3,3,1,142,0,4,4,146,137,93.8,7,42,38.5,62,0,4,18,0,1.11,7,8,-1,-0.24,-0.68,5.4,6.7,-1.3,-0.31,-0.21,0,8,0,0,0,38,4,2,66.7,Ligue-1,13,2021-2022
