Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Yunis Abdelhamid,ma MAR,DF,Reims,34,1987,17,17,1530,17.0,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.2,0.7,0.03,0.01,0.04,0.03,0.04,11,4,36.4,0.65,0.24,0.09,0.25,17.1,0,0.05,+0.4,+0.4,636,776,82.0,13870,4640,171,194,88.1,361,405,89.1,101,156,64.7,-0.2,4,29,3,0,37,720,56,0,89,32,1,0,0,0,0,574,65,137,511,209,26,8,2,0,16,21,17,10,0.59,7,0,1,0,1,0,0.00,0,0,0,0,0,0,31,26,21,9,1,8,72.7,3,86,40.0,125,81,9,1,17,89,56,0,957,129,20,16,68.8,11,1,600,0,5,6,602,587,97.5,8,90,100.0,90,17,0,,0,1.12,19,21,-2,-0.12,,15.6,20.3,-4.7,-0.28,,0,20,0,0,0,123,36,28,56.3,Ligue-1,13,2021-2022
Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,16,15,1325,14.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.01,0.05,0.06,0.01,0.06,3,1,33.3,0.20,0.07,0.00,0.00,25.0,0,0.04,-0.1,-0.1,973,1041,93.5,18762,3236,354,376,94.1,478,496,96.4,131,151,86.8,-0.8,7,42,5,0,40,1027,14,0,120,14,4,0,0,0,0,919,70,52,76,925,23,1,5,3,8,18,10,14,0.95,11,0,0,1,1,0,0.00,0,0,0,0,0,0,37,24,18,17,2,9,26.5,25,102,33.4,105,168,32,0,16,64,10,0,1173,45,4,14,78.6,11,0,916,1,5,22,975,924,94.8,19,83,86.6,86,11,1,31,0,0.81,16,23,-7,-0.48,+2.16,16.6,17.9,-1.3,-0.09,+0.52,1,26,0,0,0,117,12,13,48.0,Ligue-1,13,2021-2022
Laurent Abergel,fr FRA,MF,Lorient,28,1993,16,16,1440,16.0,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,1.5,1.5,1.6,3.2,0.10,0.10,0.20,0.10,0.20,15,4,26.7,0.94,0.25,0.00,0.00,21.0,0,0.10,-1.5,-1.5,619,769,80.5,12103,3208,252,281,89.7,259,298,86.9,100,150,66.7,-0.6,11,55,9,4,59,759,10,3,164,26,10,0,0,0,0,581,85,103,67,687,9,2,0,4,11,24,34,25,1.56,19,1,0,3,2,2,0.12,1,0,0,0,1,0,51,30,25,22,4,26,38.2,42,124,30.3,138,229,42,0,22,87,5,0,943,11,7,38,68.4,27,3,718,2,13,23,708,665,93.9,32,90,94.1,90,16,0,,0,0.88,12,25,-13,-0.81,-0.81,17.9,25.9,-8.1,-0.50,-0.05,0,21,0,0,0,147,4,7,36.4,Ligue-1,13,2021-2022
Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,6,33.3,24,0,1,2,50.0,1,3,33.3,0,0,,0.0,0,0,0,0,0,6,0,0,3,0,1,0,0,0,0,5,0,1,6,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,7.1,0,11,3,0,1,0,0,0,12,0,3,0,,0,0,9,0,4,0,12,8,66.7,2,45,2.9,45,0,0,,0,1.00,0,0,0,0.00,+1.21,0.7,0.9,-0.2,-0.31,+0.22,0,1,0,0,0,2,1,0,100.0,Ligue-1,13,2021-2022
Matthis Abline,fr FRA,FW,Rennes,18,2003,7,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.30,0.03,0.32,0.30,0.32,2,0,0.0,1.75,0.00,0.00,,8.6,0,0.17,-0.3,-0.3,8,10,80.0,100,22,4,6,66.7,4,4,100.0,0,0,,0.0,1,1,1,0,1,10,0,0,4,0,1,0,0,0,0,9,1,0,3,7,0,0,0,0,0,1,0,1,0.87,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,15.4,4,14,8,0,2,1,1,0,25,2,3,2,50.0,1,0,18,0,2,5,39,13,33.3,8,,,,0,0,,2,,,,,,,,,,,,0,2,0,0,0,7,0,2,0.0,Ligue-1,13,2021-2022
Matthis Abline,fr FRA,FW,Rennes,18,2003,7,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.30,0.03,0.32,0.30,0.32,2,0,0.0,1.75,0.00,0.00,,8.6,0,0.17,-0.3,-0.3,8,10,80.0,100,22,4,6,66.7,4,4,100.0,0,0,,0.0,1,1,1,0,1,10,0,0,4,0,1,0,0,0,0,9,1,0,3,7,0,0,0,0,0,1,0,1,0.87,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,15.4,4,14,8,0,2,1,1,0,25,2,3,2,50.0,1,0,18,0,2,5,39,13,33.3,8,15,6.7,45,0,6,10,3,1.14,0,1,-1,-0.87,-2.07,0.8,1.7,-0.9,-0.76,-1.37,0,2,0,0,0,7,0,2,0.0,Ligue-1,13,2021-2022
Yacine Adli,fr FRA,"MF,FW",Bordeaux,21,2000,17,13,1137,12.6,1,5,1,0,0,2,0,0.08,0.40,0.47,0.08,0.47,1.3,1.3,3.5,4.8,0.10,0.28,0.38,0.10,0.38,16,8,50.0,1.27,0.63,0.06,0.13,21.8,4,0.08,-0.3,-0.3,477,641,74.4,9989,2860,193,224,86.2,180,219,82.2,98,178,55.1,+1.5,33,55,16,3,67,567,74,1,100,53,18,38,23,4,2,423,68,150,77,538,11,6,2,5,17,25,18,60,4.75,41,11,1,6,0,9,0.71,8,0,0,0,1,0,16,13,8,7,1,4,15.4,22,74,29.1,54,133,67,0,13,38,8,0,793,14,24,41,51.2,23,3,570,4,21,35,650,563,86.6,51,67,74.3,78,4,4,30,0,0.82,21,27,-6,-0.47,+1.13,15.4,22.5,-7.1,-0.56,+0.80,0,9,0,0,0,82,9,11,45.0,Ligue-1,13,2021-2022
Lucien Agoume,fr FRA,MF,Brest,19,2002,11,8,738,8.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.06,0.02,0.08,0.06,0.08,5,0,0.0,0.61,0.00,0.00,,11.8,0,0.10,-0.5,-0.5,329,374,88.0,6387,1513,126,139,90.6,142,155,91.6,55,65,84.6,-0.2,5,19,7,0,26,365,9,0,58,15,2,1,0,0,1,280,47,47,41,307,17,0,2,0,3,8,9,11,1.34,9,1,0,0,0,0,0.00,0,0,0,0,0,0,22,13,11,7,4,7,70.0,3,36,26.5,50,62,24,0,8,45,15,0,468,27,12,17,64.7,12,3,315,1,3,13,317,304,95.9,9,67,48.2,82,4,3,28,1,1.64,12,10,+2,+0.24,+0.24,12.7,12.0,+0.7,+0.09,+0.36,0,15,0,0,0,71,8,11,42.1,Ligue-1,13,2021-2022
Nayef Aguerd,ma MAR,DF,Rennes,25,1996,17,17,1520,16.9,2,1,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18,1.4,1.4,0.2,1.6,0.08,0.01,0.09,0.08,0.09,14,4,28.6,0.83,0.24,0.14,0.50,7.8,0,0.10,+0.6,+0.6,1108,1216,91.1,25047,8381,267,283,94.3,594,617,96.3,239,303,78.9,+0.8,1,60,1,0,46,1182,34,1,89,49,1,0,0,0,0,1021,53,142,1042,107,35,4,2,1,14,19,6,6,0.36,5,0,0,0,0,2,0.12,2,0,0,0,0,0,15,9,11,4,0,3,33.3,6,37,37.4,55,40,4,0,8,41,92,1,1386,173,19,3,100.0,3,0,977,0,2,5,1069,1051,98.3,0,89,99.3,89,16,0,,0,1.82,31,14,+17,+1.01,-7.99,27.1,18.5,+8.6,+0.51,-1.57,0,8,0,1,0,127,65,21,75.6,Ligue-1,13,2021-2022
Ruben Aguilar,fr FRA,DF,Monaco,28,1993,14,10,998,11.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.00,0.03,0.03,0.00,0.03,2,1,50.0,0.18,0.09,0.00,0.00,21.7,0,0.03,-0.1,-0.1,781,900,86.8,14097,4743,345,375,92.0,363,401,90.5,66,106,62.3,-0.3,5,66,14,3,70,742,158,0,78,16,21,1,0,1,0,587,195,118,13,710,21,140,7,3,12,27,15,10,0.90,8,0,0,1,1,0,0.00,0,0,0,0,0,0,48,25,22,19,7,26,63.4,15,71,36.6,91,78,25,0,15,76,35,0,1044,35,12,8,62.5,6,0,619,2,6,6,675,637,94.4,18,71,65.2,89,9,4,26,3,1.57,15,12,+3,+0.27,-0.41,15.0,10.9,+4.1,+0.37,+0.04,0,15,0,0,1,106,17,14,54.8,Ligue-1,13,2021-2022
