Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Yunis Abdelhamid,ma MAR,DF,Reims,34,1987,15,15,1350,15.0,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.2,0.7,0.04,0.01,0.05,0.04,0.05,11,4,36.4,0.73,0.27,0.09,0.25,17.1,0,0.05,+0.4,+0.4,581,700,83.0,12846,4307,149,167,89.2,335,374,89.6,95,142,66.9,-0.2,4,28,3,0,36,650,50,0,80,31,1,0,0,0,0,518,59,123,462,189,21,8,2,0,14,17,13,9,0.60,7,0,1,0,0,0,0.00,0,0,0,0,0,0,25,21,18,6,1,6,66.7,3,72,38.9,114,64,7,0,13,79,52,0,864,110,19,14,64.3,9,0,543,0,4,6,556,542,97.5,7,90,100.0,90,15,0,,0,1.07,16,18,-2,-0.13,,13.2,15.9,-2.7,-0.18,,0,17,0,0,0,103,34,24,58.6,Ligue-1,13,2021-2022
Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,14,13,1146,12.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.01,0.06,0.06,0.01,0.06,3,1,33.3,0.24,0.08,0.00,0.00,25.0,0,0.04,-0.1,-0.1,868,916,94.8,16912,2873,309,325,95.1,429,444,96.6,121,134,90.3,-0.7,6,34,4,0,33,907,9,0,106,13,2,0,0,0,0,813,58,45,73,810,20,0,4,0,6,13,6,12,0.94,9,0,0,1,1,0,0.00,0,0,0,0,0,0,34,22,17,15,2,9,30.0,21,88,32.8,100,143,25,0,13,59,10,0,1033,43,4,12,75.0,9,0,806,1,4,17,862,820,95.1,13,82,84.9,86,10,1,31,0,0.86,14,20,-6,-0.47,+2.18,14.5,16.2,-1.7,-0.13,+0.48,0,23,0,0,0,94,10,9,52.6,Ligue-1,13,2021-2022
Laurent Abergel,fr FRA,MF,Lorient,28,1993,14,14,1260,14.0,0,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,1.5,1.5,1.5,3.0,0.11,0.11,0.21,0.11,0.21,14,4,28.6,1.00,0.29,0.00,0.00,20.6,0,0.11,-1.5,-1.5,528,658,80.2,10180,2629,221,247,89.5,223,254,87.8,79,121,65.3,-0.5,9,43,8,4,51,651,7,3,147,21,8,0,0,0,0,500,76,82,55,590,8,1,0,3,8,21,32,22,1.57,16,1,0,3,2,2,0.14,1,0,0,0,1,0,46,28,24,19,3,23,37.7,38,114,31.1,128,208,31,0,20,75,5,0,812,9,6,32,68.8,22,2,622,2,10,22,609,567,93.1,29,90,93.3,90,14,0,,0,1.00,12,22,-10,-0.71,-0.71,16.6,24.4,-7.8,-0.56,-0.11,0,19,0,0,0,133,4,6,40.0,Ligue-1,13,2021-2022
Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,6,33.3,24,0,1,2,50.0,1,3,33.3,0,0,,0.0,0,0,0,0,0,6,0,0,3,0,1,0,0,0,0,5,0,1,6,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,7.1,0,11,3,0,1,0,0,0,12,0,3,0,,0,0,9,0,4,0,12,8,66.7,2,45,3.3,45,0,0,,0,1.00,0,0,0,0.00,+0.97,0.7,0.9,-0.2,-0.31,+0.10,0,1,0,0,0,2,1,0,100.0,Ligue-1,13,2021-2022
Matthis Abline,fr FRA,FW,Rennes,18,2003,7,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.30,0.03,0.32,0.30,0.32,2,0,0.0,1.75,0.00,0.00,,8.6,0,0.17,-0.3,-0.3,8,10,80.0,100,22,4,6,66.7,4,4,100.0,0,0,,0.0,1,1,1,0,1,10,0,0,4,0,1,0,0,0,0,9,1,0,3,7,0,0,0,0,0,1,0,1,0.87,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,15.4,4,14,8,0,2,1,1,0,25,2,3,2,50.0,1,0,18,0,2,5,39,13,33.3,8,,,,0,0,,1,,,,,,,,,,,,0,2,0,0,0,7,0,2,0.0,Ligue-1,13,2021-2022
Matthis Abline,fr FRA,FW,Rennes,18,2003,7,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.30,0.03,0.32,0.30,0.32,2,0,0.0,1.75,0.00,0.00,,8.6,0,0.17,-0.3,-0.3,8,10,80.0,100,22,4,6,66.7,4,4,100.0,0,0,,0.0,1,1,1,0,1,10,0,0,4,0,1,0,0,0,0,9,1,0,3,7,0,0,0,0,0,1,0,1,0.87,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,15.4,4,14,8,0,2,1,1,0,25,2,3,2,50.0,1,0,18,0,2,5,39,13,33.3,8,15,7.6,45,0,6,10,3,1.14,0,1,-1,-0.87,-1.96,0.8,1.7,-0.9,-0.76,-1.32,0,2,0,0,0,7,0,2,0.0,Ligue-1,13,2021-2022
Yacine Adli,fr FRA,"MF,FW",Bordeaux,21,2000,15,11,999,11.1,1,4,1,0,0,2,0,0.09,0.36,0.45,0.09,0.45,1.2,1.2,3.3,4.5,0.11,0.30,0.40,0.11,0.40,14,8,57.1,1.26,0.72,0.07,0.13,21.5,4,0.08,-0.2,-0.2,446,591,75.5,9330,2691,184,209,88.0,164,198,82.8,92,166,55.4,+0.7,32,52,15,2,66,523,68,1,89,50,17,35,20,4,2,392,62,137,71,499,10,6,1,3,16,21,16,55,4.95,37,11,1,5,0,7,0.63,6,0,0,0,1,0,14,11,8,6,0,3,12.0,22,64,28.6,48,116,60,0,9,34,7,0,723,14,22,38,50.0,20,3,521,4,18,31,588,515,87.6,49,67,74.0,80,4,4,30,0,0.87,17,20,-3,-0.27,+1.52,13.2,18.2,-5.0,-0.45,+1.11,0,8,0,0,0,77,6,9,40.0,Ligue-1,13,2021-2022
Lucien Agoume,fr FRA,MF,Brest,19,2002,9,7,629,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.05,0.02,0.07,0.05,0.07,4,0,0.0,0.57,0.00,0.00,,13.2,0,0.08,-0.3,-0.3,277,313,88.5,5549,1272,99,108,91.7,121,132,91.7,53,61,86.9,-0.2,4,15,7,0,24,306,7,0,49,14,1,1,0,0,1,236,41,36,36,256,15,0,2,0,2,6,8,9,1.29,8,1,0,0,0,0,0.00,0,0,0,0,0,0,17,11,9,5,3,7,77.8,2,29,27.4,41,44,21,0,7,34,13,0,392,25,10,12,50.0,7,2,263,1,3,10,274,262,95.6,9,70,46.6,81,3,2,33,1,1.33,11,10,+1,+0.14,+0.27,10.2,10.5,-0.2,-0.03,+0.19,0,12,0,0,0,58,4,11,26.7,Ligue-1,13,2021-2022
Nayef Aguerd,ma MAR,DF,Rennes,25,1996,15,15,1350,15.0,2,1,2,0,0,1,0,0.13,0.07,0.20,0.13,0.20,1.4,1.4,0.2,1.6,0.09,0.01,0.10,0.09,0.10,13,4,30.8,0.87,0.27,0.15,0.50,7.5,0,0.10,+0.6,+0.6,977,1069,91.4,21849,7179,240,253,94.9,529,549,96.4,202,256,78.9,+0.8,1,48,1,0,40,1040,29,1,71,42,1,0,0,0,0,904,45,120,913,98,30,4,2,1,9,17,6,6,0.40,5,0,0,0,0,2,0.13,2,0,0,0,0,0,10,5,8,2,0,3,33.3,6,31,36.5,49,33,3,0,7,33,87,1,1224,159,17,3,100.0,3,0,871,0,1,5,941,927,98.5,0,90,100.0,90,15,0,,0,1.87,26,12,+14,+0.93,,24.4,17.5,+6.9,+0.46,,0,7,0,1,0,111,60,20,75.0,Ligue-1,13,2021-2022
Ruben Aguilar,fr FRA,DF,Monaco,28,1993,13,10,986,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.00,0.03,0.03,0.00,0.03,2,1,50.0,0.18,0.09,0.00,0.00,21.7,0,0.03,-0.1,-0.1,772,890,86.7,13885,4669,342,372,91.9,360,398,90.5,63,102,61.8,-0.3,5,64,13,3,68,732,158,0,74,15,21,1,0,1,0,580,195,115,13,701,21,140,7,3,12,27,15,8,0.73,6,0,0,1,1,0,0.00,0,0,0,0,0,0,49,26,22,20,7,28,66.7,14,70,36.5,90,78,24,0,15,77,35,0,1032,36,12,8,62.5,6,0,609,2,6,6,664,627,94.4,17,76,73.0,89,9,3,31,2,1.46,15,12,+3,+0.27,+0.77,14.0,10.9,+3.0,+0.28,+0.48,0,14,0,0,1,104,16,14,53.3,Ligue-1,13,2021-2022
