Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Julen Agirrezabala,es ESP,GK,Athletic Club,20,2000,2,2,180,2.0,1,0.50,5,4,80.0,0,2,0,1,50.0,0,0,0,0,,0,0,0,0.6,0.11,-0.4,-0.22,4,16,25.0,30,8,36.7,38.9,16,31.3,31.9,21,1,4.8,4,2.00,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,14.3,90,2,0,,3,1.00,1,1,0,0.00,-0.25,2.2,1.9,+0.3,+0.15,-0.50,0,0,0,0,0,0,0,0,0,11,0,0,,La-Liga,12,2021-2022
Sergio Asenjo,es ESP,GK,Villarreal,32,1989,2,2,180,2.0,4,2.00,7,3,42.9,1,1,0,0,0.0,0,0,0,0,,0,0,0,2.8,0.40,-1.2,-0.61,5,11,45.5,39,7,17.9,28.3,14,28.6,32.5,24,1,4.2,2,1.00,17.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,14.3,90,2,0,,11,2.00,7,4,+3,+1.50,+1.75,4.6,2.2,+2.4,+1.19,+1.27,0,0,0,0,0,0,0,0,0,11,0,0,,La-Liga,12,2021-2022
Édgar Badía,es ESP,GK,Elche,29,1992,2,2,180,2.0,5,2.50,8,5,62.5,0,1,1,0,0.0,2,2,0,0,0.0,0,1,0,4.9,0.37,-0.1,-0.05,8,16,50.0,43,5,25.6,30.6,12,41.7,40.3,14,1,7.1,1,0.50,15.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,14.3,90,2,0,,12,0.50,2,5,-3,-1.50,-1.00,1.9,3.8,-1.9,-0.95,-0.43,0,0,0,0,0,1,0,0,0,4,0,0,,La-Liga,12,2021-2022
Yassine Bounou,ma MAR,GK,Sevilla,30,1991,12,12,1080,12.0,8,0.67,29,21,75.9,6,4,2,6,50.0,2,1,1,0,50.0,0,1,0,7.7,0.21,-0.3,-0.02,61,150,40.7,315,44,33.7,35.0,80,55.0,46.4,89,7,7.9,11,0.92,14.6,0,1,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.5,0.5,0.00,0.04,0.04,0.00,0.04,90,85.7,90,12,0,,1,1.83,16,8,+8,+0.67,-1.83,14.8,10.8,+4.1,+0.34,-1.12,0,0,0,0,0,0,0,0,0,40,0,0,,La-Liga,12,2021-2022
Claudio Bravo,cl CHI,GK,Betis,38,1983,7,7,630,7.0,11,1.57,28,19,60.7,4,1,2,1,14.3,0,0,0,0,,0,1,2,11.1,0.40,+2.1,+0.30,50,125,40.0,181,22,54.7,45.4,42,61.9,50.3,77,2,2.6,2,0.29,12.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,90,46.7,90,7,0,,7,1.86,14,11,+3,+0.43,-0.07,11.2,9.4,+1.8,+0.25,-0.08,0,0,0,0,0,0,0,0,0,24,0,0,,La-Liga,12,2021-2022
Cárdenas,es ESP,GK,Levante,24,1997,6,6,540,6.0,9,1.50,18,10,55.6,0,2,4,1,16.7,1,1,0,0,0.0,0,1,0,6.4,0.30,-2.6,-0.44,36,103,35.0,133,19,57.9,44.3,49,53.1,42.6,56,3,5.4,6,1.00,15.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,90,40.0,90,6,0,,8,0.33,3,9,-6,-1.00,0.00,4.6,6.7,-2.1,-0.35,-0.27,0,0,0,0,0,0,0,0,0,24,0,0,,La-Liga,12,2021-2022
Kiko Casilla,es ESP,GK,Elche,35,1986,12,12,1080,12.0,15,1.25,54,39,72.2,2,4,6,3,25.0,0,0,0,0,,0,1,0,14.0,0.26,-1.0,-0.08,79,218,36.2,288,62,52.1,41.7,119,57.1,44.2,121,7,5.8,10,0.83,15.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,90,85.7,90,12,0,,2,0.83,9,15,-6,-0.50,+1.00,9.8,16.0,-6.3,-0.52,+0.43,0,0,1,0,0,0,0,0,0,68,0,0,,La-Liga,12,2021-2022
Jasper Cillessen,nl NED,GK,Valencia,32,1989,9,9,810,9.0,14,1.56,36,24,66.7,1,6,2,3,33.3,2,2,0,0,0.0,0,3,1,13.5,0.36,+0.5,+0.06,72,165,43.6,199,39,57.8,45.7,60,83.3,62.4,63,3,4.8,3,0.33,15.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,60.0,90,9,0,,5,1.00,11,14,-3,-0.33,-1.00,10.0,10.4,-0.4,-0.04,-0.35,0,0,0,0,0,0,0,0,0,43,0,0,,La-Liga,12,2021-2022
Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,14,14,1260,14.0,15,1.07,52,38,73.1,10,3,1,3,21.4,1,1,0,0,0.0,0,1,0,13.4,0.24,-1.6,-0.11,41,120,34.2,379,73,23.5,31.1,73,42.5,38.7,123,13,10.6,9,0.64,14.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,14,0,,0,2.36,34,15,+19,+1.36,,24.2,16.8,+7.4,+0.53,,0,1,1,0,0,0,0,0,1,50,0,0,,La-Liga,12,2021-2022
Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,15,14,1332,14.8,16,1.08,52,41,78.8,7,3,4,4,28.6,7,5,2,0,28.6,0,1,1,19.7,0.28,+4.7,+0.32,99,294,33.7,345,69,59.1,47.4,114,78.9,58.6,116,12,10.3,4,0.27,11.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,98.7,90,14,1,72,0,1.60,23,15,+8,+0.54,+5.54,19.7,20.1,-0.4,-0.03,-0.05,0,0,5,0,0,0,0,0,0,68,0,0,,La-Liga,12,2021-2022
