Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Julen Agirrezabala,es ESP,GK,Athletic Club,20,2000,2,2,180,2.0,1,0.50,5,4,80.0,0,2,0,1,50.0,0,0,0,0,,0,0,0,0.6,0.11,-0.4,-0.22,4,16,25.0,30,8,36.7,38.9,16,31.3,31.9,21,1,4.8,4,2.00,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,12.5,90,2,0,,4,1.00,1,1,0,0.00,-0.14,2.2,1.9,+0.3,+0.15,-0.37,0,0,0,0,0,0,0,0,0,11,0,0,,La-Liga,12,2021-2022
Sergio Asenjo,es ESP,GK,Villarreal,32,1989,2,2,180,2.0,4,2.00,7,3,42.9,1,1,0,0,0.0,0,0,0,0,,0,0,0,2.8,0.40,-1.2,-0.61,5,11,45.5,39,7,17.9,28.3,14,28.6,32.5,24,1,4.2,2,1.00,17.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,13.3,90,2,0,,12,2.00,7,4,+3,+1.50,+1.81,4.6,2.2,+2.4,+1.19,+1.15,0,0,0,0,0,0,0,0,0,11,0,0,,La-Liga,12,2021-2022
Édgar Badía,es ESP,GK,Elche,29,1992,4,4,360,4.0,7,1.75,16,12,75.0,1,2,1,0,0.0,4,3,1,0,25.0,0,2,0,8.5,0.31,+1.5,+0.39,25,56,44.6,101,18,32.7,32.7,34,67.6,49.5,46,7,15.2,1,0.25,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,25.0,90,4,0,,12,1.25,6,7,-1,-0.25,+0.25,5.4,7.5,-2.1,-0.52,0.00,0,0,0,0,0,1,0,0,0,15,0,0,,La-Liga,12,2021-2022
Yassine Bounou,ma MAR,GK,Sevilla,30,1991,13,13,1170,13.0,8,0.62,31,23,77.4,7,4,2,7,53.8,2,1,1,0,50.0,0,1,0,8.2,0.21,+0.2,+0.01,67,170,39.4,338,45,35.2,36.0,88,58.0,47.9,97,7,7.2,11,0.85,14.1,0,1,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.5,0.5,0.00,0.04,0.04,0.00,0.04,90,86.7,90,13,0,,1,1.92,17,8,+9,+0.69,-1.81,15.2,12.7,+2.5,+0.19,-1.27,0,0,0,0,0,0,0,0,0,45,0,0,,La-Liga,12,2021-2022
Claudio Bravo,cl CHI,GK,Betis,38,1983,7,7,630,7.0,11,1.57,28,19,60.7,4,1,2,1,14.3,0,0,0,0,,0,1,2,11.1,0.40,+2.1,+0.30,50,125,40.0,181,22,54.7,45.4,42,61.9,50.3,77,2,2.6,2,0.29,12.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,90,43.8,90,7,0,,7,1.86,14,11,+3,+0.43,-0.13,11.2,9.4,+1.8,+0.25,-0.03,0,0,0,0,0,0,0,0,0,24,0,0,,La-Liga,12,2021-2022
Cárdenas,es ESP,GK,Levante,24,1997,7,7,630,7.0,9,1.29,19,11,57.9,0,3,4,2,28.6,1,1,0,0,0.0,0,1,0,6.6,0.30,-2.4,-0.34,40,113,35.4,169,26,50.9,41.2,53,50.9,42.4,63,3,4.8,7,1.00,15.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,43.8,90,7,0,,8,0.43,3,9,-6,-0.86,+0.14,5.1,7.0,-1.8,-0.26,-0.18,0,0,0,0,0,0,0,0,0,32,0,0,,La-Liga,12,2021-2022
Kiko Casilla,es ESP,GK,Elche,35,1986,12,12,1080,12.0,15,1.25,54,39,72.2,2,4,6,3,25.0,0,0,0,0,,0,1,0,14.0,0.26,-1.0,-0.08,79,218,36.2,288,62,52.1,41.7,119,57.1,44.2,121,7,5.8,10,0.83,15.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,90,75.0,90,12,0,,4,0.83,9,15,-6,-0.50,-0.25,9.8,16.0,-6.3,-0.52,0.00,0,0,1,0,0,0,0,0,0,68,0,0,,La-Liga,12,2021-2022
Jasper Cillessen,nl NED,GK,Valencia,32,1989,10,10,900,10.0,15,1.50,41,28,68.3,2,6,2,3,30.0,2,2,0,0,0.0,0,3,1,16.1,0.38,+2.1,+0.21,77,180,42.8,214,39,58.4,46.3,67,82.1,61.7,78,4,5.1,4,0.40,15.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,62.5,90,10,0,,5,1.20,13,15,-2,-0.20,-0.87,11.5,11.0,+0.6,+0.06,-0.26,0,0,0,0,0,0,0,0,0,46,0,0,,La-Liga,12,2021-2022
Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,16,16,1440,16.0,15,0.94,54,40,74.1,12,3,1,5,31.3,1,1,0,0,0.0,0,1,0,13.9,0.24,-1.1,-0.07,54,162,33.3,432,82,27.3,33.0,90,48.9,42.0,150,16,10.7,10,0.63,14.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,16,0,,0,2.44,37,15,+22,+1.37,,27.9,19.4,+8.4,+0.53,,0,1,2,0,0,0,0,0,1,58,0,0,,La-Liga,12,2021-2022
Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,16,15,1422,15.8,16,1.01,55,44,80.0,8,3,4,5,33.3,7,5,2,0,28.6,0,1,1,19.8,0.26,+4.8,+0.30,107,309,34.6,363,74,59.0,47.3,119,79.8,59.2,119,12,10.1,4,0.25,11.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,98.8,90,15,1,72,0,1.69,24,15,+9,+0.57,+5.57,20.2,20.6,-0.3,-0.02,-0.04,0,0,6,0,0,0,0,0,0,76,0,0,,La-Liga,12,2021-2022
