Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Aymen Abdennour,tn TUN,DF,Marseille,27,1989,8,6,500,5.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,2,1,50.0,0.36,0.18,0.00,0.00,11.3,0,0.04,-0.1,-0.1,304,336,90.5,6306,1794,90,99,90.9,166,174,95.4,45,56,80.4,0.0,0,11,0,0,7,335,1,0,38,9,0,0,0,0,0,285,24,27,294,20,17,0,2,1,6,2,4,1,0.18,1,0,0,0,0,0,0.00,0,0,0,0,0,0,6,6,5,1,0,4,57.1,3,8,34.8,17,6,0,0,3,8,8,1,359,34,2,1,100.0,1,0,269,0,0,0,267,259,97.0,0,63,14.6,,4,2,,18,2.38,10,4,+6,+1.08,+0.25,11.1,4.2,+6.9,+1.24,+0.54,0,8,0,0,0,57,3,0,100.0,Ligue-1,13,2017-2018
Mehdi Abeid,dz ALG,MF,Dijon,24,1992,19,14,1176,13.1,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,1.0,1.0,0.2,1.2,0.08,0.02,0.09,0.08,0.09,21,6,28.6,1.61,0.46,0.00,0.00,24.7,2,0.05,-1.0,-1.0,519,611,84.9,10250,2390,177,196,90.3,250,281,89.0,81,109,74.3,+0.8,6,48,2,0,47,598,13,0,78,20,7,1,0,0,0,494,45,72,47,520,36,4,1,1,16,15,10,15,1.15,11,1,0,0,1,1,0.08,1,0,0,0,0,0,21,14,11,9,1,4,17.4,19,68,33.0,63,120,23,0,19,36,14,0,762,30,16,22,50.0,13,1,551,1,14,17,537,493,91.8,29,62,34.4,,9,5,,1,1.58,18,25,-7,-0.54,-0.09,14.2,22.4,-8.2,-0.63,+0.10,0,34,0,0,0,142,3,5,37.5,Ligue-1,13,2017-2018
Khaled Adénon,bj BEN,DF,Amiens,32,1985,34,32,2921,32.5,0,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,0.3,0.8,0.02,0.01,0.03,0.02,0.03,5,1,20.0,0.15,0.03,0.00,0.00,6.3,0,0.10,-0.5,-0.5,958,1168,82.0,21066,7904,254,295,86.1,503,565,89.0,189,278,68.0,+0.7,3,39,1,0,44,1124,44,1,141,28,1,0,0,0,0,817,94,257,220,792,137,1,3,3,35,14,16,7,0.22,4,1,0,1,1,1,0.03,1,0,0,0,0,0,41,27,27,13,1,9,28.1,23,78,37.3,148,58,3,0,26,91,166,3,1504,262,10,3,33.3,1,0,778,0,5,6,709,691,97.5,9,86,85.4,,32,2,,2,1.26,32,37,-5,-0.15,-0.15,29.0,50.2,-21.2,-0.65,-0.85,0,55,0,1,0,394,23,22,51.1,Ligue-1,13,2017-2018
Ruben Aguilar,fr FRA,"DF,MF",Montpellier,24,1993,31,27,2459,27.3,0,3,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.7,0.7,2.6,3.3,0.03,0.09,0.12,0.03,0.12,15,5,33.3,0.55,0.18,0.00,0.00,17.9,0,0.05,-0.7,-0.7,1114,1478,75.4,18488,8970,558,631,88.4,428,564,75.9,99,215,46.0,+0.4,31,90,30,20,125,1191,287,0,212,29,83,0,0,0,0,855,201,422,77,1046,72,279,1,11,35,50,55,60,2.20,45,7,1,3,1,6,0.22,5,0,0,1,0,0,71,27,33,27,11,28,49.1,29,131,28.2,243,157,65,0,55,104,54,1,1796,62,34,39,48.7,24,1,1078,6,27,30,1145,1039,90.7,72,79,71.9,,25,4,,3,1.45,30,20,+10,+0.37,+1.02,32.1,27.3,+4.8,+0.17,+0.56,0,28,0,0,0,211,9,14,39.1,Ligue-1,13,2017-2018
Jean-Eudes Aholou,ci CIV,MF,Strasbourg,23,1994,35,35,3006,33.4,5,0,5,0,0,4,0,0.15,0.00,0.15,0.15,0.15,2.9,2.9,0.6,3.6,0.09,0.02,0.11,0.09,0.11,44,7,15.9,1.32,0.21,0.11,0.71,21.4,0,0.07,+2.1,+2.1,1147,1346,85.2,22056,4826,440,498,88.4,500,552,90.6,178,239,74.5,-0.6,11,97,9,0,91,1335,11,1,214,34,1,0,0,0,0,1074,90,182,965,267,93,1,2,3,24,23,25,32,0.96,24,0,0,3,0,7,0.21,4,0,0,1,2,0,59,42,27,27,5,13,32.5,27,107,28.1,158,193,30,0,38,130,53,3,1696,81,37,33,69.7,26,0,1122,2,31,24,1043,976,93.6,53,86,87.9,,30,0,,0,1.09,41,58,-17,-0.51,+0.80,40.4,50.1,-9.7,-0.29,-0.15,0,42,0,0,0,405,20,14,58.8,Ligue-1,13,2017-2018
Youssef Aït Bennasser,ma MAR,MF,Caen,21,1996,27,25,2048,22.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,1.8,0.03,0.05,0.08,0.03,0.08,24,3,12.5,1.05,0.13,0.00,0.00,29.9,0,0.03,-0.7,-0.7,938,1145,81.9,20285,5737,303,337,89.9,420,491,85.5,198,279,71.0,-1.1,16,135,6,1,129,1130,15,3,202,59,9,2,0,0,0,871,67,207,166,897,71,1,4,3,28,24,25,50,2.20,40,1,2,5,1,1,0.04,1,0,0,0,0,0,43,28,15,23,5,14,22.6,48,115,22.8,156,292,56,0,35,80,17,0,1378,47,10,60,80.0,50,3,1014,4,12,26,952,881,92.5,34,76,59.9,,16,2,,0,1.22,17,28,-11,-0.48,+0.43,22.6,28.3,-5.7,-0.25,-0.19,0,22,0,0,0,298,6,13,31.6,Ligue-1,13,2017-2018
David Alcibiade,fr FRA,DF,Nantes,25,1991,3,2,208,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.03,0.08,0.10,0.03,0.10,2,0,0.0,0.87,0.00,0.00,,22.4,0,0.03,-0.1,-0.1,69,94,73.4,1326,645,28,30,93.3,27,34,79.4,12,28,42.9,-0.2,2,5,2,1,9,75,19,0,10,3,5,0,0,0,0,41,14,39,7,59,9,17,1,0,2,1,0,2,0.87,2,0,0,0,0,1,0.43,1,0,0,0,0,0,7,1,4,1,2,3,100.0,0,1,7.7,10,3,0,1,5,11,5,0,120,13,3,0,,0,0,52,0,0,0,47,46,97.9,3,69,6.1,,2,1,,6,2.33,3,2,+1,+0.43,+0.60,3.2,1.8,+1.4,+0.62,+0.60,0,2,0,0,0,25,1,1,50.0,Ligue-1,13,2017-2018
Júnior Alonso,py PAR,DF,Lille,24,1993,34,30,2782,30.9,2,0,2,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.6,1.4,0.03,0.02,0.05,0.03,0.05,16,4,25.0,0.52,0.13,0.13,0.50,14.6,0,0.05,+1.1,+1.1,1495,1875,79.7,34187,14235,366,425,86.1,797,904,88.2,324,515,62.9,-0.6,9,101,6,2,100,1816,59,3,253,54,6,1,0,0,0,1283,128,464,1305,362,139,25,4,4,43,32,24,21,0.68,19,2,0,0,0,2,0.06,2,0,0,0,0,0,50,26,30,19,1,13,30.2,30,61,31.3,123,66,6,0,27,92,115,1,2158,189,23,13,84.6,11,0,1379,0,9,7,1332,1306,98.0,18,82,81.3,,28,4,,3,0.91,31,53,-22,-0.71,-0.15,26.4,46.3,-19.9,-0.64,-0.77,0,35,0,0,1,420,49,17,74.2,Ligue-1,13,2017-2018
Dani Alves,br BRA,DF,Paris S-G,34,1983,25,23,2065,22.9,1,4,1,0,0,7,1,0.04,0.17,0.22,0.04,0.22,1.4,1.4,5.6,7.0,0.06,0.25,0.30,0.06,0.30,30,6,20.0,1.31,0.26,0.03,0.17,25.5,9,0.05,-0.4,-0.4,1686,1987,84.9,27933,11149,919,997,92.2,530,618,85.8,186,284,65.5,-1.6,48,139,63,20,176,1848,139,6,376,73,73,5,0,0,0,1405,218,364,184,1622,48,118,7,8,29,54,40,84,3.66,72,4,0,1,0,12,0.52,12,0,0,0,0,0,73,52,44,22,7,19,42.2,26,121,34.2,159,123,72,0,33,101,11,0,2246,50,50,41,48.8,21,2,1645,8,20,24,1703,1645,96.6,90,83,60.4,,21,2,,7,2.60,65,17,+48,+2.09,+0.03,53.9,18.6,+35.3,+1.54,+0.10,0,38,0,0,0,231,9,8,52.9,Ligue-1,13,2017-2018
Ibrahim Amadou,fr FRA,"MF,DF",Lille,24,1993,30,30,2405,26.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.5,1.6,0.04,0.02,0.06,0.04,0.06,19,3,15.8,0.71,0.11,0.00,0.00,18.6,0,0.06,-1.1,-1.1,1339,1539,87.0,29082,8432,372,417,89.2,699,749,93.3,251,342,73.4,-0.5,11,118,3,1,104,1528,11,4,223,60,4,0,0,0,0,1255,70,214,140,1321,61,0,2,4,34,25,18,22,0.82,19,0,0,2,0,0,0.00,0,0,0,0,0,0,43,30,32,11,0,13,35.1,24,80,32.1,126,113,10,0,32,74,56,1,1781,111,18,9,100.0,9,0,1276,0,15,14,1262,1232,97.6,31,80,70.3,,22,0,,0,1.00,29,44,-15,-0.56,+0.41,21.6,39.0,-17.4,-0.65,-0.51,0,29,0,1,0,263,16,13,55.2,Ligue-1,13,2017-2018
