Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
be Antwerp,19,27,49.4,5,55,450,5.0,10,8,8,2,3,8,0,2.0,1.6,3.6,1.6,3.2,8.5,6.2,4.9,11.2,1.71,0.98,2.69,1.25,2.23,66,21,31.8,13.2,4.2,0.12,0.38,16.9,0,0.1,1.5,1.8,1835,2349,78.1,35932,12666,746,859,86.8,780,933,83.6,274,471,58.2,3.1,52,119,48,16,185,2111,238,2,296,61,85,32,11,10,2,1496,331,522,624,1445,100,94,32,13,41,89,60,106,21.2,77,12,5,7,0,18,3.6,13,1,0,2,2,0,101,60,40,48,13,37,38.5,59,247,33.2,252,323,169,0,47,192,116,0,2949,280,140,73,54.8,46,6,1767,24,60,39,2250,1835,81.6,185,90,100,83,31,24,16,30,0.4,10,5,5,1.0,8.5,4.7,3.8,0.76,0,61,3,0,0,409,93,77,54.7,Europa-League,19,2021-2022
es Betis,25,25,47.2,5,55,450,5.0,9,5,8,1,1,12,1,1.8,1.0,2.8,1.6,2.6,7.4,6.7,5.5,12.2,1.49,1.11,2.6,1.34,2.45,70,28,40.0,14.0,5.6,0.11,0.29,17.0,0,0.1,1.6,1.3,1974,2385,82.8,37481,11984,813,911,89.2,884,1002,88.2,253,411,61.6,-0.5,54,133,40,8,158,2172,213,9,292,56,54,25,7,13,2,1683,301,401,697,1448,86,78,43,16,37,65,54,109,21.8,78,16,2,5,2,12,2.4,7,1,0,1,2,1,87,57,36,44,7,22,34.9,41,230,31.6,256,313,158,0,45,145,102,3,2959,369,104,88,56.8,51,6,1944,19,62,36,2227,1974,88.6,158,90,100,85,35,19,14,26,2.0,9,10,-1,-0.2,7.4,8.1,-0.6,-0.13,0,62,1,1,1,354,65,63,50.8,Europa-League,19,2021-2022
pt Braga,23,27,43.6,5,55,450,5.0,8,4,5,3,3,15,1,1.6,0.8,2.4,1.0,1.8,6.4,4.1,2.4,6.6,1.29,0.48,1.77,0.83,1.31,36,15,41.7,7.2,3.0,0.14,0.33,19.3,2,0.12,1.6,0.9,1688,2208,76.4,34717,11588,590,682,86.5,791,939,84.2,273,509,53.6,1.6,22,98,18,2,124,1972,236,2,280,68,35,19,11,7,0,1398,294,516,429,1471,112,95,30,12,55,63,42,56,11.2,34,7,6,6,2,13,2.6,6,3,0,1,3,0,78,47,30,37,11,22,40.7,32,190,31.7,176,294,129,0,50,163,93,3,2788,434,75,80,42.5,36,3,1712,7,65,77,2123,1688,79.5,124,90,100,83,35,19,21,34,1.8,8,11,-3,-0.6,6.4,9.2,-2.7,-0.54,0,75,3,2,0,429,94,84,52.8,Europa-League,19,2021-2022
dk Brøndby,20,27,57.4,5,55,450,5.0,9,7,9,0,0,9,0,1.8,1.4,3.2,1.8,3.2,8.9,8.9,6.5,15.4,1.78,1.3,3.08,1.78,3.08,85,30,35.3,17.0,6.0,0.11,0.3,16.5,1,0.11,0.1,0.1,2694,3171,85.0,49942,15855,1235,1362,90.7,1010,1141,88.5,380,552,68.8,0.5,62,155,47,12,191,2948,223,5,412,89,54,19,4,10,0,2318,380,473,931,1927,100,113,37,8,37,74,62,135,27.0,89,14,15,6,3,16,3.2,10,1,3,1,0,1,73,52,22,39,12,25,35.2,46,254,35.3,152,354,213,0,70,166,53,1,3721,297,151,91,56.0,58,5,2650,35,84,49,3025,2694,89.1,191,90,100,82,33,22,19,31,0.4,9,2,7,1.4,8.9,2.8,6.1,1.22,0,36,0,0,1,421,84,74,53.2,Europa-League,19,2021-2022
sct Celtic,21,26,44.0,5,55,450,5.0,12,10,11,1,1,9,0,2.4,2.0,4.4,2.2,4.2,8.9,8.3,7.3,15.6,1.78,1.45,3.24,1.67,3.12,72,31,43.1,14.4,6.2,0.15,0.35,16.3,1,0.12,3.1,2.7,1960,2388,82.1,38465,12053,779,859,90.7,845,973,86.8,301,477,63.1,2.7,61,128,45,7,148,2158,230,11,318,59,49,27,11,14,0,1705,280,403,803,1366,56,94,31,10,35,66,51,120,24.0,96,9,2,3,3,19,3.8,16,1,0,1,0,1,78,42,41,28,9,29,31.9,62,252,28.7,317,369,192,1,56,169,84,2,2941,383,147,78,50.0,43,9,2030,34,56,42,2276,1960,86.1,148,90,100,83,34,21,19,28,1.2,13,10,3,0.6,8.9,10.1,-1.2,-0.23,0,63,0,3,1,333,59,66,47.2,Europa-League,19,2021-2022
hr Dinamo Zagreb,22,25,48.4,5,55,450,5.0,6,3,6,0,0,9,1,1.2,0.6,1.8,1.2,1.8,6.3,6.3,4.4,10.7,1.26,0.88,2.14,1.26,2.14,59,18,30.5,11.8,3.6,0.1,0.33,16.1,1,0.11,-0.3,-0.3,1968,2434,80.9,36617,12367,860,954,90.1,818,952,85.9,251,434,57.8,-1.4,40,140,47,10,170,2199,235,2,283,55,51,26,11,11,1,1664,345,425,709,1446,85,108,37,3,40,75,63,84,16.8,55,12,3,9,3,8,1.6,3,1,1,0,1,2,83,56,40,37,6,24,27.3,64,207,28.0,241,377,120,0,49,156,88,0,2999,259,119,60,55.0,36,2,1853,19,83,48,2270,1968,86.7,170,90,100,81,33,21,21,32,1.4,6,8,-2,-0.4,6.3,6.3,0.0,0.01,0,70,0,1,0,417,68,83,45.0,Europa-League,19,2021-2022
de Eint Frankfurt,22,27,45.2,5,55,450,5.0,5,3,4,1,2,13,0,1.0,0.6,1.6,0.8,1.4,6.0,4.5,3.4,7.8,1.2,0.68,1.87,0.89,1.57,45,17,37.8,9.0,3.4,0.09,0.24,15.7,0,0.11,-1.0,-0.5,1635,2197,74.4,35699,12865,557,671,83.0,696,858,81.1,354,585,60.5,-0.4,35,107,31,7,127,1902,295,4,441,72,45,12,7,4,1,1293,336,568,500,1371,99,135,29,5,46,78,53,77,15.4,54,8,3,5,1,9,1.8,5,1,0,2,1,0,71,44,40,20,11,27,36.5,47,248,33.2,214,363,169,0,80,156,102,0,2817,362,78,88,61.4,58,3,1584,12,83,56,2067,1635,79.1,127,90,100,84,37,18,18,27,2.2,5,9,-4,-0.8,6.0,8.1,-2.1,-0.42,0,52,1,2,0,458,74,119,38.3,Europa-League,19,2021-2022
tr Fenerbahçe,23,26,54.0,5,55,450,5.0,7,7,7,0,0,10,0,1.4,1.4,2.8,1.4,2.8,5.7,5.7,4.8,10.4,1.13,0.96,2.09,1.13,2.09,52,20,38.5,10.4,4.0,0.13,0.35,15.8,0,0.11,1.3,1.3,2091,2610,80.1,44071,14236,732,849,86.2,951,1082,87.9,383,582,65.8,2.2,38,134,39,19,173,2358,252,4,401,86,67,24,5,13,1,1774,360,476,710,1563,102,115,45,12,58,96,58,79,15.8,54,6,5,3,3,11,2.2,8,1,0,2,0,0,79,48,37,36,6,28,41.2,40,188,28.4,218,307,136,0,35,162,110,1,3159,346,103,86,55.8,53,3,1968,18,66,53,2403,2091,87.0,173,90,100,80,36,19,28,30,1.0,7,6,1,0.2,5.7,8.7,-3.0,-0.6,0,63,0,3,0,409,96,58,62.3,Europa-League,19,2021-2022
hu Ferencváros,21,26,61.8,5,55,450,5.0,10,9,10,0,1,8,0,2.0,1.8,3.8,2.0,3.8,9.9,9.1,7.8,17.0,1.98,1.56,3.54,1.83,3.39,84,29,34.5,16.8,5.8,0.12,0.34,18.3,1,0.11,0.1,0.9,2900,3331,87.1,54432,15120,1191,1283,92.8,1292,1435,90.0,376,521,72.2,1.2,65,185,51,7,194,3094,237,6,341,56,65,34,10,13,0,2639,325,367,1079,2013,74,96,36,4,49,80,47,130,26.0,101,9,10,4,2,17,3.4,16,0,1,0,0,0,70,41,30,28,12,34,45.9,40,174,28.5,157,259,195,0,50,155,64,2,3855,324,138,75,68.0,54,6,2755,24,58,53,3178,2900,91.3,194,90,100,82,34,21,21,34,0.0,12,4,8,1.6,9.9,4.2,5.7,1.15,0,55,1,0,1,366,64,50,56.1,Europa-League,19,2021-2022
tr Galatasaray,21,26,55.2,5,55,450,5.0,3,2,3,0,1,17,0,0.6,0.4,1.0,0.6,1.0,7.6,6.7,4.7,11.5,1.52,0.95,2.47,1.34,2.29,64,21,32.8,12.8,4.2,0.05,0.14,18.1,2,0.11,-4.6,-3.7,2127,2567,82.9,39577,12633,931,1041,89.4,900,1043,86.3,268,404,66.3,-2.7,41,146,41,9,174,2321,246,5,312,64,67,25,12,7,1,1840,344,383,724,1567,89,119,32,15,46,64,59,97,19.4,69,10,4,5,1,3,0.6,2,0,0,1,0,0,90,59,33,45,12,29,37.2,49,247,32.9,187,390,173,1,60,158,77,3,3147,291,111,92,50.0,47,10,1998,22,59,85,2485,2127,85.6,174,90,100,84,42,13,25,40,2.2,3,7,-4,-0.8,7.6,5.4,2.2,0.45,0,74,1,0,2,407,52,63,45.2,Europa-League,19,2021-2022
