Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Ajaccio,26,26,52.5,15,165,1350,15.0,7,5,5,2,3,30,4,0.47,0.33,0.8,0.33,0.67,113,36,31.9,7.53,2.4,0.04,0.14,,90,100,83,104,59,20,45,1.87,8,17,-9,-0.6,0,196,234,33,266,190,125,,,0,Ligue-2,60,2021-2022
Amiens,27,26,51.7,15,165,1350,15.0,16,12,15,1,1,36,3,1.07,0.8,1.87,1.0,1.8,184,58,31.5,12.27,3.87,0.08,0.26,,90,100,84,109,53,18,50,0.93,16,14,2,0.13,1,224,177,23,313,173,148,,,0,Ligue-2,60,2021-2022
Auxerre,20,26,43.3,15,165,1350,15.0,15,10,14,1,1,20,1,1.0,0.67,1.67,0.93,1.6,158,56,35.4,10.53,3.73,0.09,0.25,,90,100,82,102,62,20,43,1.93,15,25,-10,-0.67,0,165,184,52,233,198,142,,,1,Ligue-2,60,2021-2022
Bastia,21,26,50.6,15,165,1350,15.0,14,8,11,3,3,27,0,0.93,0.53,1.47,0.73,1.27,155,49,31.6,10.33,3.27,0.07,0.22,,90,100,83,110,55,22,48,1.0,16,12,4,0.27,0,173,183,18,230,175,140,,,0,Ligue-2,60,2021-2022
Caen,26,26,50.7,15,165,1350,15.0,15,12,14,1,1,29,1,1.0,0.8,1.8,0.93,1.73,161,62,38.5,10.73,4.13,0.09,0.23,,90,100,83,100,64,18,40,1.13,16,16,0,0.0,1,205,198,37,231,189,159,,,1,Ligue-2,60,2021-2022
Dijon,25,26,47.9,15,165,1350,15.0,20,11,17,3,3,34,1,1.33,0.73,2.07,1.13,1.87,174,60,34.5,11.6,4.0,0.1,0.28,,90,100,84,107,57,17,47,1.07,21,14,7,0.47,1,225,200,34,247,184,155,,,0,Ligue-2,60,2021-2022
Dunkerque,26,26,54.4,15,165,1350,15.0,17,13,16,1,1,25,2,1.13,0.87,2.0,1.07,1.93,174,70,40.2,11.6,4.67,0.09,0.23,,90,100,84,111,52,17,52,1.07,18,14,4,0.27,1,267,216,37,288,142,112,,,0,Ligue-2,60,2021-2022
Grenoble,28,26,51.8,15,165,1350,15.0,17,10,16,1,1,28,2,1.13,0.67,1.8,1.07,1.73,193,59,30.6,12.87,3.93,0.08,0.27,,90,100,83,106,57,19,47,1.4,18,15,3,0.2,2,191,167,25,280,168,156,,,0,Ligue-2,60,2021-2022
Guingamp,24,26,46.4,15,165,1350,15.0,20,15,17,3,3,30,1,1.33,1.0,2.33,1.13,2.13,153,53,34.6,10.2,3.53,0.11,0.32,,90,100,83,105,59,21,46,1.2,20,18,2,0.13,0,219,205,28,271,180,182,,,1,Ligue-2,60,2021-2022
Le Havre,26,26,55.3,15,165,1350,15.0,8,6,7,1,1,29,1,0.53,0.4,0.93,0.47,0.87,159,52,32.7,10.6,3.47,0.04,0.13,,90,100,84,109,55,19,49,1.67,8,14,-6,-0.4,1,220,166,41,322,169,171,,,1,Ligue-2,60,2021-2022
Nancy,27,27,46.5,15,165,1350,15.0,23,20,23,0,1,30,3,1.53,1.33,2.87,1.53,2.87,173,71,41.0,11.53,4.73,0.13,0.32,,90,100,83,105,57,19,48,0.8,24,12,12,0.8,1,250,227,28,228,171,167,,,1,Ligue-2,60,2021-2022
Nîmes,21,26,46.8,15,165,1350,15.0,19,15,19,0,0,25,1,1.27,1.0,2.27,1.27,2.27,181,57,31.5,12.07,3.8,0.1,0.33,,90,100,83,106,58,19,46,1.13,19,17,2,0.13,0,196,188,14,242,179,171,,,0,Ligue-2,60,2021-2022
Niort,23,26,53.1,15,165,1350,15.0,15,11,14,1,2,29,1,1.0,0.73,1.73,0.93,1.67,166,53,31.9,11.07,3.53,0.08,0.26,,90,100,83,112,52,20,53,1.4,16,16,0,0.0,0,222,173,25,317,141,157,,,1,Ligue-2,60,2021-2022
Paris FC,26,26,48.4,15,165,1350,15.0,14,12,13,1,1,17,3,0.93,0.8,1.73,0.87,1.67,146,42,28.8,9.73,2.8,0.09,0.31,,90,100,82,102,60,21,44,1.6,15,18,-3,-0.2,0,166,176,26,264,218,125,,,2,Ligue-2,60,2021-2022
Pau FC,18,26,52.5,15,165,1350,15.0,15,9,13,2,2,23,4,1.0,0.6,1.6,0.87,1.47,159,52,32.7,10.6,3.47,0.08,0.25,,90,100,83,105,57,18,47,1.4,16,15,1,0.07,2,200,194,12,293,142,160,,,0,Ligue-2,60,2021-2022
Quevilly-Rouen,25,26,61.1,15,165,1350,15.0,19,15,18,1,1,28,1,1.27,1.0,2.27,1.2,2.2,176,61,34.7,11.73,4.07,0.1,0.3,,90,100,83,105,59,20,45,1.13,19,13,6,0.4,0,230,247,26,307,157,168,,,0,Ligue-2,60,2021-2022
Rodez Aveyron,22,26,52.5,15,165,1350,15.0,16,11,14,2,3,25,2,1.07,0.73,1.8,0.93,1.67,129,41,31.8,8.6,2.73,0.11,0.34,,90,100,82,100,63,20,40,1.27,16,16,0,0.0,0,202,182,23,226,161,139,,,0,Ligue-2,60,2021-2022
Sochaux,23,26,44.1,15,165,1350,15.0,8,6,8,0,0,30,2,0.53,0.4,0.93,0.53,0.93,135,37,27.4,9.0,2.47,0.06,0.22,,90,100,83,105,59,19,45,1.87,8,14,-6,-0.4,1,191,190,17,197,174,130,,,2,Ligue-2,60,2021-2022
Toulouse,25,26,38.8,15,165,1350,15.0,12,6,10,2,2,22,3,0.8,0.4,1.2,0.67,1.07,142,43,30.3,9.47,2.87,0.07,0.23,,90,100,82,109,54,22,51,2.0,13,32,-19,-1.27,1,172,219,24,208,151,150,,,1,Ligue-2,60,2021-2022
Valenciennes,25,26,50.9,15,165,1350,15.0,22,17,20,2,3,37,1,1.47,1.13,2.6,1.33,2.47,177,61,34.5,11.8,4.07,0.11,0.33,,90,100,83,104,60,19,45,1.07,22,12,10,0.67,1,232,224,28,326,183,182,,,1,Ligue-2,60,2021-2022
