Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,League Name,League ID,Season
13.0,Sat,2020-12-05,17:00,Rennes,0.7,0–2,0.7,Lens,,Roazhon Park,Johan Hamel,Match Report,,Ligue-1,13,2020-2021
13.0,Sat,2020-12-05,21:00,Montpellier,1.6,1–3,1.9,Paris S-G,,Stade de la Mosson,Mikael Lesage,Match Report,,Ligue-1,13,2020-2021
13.0,Sun,2020-12-06,13:00,Lille,1.1,2–1,0.6,Monaco,,Stade Pierre-Mauroy,JÃ©rÃ´me Brisard,Match Report,,Ligue-1,13,2020-2021
13.0,Sun,2020-12-06,15:00,Angers,1.9,2–0,0.6,Lorient,,Stade Raymond Kopa,Thomas LÃ©onard,Match Report,,Ligue-1,13,2020-2021
13.0,Sun,2020-12-06,15:00,Dijon,0.4,0–0,0.7,Saint-Étienne,,Stade Gaston GÃ©rard,Ruddy Buquet,Match Report,,Ligue-1,13,2020-2021
13.0,Sun,2020-12-06,15:00,Nantes,0.5,0–4,3.1,Strasbourg,,Stade de la Beaujoire - Louis Fonteneau,ClÃ©ment Turpin,Match Report,,Ligue-1,13,2020-2021
13.0,Sun,2020-12-06,15:00,Bordeaux,1.6,1–0,0.3,Brest,,Stade Matmut-Atlantique,Franck Schneider,Match Report,,Ligue-1,13,2020-2021
13.0,Sun,2020-12-06,17:00,Reims,0.5,0–0,0.8,Nice,,Stade Auguste-Delaune II,StÃ©phanie Frappart,Match Report,,Ligue-1,13,2020-2021
13.0,Sun,2020-12-06,21:00,Metz,1.5,1–3,2.0,Lyon,,Stade Saint-Symphorien,Karim Abed,Match Report,,Ligue-1,13,2020-2021
14.0,Fri,2020-12-11,21:00,Saint-Étienne,1.4,0–0,0.6,Angers,,Stade Geoffroy-Guichard,JÃ©rÃ´me Miguelgorry,Match Report,,Ligue-1,13,2020-2021
14.0,Sat,2020-12-12,17:00,Marseille,0.9,2–1,1.7,Monaco,,Orange VÃ©lodrome,BenoÃ®t Millot,Match Report,,Ligue-1,13,2020-2021
14.0,Sat,2020-12-12,21:00,Lens,1.8,2–3,1.5,Montpellier,,Stade Bollaert-Delelis,Jeremy Stinat,Match Report,,Ligue-1,13,2020-2021
14.0,Sun,2020-12-13,13:00,Nice,1.4,0–1,1.4,Rennes,,Stade de Nice,Amaury Delerue,Match Report,,Ligue-1,13,2020-2021
14.0,Sun,2020-12-13,15:00,Brest,2.5,2–1,0.7,Reims,,Stade Francis-Le BlÃ©,AurÃ©lien Petit,Match Report,,Ligue-1,13,2020-2021
14.0,Sun,2020-12-13,15:00,Nantes,2.5,1–1,1.2,Dijon,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,,Ligue-1,13,2020-2021
14.0,Sun,2020-12-13,15:00,Lorient,2.9,3–0,0.4,Nîmes,,Stade Yves Allainmat - Le Moustoir,Karim Abed,Match Report,,Ligue-1,13,2020-2021
14.0,Sun,2020-12-13,15:00,Strasbourg,1.3,2–2,1.7,Metz,,Stade de la Meinau,FranÃ§ois Letexier,Match Report,,Ligue-1,13,2020-2021
14.0,Sun,2020-12-13,17:00,Lille,1.3,2–1,0.6,Bordeaux,,Stade Pierre-Mauroy,Eric Wattellier,Match Report,,Ligue-1,13,2020-2021
14.0,Sun,2020-12-13,21:00,Paris S-G,0.3,0–1,0.9,Lyon,,Parc des Princes,BenoÃ®t Bastien,Match Report,,Ligue-1,13,2020-2021
15.0,Wed,2020-12-16,19:00,Montpellier,0.9,0–2,1.4,Metz,,Stade de la Mosson,JÃ©rÃ©mie Pignard,Match Report,,Ligue-1,13,2020-2021
15.0,Wed,2020-12-16,19:00,Dijon,0.2,0–2,1.1,Lille,,Stade Gaston GÃ©rard,Hakim Ben El Hadj Salem,Match Report,,Ligue-1,13,2020-2021
15.0,Wed,2020-12-16,19:00,Reims,1.6,3–2,1.5,Nantes,,Stade Auguste-Delaune II,Karim Abed,Match Report,,Ligue-1,13,2020-2021
15.0,Wed,2020-12-16,19:00,Nîmes,0.9,0–2,2.0,Nice,,Stade des CostiÃ¨res,Ruddy Buquet,Match Report,,Ligue-1,13,2020-2021
15.0,Wed,2020-12-16,19:00,Angers,0.3,0–2,0.6,Strasbourg,,Stade Raymond Kopa,Bastien Dechepy,Match Report,,Ligue-1,13,2020-2021
15.0,Wed,2020-12-16,21:00,Monaco,0.9,0–3,1.2,Lens,,Stade Louis II.,Willy Delajod,Match Report,,Ligue-1,13,2020-2021
15.0,Wed,2020-12-16,21:00,Paris S-G,2.5,2–0,1.4,Lorient,,Parc des Princes,Johan Hamel,Match Report,,Ligue-1,13,2020-2021
15.0,Wed,2020-12-16,21:00,Bordeaux,0.9,1–2,2.0,Saint-Étienne,,Stade Matmut-Atlantique,StÃ©phanie Frappart,Match Report,,Ligue-1,13,2020-2021
15.0,Wed,2020-12-16,21:00,Rennes,1.5,2–1,0.8,Marseille,,Roazhon Park,ClÃ©ment Turpin,Match Report,,Ligue-1,13,2020-2021
15.0,Wed,2020-12-16,21:00,Lyon,3.5,2–2,1.5,Brest,,Groupama Stadium,JÃ©rÃ´me Brisard,Match Report,,Ligue-1,13,2020-2021
16.0,Sat,2020-12-19,17:00,Metz,1.0,2–0,1.1,Lens,,Stade Saint-Symphorien,Amaury Delerue,Match Report,,Ligue-1,13,2020-2021
16.0,Sat,2020-12-19,19:00,Marseille,2.2,1–1,0.2,Reims,,Orange VÃ©lodrome,Thomas LÃ©onard,Match Report,,Ligue-1,13,2020-2021
16.0,Sat,2020-12-19,21:00,Nice,0.9,1–4,3.5,Lyon,,Stade de Nice,Antony Gautier,Match Report,,Ligue-1,13,2020-2021
16.0,Sun,2020-12-20,13:00,Brest,1.8,2–2,0.6,Montpellier,,Stade Francis-Le BlÃ©,BenoÃ®t Millot,Match Report,,Ligue-1,13,2020-2021
16.0,Sun,2020-12-20,15:00,Nantes,0.7,1–1,1.0,Angers,,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Match Report,,Ligue-1,13,2020-2021
16.0,Sun,2020-12-20,15:00,Strasbourg,0.8,0–2,0.6,Bordeaux,,Stade de la Meinau,BenoÃ®t Bastien,Match Report,,Ligue-1,13,2020-2021
16.0,Sun,2020-12-20,15:00,Saint-Étienne,2.6,2–2,1.8,Nîmes,,Stade Geoffroy-Guichard,Mikael Lesage,Match Report,,Ligue-1,13,2020-2021
16.0,Sun,2020-12-20,15:00,Dijon,1.1,0–1,1.3,Monaco,,Stade Gaston GÃ©rard,Jeremy Stinat,Match Report,,Ligue-1,13,2020-2021
16.0,Sun,2020-12-20,17:00,Lorient,1.3,0–3,1.3,Rennes,,Stade Yves Allainmat - Le Moustoir,Eric Wattellier,Match Report,,Ligue-1,13,2020-2021
