Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Rolando Aarons,eng ENG,"MF,FW",Hellas Verona,21,1995,11,6,517,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.5,0.04,0.04,0.08,0.04,0.08,3,0,0.0,0.52,0.00,0.00,,15.7,0,0.07,-0.2,-0.2,81,115,70.4,1095,304,50,63,79.4,22,34,64.7,3,8,37.5,-0.2,3,5,6,1,9,106,9,0,32,4,6,0,0,0,0,76,19,20,79,26,2,2,0,0,9,1,7,3,0.52,3,0,0,0,0,0,0.00,0,0,0,0,0,0,12,9,4,5,3,1,20.0,4,32,27.4,23,60,34,0,4,13,0,0,173,2,7,18,50.0,11,0,136,1,10,15,212,126,59.4,31,47,15.1,,1,5,,4,0.55,2,12,-10,-1.74,-0.56,2.8,11.7,-8.9,-1.54,-0.53,0,9,0,0,0,22,7,15,31.8,Serie-A,11,2017-2018
Ignazio Abate,it ITA,DF,Milan,30,1986,17,11,1057,11.7,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,0.6,0.9,0.02,0.05,0.07,0.02,0.07,4,2,50.0,0.34,0.17,0.25,0.50,17.9,0,0.07,+0.7,+0.7,625,774,80.7,11501,4742,255,280,91.1,294,337,87.2,69,133,51.9,-0.6,11,58,20,8,62,659,115,0,122,16,26,2,0,0,1,466,119,189,65,584,16,104,0,4,14,9,26,26,2.21,22,2,0,0,0,4,0.34,3,0,0,1,0,0,21,15,12,8,1,11,61.1,7,46,32.6,53,58,30,0,27,25,17,0,870,40,12,5,20.0,2,0,552,1,3,6,605,565,93.4,22,62,30.9,,7,6,,15,1.71,17,10,+7,+0.60,+0.33,14.2,11.3,+2.9,+0.24,-0.21,0,14,0,0,0,106,5,4,55.6,Serie-A,11,2017-2018
Francesco Acerbi,it ITA,DF,Sassuolo,29,1988,38,38,3420,38.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.8,2.4,0.04,0.02,0.06,0.04,0.06,15,2,13.3,0.39,0.05,0.00,0.00,15.6,0,0.10,-1.5,-1.5,1359,1643,82.7,30660,9085,362,427,84.8,683,760,89.9,301,425,70.8,-0.8,13,104,6,3,97,1546,97,1,235,74,9,0,0,0,0,1007,233,403,1150,271,131,25,3,3,41,20,17,28,0.74,25,0,0,2,1,0,0.00,0,0,0,0,0,0,55,34,33,18,4,17,51.5,16,111,33.8,187,113,28,0,47,102,225,2,2089,331,26,20,75.0,16,0,1150,2,19,13,1047,1004,95.9,25,90,100.0,,38,0,,0,1.13,29,59,-30,-0.79,,49.4,49.3,+0.1,0.00,,0,36,0,1,1,520,103,32,76.3,Serie-A,11,2017-2018
Afriyie Acquah,gh GHA,MF,Torino,25,1992,22,9,951,10.6,1,0,1,0,0,4,2,0.09,0.00,0.09,0.09,0.09,0.6,0.6,0.1,0.7,0.06,0.01,0.07,0.06,0.07,9,3,33.3,0.85,0.28,0.11,0.33,22.9,0,0.07,+0.4,+0.4,403,480,84.0,7022,1590,185,208,88.9,172,195,88.2,40,63,63.5,-0.1,3,42,2,0,35,475,5,0,88,5,8,0,0,0,0,373,45,62,25,423,19,0,1,2,8,6,10,15,1.44,11,0,1,2,0,0,0.00,0,0,0,0,0,0,11,7,2,7,2,1,8.3,11,32,19.9,44,100,17,0,9,21,7,1,573,11,6,22,63.6,15,0,449,1,8,18,435,406,93.3,24,43,27.8,,3,13,,11,1.64,13,17,-4,-0.38,-0.82,9.8,17.4,-7.6,-0.73,-0.81,1,21,0,0,0,105,12,13,48.0,Serie-A,11,2017-2018
Claud Adjapong,it ITA,"DF,MF",Sassuolo,19,1998,16,14,1220,13.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.05,0.05,0.10,0.05,0.10,15,3,20.0,1.11,0.22,0.00,0.00,21.1,0,0.04,-0.6,-0.6,360,514,70.0,5818,2379,194,225,86.2,134,197,68.0,27,70,38.6,-0.7,9,25,6,2,32,452,62,0,86,2,24,1,0,0,0,288,76,150,81,323,41,60,2,2,8,9,27,23,1.70,16,0,2,2,1,3,0.22,1,0,0,1,1,0,29,19,16,8,5,6,60.0,4,79,28.4,125,102,51,0,28,40,30,0,693,42,34,25,64.0,18,0,443,8,17,26,455,379,83.3,36,76,35.7,,12,2,,8,1.31,13,22,-9,-0.66,+0.20,17.2,16.8,+0.4,+0.03,+0.04,0,23,0,0,0,134,15,11,57.7,Serie-A,11,2017-2018
Ali Adnan Kadhim,iq IRQ,"DF,MF",Udinese,23,1993,23,18,1674,18.6,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,1.7,2.1,0.02,0.09,0.12,0.02,0.12,11,3,27.3,0.59,0.16,0.00,0.00,28.0,4,0.04,+0.6,+0.6,588,902,65.2,10954,5194,258,315,81.9,236,348,67.8,84,202,41.6,-0.7,21,37,18,11,68,692,210,0,124,27,53,24,6,3,1,373,161,368,473,153,63,169,5,0,21,12,38,33,1.78,24,8,0,1,0,5,0.27,4,0,0,0,1,0,57,23,38,16,3,29,53.7,25,72,27.8,156,75,28,0,34,88,72,0,1145,99,7,32,78.1,25,0,562,2,17,17,602,548,91.0,27,73,48.9,,14,5,,7,1.17,28,29,-1,-0.05,+0.67,21.2,24.3,-3.1,-0.17,+0.04,0,24,0,0,1,174,49,32,60.5,Serie-A,11,2017-2018
Arlind Ajeti,al ALB,"DF,MF",Crotone,23,1993,21,15,1271,14.1,0,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,0.7,0.7,1.1,1.8,0.05,0.08,0.13,0.05,0.13,8,0,0.0,0.57,0.00,0.00,,19.8,0,0.09,-0.7,-0.7,286,365,78.4,6321,2365,75,90,83.3,152,178,85.4,56,87,64.4,-0.1,5,19,2,0,26,355,10,1,52,6,1,0,0,0,0,218,50,97,40,280,30,0,3,0,12,5,7,11,0.78,7,0,0,1,2,2,0.14,1,0,0,1,0,0,41,24,22,17,2,14,50.0,14,55,31.6,114,58,2,0,17,54,86,2,551,113,9,10,90.0,9,0,259,0,3,4,211,203,96.2,4,61,37.2,,11,6,,15,0.95,12,28,-16,-1.13,-0.71,14.0,27.0,-13.0,-0.92,-0.51,0,19,0,1,0,147,23,24,48.9,Serie-A,11,2017-2018
Luis Alberto,es ESP,"MF,FW",Lazio,24,1992,34,32,2669,29.7,11,14,10,1,2,5,0,0.37,0.47,0.84,0.34,0.81,7.9,6.4,10.1,16.5,0.27,0.34,0.61,0.21,0.56,81,28,34.6,2.73,0.94,0.12,0.36,21.0,8,0.08,+3.1,+3.6,1339,1824,73.4,25102,9173,592,697,84.9,517,636,81.3,203,421,48.2,+3.9,91,184,79,4,242,1568,256,15,332,93,53,162,34,25,6,1208,214,402,109,1643,25,23,16,21,30,40,62,163,5.50,99,49,9,2,1,26,0.88,14,8,3,0,1,0,31,28,5,19,7,5,13.2,33,156,29.7,78,274,173,0,34,41,3,0,2156,7,93,84,60.7,56,10,1611,20,54,53,1809,1567,86.6,231,79,78.0,,19,2,,1,1.91,73,41,+32,+1.08,+0.12,50.8,34.4,+16.3,+0.55,+0.23,0,20,1,0,0,205,10,29,25.6,Serie-A,11,2017-2018
Raúl Albiol,es ESP,DF,Napoli,31,1985,31,30,2742,30.5,3,1,3,0,0,7,0,0.10,0.03,0.13,0.10,0.13,1.8,1.8,1.2,3.1,0.06,0.04,0.10,0.06,0.10,16,7,43.8,0.53,0.23,0.19,0.43,10.8,0,0.11,+1.2,+1.2,2223,2510,88.6,51015,16364,631,684,92.3,978,1075,91.0,576,696,82.8,-0.2,7,221,3,0,171,2474,36,2,271,161,3,0,0,0,0,1716,394,400,309,2001,138,0,10,4,37,23,19,24,0.79,22,0,0,0,0,2,0.07,1,0,0,1,0,0,43,25,21,22,0,17,60.7,11,61,37.2,76,82,6,1,17,55,107,1,2733,177,32,5,40.0,2,0,1881,1,3,4,1996,1985,99.4,19,88,80.2,,29,1,,5,2.26,58,21,+37,+1.21,-0.25,53.6,19.9,+33.7,+1.11,+0.11,0,31,0,0,0,455,73,51,58.9,Serie-A,11,2017-2018
Alisson,br BRA,GK,Roma,24,1992,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,959,1175,81.6,30238,18872,98,98,100.0,436,444,98.2,423,631,67.0,0.0,1,12,0,0,0,935,240,0,124,54,0,0,0,0,0,619,121,435,89,847,5,1,198,2,28,4,0,5,0.14,4,1,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,3,0,0,0,0,0,1,2,1326,1095,0,6,100.0,6,0,793,0,2,0,644,643,99.8,0,90,97.4,,37,0,,0,2.00,60,28,+32,+0.86,-0.14,68.1,39.0,+29.1,+0.79,+0.41,0,1,0,0,0,230,0,0,,Serie-A,11,2017-2018
Allan,br BRA,MF,Napoli,26,1991,38,32,2850,31.7,4,5,4,0,0,2,0,0.13,0.16,0.28,0.13,0.28,4.3,4.3,4.3,8.6,0.14,0.14,0.27,0.14,0.27,37,12,32.4,1.17,0.38,0.11,0.33,21.0,0,0.12,-0.3,-0.3,1558,1821,85.6,24416,6223,893,990,90.2,522,602,86.7,123,178,69.1,+0.7,32,182,51,2,170,1795,26,5,311,25,22,4,1,0,2,1373,236,212,167,1577,49,15,9,6,26,39,37,97,3.06,74,1,6,7,6,15,0.47,12,0,0,0,1,2,111,80,23,66,22,27,26.2,76,292,31.6,163,489,273,0,53,130,14,0,2239,41,53,121,60.3,78,4,1781,15,52,68,1844,1670,90.6,134,75,83.3,,19,6,,0,2.39,62,21,+41,+1.29,+0.19,57.0,20.2,+36.8,+1.16,+0.47,0,41,0,0,0,296,9,32,22.0,Serie-A,11,2017-2018
