Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Stephan Andersen,dk DEN,GK,dk FC Copenhagen,36,1981,5,5,450,5.0,4,0.80,16,12,75.0,1,1,3,1,20.0,1,0,0,1,,0,1,0,3.0,0.19,-1.0,-0.20,41,139,29.5,171,16,63.2,51.4,36,86.1,68.4,33,3,9.1,4,0.80,15.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,83.3,90,5,0,,1,1.63,2,4,-2,-0.40,-0.40,2.9,4.1,-1.3,-0.26,-0.85,0,0,1,0,0,0,0,0,0,35,0,0,,Europa-League,19,2018-2019
Kepa Arrizabalaga,es ESP,GK,eng Chelsea,23,1994,13,13,1200,13.3,8,0.60,25,17,68.0,12,1,0,7,53.8,0,0,0,0,,0,1,0,7.7,0.31,-0.3,-0.02,81,137,59.1,358,47,26.8,30.8,81,50.6,45.4,98,10,10.2,3,0.23,14.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,92,87.0,92,13,0,,0,2.69,31,8,+23,+1.72,+0.23,25.3,8.4,+16.9,+1.27,+0.20,0,0,0,0,0,0,0,0,0,47,0,0,,Europa-League,19,2018-2019
Scott Bain,sct SCO,GK,sct Celtic,26,1991,2,2,180,2.0,3,1.50,11,8,72.7,0,0,2,0,0.0,0,0,0,0,,0,1,0,4.8,0.44,+1.8,+0.90,7,19,36.8,55,6,23.6,29.8,14,42.9,38.5,17,0,0.0,2,1.00,23.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,25.0,90,2,0,,6,0.00,0,3,-3,-1.50,-1.17,1.0,3.8,-2.8,-1.38,-1.05,0,0,1,0,0,0,0,0,0,7,0,0,,Europa-League,19,2018-2019
Frank Boeckx,be BEL,GK,be Anderlecht,31,1986,1,1,90,1.0,0,0.00,2,2,100.0,0,1,0,1,100.0,0,0,0,0,,0,0,0,0.4,0.20,+0.4,+0.40,7,10,70.0,21,5,23.8,32.0,8,62.5,48.6,10,0,0.0,0,0.00,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,16.7,90,1,0,,5,1.00,0,0,0,0.00,+1.00,0.4,0.4,0.0,-0.01,+0.31,0,0,1,0,0,0,0,0,0,4,0,0,,Europa-League,19,2018-2019
Landry Bonnefoi,fr FRA,GK,lu F91 Dudelange,34,1983,4,4,360,4.0,12,3.00,33,24,63.6,0,1,3,1,25.0,0,0,0,0,,0,2,3,9.3,0.28,+0.3,+0.09,28,70,40.0,91,25,50.5,41.7,36,66.7,49.5,46,2,4.3,0,0.00,11.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,66.7,90,4,0,,2,0.25,3,12,-9,-2.25,-0.25,0.9,9.0,-8.1,-2.03,+0.01,0,0,0,0,0,0,0,0,0,27,0,0,,Europa-League,19,2018-2019
Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,30,1988,9,9,810,9.0,16,1.78,48,31,66.7,4,3,2,2,22.2,0,0,0,0,,2,5,0,14.4,0.30,-1.6,-0.18,57,171,33.3,211,44,48.8,41.1,91,74.7,58.4,95,9,9.5,4,0.44,14.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,90.0,90,9,0,,1,1.67,13,16,-3,-0.33,+0.67,8.4,15.0,-6.6,-0.73,-1.42,0,0,1,0,0,0,0,0,0,43,0,0,,Europa-League,19,2018-2019
Yanick Brecher,ch SUI,GK,ch Zürich,25,1993,7,7,630,7.0,10,1.43,34,24,70.6,3,0,4,2,28.6,0,0,0,0,,0,3,0,7.5,0.22,-2.5,-0.35,57,151,37.7,216,46,50.0,41.7,68,63.2,53.9,80,9,11.3,5,0.71,15.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,87.5,90,7,0,,1,1.29,7,10,-3,-0.43,-0.43,9.1,7.9,+1.2,+0.17,+1.24,0,0,0,0,0,0,0,0,0,41,0,0,,Europa-League,19,2018-2019
Jorge Broun,ar ARG,GK,bg Ludogorets,32,1986,1,1,90,1.0,1,1.00,1,0,0.0,0,1,0,0,0.0,0,0,0,0,,0,0,0,0.8,0.82,-0.2,-0.18,14,21,66.7,21,9,61.9,41.5,8,100.0,54.0,9,0,0.0,1,1.00,16.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,16.7,90,1,0,,5,1.67,1,1,0,0.00,+0.40,1.4,0.3,+1.1,+1.07,+1.35,0,0,0,0,0,0,0,0,0,10,0,0,,Europa-League,19,2018-2019
Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,24,1994,1,1,90,1.0,1,1.00,5,4,80.0,0,0,1,0,0.0,0,0,0,0,,0,1,0,1.0,0.20,0.0,0.00,8,15,53.3,32,3,37.5,36.0,5,60.0,51.2,3,1,33.3,0,0.00,16.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,10.0,90,1,0,,9,0.00,0,1,-1,-1.00,-0.67,2.1,1.4,+0.7,+0.68,+1.42,0,0,0,0,0,0,0,0,0,6,0,0,,Europa-League,19,2018-2019
Willy Caballero,ar ARG,GK,eng Chelsea,36,1981,2,2,180,2.0,0,0.00,3,2,100.0,1,1,0,1,50.0,0,0,0,0,,0,0,1,1.4,0.46,+0.4,+0.18,11,19,57.9,37,5,32.4,32.7,9,77.8,52.2,10,0,0.0,2,1.00,15.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,13.0,90,2,0,,13,2.00,5,2,+3,+1.50,-0.23,3.0,0.8,+2.1,+1.07,-0.20,0,0,0,0,0,0,0,0,0,10,0,0,,Europa-League,19,2018-2019
