Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,PKwon,PKcon,OG,League Name,League ID,Season
Bouna Sarr,sn SEN,"DF,MF",fr Marseille,25,1992,15,11,1000,11.1,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,17,4,23.5,1.53,0.36,0.06,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,72.5,,10,4,,0,1.53,11,12,-1,-0.09,-1.27,0,15,0,0,1,Europa-League,19,2017-2018
Malang Sarr,fr FRA,DF,fr Nice,18,1999,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,37.5,,3,0,,4,0.00,2,5,-3,-1.00,-2.20,0,4,0,1,0,Europa-League,19,2017-2018
Lucas Sasha,br BRA,"MF,DF",bg Ludogorets,27,1990,5,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,15.3,,1,4,,2,1.71,0,3,-3,-2.45,-2.60,0,6,0,0,0,Europa-League,19,2017-2018
Stefan Savić,me MNE,DF,es Atlético Madrid,26,1991,4,2,195,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,24.1,,2,2,,1,1.75,3,1,+2,+0.92,-1.13,0,1,0,0,0,Europa-League,19,2017-2018
Vujadin Savić,rs SRB,DF,rs Red Star,27,1990,7,7,606,6.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,0.59,0.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,84.2,,6,0,,0,1.60,2,2,0,0.00,0.00,0,6,0,0,0,Europa-League,19,2017-2018
André Schembri,mt MLT,"FW,MF",cy Apollon Limassol,31,1986,6,4,353,3.9,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,4,1,25.0,1.02,0.25,0.25,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,65.4,,0,2,,0,1.33,3,10,-7,-1.78,-0.82,0,5,0,0,0,Europa-League,19,2017-2018
Denis Scherbitskiy,by BLR,GK,by BATE Borisov,21,1996,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.13,6,16,-10,-1.67,,0,0,0,0,0,Europa-League,19,2017-2018
Thorsten Schick,at AUT,MF,ch Young Boys,27,1990,5,2,182,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,0.49,0.49,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,33.7,,1,3,,1,1.20,2,2,0,0.00,+0.25,0,2,0,0,0,Europa-League,19,2017-2018
Xaver Schlager,at AUT,"MF,FW",at RB Salzburg,19,1997,14,10,883,9.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,10,3,30.0,1.02,0.31,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,68.4,,6,4,,0,1.86,18,9,+9,+0.92,+0.92,0,18,0,0,0,Europa-League,19,2017-2018
Marcel Schmelzer,de GER,DF,de Dortmund,29,1988,3,2,224,2.5,1,0,1,0,0,0,0,0.40,0.00,0.40,0.40,0.40,5,3,60.0,2.01,1.21,0.20,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,62.2,,2,1,,0,0.67,2,2,0,0.00,0.00,0,5,0,0,0,Europa-League,19,2017-2018
Morgan Schneiderlin,fr FRA,MF,eng Everton,27,1989,5,5,383,4.3,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.47,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,70.9,,2,0,,0,1.56,5,8,-3,-0.70,+2.16,1,6,0,0,0,Europa-League,19,2017-2018
Aaron Schoenfeld,us USA,"FW,MF",il Maccabi Tel Aviv,27,1990,3,2,175,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,1.54,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,32.4,,1,1,,0,2.27,1,2,-1,-0.51,+0.97,0,2,0,0,0,Europa-League,19,2017-2018
Nico Schulz,de GER,MF,de Hoffenheim,24,1993,5,5,450,5.0,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,5,2,40.0,1.00,0.40,0.20,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,0,0.80,7,9,-2,-0.40,-0.40,0,4,0,0,0,Europa-League,19,2017-2018
André Schürrle,de GER,MF,de Dortmund,26,1990,4,4,360,4.0,2,0,2,0,0,2,0,0.50,0.00,0.50,0.50,0.50,13,6,46.2,3.25,1.50,0.15,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,4,0,,0,1.25,5,5,0,0.00,,0,2,0,0,0,Europa-League,19,2017-2018
Aleksandr Selikhov,ru RUS,GK,ru Spartak Moscow,23,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,1,0,,1,3.00,2,1,+1,+1.00,+3.00,0,0,0,0,0,Europa-League,19,2017-2018
Davie Selke,de GER,FW,de Hertha BSC,22,1995,3,3,238,2.6,4,0,4,0,0,2,0,1.51,0.00,1.51,1.51,1.51,10,7,70.0,3.78,2.65,0.40,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,44.1,,2,0,,0,1.00,5,4,+1,+0.38,+0.97,0,5,0,0,0,Europa-League,19,2017-2018
Ken Sema,se SWE,"MF,FW",se Östersund,23,1993,8,8,720,8.0,1,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,11,6,54.5,1.37,0.75,0.09,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,8,0,,0,1.85,10,8,+2,+0.25,,0,6,1,0,0,Europa-League,19,2017-2018
Rúben Semedo,pt POR,DF,es Villarreal,23,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.5,,1,0,,0,3.00,3,1,+2,+2.00,+2.14,0,0,0,0,0,Europa-League,19,2017-2018
Nuno Sequeira,pt POR,DF,pt Braga,26,1990,3,3,200,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,27.8,,2,0,,0,2.00,2,4,-2,-0.90,-1.07,0,4,0,0,0,Europa-League,19,2017-2018
Tarkan Serbest,tr TUR,"MF,DF",at Austria Wien,23,1994,6,6,527,5.9,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,3,2,66.7,0.51,0.34,0.33,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,97.6,,5,0,,0,1.20,8,15,-7,-1.20,-1.20,0,7,0,0,0,Europa-League,19,2017-2018
Thulani Serero,za RSA,MF,nl Vitesse,27,1990,4,4,316,3.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,58.5,,2,0,,0,0.50,2,5,-3,-0.85,-0.05,0,3,0,0,0,Europa-League,19,2017-2018
Jean Seri,ci CIV,MF,fr Nice,26,1991,5,5,398,4.4,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,5,0,0.0,1.13,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,55.3,,1,0,,0,1.80,11,5,+6,+1.36,+2.20,0,7,0,0,0,Europa-League,19,2017-2018
Artem Shabanov,ua UKR,DF,ua Dynamo Kyiv,25,1992,1,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5.0,,0,1,,1,0.00,0,1,-1,-2.00,-2.53,0,1,0,0,0,Europa-League,19,2017-2018
Mykola Shaparenko,ua UKR,MF,ua Dynamo Kyiv,18,1998,5,2,174,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,1.03,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,19.3,,0,3,,1,1.20,6,3,+3,+1.55,+1.43,0,7,0,0,0,Europa-League,19,2017-2018
Oleg Shatov,ru RUS,"MF,FW",ru Zenit,27,1990,2,2,121,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,2.98,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,13.4,,0,0,,0,2.33,2,1,+1,+0.74,-0.64,0,0,0,0,0,Europa-League,19,2017-2018
Georgi Shchennikov,ru RUS,MF,ru CSKA Moscow,26,1991,2,1,134,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.67,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,24.8,,1,1,,2,1.50,3,6,-3,-2.01,-2.24,0,6,0,1,0,Europa-League,19,2017-2018
Aleksey Shchetkin,kz KAZ,FW,kz FC Astana,26,1991,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3.2,,0,1,,0,1.00,2,0,+2,+7.83,+7.96,0,0,0,0,0,Europa-League,19,2017-2018
Ben Sheaf,eng ENG,MF,eng Arsenal,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,0,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1,,0,1,,3,3.00,0,0,0,0.00,-1.29,,0,,,,Europa-League,19,2017-2018
Orges Shehi,al ALB,GK,al Skënderbeu Korçë,39,1977,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.43,6,10,-4,-0.67,,0,0,0,0,0,Europa-League,19,2017-2018
Volodymyr Shepelyev,ua UKR,MF,ua Dynamo Kyiv,20,1997,6,5,440,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,2,100.0,0.41,0.41,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,48.9,,4,1,,3,1.50,7,7,0,0.00,-0.78,0,10,0,0,0,Europa-League,19,2017-2018
Igor Shitov,by BLR,"DF,MF",kz FC Astana,30,1986,8,7,635,7.1,0,2,0,0,0,2,0,0.00,0.28,0.28,0.00,0.28,,1,,,0.14,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,88.2,,6,1,,0,1.38,13,10,+3,+0.43,+2.54,,8,,,,Europa-League,19,2017-2018
Donjet Shkodra,xk KVX,MF,al Skënderbeu Korçë,28,1989,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.9,,0,1,,5,2.00,0,0,0,0.00,+0.68,0,3,0,0,0,Europa-League,19,2017-2018
Masoud Shojaei,ir IRN,MF,gr AEK Athens,33,1984,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.5,,1,0,,0,1.00,0,0,0,0.00,-0.14,0,4,0,0,0,Europa-League,19,2017-2018
Dmitriy Shomko,kz KAZ,"DF,MF",kz FC Astana,27,1990,8,8,720,8.0,1,2,1,0,0,1,0,0.12,0.25,0.37,0.12,0.37,9,2,22.2,1.13,0.25,0.11,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,8,0,,0,1.38,14,13,+1,+0.12,,0,6,0,0,0,Europa-League,19,2017-2018
Mikalay Signevich,by BLR,FW,by BATE Borisov,25,1992,6,2,301,3.3,2,0,2,0,0,2,0,0.60,0.00,0.60,0.60,0.60,10,4,40.0,2.99,1.20,0.20,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,55.7,,1,4,,0,1.13,5,7,-2,-0.60,+2.41,0,6,0,0,0,Europa-League,19,2017-2018
Gylfi Sigurðsson,is ISL,"MF,FW",eng Everton,27,1989,4,3,303,3.4,0,2,0,0,0,1,0,0.00,0.59,0.59,0.00,0.59,8,3,37.5,2.38,0.89,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,56.1,,3,1,,0,0.40,3,9,-6,-1.78,-1.02,0,5,0,0,0,Europa-League,19,2017-2018
Cristiano da Silva Leite,br BRA,"MF,DF",md Sheriff Tiraspol,23,1993,6,6,537,6.0,0,2,0,0,0,1,0,0.00,0.34,0.34,0.00,0.34,8,2,25.0,1.34,0.34,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,99.4,,5,0,,0,1.38,4,4,0,0.00,0.00,0,5,0,0,0,Europa-League,19,2017-2018
Alex da Silva,br BRA,"MF,FW",cy Apollon Limassol,33,1983,4,2,204,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7,2,28.6,3.09,0.88,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,37.8,,0,2,,1,1.50,1,5,-4,-1.76,-0.43,0,1,0,0,0,Europa-League,19,2017-2018
André Silva,pt POR,FW,it Milan,21,1995,10,8,722,8.0,6,0,6,0,0,1,0,0.75,0.00,0.75,0.75,0.75,29,9,31.0,3.61,1.12,0.21,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,80.2,,5,2,,0,2.07,15,7,+8,+1.00,+1.50,0,17,0,0,0,Europa-League,19,2017-2018
João Miguel Macedo Silva,pt POR,GK,pt Vitória,22,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,3,0,,3,1.00,3,4,-1,-0.33,+0.67,0,0,0,0,0,Europa-League,19,2017-2018
Raul Silva,br BRA,DF,pt Braga,27,1989,7,7,630,7.0,1,1,1,0,0,3,0,0.14,0.14,0.29,0.14,0.29,7,3,42.9,1.00,0.43,0.14,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,87.5,,7,0,,0,2.09,10,8,+2,+0.29,+3.29,0,8,0,0,1,Europa-League,19,2017-2018
Silas Araújo da Silva,br BRA,MF,ua Zorya Luhansk,21,1996,5,3,245,2.7,1,0,1,0,0,1,0,0.37,0.00,0.37,0.37,0.37,6,3,50.0,2.20,1.10,0.17,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,45.4,,1,2,,0,1.20,3,5,-2,-0.73,+0.49,0,5,0,0,0,Europa-League,19,2017-2018
André Simões,pt POR,MF,gr AEK Athens,27,1989,7,7,630,7.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,9,4,44.4,1.29,0.57,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,87.5,,7,0,,0,1.44,5,4,+1,+0.14,+0.14,0,15,0,0,0,Europa-League,19,2017-2018
Jozo Šimunović,hr CRO,DF,sct Celtic,22,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,2,0,,0,1.50,1,3,-2,-1.00,,0,3,0,0,0,Europa-League,19,2017-2018
Scott Sinclair,eng ENG,"FW,MF",sct Celtic,28,1989,1,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,3.21,3.21,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,15.6,,0,1,,1,0.00,0,0,0,0.00,+1.18,0,1,0,0,0,Europa-League,19,2017-2018
Meris Skenderović,me MNE,FW,de Hoffenheim,19,1998,1,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,2.65,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,6.3,,0,1,,1,1.00,0,1,-1,-2.65,-2.47,0,0,0,0,0,Europa-League,19,2017-2018
Jørgen Skjelvik,no NOR,DF,no Rosenborg,26,1991,5,4,372,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,68.9,,4,1,,1,1.57,5,8,-3,-0.73,+0.35,0,5,0,0,1,Europa-League,19,2017-2018
Milan Škoda,cz CZE,FW,cz Slavia Prague,31,1986,4,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,2.73,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12.2,,0,3,,2,1.00,0,1,-1,-1.36,-1.55,0,2,0,0,0,Europa-League,19,2017-2018
Robert Skov,dk DEN,MF,dk FC Copenhagen,21,1996,2,1,117,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,6,1,16.7,4.62,0.77,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,16.3,,0,1,,0,0.00,1,3,-2,-1.54,-1.84,0,2,0,0,0,Europa-League,19,2017-2018
Nejc Skubic,si SVN,DF,tr Konyaspor,28,1989,6,5,494,5.5,1,1,0,1,1,2,0,0.18,0.18,0.36,0.00,0.18,5,1,20.0,0.91,0.18,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,91.5,,5,1,,0,1.00,3,6,-3,-0.55,-2.50,0,2,0,0,0,Europa-League,19,2017-2018
Simon Sluga,hr CRO,GK,hr Rijeka,24,1993,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,3,0,,3,2.00,7,4,+3,+1.00,+2.33,0,0,0,0,0,Europa-League,19,2017-2018
Igor Smolnikov,ru RUS,DF,ru Zenit,28,1988,5,4,330,3.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,1.09,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,36.7,,2,1,,4,1.57,3,4,-1,-0.27,-2.48,0,4,0,0,0,Europa-League,19,2017-2018
Wesley Sneijder,nl NED,"MF,FW",fr Nice,33,1984,2,2,156,1.7,0,1,0,0,0,0,0,0.00,0.58,0.58,0.00,0.58,4,1,25.0,2.31,0.58,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,21.7,,1,0,,1,0.00,1,3,-2,-1.15,-1.95,0,1,0,0,0,Europa-League,19,2017-2018
