Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,PKwon,PKcon,OG,League Name,League ID,Season
Ignazio Abate,it ITA,"DF,MF",it Milan,30,1986,5,4,346,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.26,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,38.4,,3,1,,1,2.63,10,3,+7,+1.82,+1.82,0,6,0,0,0,Europa-League,19,2017-2018
Hatem Abd Elhamed,il ISR,DF,il Be'er Sheva,26,1991,6,5,470,5.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.77,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,87.0,,5,1,,0,0.67,3,9,-6,-1.15,-2.43,0,5,0,0,0,Europa-League,19,2017-2018
Aymen Abdennour,tn TUN,DF,fr Marseille,27,1989,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,13.0,,2,0,,6,1.50,2,2,0,0.00,-0.30,0,3,0,0,0,Europa-League,19,2017-2018
Anicet Abel,mg MAD,MF,bg Ludogorets,27,1990,8,8,713,7.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,6,1,16.7,0.76,0.13,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,99.0,,7,0,,0,1.30,7,9,-2,-0.25,-0.25,0,14,0,0,0,Europa-League,19,2017-2018
Maxwell Acosty,gh GHA,"MF,FW",hr Rijeka,25,1991,6,4,329,3.7,1,2,1,0,0,1,0,0.27,0.55,0.82,0.27,0.82,9,3,33.3,2.46,0.82,0.11,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,60.9,,0,2,,0,1.17,8,4,+4,+1.09,+3.23,0,5,0,0,0,Europa-League,19,2017-2018
Marcos Acuña,ar ARG,MF,pt Sporting CP,25,1991,6,4,402,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,12,1,8.3,2.69,0.22,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,72.4,,2,2,,0,1.67,8,5,+3,+0.67,+1.85,0,8,0,0,0,Europa-League,19,2017-2018
Emmanuel Adebayor,tg TOG,FW,tr Başakşehir,33,1984,1,1,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,12.0,,0,0,,0,1.00,0,0,0,0.00,+0.19,0,2,0,0,0,Europa-League,19,2017-2018
Samuel Adegbenro,ng NGA,FW,no Rosenborg,21,1995,6,6,520,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,17,5,29.4,2.94,0.87,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,96.3,,2,0,,0,1.38,5,10,-5,-0.87,-0.87,0,5,2,0,0,Europa-League,19,2017-2018
James Adeniyi,ng NGA,"MF,FW",al Skënderbeu Korçë,24,1992,5,5,436,4.8,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,,3,,,0.62,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,80.7,,4,0,,0,1.67,5,8,-3,-0.62,+0.25,,6,,,,Europa-League,19,2017-2018
Luiz Adriano,br BRA,FW,ru Spartak Moscow,30,1987,2,2,180,2.0,2,0,2,0,0,1,0,1.00,0.00,1.00,1.00,1.00,6,2,33.3,3.00,1.00,0.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,2,0,,0,1.50,3,4,-1,-0.50,,0,1,0,0,0,Europa-League,19,2017-2018
Aritz Aduriz,es ESP,FW,es Athletic Club,36,1981,10,9,801,8.9,8,1,5,3,3,1,2,0.90,0.11,1.01,0.56,0.67,34,13,38.2,3.82,1.46,0.15,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,89.0,,7,1,,0,1.71,13,12,+1,+0.11,+0.11,1,27,0,0,0,Europa-League,19,2017-2018
Luka Adžić,rs SRB,MF,rs Red Star,18,1998,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,45.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3,,0,1,,7,1.50,0,0,0,0.00,0.00,0,0,0,0,0,Europa-League,19,2017-2018
Michel Aebischer,ch SUI,MF,ch Young Boys,20,1997,5,4,355,3.9,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,6,2,33.3,1.52,0.51,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,65.7,,3,1,,0,1.00,3,5,-2,-0.51,-0.99,0,8,0,0,0,Europa-League,19,2017-2018
Imanol Agirretxe,es ESP,FW,es Real Sociedad,30,1987,2,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.98,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,12.8,,0,1,,0,0.50,2,2,0,0.00,-1.29,0,2,0,0,0,Europa-League,19,2017-2018
Hosam Aiesh,se SWE,"MF,FW",se Östersund,22,1995,3,2,153,1.7,1,1,1,0,0,1,0,0.59,0.59,1.18,0.59,1.18,3,1,33.3,1.76,0.59,0.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,21.3,,1,1,,1,2.00,4,1,+3,+1.76,+1.92,0,4,0,0,0,Europa-League,19,2017-2018
Astrit Ajdarević,al ALB,MF,gr AEK Athens,27,1990,4,1,85,0.9,1,0,1,0,0,0,0,1.06,0.00,1.06,1.06,1.06,2,1,50.0,2.12,1.06,0.50,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,11.8,,0,3,,4,1.40,2,2,0,0.00,-0.14,0,1,0,0,0,Europa-League,19,2017-2018
Kristoffer Ajer,no NOR,DF,sct Celtic,19,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,2,0,,0,1.50,1,3,-2,-1.00,,0,1,0,0,0,Europa-League,19,2017-2018
Ager Aketxe,es ESP,MF,es Athletic Club,23,1993,5,1,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,4.50,1.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6.7,,0,4,,1,2.29,1,2,-1,-1.50,-1.71,0,0,0,0,0,Europa-League,19,2017-2018
Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,31,1986,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.33,7,9,-2,-0.33,,0,0,0,0,0,Europa-League,19,2017-2018
Luis Alberto,es ESP,"MF,FW",it Lazio,24,1992,9,8,644,7.2,1,6,1,0,0,0,0,0.14,0.84,0.98,0.14,0.98,16,7,43.8,2.24,0.98,0.06,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,59.6,,4,1,,1,2.44,17,8,+9,+1.26,+1.26,0,8,0,0,0,Europa-League,19,2017-2018
Raúl Albiol,es ESP,DF,it Napoli,31,1985,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,1,0,,1,3.00,2,0,+2,+2.00,+4.00,0,0,0,0,0,Europa-League,19,2017-2018
Alef,br BRA,"MF,FW",cy Apollon Limassol,22,1995,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,0,1.13,5,11,-6,-1.20,+1.80,0,7,0,1,0,Europa-League,19,2017-2018
Ömer Ali Şahiner,tr TUR,"MF,DF",tr Konyaspor,25,1992,6,5,453,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.79,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,83.9,,4,1,,0,1.00,4,6,-2,-0.40,-0.40,0,5,0,0,0,Europa-League,19,2017-2018
Mukhtar Ali,sa KSA,MF,nl Vitesse,19,1997,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2.2,,0,1,,3,0.00,0,1,-1,-7.50,-6.82,0,0,0,0,0,Europa-League,19,2017-2018
Denis Alibec,ro ROU,FW,ro FCSB,26,1991,3,3,234,2.6,1,1,1,0,0,0,0,0.38,0.38,0.77,0.38,0.77,9,6,66.7,3.46,2.31,0.11,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,32.5,,1,0,,0,1.33,4,3,+1,+0.38,+0.75,0,1,0,0,0,Europa-League,19,2017-2018
Fidan Aliti,xk KVX,DF,al Skënderbeu Korçë,23,1993,6,3,374,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,69.3,,3,3,,0,0.83,5,6,-1,-0.24,+1.39,0,4,0,0,0,Europa-League,19,2017-2018
Allan,br BRA,MF,it Napoli,26,1991,2,1,120,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.75,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,66.7,,1,1,,0,1.50,2,2,0,0.00,0.00,0,3,0,0,0,Europa-League,19,2017-2018
Allan,br BRA,MF,cy Apollon Limassol,20,1997,4,4,327,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5,2,40.0,1.38,0.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,60.6,,3,0,,1,0.50,3,7,-4,-1.10,+1.01,0,7,0,0,0,Europa-League,19,2017-2018
André Almeida Pinto,pt POR,DF,pt Sporting CP,27,1989,4,4,390,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.23,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,70.3,,4,0,,1,1.75,8,6,+2,+0.46,+1.01,0,2,0,0,0,Europa-League,19,2017-2018
Yeray Álvarez,es ESP,DF,es Athletic Club,22,1995,4,4,314,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,34.9,,3,0,,0,0.75,5,7,-2,-0.57,-1.03,0,2,0,0,0,Europa-League,19,2017-2018
Danny Amankwaa,dk DEN,"FW,MF",dk FC Copenhagen,23,1994,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,3.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3.5,,0,2,,4,2.00,1,0,+1,+3.60,+3.73,0,0,0,0,0,Europa-League,19,2017-2018
Jordan Amavi,fr FRA,"DF,MF",fr Marseille,23,1994,12,11,1011,11.2,0,1,0,0,0,4,1,0.00,0.09,0.09,0.00,0.09,3,2,66.7,0.27,0.18,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,73.3,,9,1,,2,1.83,16,11,+5,+0.45,+0.69,0,22,0,1,0,Europa-League,19,2017-2018
Nadiem Amiri,de GER,"MF,FW",de Hoffenheim,20,1996,3,3,238,2.6,1,0,1,0,0,2,0,0.38,0.00,0.38,0.38,0.38,8,5,62.5,3.03,1.89,0.13,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,44.1,,1,0,,1,1.33,5,3,+2,+0.76,+1.95,0,8,0,0,0,Europa-League,19,2017-2018
Stephan Andersen,dk DEN,GK,dk FC Copenhagen,35,1981,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,25.0,,2,0,,6,0.50,1,2,-1,-0.50,-0.67,0,0,0,0,0,Europa-League,19,2017-2018
Felipe Anderson,br BRA,FW,it Lazio,24,1993,7,3,369,4.1,3,3,3,0,0,0,0,0.73,0.73,1.46,0.73,1.46,12,6,50.0,2.93,1.46,0.25,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,34.2,,2,4,,0,1.43,13,8,+5,+1.22,+0.71,0,1,0,0,0,Europa-League,19,2017-2018
Pål André Helland,no NOR,FW,no Rosenborg,27,1990,3,1,97,1.1,1,0,1,0,0,0,0,0.93,0.00,0.93,0.93,0.93,4,3,75.0,3.71,2.78,0.25,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,18.0,,0,2,,0,0.33,2,1,+1,+0.93,+2.15,0,3,0,0,0,Europa-League,19,2017-2018
Oleksandr Andriyevskyi,ua UKR,MF,ua Zorya Luhansk,23,1994,6,5,431,4.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,10,2,20.0,2.09,0.42,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,79.8,,3,1,,0,1.00,2,6,-4,-0.84,+0.82,0,12,0,0,0,Europa-League,19,2017-2018
Giannis Anestis,gr GRE,GK,gr AEK Athens,26,1991,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,62.5,,5,0,,1,1.57,6,5,+1,+0.20,+0.20,0,0,0,0,0,Europa-League,19,2017-2018
Miguel Ángel Moyá,es ESP,GK,es Atlético Madrid,33,1984,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,11.1,,1,0,,1,3.00,4,1,+3,+3.00,+1.38,0,0,0,0,0,Europa-League,19,2017-2018
Marin Aničić,ba BIH,DF,kz FC Astana,27,1989,7,6,542,6.0,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,2,1,50.0,0.33,0.17,0.50,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,75.3,,6,1,,0,1.43,12,12,0,0.00,-0.51,0,8,0,0,0,Europa-League,19,2017-2018
Peter Ankersen,dk DEN,DF,dk FC Copenhagen,26,1990,8,8,720,8.0,1,2,1,0,0,0,0,0.12,0.25,0.37,0.12,0.37,5,2,40.0,0.62,0.25,0.20,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,8,0,,0,1.13,8,8,0,0.00,,0,2,0,0,0,Europa-League,19,2017-2018
Gheorghe Anton,md MDA,MF,md Sheriff Tiraspol,24,1993,6,6,509,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,94.3,,4,0,,0,1.38,4,4,0,0.00,0.00,0,9,0,0,0,Europa-League,19,2017-2018
Luca Antonelli,it ITA,"MF,DF",it Milan,30,1987,3,2,196,2.2,0,1,0,0,0,1,0,0.00,0.46,0.46,0.00,0.46,6,0,0.0,2.76,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,21.8,,1,1,,0,2.50,7,3,+4,+1.84,+1.45,0,5,0,0,0,Europa-League,19,2017-2018
Houssem Aouar,fr FRA,MF,fr Lyon,19,1998,8,4,460,5.1,1,1,1,0,0,1,0,0.20,0.20,0.39,0.20,0.39,5,2,40.0,0.98,0.39,0.20,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,51.1,,2,4,,2,2.38,14,3,+11,+2.15,+2.36,0,5,0,0,0,Europa-League,19,2017-2018
João Araújo,br BRA,FW,bg Ludogorets,29,1988,1,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,6.10,1.53,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,8.2,,0,0,,5,1.67,0,0,0,0.00,+0.27,0,1,0,0,0,Europa-League,19,2017-2018
Sergio Araujo,ar ARG,FW,gr AEK Athens,25,1992,8,5,485,5.4,1,1,1,0,0,2,0,0.19,0.19,0.37,0.19,0.37,12,5,41.7,2.23,0.93,0.08,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,67.4,,3,3,,0,1.25,5,4,+1,+0.19,+0.19,0,9,0,0,0,Europa-League,19,2017-2018
Musa Araz,ch SUI,MF,tr Konyaspor,23,1994,6,5,392,4.4,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,4,2,50.0,0.92,0.46,0.25,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,72.6,,2,1,,0,1.00,4,4,0,0.00,+1.22,0,11,0,0,0,Europa-League,19,2017-2018
Frank Arhin,gh GHA,FW,se Östersund,18,1999,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.3,,0,2,,2,2.00,0,0,0,0.00,-0.25,0,1,0,0,0,Europa-League,19,2017-2018
Ari,ru RUS,FW,ru Loko Moscow,31,1985,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,1.33,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,15.0,,0,0,,0,3.00,3,2,+1,+0.67,+0.78,0,4,0,0,0,Europa-League,19,2017-2018
Sergio Asenjo,es ESP,GK,es Villarreal,28,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,25.0,,2,0,,1,0.00,1,4,-3,-1.50,-2.17,0,0,0,0,0,Europa-League,19,2017-2018
Roger Assalé,ci CIV,FW,ch Young Boys,23,1993,6,5,435,4.8,4,1,4,0,0,2,0,0.83,0.21,1.03,0.83,1.03,18,6,33.3,3.72,1.24,0.22,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,80.6,,3,1,,0,1.00,6,7,-1,-0.21,-0.21,0,4,0,0,0,Europa-League,19,2017-2018
David Atanga,gh GHA,"FW,MF",at RB Salzburg,20,1996,1,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,2.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2.4,,0,1,,1,3.00,1,0,+1,+2.90,+2.33,0,0,0,0,0,Europa-League,19,2017-2018
Eliran Atar,il ISR,"MF,FW",il Maccabi Tel Aviv,30,1987,6,3,294,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,17,3,17.6,5.20,0.92,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,54.4,,1,3,,0,0.67,0,4,-4,-1.22,-0.13,0,0,0,0,0,Europa-League,19,2017-2018
