Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
nl Ajax,19,24,54.7,6,66,540,6.0,10,10,10,0,0,20,2,1.67,1.67,3.33,1.67,3.33,6.7,6.7,5.9,12.6,1.12,0.98,2.1,1.12,2.1,76,24,31.6,12.67,4.0,0.13,0.42,17.5,3,0.09,3.3,3.3,2614,3257,80.3,47699,17062,1178,1342,87.8,1066,1214,87.8,305,548,55.7,4.1,59,205,71,12,263,2966,291,8,733,79,70,36,7,18,2,2251,434,572,1507,1409,119,117,39,9,53,48,81,128,21.33,100,7,9,2,7,19,3.17,17,1,0,1,0,0,137,89,55,58,24,60,38.0,98,292,28.7,274,479,266,0,64,198,121,1,3961,402,183,115,58.3,70,7,2687,28,71,69,3085,2614,84.7,297,90,100,85,,17,16,25,1.67,12,6,6,1.0,6.7,11.2,-4.5,-0.74,2,93,0,2,0,565,98,103,48.8,Champions-League,8,2019-2020
it Atalanta,23,27,48.4,9,99,810,9.0,17,9,13,4,5,25,0,1.89,1.0,2.89,1.44,2.44,16.5,12.8,9.6,22.4,1.84,1.07,2.91,1.42,2.49,113,40,35.4,12.56,4.44,0.12,0.33,15.9,5,0.12,0.5,0.2,3431,4251,80.7,63925,20758,1539,1713,89.8,1357,1607,84.4,463,758,61.1,-0.6,89,259,85,14,297,3821,430,10,839,108,90,37,13,19,1,2850,619,782,1262,2531,145,187,53,13,71,59,109,202,22.44,134,21,14,15,5,26,2.89,17,1,2,1,4,1,195,116,88,90,17,60,28.7,149,381,25.5,432,775,287,0,107,284,242,5,5353,509,242,155,59.4,98,4,3449,57,114,103,3942,3431,87.0,390,90,100,84,,28,22,40,1.44,17,18,-1,-0.11,16.5,16.4,0.1,0.01,0,152,4,1,0,745,133,114,53.8,Champions-League,8,2019-2020
es Atlético Madrid,21,26,44.9,9,99,840,9.3,13,9,11,2,3,16,0,1.39,0.96,2.36,1.18,2.14,13.0,10.7,8.2,19.0,1.4,0.88,2.28,1.15,2.03,119,43,36.1,12.75,4.61,0.09,0.26,18.8,2,0.09,0.0,0.3,3487,4436,78.6,66643,23310,1529,1733,88.2,1373,1647,83.4,499,857,58.2,0.8,87,274,82,11,330,3956,480,13,790,112,112,46,5,25,1,2695,765,976,1174,2694,176,201,57,24,61,63,109,182,19.5,123,25,13,9,4,19,2.04,13,3,0,2,1,0,187,117,113,46,28,68,34.5,129,483,27.7,601,725,418,1,119,269,323,2,5651,608,208,180,65.0,126,6,3537,29,96,117,4210,3487,82.8,412,93,100,86,,28,25,40,1.78,13,9,4,0.43,13.0,7.2,5.8,0.63,0,112,2,0,1,825,192,172,52.7,Champions-League,8,2019-2020
es Barcelona,24,27,57.6,9,99,810,9.0,13,10,12,1,1,25,1,1.44,1.11,2.56,1.33,2.44,13.3,12.5,10.1,22.6,1.48,1.12,2.6,1.39,2.51,101,40,39.6,11.22,4.44,0.12,0.3,17.5,9,0.12,-0.3,-0.5,5223,5993,87.2,97267,26475,2200,2426,90.7,2287,2476,92.4,652,894,72.9,-0.1,75,382,86,11,348,5601,392,32,979,122,66,35,16,9,1,4538,796,659,2052,3527,149,125,94,14,62,102,110,169,18.78,133,6,12,11,2,25,2.78,19,1,2,1,1,1,147,95,63,56,28,51,34.2,98,422,27.3,454,651,440,1,92,236,149,5,6971,747,230,211,70.1,159,6,4988,37,88,105,5868,5223,89.0,379,90,100,84,,24,24,48,2.0,15,14,1,0.11,13.3,14.6,-1.3,-0.14,1,102,1,2,0,726,77,73,51.3,Champions-League,8,2019-2020
de Bayern Munich,20,27,64.3,11,121,990,11.0,43,37,41,2,2,13,0,3.91,3.36,7.27,3.73,7.09,32.7,31.2,22.8,54.0,2.97,2.07,5.04,2.83,4.91,237,96,40.5,21.55,8.73,0.17,0.43,16.5,7,0.14,10.3,9.8,6435,7468,86.2,129961,37625,2356,2614,90.1,2990,3295,90.7,1003,1368,73.3,14.2,169,496,166,33,557,6976,492,25,1143,234,200,91,21,39,16,5456,903,1109,1843,5028,214,205,80,15,92,77,126,367,33.36,271,22,22,15,13,70,6.36,51,2,4,5,4,4,219,151,65,110,44,80,34.2,154,587,32.7,371,849,576,1,123,292,148,3,8653,682,460,232,63.8,158,3,6093,91,111,96,7175,6435,89.7,651,90,100,83,,40,20,56,3.0,43,8,35,3.18,32.7,10.7,21.9,1.99,0,132,1,1,1,1023,151,112,57.4,Champions-League,8,2019-2020
pt Benfica,23,24,48.3,6,66,540,6.0,9,5,8,1,1,8,0,1.5,0.83,2.33,1.33,2.17,7.5,6.8,5.3,12.0,1.25,0.88,2.13,1.13,2.0,82,28,34.1,13.67,4.67,0.1,0.29,20.6,7,0.08,1.5,1.2,2559,3144,81.4,47818,16299,1162,1303,89.2,977,1142,85.6,366,576,63.5,-0.3,58,206,44,8,215,2832,312,5,661,86,58,34,5,17,5,2196,458,490,981,1855,92,129,52,7,58,57,72,129,21.5,91,16,5,10,4,11,1.83,10,0,0,0,0,1,117,70,57,49,11,43,31.6,93,333,25.9,438,590,258,0,87,157,150,0,3901,409,114,118,53.4,66,4,2563,18,65,85,2992,2559,85.5,257,90,100,84,,18,23,24,1.17,10,11,-1,-0.17,7.5,8.8,-1.3,-0.21,0,61,0,1,1,538,62,76,44.9,Champions-League,8,2019-2020
eng Chelsea,22,25,51.6,8,88,720,8.0,12,7,10,2,3,14,1,1.5,0.87,2.37,1.25,2.12,15.6,13.3,10.2,23.5,1.95,1.28,3.22,1.67,2.94,123,41,33.3,15.37,5.12,0.08,0.24,15.6,5,0.11,-3.6,-3.3,3540,4243,83.4,70325,22500,1391,1570,88.6,1526,1713,89.1,556,802,69.3,-3.2,98,245,79,26,307,3863,380,5,746,135,113,49,17,23,2,2816,607,820,752,3045,145,155,68,13,55,61,92,209,26.12,144,19,16,10,3,16,2.0,8,1,3,3,1,0,154,82,68,63,23,49,38.9,77,453,29.8,396,736,388,0,96,195,173,2,5183,501,242,200,62.0,135,5,3614,56,92,109,4060,3540,87.2,371,90,100,84,,22,22,38,1.38,12,16,-4,-0.5,15.6,11.6,4.0,0.49,0,101,1,2,2,681,130,97,57.3,Champions-League,8,2019-2020
be Club Brugge,22,25,41.7,6,66,540,6.0,4,3,4,0,1,17,3,0.67,0.5,1.17,0.67,1.17,7.5,6.8,4.6,11.4,1.26,0.77,2.03,1.13,1.9,61,17,27.9,10.17,2.83,0.07,0.24,16.0,3,0.11,-3.5,-2.8,1967,2544,77.3,39436,14562,759,888,85.5,863,1015,85.0,310,539,57.5,-1.6,46,153,48,9,222,2251,293,12,479,63,68,25,4,16,3,1553,435,556,825,1395,113,121,39,19,64,26,80,96,16.0,65,12,6,8,0,5,0.83,5,0,0,0,0,0,130,81,68,49,13,63,40.4,93,298,21.8,368,654,344,0,73,201,126,1,3238,379,135,130,60.0,85,4,2132,30,75,70,2403,1967,81.9,260,90,100,85,,17,19,25,0.5,4,12,-8,-1.33,7.5,9.0,-1.4,-0.24,3,94,1,0,0,497,84,85,49.7,Champions-League,8,2019-2020
hr Dinamo Zagreb,21,25,34.7,6,66,540,6.0,10,9,9,1,1,16,1,1.67,1.5,3.17,1.5,3.0,6.0,5.2,4.6,9.8,1.0,0.76,1.76,0.87,1.63,48,18,37.5,8.0,3.0,0.19,0.5,17.1,3,0.11,4.0,3.8,1565,2153,72.7,31209,12300,691,825,83.8,573,735,78.0,265,494,53.6,4.4,35,110,32,11,131,1869,284,2,414,59,56,22,6,9,0,1225,356,572,516,1290,118,109,34,9,42,44,65,81,13.5,58,4,9,4,3,19,3.17,16,0,1,1,1,0,118,81,61,48,9,42,32.1,89,307,23.7,562,532,199,1,72,179,125,3,2865,389,99,133,59.4,87,10,1635,13,79,103,1993,1565,78.5,177,90,100,86,,18,15,24,0.83,10,13,-3,-0.5,6.0,13.9,-7.9,-1.32,1,89,1,2,0,549,86,100,46.2,Champions-League,8,2019-2020
de Dortmund,24,25,51.6,8,88,720,8.0,10,9,10,0,1,14,2,1.25,1.13,2.37,1.25,2.37,11.4,10.7,8.3,19.0,1.43,1.04,2.47,1.33,2.38,94,33,35.1,11.75,4.12,0.11,0.3,16.5,2,0.12,-1.4,-0.7,4203,4918,85.5,75495,21024,1918,2118,90.6,1748,1940,90.1,463,692,66.9,0.7,72,260,76,17,270,4601,317,16,712,94,86,24,8,11,1,3729,557,632,1301,3227,137,131,70,13,44,94,95,156,19.5,127,5,11,5,1,18,2.25,15,0,2,1,0,0,156,99,92,44,20,46,30.9,103,449,26.4,528,757,413,1,85,237,147,2,5786,475,226,172,62.2,114,6,4185,51,67,111,4710,4203,89.2,314,90,100,87,,22,13,34,1.63,10,11,-1,-0.12,11.4,11.3,0.1,0.02,1,93,1,1,0,684,77,76,50.3,Champions-League,8,2019-2020
